name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,12/31/2012
TotalAssets,"4,791,117,000","4,790,527,000","4,704,827,000","4,792,386,000","4,825,932,000","4,829,759,000","4,916,420,000","5,022,199,000","5,306,370,000","4,942,411,000","4,990,427,000","4,988,839,000","5,024,387,000","4,928,672,000","4,968,458,000","5,018,884,000","4,973,371,000","4,902,338,000","4,913,887,000","4,904,574,000","4,974,923,000","4,979,883,000","5,018,693,000","3,725,466,000","3,723,074,000","3,722,775,000","3,758,493,000","3,610,395,000","3,634,373,000","3,779,749,000","3,807,198,000","3,831,390,000","3,845,630,000","1,491,281,000","1,496,716,000","1,526,017,000"
	CurrentAssets,"101,764,000","80,001,000","126,200,000","296,436,000","79,863,000","61,821,000","85,588,000","209,099,000","492,635,000","73,680,000","82,334,000","85,413,000","83,627,000","62,723,000","82,479,000","103,739,000","88,678,000","61,248,000","123,279,000","85,920,000","124,001,000","99,885,000","82,926,000","87,436,000","63,833,000","47,394,000","64,241,000","68,428,000","116,936,000","250,993,000","71,373,000","77,447,000","74,702,000","37,939,000","43,890,000","42,153,000"
		CashCashEquivalentsAndShortTermInvestments,"636,000","3,282,000","39,432,000","2,899,000","5,776,000","5,556,000","27,435,000","156,461,000","437,260,000",,,,,,,,,,,,,,,"21,614,000",,,"105,000",,"46,905,000","0","0","805,000","0","18,102,000","0","9,027,000"
			CashAndCashEquivalents,"636,000","3,282,000","39,432,000","2,899,000","5,776,000","5,556,000","27,435,000","156,461,000","437,260,000",,,,,,,,,,,,,,,"21,614,000",,,"105,000",,"46,905,000","0","0","805,000","0","18,102,000","0","9,027,000"
		Receivables,"60,560,000","40,052,000","52,322,000","54,296,000","38,766,000","22,137,000","29,969,000","24,925,000","22,040,000","26,926,000","40,473,000","52,214,000","51,358,000","29,091,000","47,991,000","61,660,000","57,240,000","31,457,000","52,354,000","57,676,000","57,692,000","31,460,000","50,973,000","45,093,000","43,027,000","24,743,000","38,436,000","41,771,000","39,337,000","22,879,000","34,255,000","40,667,000","37,685,000","10,421,000","33,530,000","33,126,000"
			NotesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","17,675,000","22,375,000"
			OtherReceivables,"60,560,000","40,052,000","52,322,000","54,296,000","38,766,000","22,137,000","29,969,000","24,925,000","22,040,000","26,926,000","40,473,000","52,214,000","51,358,000","29,091,000","47,991,000","61,660,000","57,240,000","31,457,000","52,354,000","57,676,000","57,692,000","31,460,000","50,973,000","45,093,000","43,027,000","24,743,000","38,436,000","41,771,000","39,337,000","22,879,000","34,255,000","40,667,000","37,685,000","10,421,000","15,855,000","10,751,000"
		RestrictedCash,"40,568,000","36,667,000","34,446,000","31,215,000","30,149,000","28,812,000","28,184,000","27,713,000","33,335,000","34,661,000","35,287,000","33,199,000","32,269,000","33,632,000","34,488,000","32,279,000","31,438,000","29,791,000","30,299,000","28,244,000","27,309,000","29,425,000","31,953,000","20,729,000","20,806,000","22,651,000","25,700,000","26,657,000","30,694,000","32,526,000","37,118,000","35,975,000","37,017,000","9,416,000","10,360,000",
		AssetsHeldForSaleCurrent,,"0","0","208,026,000","5,172,000","5,316,000","0","0","0","12,093,000","6,574,000",,,,,"9,800,000",,"0","40,626,000","0","39,000,000","39,000,000",,,,"0","0","0","0","195,588,000",,,,,,"0"
	TotalNonCurrentAssets,"4,689,353,000","4,710,526,000","4,578,627,000","4,495,950,000","4,746,069,000","4,767,938,000","4,830,832,000","4,813,100,000","4,813,735,000","4,868,731,000","4,908,093,000","4,903,426,000","4,940,760,000","4,865,949,000","4,885,979,000","4,915,145,000","4,884,693,000","4,841,090,000","4,790,608,000","4,818,654,000","4,850,922,000","4,879,998,000","4,935,767,000","3,638,030,000","3,659,241,000","3,675,381,000","3,694,252,000","3,541,967,000","3,517,437,000","3,528,756,000","3,735,825,000","3,753,943,000","3,770,928,000","1,453,342,000","1,452,826,000","1,483,864,000"
