name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005
MarketCap,"9,433,572,000","12,656,010,640","14,102,714,820","11,964,630,150","11,838,176,400","12,408,559,520","11,797,520,010","9,442,169,620","9,938,450,800","9,032,901,150","10,924,889,420","8,993,257,680","6,878,760,541","7,283,223,323","5,959,842,960","5,440,035,791","5,120,905,879","4,752,758,751","5,018,070,782","4,780,417,405","4,684,937,400","4,135,124,890","3,939,045,873","4,575,627,840","3,655,586,610","3,079,401,160","2,724,923,440","2,617,415,360","2,724,310,440","3,061,954,940","2,380,398,540","2,104,134,760","2,271,335,240","2,177,024,270","1,971,208,200","1,957,909,600","2,148,941,310","2,407,971,348","1,630,566,600","1,416,729,406","1,304,209,374","1,256,972,854","1,102,481,457","990,290,650","1,271,566,500","1,277,385,850","1,193,736,750","1,115,511,540","1,037,928,000","837,163,360","787,250,000","614,318,980","477,186,980","292,436,386","410,505,801","737,976,523","671,606,958","734,686,293","531,238,398","670,113,375","655,917,760","719,340,830","605,658,303","529,350,753","435,767,236","425,730,060","384,795,126","385,070,273"
EnterpriseValue,"19,469,341,000","23,637,558,640","24,491,573,820","21,438,499,150","21,249,760,400","20,868,905,520","19,930,788,010","16,985,909,620","17,241,677,800","14,702,205,150","16,635,142,420","13,502,805,680","9,990,225,541","10,527,268,323","9,323,690,960","10,186,197,791","9,938,802,879","9,537,003,751","9,716,145,782","7,800,050,405","7,548,426,400","6,989,548,890","5,599,781,873","7,175,546,840","6,862,395,610","6,219,232,160","5,767,926,440","4,843,713,360","4,581,561,440","5,142,872,940","3,893,364,540","3,572,545,760","3,717,035,240","3,573,309,270","3,066,584,200","2,879,366,600","2,993,886,310","3,413,162,348","2,635,757,600","2,218,455,406","2,077,934,374","1,844,095,854","1,637,126,457","1,524,935,650","1,761,969,500","1,746,729,850","1,465,298,750","1,397,767,540","1,316,343,000","1,410,257,360","1,365,669,000","1,184,201,980","1,047,720,980","858,757,386","1,037,123,801","1,346,949,291","1,246,867,644","1,003,056,650","917,548,430","941,375,934","898,088,129","1,020,199,855","837,102,118","628,970,317","535,386,800","495,816,498","324,335,091","324,610,238"
PeRatio,"8.362","19.045","24.615","21.581","21.383","26.272","24.761","21.241","22.927","19.874","26.388","7.494","6.435","6.707","5.847","15.695","16.374","15.854","18.622","16.21","15.506","14.988","12.3","18.012","21.729","20.603","25.022","20.868","31.214","50.828","49.214","43.786","30.091","22.052","17.71","17.638","21.373","28.643","21.357","36.034","60.125","58","49.35","44.75","39.655","44.5","90.25","46.091","37.76","32.75","20.833","16.978","14.805","8.69","14.341","15.133","12.341","12.304","12.131","16.244","18.634","19.587","19.367","18.859","15.549","16.119","15.774","15.806"
ForwardPeRatio,"8.547","11.403",,,,,,,,,,,,,,,,,,,"13.405","13.423",,"16.051",,,,,,"17.857","16.695","14.859","16.051","15.504","14.97","14.771","17.857","23.202","19.268","21.598","24.631","14.97","16.447","15.175","28.49","27.322","32.363","19.92",,,"16.667","19.763",,,"9.95","21.413","19.084",,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.748","1.634","1.454","1.57","1.517","1.465","1.445","1.747","2.268","1.885","2.113","2.407","1.722","8.225","7.585","14.233","13.66","5.388","3.32",,,"8.333","9.886",,,"0.928","10.708","9.547",,,,,,,,,,,
PsRatio,"5.881","8.077","9.258","7.974","8.302","9.036","9.662","8.206","9.002","8.669","10.754","9.848","8.499","8.642","7.267","6.906","6.735","6.464","7.157","6.745","6.451","6.219","5.691","6.824","7.175","6.413","5.93","5.84","7.048","8.043","7.759","7.233","8.126","8.048","7.594","7.532","8.942","10.539","7.859","7.464","7.214","7.163","7.695","6.977","9.569","9.91","8.951","7.194","6.034","6.281","6.021","4.567","3.414","1.961","3.335","5.243","4.797","5.435","5.07","8.009","9.296","11.555","12.001","11.995","9.89","10.216","10.221","10.242"
PbRatio,"1.058","1.499","1.688","1.457","1.459","1.691","1.637","1.336","1.423","1.285","1.829","1.832","1.411","1.595","1.333","1.42","1.334","1.241","1.312","1.252","1.443","1.273","1.247","2.116","1.715","1.465","1.293","1.457","1.517","2.216","1.692","1.489","1.587","1.62","1.451","1.601","1.75","2.279","1.553","1.369","1.251","1.506","1.306","1.182","1.464","1.435","1.327","1.231","1.125","1.262","1.172","0.905","0.698","0.424","0.664","1.174","1.054","1.148","1.035","1.407","1.373","2.093","1.708","1.489","1.226","1.194","1.077","1.078"
EnterprisesValueRevenueRatio,,"57.681","59.833","54.861","55.658","57.527","59.708","51.557","59.079","49.985","64.87","60.078","51.884","58.338","51.632","51.708","49.226","46.512","47.405","44.173","45.252","44.691","36.532","56.699","54.334","46.069","43.848","42.277","45.907","53.593","47.419","44.227","48.551","48.89","46.029","47.627","52.092","58.405","46.767","41.347","40.688","42.5","49.042","40.352","48.342","48.929","49.074","47.843","42.181","41.835","42.986","34.734","33.246","26.527","34.647","40.672","40.095","42.841","32.818","36.66","36.521","56.495","88.175","41.595","40.669","39.064","33.708","39.563"
EnterprisesValueEBITDARatio,"10.479","28.712","66.8","61.19","64.148","64.37","67.22","57.624","68.214","56.966","76.848","69.005","61.378","67.804","57.926","12.305","47.716","50.973","57.525","50.6","52.506","51.381","55.122","52.822","57.539","51.995","49.972","64.214","70.02","65.857","68.791","52.475","100.618","83.418","66.845","56.939","61.17","67.5","58.483","47.346","47.254","57.259","60.255","72.499","74.609","64.898","341.084","62.073","63.067","52.952","53.317","43.71","42.551","33.191","52.081","46.763","46.881","51.482","39.172","42.033","41.419","75.275","96.354","49.816","51.557","48.629","44.048","56.891"
