name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020
TotalAssets,"2,340,970,000","2,306,079,000","2,274,873,000","2,311,167,000","2,331,651,000"
	CurrentAssets,"337,922,000","285,187,000","238,932,000","250,206,000","240,998,000"
		CashCashEquivalentsAndShortTermInvestments,"193,022,000","127,064,000","118,102,000","107,117,000","65,265,000"
			CashAndCashEquivalents,"188,070,000","126,526,000","115,406,000","95,043,000","65,265,000"
			OtherShortTermInvestments,"4,952,000","538,000","2,696,000","12,074,000","0"
		Receivables,"92,878,000","112,251,000","82,651,000","106,014,000","141,113,000"
			AccountsReceivable,"92,878,000","112,251,000","82,651,000","106,014,000","141,113,000"
				GrossAccountsReceivable,"96,478,000","116,751,000","85,651,000","107,314,000","144,413,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,600,000","-4,500,000","-3,000,000","-1,300,000","-3,300,000"
		PrepaidAssets,"27,048,000","20,376,000","15,934,000","15,988,000","12,415,000"
		RestrictedCash,"104,000","103,000","103,000","105,000","205,000"
		OtherCurrentAssets,"24,870,000","25,393,000","22,142,000","20,982,000","22,000,000"
	TotalNonCurrentAssets,"2,003,048,000","2,020,892,000","2,035,941,000","2,060,961,000","2,090,653,000"
		NetPPE,"40,952,000","43,704,000","45,055,000","51,940,000","60,637,000"
			GrossPPE,"88,672,000","89,556,000","96,334,000","101,794,000","105,472,000"
				Properties,"0","0","0","0","0"
				MachineryFurnitureEquipment,"33,129,000","31,604,000","34,978,000","34,663,000","33,483,000"
				OtherProperties,"32,799,000","35,205,000","35,537,000","41,281,000","45,314,000"
				Leases,"22,744,000","22,747,000","25,819,000","25,850,000","26,675,000"
			AccumulatedDepreciation,"-47,720,000","-45,852,000","-51,279,000","-49,854,000","-44,835,000"
		GoodwillAndOtherIntangibleAssets,"1,932,363,000","1,948,102,000","1,965,615,000","1,983,597,000","2,002,074,000"
			Goodwill,"1,618,067,000","1,617,880,000","1,617,936,000","1,617,944,000","1,605,628,000"
			OtherIntangibleAssets,"314,296,000","330,222,000","347,679,000","365,653,000","396,446,000"
		NonCurrentDeferredAssets,"2,370,000","2,403,000","1,999,000","1,868,000","2,036,000"
			NonCurrentDeferredTaxesAssets,"2,370,000","2,403,000","1,999,000","1,868,000","2,036,000"
		OtherNonCurrentAssets,"27,363,000","26,683,000","23,272,000","23,556,000","25,906,000"
TotalLiabilitiesNetMinorityInterest,"732,561,000","676,623,000","1,153,696,000","1,170,250,000","1,160,800,000"
	CurrentLiabilities,"417,139,000","358,617,000","345,243,000","359,485,000","344,341,000"
		PayablesAndAccruedExpenses,"60,580,000","38,431,000","38,540,000","39,081,000","30,500,000"
			Payables,"60,580,000","38,431,000","38,540,000","39,081,000","30,500,000"
				AccountsPayable,"2,185,000","2,675,000","2,316,000","6,449,000","4,078,000"
				TotalTaxPayable,"8,920,000","10,774,000","5,474,000","5,893,000","9,550,000"
				OtherPayable,"49,475,000","24,982,000","30,750,000","26,739,000","16,872,000"
			CurrentAccruedExpenses,,"79,827,000",,,
		PensionandOtherPostRetirementBenefitPlansCurrent,"38,511,000","49,015,000","42,027,000","38,521,000","50,312,000"
		CurrentDebtAndCapitalLeaseObligation,"11,236,000","11,290,000","16,005,000","20,029,000","33,830,000"
			CurrentDebt,,,"4,546,000","4,537,000","17,920,000"
				OtherCurrentBorrowings,,,"4,546,000","4,537,000","17,920,000"
			CurrentCapitalLeaseObligation,"11,236,000","11,290,000","11,459,000","15,492,000","15,910,000"
		CurrentDeferredLiabilities,"287,504,000","239,843,000","226,307,000","241,649,000","207,622,000"
			CurrentDeferredRevenue,"287,504,000","239,843,000","226,307,000","241,649,000","207,622,000"
		OtherCurrentLiabilities,"19,308,000","20,038,000","22,364,000","20,205,000","22,077,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"315,422,000","318,006,000","808,453,000","810,765,000","816,459,000"
		LongTermDebtAndCapitalLeaseObligation,"290,523,000","293,111,000","782,576,000","785,913,000","794,270,000"
			LongTermDebt,"262,593,000","262,302,000","750,540,000","751,680,000","753,953,000"
			LongTermCapitalLeaseObligation,"27,930,000","30,809,000","32,036,000","34,233,000","40,317,000"
		NonCurrentDeferredLiabilities,"16,664,000","16,695,000","18,226,000","17,627,000","16,950,000"
			NonCurrentDeferredTaxesLiabilities,"16,664,000","16,695,000","18,226,000","17,627,000","16,950,000"
		OtherNonCurrentLiabilities,"8,235,000","8,200,000","7,651,000","7,225,000","5,239,000"
TotalEquityGrossMinorityInterest,"1,608,409,000","1,629,456,000","1,121,177,000","1,140,917,000","1,170,851,000"
	StockholdersEquity,"1,608,409,000","1,629,456,000","1,121,177,000","1,140,917,000","1,170,851,000"
		CapitalStock,"48,000","48,000","1,000","1,000","1,000"
			CommonStock,"48,000","48,000","1,000","1,000","1,000"
		AdditionalPaidInCapital,"2,493,972,000","2,483,761,000","1,953,654,000","1,945,267,000","1,936,447,000"
		RetainedEarnings,"-882,996,000","-851,607,000","-830,063,000","-803,937,000","-765,528,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,615,000","-2,746,000","-2,415,000","-414,000","-69,000"
TotalCapitalization,"1,871,002,000","1,891,758,000","1,871,717,000","1,892,597,000","1,924,804,000"
CommonStockEquity,"1,608,409,000","1,629,456,000","1,121,177,000","1,140,917,000","1,170,851,000"
CapitalLeaseObligations,"39,166,000","42,099,000","43,495,000","49,725,000","56,227,000"
NetTangibleAssets,"-323,954,000","-318,646,000","-844,438,000","-842,680,000","-831,223,000"
WorkingCapital,"-79,217,000","-73,430,000","-106,311,000","-109,279,000","-103,343,000"
InvestedCapital,"1,871,002,000","1,891,758,000","1,876,263,000","1,897,134,000","1,942,724,000"
TangibleBookValue,"-323,954,000","-318,646,000","-844,438,000","-842,680,000","-831,223,000"
TotalDebt,"301,759,000","304,401,000","798,581,000","805,942,000","828,100,000"
NetDebt,"74,523,000","135,776,000","639,680,000","661,174,000","706,608,000"
ShareIssued,"481,266,396","481,121,695","481,121,695","481,121,695","481,121,695"
OrdinarySharesNumber,"481,266,396","481,121,695","481,121,695","481,121,695","481,121,695"
