name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,12/31/2002
TotalAssets,"3,286,929,000","3,267,335,000","3,222,174,000","3,210,854,000","3,047,713,000","3,001,745,000","2,962,831,000","2,937,132,000","2,920,040,000","2,820,178,000","2,744,833,000","2,703,316,000","2,631,962,000","2,470,585,000","1,553,068,000","1,517,474,000","1,567,503,000","1,548,844,000","1,486,903,000","1,384,873,000","1,340,811,000","1,259,330,000","1,215,332,000","1,151,680,000","1,138,066,000","1,042,263,000","1,033,750,000","1,025,163,000","1,028,391,000","1,031,629,000","1,048,651,000","1,024,484,000","1,028,045,000","1,033,139,000","1,066,131,000","1,071,091,000","1,089,154,000","1,035,611,000","1,025,505,000","1,017,259,000","1,015,816,000","993,719,000","958,041,000","964,720,000","915,927,000","900,654,000","918,342,000","925,345,000","995,532,000","1,002,773,000","990,695,000","1,024,538,000","1,062,898,000","1,101,349,000","1,086,161,000","1,124,469,000","1,129,119,000","1,162,967,000","716,230,000","707,421,000","682,015,000","679,798,000","525,490,000","527,502,000","515,564,000","516,043,000","484,694,000","484,697,000","491,342,000","472,923,000","441,740,000","435,961,000","437,129,000","413,106,000","408,447,000","1,164,624,000","1,174,008,000"
	CurrentAssets,"331,151,000","352,841,000","312,389,000","333,487,000","285,177,000","272,736,000","273,436,000","287,875,000","307,361,000","266,791,000","233,534,000","238,867,000","239,377,000","259,221,000","177,234,000","169,673,000","183,340,000","184,503,000","160,435,000","178,653,000","154,547,000","132,653,000","143,096,000","103,632,000","121,689,000","101,306,000","99,244,000","99,907,000","105,225,000","117,121,000","108,673,000","118,448,000","117,735,000","119,678,000","104,216,000","102,717,000","117,153,000","104,099,000","110,230,000","126,670,000","128,547,000","132,851,000","102,468,000","117,717,000","110,386,000","117,635,000","129,642,000","145,526,000","227,856,000","245,487,000","252,885,000","258,198,000","250,683,000","248,932,000","140,750,000","175,080,000","175,067,000","219,726,000","106,471,000","107,039,000","107,657,000","126,170,000","87,833,000","99,093,000","108,397,000","120,446,000","99,866,000","125,480,000","123,922,000","111,021,000","86,041,000","92,786,000","93,333,000","89,986,000","80,742,000","65,953,000","63,163,000"
		CashCashEquivalentsAndShortTermInvestments,"35,538,000","69,496,000","49,808,000","84,909,000","51,659,000","39,719,000","61,078,000","60,253,000","71,063,000","46,201,000","46,833,000","54,784,000","49,407,000","59,322,000","43,462,000","31,704,000","47,472,000","32,699,000","53,891,000","63,020,000","27,631,000","16,358,000","47,186,000","25,242,000","39,834,000","17,697,000","14,861,000","22,182,000","20,612,000","30,560,000","33,442,000","23,763,000","27,102,000","31,699,000","16,864,000","20,932,000","35,142,000","15,442,000","28,213,000","47,527,000","51,683,000","30,503,000","28,779,000","37,895,000","38,652,000","46,543,000","44,465,000","63,660,000","108,685,000","83,229,000","89,699,000","112,064,000","124,000,000","116,140,000","59,371,000","83,917,000","100,356,000","108,907,000","50,493,000","59,134,000","54,677,000","78,593,000","58,268,000","73,309,000","78,025,000","85,110,000","59,445,000","82,099,000","52,981,000","38,749,000","61,774,000","57,311,000","64,289,000","63,101,000","56,707,000","32,000","33,000"
			CashAndCashEquivalents,"35,538,000","69,496,000","49,808,000","84,909,000","51,659,000","39,719,000","61,078,000","60,253,000","71,063,000","46,201,000","46,833,000","54,784,000","49,407,000","59,322,000","43,462,000","31,704,000","47,472,000","32,699,000","53,891,000","63,020,000","27,631,000","16,358,000","47,186,000","25,242,000","39,834,000","17,697,000","14,861,000","22,182,000","20,612,000","30,560,000","33,442,000","23,763,000","27,102,000","31,699,000","16,864,000","20,932,000","35,142,000","15,442,000","28,213,000","47,527,000","51,683,000","30,503,000","28,779,000","37,895,000","38,652,000","46,543,000","44,465,000","63,660,000","108,685,000","83,229,000","89,699,000","112,064,000","124,000,000","116,114,000","59,234,000","82,670,000","96,508,000","59,271,000","33,640,000","38,684,000","37,382,000","63,219,000","41,122,000","58,234,000","61,362,000","69,473,000","44,395,000","82,099,000","52,981,000","38,749,000","61,774,000","57,311,000","64,289,000","63,101,000","56,707,000","32,000","33,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,981,000",,"61,774,000","57,311,000","64,289,000","63,101,000","56,707,000",,"33,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","26,000","137,000","1,247,000","3,848,000","49,636,000","16,853,000","20,450,000","17,295,000","15,374,000","17,146,000","15,075,000","16,663,000","15,637,000","15,050,000",,,,,,,,,,
		Receivables,"216,664,000","205,399,000","191,746,000","176,146,000","155,115,000","153,511,000","149,804,000","166,547,000","166,993,000","162,870,000","135,907,000","128,514,000","133,995,000","147,755,000","93,662,000","100,805,000","100,186,000","109,114,000","65,563,000","75,303,000","83,981,000","77,247,000","66,285,000","51,510,000","57,865,000","57,986,000","39,160,000","36,663,000","44,591,000","43,513,000","36,392,000","57,126,000","50,827,000","52,247,000","45,680,000","43,840,000","43,153,000","47,858,000","41,043,000","39,817,000","35,530,000","42,278,000","42,360,000","48,009,000","40,248,000","40,876,000","37,331,000","35,684,000","43,372,000","87,708,000","95,071,000","77,329,000","80,632,000","87,857,000","29,333,000","37,328,000","26,957,000","55,339,000","18,969,000","12,543,000","17,060,000","10,365,000","6,161,000","5,400,000","9,111,000","15,776,000","20,540,000","24,655,000","51,232,000","54,677,000","5,454,000","7,029,000","5,121,000","5,482,000","2,387,000","1,474,000","2,318,000"
			AccountsReceivable,"216,664,000","205,399,000","191,746,000","176,146,000","155,115,000","153,511,000","149,804,000","166,547,000","166,993,000","162,870,000","135,907,000","128,514,000","133,995,000","147,755,000","93,662,000","100,805,000","100,186,000","109,114,000","65,563,000","75,303,000","83,981,000","77,247,000","66,285,000","51,510,000","57,865,000","57,986,000","39,160,000","36,663,000","44,591,000","43,513,000","36,392,000","57,126,000","50,827,000","52,247,000","45,680,000","43,840,000","43,153,000","47,858,000","41,043,000","39,817,000","35,530,000","42,278,000","42,360,000","48,009,000","40,248,000","40,876,000","37,331,000","35,684,000","43,372,000","25,036,000","22,239,000","18,690,000","19,861,000","24,495,000","29,333,000","37,328,000","26,957,000","55,339,000","18,969,000","12,543,000","17,060,000","10,365,000","6,161,000","5,400,000","9,111,000","15,776,000","20,540,000","24,655,000","51,232,000","54,677,000","5,454,000","7,029,000","5,121,000","5,482,000","2,387,000","1,474,000","2,318,000"
				GrossAccountsReceivable,"217,589,000","206,141,000","192,477,000","177,036,000","156,120,000","154,508,000","150,974,000","168,062,000","168,317,000","163,845,000","138,700,000","131,230,000","136,993,000","149,199,000","94,676,000","101,935,000","102,681,000","111,559,000","66,915,000","76,683,000","85,254,000","78,511,000","66,574,000","51,803,000","58,279,000","58,401,000","39,520,000","36,978,000","45,284,000","44,325,000","37,235,000","57,989,000","51,525,000","52,964,000","46,223,000","44,441,000","43,855,000","48,607,000","41,720,000","40,274,000","35,963,000","42,712,000","43,567,000","49,173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,683,000",
				AllowanceForDoubtfulAccountsReceivable,"-925,000","-742,000","-731,000","-890,000","-1,005,000","-997,000","-1,170,000","-1,515,000","-1,324,000","-975,000","-2,793,000","-2,716,000","-2,998,000","-1,444,000","-1,014,000","-1,130,000","-2,495,000","-2,445,000","-1,352,000","-1,380,000","-1,273,000","-1,264,000","-289,000","-293,000","-414,000","-415,000","-360,000","-315,000","-693,000","-812,000","-843,000","-863,000","-698,000","-717,000","-543,000","-601,000","-702,000","-749,000","-677,000","-457,000","-433,000","-434,000","-1,207,000","-1,164,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-209,000",
