name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001
TotalRevenue,"3,888,500,000","1,060,600,000","909,100,000","926,100,000","992,700,000","899,700,000","776,600,000","792,000,000","891,200,000","776,200,000","824,200,000","834,700,000","938,100,000","947,600,000","854,400,000","932,600,000","1,061,200,000","944,000,000","832,100,000","842,800,000","957,600,000","891,600,000","804,700,000","851,200,000","925,400,000","851,500,000","777,800,000","736,600,000","759,500,000","683,700,000","616,100,000","647,400,000","668,700,000","603,900,000","546,200,000","574,700,000","579,800,000","541,500,000","486,700,000","481,100,000","514,200,000","487,500,000","457,700,000","474,300,000","496,200,000","458,300,000","416,100,000","425,000,000","444,200,000","407,600,000","383,500,000","391,700,000","422,612,000","396,628,000","386,139,000","452,025,000","522,757,000","512,438,000","482,584,000","508,865,000","692,970,000","647,826,000","575,384,000","614,488,000","674,451,000","603,265,000","549,555,000","565,852,000","597,204,000","545,327,000","505,121,000","525,202,000","563,364,000","532,226,000","491,039,000","517,538,000","533,654,000","521,041,000","489,387,000","505,226,000","515,284,000","507,576,000","468,245,000","481,691,000"
	OperatingRevenue,"3,888,500,000","1,060,600,000","909,100,000","926,100,000","992,700,000","899,700,000","776,600,000","792,000,000","891,200,000","776,200,000","824,200,000","834,700,000","938,100,000","947,600,000","854,400,000","932,600,000","1,061,200,000","944,000,000","832,100,000","842,800,000","957,600,000","891,600,000","804,700,000","851,200,000","925,400,000","851,500,000","777,800,000","736,600,000","759,500,000","683,700,000","616,100,000","647,400,000","668,700,000","603,900,000","546,200,000","574,700,000","579,800,000","541,500,000","486,700,000","481,100,000","514,200,000","487,500,000","457,700,000","474,300,000","496,200,000","458,300,000","416,100,000","425,000,000","444,200,000","407,600,000","383,500,000","391,700,000","422,612,000","396,628,000","386,139,000","452,025,000","522,757,000","512,438,000","482,584,000","508,865,000","692,970,000","647,826,000","575,384,000","614,488,000","674,451,000","603,265,000","549,555,000","565,852,000","597,204,000","545,327,000","505,121,000","525,202,000","563,364,000","532,226,000","491,039,000","517,538,000","533,654,000","521,041,000","489,387,000","505,226,000","515,284,000","507,576,000","468,245,000","481,691,000"
CostOfRevenue,"2,259,000,000","615,500,000","529,800,000","540,300,000","573,400,000","513,100,000","439,900,000","459,600,000","516,100,000","448,600,000","480,300,000","478,900,000","543,400,000","564,000,000","520,500,000","565,100,000","648,900,000","554,600,000","497,200,000","492,600,000","550,700,000","512,700,000","468,900,000","491,600,000","523,400,000","473,600,000","440,900,000","417,200,000","438,200,000","388,100,000","360,400,000","374,400,000","385,200,000","360,500,000","331,000,000","337,600,000","342,500,000","320,400,000","297,000,000","291,600,000","303,800,000","285,500,000","275,800,000","280,700,000","295,800,000","268,600,000","252,300,000","248,900,000","259,800,000","244,000,000","231,200,000","230,400,000","257,241,000","243,023,000","244,741,000","277,302,000","310,379,000","304,246,000","290,548,000","305,676,000","395,091,000","374,332,000","335,882,000","355,470,000","393,944,000","354,223,000","334,300,000","340,629,000","378,710,000","329,263,000","309,915,000","306,423,000","328,012,000","309,874,000","289,591,000","302,831,000","303,050,000","302,417,000","294,054,000","298,266,000","302,720,000","300,153,000","281,390,000","285,019,000"
GrossProfit,"1,629,500,000","445,100,000","379,300,000","385,800,000","419,300,000","386,600,000","336,700,000","332,400,000","375,100,000","327,600,000","343,900,000","355,800,000","394,700,000","383,600,000","333,900,000","367,500,000","412,300,000","389,400,000","334,900,000","350,200,000","406,900,000","378,900,000","335,800,000","359,600,000","402,000,000","377,900,000","336,900,000","319,400,000","321,300,000","295,600,000","255,700,000","273,000,000","283,500,000","243,400,000","215,200,000","237,100,000","237,300,000","221,100,000","189,700,000","189,500,000","210,400,000","202,000,000","181,900,000","193,600,000","200,400,000","189,700,000","163,800,000","176,100,000","184,400,000","163,600,000","152,300,000","161,300,000","165,371,000","153,605,000","141,398,000","174,723,000","212,378,000","208,192,000","192,036,000","203,189,000","297,879,000","273,494,000","239,502,000","259,018,000","280,507,000","249,042,000","215,255,000","225,223,000","218,494,000","216,064,000","195,206,000","218,779,000","235,352,000","222,352,000","201,448,000","214,707,000","230,604,000","218,624,000","195,333,000","206,960,000","212,564,000","207,423,000","186,855,000","196,672,000"
OperatingExpense,"1,134,800,000","302,400,000","277,000,000","270,700,000","284,700,000","268,000,000","245,400,000","246,000,000","261,000,000","241,300,000","260,900,000","265,300,000","263,900,000","263,400,000","237,600,000","250,100,000","275,300,000","273,600,000","246,300,000","231,400,000","244,600,000","246,900,000","227,800,000","231,800,000","262,100,000","247,200,000","230,100,000","206,600,000","206,900,000","196,000,000","177,700,000","176,300,000","192,800,000","170,800,000","157,000,000","159,700,000","158,800,000","163,900,000","144,300,000","140,600,000","147,200,000","142,800,000","136,300,000","140,300,000","144,600,000","139,500,000","126,600,000","130,600,000","133,200,000","124,700,000","119,100,000","118,500,000","115,349,000","112,116,000","108,217,000","140,986,000","124,019,000","136,488,000","131,307,000","148,284,000","213,742,000","206,059,000","194,474,000","198,683,000","207,528,000","196,803,000","185,052,000","183,235,000","174,247,000","177,284,000","199,703,000","190,564,000","185,888,000","184,938,000","177,068,000","186,109,000","198,732,000","185,908,000","175,927,000","180,678,000","181,896,000","174,411,000","159,645,000","167,435,000"
	SellingGeneralAndAdministration,"1,134,800,000","302,400,000","277,000,000","270,700,000","284,700,000","268,000,000","245,400,000","246,000,000","261,000,000","241,300,000","260,900,000","265,300,000","263,900,000","263,400,000","237,600,000","250,100,000","275,300,000","273,600,000","246,300,000","231,400,000","244,600,000","246,900,000","227,800,000","231,800,000","262,100,000","247,200,000","230,100,000","206,600,000","206,900,000","196,000,000","177,700,000","176,300,000","192,800,000","170,800,000","157,000,000","159,700,000","158,800,000","163,900,000","144,300,000","140,600,000","147,200,000","142,800,000","136,300,000","140,300,000","144,600,000","139,500,000","126,600,000","130,600,000","133,200,000","124,700,000","119,100,000","118,500,000","115,349,000","112,116,000","108,217,000","118,924,000","138,657,000","136,488,000","131,307,000","133,646,000","213,742,000","206,059,000","194,474,000","198,683,000","207,236,000","196,803,000","185,052,000","183,235,000","168,017,000","176,850,000","182,703,000","190,564,000","185,888,000","184,938,000","177,068,000","186,109,000","198,732,000","185,908,000","175,927,000","179,876,000","180,880,000","173,304,000","158,548,000","166,339,000"
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"802,000","1,016,000","1,107,000","1,097,000","1,096,000"
		DepreciationAndAmortizationInIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"802,000","1,016,000","1,107,000","1,097,000","1,096,000"
			Amortization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"802,000","1,016,000","1,107,000","1,097,000","1,096,000"
				AmortizationOfIntangiblesIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"802,000","1,016,000","1,107,000","1,097,000","1,096,000"
	OtherOperatingExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,062,000",,,,"14,638,000",,,,,,,,,"6,230,000","434,000","17,000,000",,,,,,,,,,,,,
OperatingIncome,"494,700,000","142,700,000","102,300,000","115,100,000","134,600,000","118,600,000","91,300,000","86,400,000","114,100,000","86,300,000","83,000,000","90,500,000","130,800,000","120,200,000","96,300,000","117,400,000","137,000,000","115,800,000","88,600,000","118,800,000","162,300,000","132,000,000","108,000,000","127,800,000","139,900,000","130,700,000","106,800,000","112,800,000","114,400,000","99,600,000","78,000,000","96,700,000","90,700,000","72,600,000","58,200,000","77,400,000","78,500,000","57,200,000","45,400,000","48,900,000","63,200,000","59,200,000","45,600,000","53,300,000","55,800,000","50,200,000","37,200,000","45,500,000","51,200,000","38,900,000","33,200,000","42,800,000","50,022,000","41,489,000","33,181,000","33,737,000","88,359,000","71,704,000","60,729,000","54,905,000","84,137,000","67,435,000","45,028,000","60,335,000","72,979,000","52,239,000","30,203,000","41,988,000","44,247,000","38,780,000","-4,497,000","28,215,000","49,464,000","37,414,000","24,380,000","28,598,000","31,872,000","32,716,000","19,406,000","26,282,000","30,668,000","33,012,000","27,210,000","29,237,000"
NetNonOperatingInterestIncomeExpense,"-23,600,000","-6,200,000","-6,000,000","-5,900,000","-5,500,000","-6,200,000","-6,600,000","-4,900,000","-3,900,000","-5,400,000","-5,700,000","-8,300,000","-7,700,000","-8,300,000","-8,600,000","-8,700,000","-9,000,000","-8,400,000","-8,000,000","-8,100,000","-8,200,000","-8,100,000","-8,000,000","-8,200,000","-8,000,000","-8,100,000","-8,200,000","-7,900,000","-7,700,000","-7,900,000","-8,000,000","-7,900,000","-8,000,000","-8,100,000","-8,000,000","-8,000,000","-7,900,000","-7,800,000","-7,800,000","-7,700,000","-7,600,000","-7,700,000","-7,700,000","-7,700,000","-7,400,000","-7,500,000","-7,500,000","-7,500,000","-7,300,000","-7,300,000","-8,100,000","-6,700,000","-6,660,000","-6,372,000","-7,508,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"1,400,000","400,000","400,000","300,000","300,000","200,000","300,000","200,000","600,000","700,000","1,100,000","700,000","1,300,000","800,000","500,000","500,000","200,000","500,000","700,000","600,000","300,000","400,000","500,000","400,000","400,000","200,000","100,000","400,000","400,000","300,000","200,000","200,000","200,000","100,000","100,000","100,000","100,000","200,000","200,000","200,000","200,000","100,000",,"100,000","100,000","100,000",,"100,000","100,000","100,000","100,000","100,000","64,000","74,000","173,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"25,000,000","6,600,000","6,400,000","6,200,000","5,800,000","6,400,000","6,900,000","5,100,000","4,500,000","6,100,000","6,800,000","9,000,000","9,000,000","9,100,000","9,100,000","9,200,000","9,200,000","8,900,000","8,700,000","8,700,000","8,500,000","8,500,000","8,500,000","8,600,000","8,400,000","8,300,000","8,300,000","8,300,000","8,100,000","8,200,000","8,200,000","8,100,000","8,200,000","8,200,000","8,100,000","8,100,000","8,000,000","8,000,000","8,000,000","7,900,000","7,800,000","7,800,000","7,700,000","7,800,000","7,500,000","7,600,000","7,500,000","7,600,000","7,400,000","7,400,000","8,200,000","6,800,000","6,724,000","6,446,000","7,681,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,,,"7,700,000",,"8,600,000",,"9,000,000",,"8,000,000",,"8,200,000",,,,"8,000,000",,,"7,900,000","7,700,000","7,900,000","8,000,000",,"8,000,000",,,,"7,800,000",,,,"7,600,000",,,,,,,,,"-7,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-400,000","1,500,000","1,900,000","-300,000","-3,500,000","-3,200,000","-2,500,000","-2,300,000","-12,600,000","-2,400,000","-2,600,000","-8,300,000","-2,600,000","-100,000","-1,500,000","-2,300,000","9,100,000","-8,200,000","-1,900,000","200,000","-11,800,000","700,000","-600,000","6,700,000","-4,700,000","-10,000,000","1,000,000","300,000","-14,300,000","9,100,000","700,000","-9,100,000","-700,000","100,000","100,000","-600,000","-300,000","-4,200,000","-400,000","-800,000","-4,900,000","800,000","-7,700,000","200,000","-46,700,000","15,900,000","-700,000","-1,200,000","-23,100,000","-700,000","-15,300,000","-600,000","-178,000","-2,026,000","-4,541,000","-17,881,000","-619,000","-1,592,000","-192,000","-14,329,000","1,172,000","410,000","4,000","-494,000","-636,000","-143,000","146,000","-84,000","-3,851,000","-534,000","-16,475,000","1,014,000","-505,000","-1,581,000","-579,000","302,000","-764,000","455,000","2,115,000","-118,000","2,726,000","783,000","6,000","-116,000"
	SpecialIncomeCharges,"-1,800,000","0","0","0","-1,800,000","-500,000","-300,000","-700,000","-8,200,000","-3,300,000","-1,600,000","-6,900,000","-500,000","100,000","-400,000","-1,000,000","5,100,000","-9,900,000","-600,000","-200,000","-9,600,000","-500,000","0","-1,200,000","-4,800,000","-9,700,000","-100,000","-400,000","-2,600,000","-400,000","600,000","-10,000,000","0","0","200,000","0","-300,000","-7,200,000","-300,000","-700,000","-6,600,000","800,000","-7,700,000","200,000","-46,700,000","15,900,000","-700,000","-1,200,000","-23,100,000","-700,000","-15,300,000","-600,000","-178,000","-2,026,000","-4,541,000","-17,881,000","-619,000","-1,592,000","-192,000","-14,329,000","1,172,000","410,000","4,000","-494,000","-636,000","-143,000","146,000","-84,000","-3,851,000","-534,000","-16,475,000","1,014,000","-505,000","-1,581,000","-579,000","302,000","-764,000","455,000","2,115,000","-118,000","2,726,000","783,000","6,000","-116,000"
		RestructuringAndMergernAcquisition,"1,800,000","0","0","0","1,800,000","500,000","300,000","700,000","8,200,000","3,300,000","1,600,000","6,900,000","500,000","-100,000","400,000","1,000,000","-5,100,000","9,900,000","600,000","200,000","9,600,000","500,000","0","1,200,000","4,800,000","9,700,000","100,000","400,000","2,600,000","400,000","-600,000","10,000,000","0","0","-200,000","0","300,000","7,200,000","300,000","700,000","2,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,400,000","1,500,000","1,900,000","-300,000","-1,700,000","-2,700,000","-2,200,000","-1,600,000","-4,400,000","900,000","-1,000,000","-1,400,000","-2,100,000","-200,000","-1,100,000","-1,300,000","4,000,000","1,700,000","-1,300,000","400,000","-2,200,000","1,200,000","-600,000","7,900,000","100,000","-300,000","1,100,000","700,000","-11,700,000","9,500,000","100,000","900,000","-700,000","100,000","-100,000","-600,000","0","3,000,000","-100,000","-100,000","-2,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"470,700,000","138,000,000","98,200,000","108,900,000","125,600,000","109,200,000","82,200,000","79,200,000","97,600,000","78,500,000","74,700,000","73,900,000","120,500,000","111,800,000","86,200,000","106,400,000","137,100,000","99,200,000","78,700,000","110,900,000","142,300,000","124,600,000","99,400,000","126,300,000","127,200,000","112,600,000","99,600,000","105,200,000","92,400,000","100,800,000","70,700,000","79,700,000","82,000,000","64,600,000","50,300,000","68,800,000","70,300,000","45,200,000","37,200,000","40,400,000","50,700,000","52,300,000","30,200,000","45,800,000","50,100,000","41,800,000","29,000,000","36,800,000","40,600,000","32,900,000","9,800,000","35,500,000","43,184,000","33,091,000","21,132,000","29,916,000","65,961,000","62,938,000","53,430,000","48,221,000","78,530,000","60,479,000","37,176,000","51,702,000","64,240,000","43,814,000","22,035,000","33,664,000","37,917,000","29,686,000","-13,056,000","20,285,000","40,475,000","27,085,000","14,874,000","20,183,000","22,248,000","23,941,000","12,002,000","16,390,000","23,697,000","23,506,000","17,033,000","18,600,000"
TaxProvision,"104,000,000","32,300,000","22,900,000","21,300,000","27,500,000","23,500,000","19,300,000","19,600,000","23,900,000","18,100,000","17,500,000","16,900,000","24,400,000","23,400,000","19,900,000","26,800,000","28,900,000","26,200,000","-18,200,000","39,400,000","51,800,000","42,400,000","32,100,000","44,600,000","44,300,000","38,600,000","34,100,000","36,800,000","32,300,000","36,300,000","24,300,000","28,600,000","27,200,000","20,800,000","17,600,000","24,300,000","25,400,000","13,500,000","12,500,000","14,300,000","17,500,000","18,700,000","10,700,000","15,900,000","15,900,000","14,700,000","9,100,000","12,400,000","13,400,000","11,600,000","2,600,000","12,200,000","14,096,000","10,765,000","6,764,000","10,501,000","24,056,000","21,280,000","19,286,000","17,296,000","27,077,000","21,803,000","12,818,000","18,135,000","22,873,000","15,102,000","7,528,000","11,688,000","10,108,000","9,994,000","-4,619,000","7,120,000","13,709,000","9,073,000","5,355,000","7,266,000","7,959,000","8,619,000","4,321,000","5,900,000","8,336,000","8,935,000","6,475,000","7,066,000"
