name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,09/30/2009
MarketCap,"3,264,267,391","4,306,651,200","4,741,794,190","2,979,555,660","3,891,982,400","3,161,183,760","2,328,713,400","1,316,941,080","1,157,100,000","841,491,000","2,316,945,500","2,936,267,040","2,428,933,195","2,583,140,309","2,265,499,080","2,986,941,106","3,100,184,031","2,888,967,287","6,232,920,926","6,934,414,546","7,776,721,880","7,206,026,340","2,303,314,049","2,073,852,234","1,744,119,310","1,893,708,073","2,183,052,803","2,192,297,338","2,538,649,180","2,858,094,705","2,611,481,876","2,453,608,916","2,144,575,968","2,027,288,257","1,552,027,238","1,326,369,935","1,306,175,540","1,434,085,798","1,035,286,637","802,980,280","572,900,997","542,311,705","512,536,998","419,534,357","594,665,621","327,340,717","348,027,677","270,380,876","247,263,896","292,619,995","249,379,789"
EnterpriseValue,"8,600,032,391","8,904,470,200","9,448,301,190","7,358,858,660","11,490,746,400","11,798,894,760","9,914,777,400","10,606,078,080","10,426,851,000","9,800,996,000","12,237,900,500","12,845,465,040","14,345,457,195","13,568,680,309","13,124,175,080","13,908,321,106","14,717,752,031","14,401,921,287","17,753,963,926","18,377,916,546","18,997,710,880","10,545,889,340","5,928,135,049","6,040,009,234","5,760,300,310","5,886,907,073","5,729,901,803","5,765,529,338","5,530,837,180","5,464,456,705","3,405,663,876","3,599,546,916","2,808,926,968","2,569,495,257","1,824,888,238","1,648,271,935","1,295,459,540","1,340,099,798","941,300,637","912,818,280","549,010,997","621,284,705","520,913,998","427,911,357","522,447,621","332,840,717","315,782,677","237,037,876","195,396,896","193,112,995","-3,123,211"
PeRatio,,,,"9.885",,,,,,,,,,,,,,,,"226.09","55.135","32.638","22.5","17.699","14.083","17.469","20.723","21.494","26.964","25.663","20.017","18.344","19.678","18.292","17.643","17.681","17","16.818","14.773","12.408","12.183","11.219","10.006","8.229","12.725","12.986","16.966",,,,
ForwardPeRatio,"83.333","120.482",,,,,,,,,,,,,,,,"3.469",,,,"10.46","29.326",,,,,,,,"11.236","10.56","12.563","13.928","11.173","10.834","10.953","11.682","10.373","10.163","8.865","8.224","8.554","6.653","9.001","9.766","11.442",,,"9.158",
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.809","2.639","3.14","3.48","2.795","2.707","2.738","2.922","2.593","2.542","2.217","2.055","1.426","1.109","1.5","1.628","1.635",,,,
PsRatio,"2.559","3.664","2.363","1.839","2.796","2.482","0.988","0.625","0.504","0.361","0.869","1.127","0.92","0.992","0.868","1.115","1.177","1.07","2.104","2.4","2.622","2.264","2.401","2.234","1.843","2.209","3.244","4.25","6.567","8.337","8.456","7.531","7.999","8.06","7.752","7.628","7.24","7.447","6.541","7.242","7.436","7.254","6.884","5.662","8.61","8.576","10.953",,,,
PbRatio,"6.083","3.332","4.16","2.686","3.184","2.105","1.468","0.757","0.309","0.2","0.544","0.593","0.447","0.461","0.373","0.482","0.479","0.414","0.846","0.923","1.027","2.598","0.813","0.732","0.617","0.665","0.759","0.765","1.072","1.182","1.065","1.174","1.07","1.204","1.047","0.901","0.9","1.172","0.846","1.076","0.768","0.899","0.855","0.7","0.983","0.574","1.045","0.976","0.904","1.07","1.039"
EnterprisesValueRevenueRatio,"8.577","34.586","36.928","29.182","48.446","37.373","29.261","33.492","28.002","19.312","22.156","19.687","25.017","21.439","20.693","20.612","21.342","21.603","24.647","23.268","27.964","17.369","25.16","26.404","21.284","28.968","23.728","21.924","25.037","46.86","39.787","46.577","42.577","43.399","31.237","34.722","31.78","39.902","28.809","33.746","21.434","28.477","27.158","19.622","39.371","29.691","31.827","31.022","33.823","47.274","-1,041.07"
EnterprisesValueEBITDARatio,"23.197","-129.495","51.665","58.366","84.098","252.178","-152.205","240.304","-4.234","-72.437","-51.982","-40.8","-77.511","50.019","-90.528","50.628","59.109","61.45","-274.307","48.976","47.676","34.347","51.036","39.149","30.803","32.736","44.696","36.995","32.344","83.089","65.373","60.49","44.617","63.766","39.999","41.966","36.166","54.253","38.762","43.73","29.164","42.452","38.112","24.893","57.729","43.463","42.748","43.621","54.082","90.834","72.633"
