name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
TotalRevenue,"7,912,000","2,016,000","2,321,000","2,030,000","1,545,000","793,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,095","38,096","38,095","38,095","38,095","38,096","38,095","38,095","38,095","38,096","38,095","38,095","38,095","38,096","38,095","38,095","38,095","38,096","38,095","38,095","19,048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,"0",,"500,000",,"0",,"1","2,711,922","1,926,106","1,072,716","1,434,634","925,490","900,000","300,000","100,000","100,000","500,000","100,000","2,500,000","100,000","0","100,000","100,000","100,000","0","100,000","100,000","100,000"
	OperatingRevenue,"7,912,000","2,016,000","2,321,000","2,030,000","1,545,000","793,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,095","38,096","38,095","38,095","38,095","38,096","38,095","38,095","38,095","38,096","38,095","38,095","38,095","38,096","38,095","38,095","38,095","38,096","38,095","38,095","19,048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,"0",,"500,000",,"0",,"1","2,711,922","1,926,106","1,072,716","1,434,634","925,490","900,000","300,000","100,000","100,000","500,000","100,000","2,500,000","100,000","0","100,000","100,000","100,000","0","100,000","100,000","100,000"
CostOfRevenue,"888,000","237,000","210,000","292,000","148,000","139,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"295,316","2,055,625","1,374,999","839,373","1,130,735","714,228","700,000","200,000",,,"-100,000",,,,,,,,,,,
GrossProfit,"7,024,000","1,779,000","2,111,000","1,738,000","1,397,000","654,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"-295,315","656,297","551,107","233,343","303,899","211,262","200,000","100,000",,,"600,000",,,,,,,,,,,
OperatingExpense,"329,464,000","68,651,000","95,058,000","86,866,000","78,888,000","89,856,000","86,820,000","85,760,000","50,883,000","50,283,000","37,999,000","60,899,000","35,582,000","34,727,000","54,188,000","34,366,000","44,383,000","41,615,000","31,072,826","31,623,323","28,463,466","27,704,517","24,066,153","24,963,567","16,061,538","14,030,251","17,678,096","13,863,680","17,149,675","14,640,946","18,759,219","17,477,442","11,993,592","7,643,220","5,216,261","4,685,513","6,666,860","3,752,136","2,604,937","2,714,226","3,104,930","17,385,354","-268,860","261,843","322,906","566,085","446,569","515,631","525,091","529,445","341,321","395,640","477,260","557,336","-52,253","1,383,558","1,467,266","1,614,131","1,918,756","2,707,021","4,924,008","2,594,172","3,180,197","1,965,448","2,357,294","2,914,184","14,527,699","1,861,627","1,510,395","1,457,283","1,791,905","2,241,691","986,716","1,122,511","1,520,326","2,038,780","777,020","422,227","366,406","588,240","468,673","629,596","558,193","704,519","1,178,021","880,686","-1,766,079","1,196,794","3,401,694","1,629,694","800,000","600,000","700,000","1,000,000","1,500,000","1,300,000","1,700,000","1,400,000","1,700,000","1,100,000","1,800,000","900,000","1,200,000","1,200,000","700,000",
	SellingGeneralAndAdministration,"140,368,000","22,504,000","56,459,000","34,899,000","41,033,000","34,273,000","49,671,000","39,914,000","15,987,000","16,240,000","8,544,000","4,396,000","4,068,000","3,831,000","3,119,000","1,612,000","6,571,000","9,456,000","5,336,725","6,288,561","3,023,989","7,328,723","2,651,430","4,085,459","3,094,964","2,799,836","3,952,170","2,325,434","7,247,461","6,361,515","5,951,715","4,986,444","8,445,571","5,134,962","1,609,876","1,547,394","2,005,405","2,536,934","1,981,004","1,153,424","1,458,836","644,001","-54,851","165,946","232,688","210,908","256,276","278,897","474,092","511,678","358,099","390,066","470,616","512,400","9,607","884,705","901,538","814,060","743,109","898,063","1,052,374","914,724","1,255,502","942,001","903,483","890,865","753,823","490,894","553,160","493,243","546,084","562,752","467,755","413,238","530,634","412,730","463,844","378,872","293,807","462,864","328,738","427,754","445,817","532,262","1,178,020","693,919","415,199","554,181","3,171,808","1,504,498","800,000","400,000","300,000","400,000","300,000","800,000","1,000,000","600,000","800,000","600,000","700,000","700,000","800,000","900,000","500,000",
		GeneralAndAdministrativeExpense,"140,368,000","22,504,000","56,459,000","34,899,000","41,033,000","34,273,000","49,671,000","39,914,000","15,987,000","16,240,000","8,544,000","4,396,000","4,068,000","3,831,000","3,119,000","1,612,000","6,571,000","9,456,000","5,336,725","6,288,561","3,023,989","7,328,723","2,651,430","4,085,459","3,094,964","2,799,836","3,952,170","2,325,434","7,247,461","6,361,515","5,951,715","4,986,444","8,445,571","5,134,962","1,609,876","1,547,394","2,005,405","2,536,934","1,744,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"46,777,000","2,121,000","33,417,000","9,463,000","16,304,000","16,618,000","33,521,000","28,330,000","7,370,000","11,068,000","5,620,000","2,075,000","1,757,000","1,882,000","1,458,000","-173,000","4,263,000","7,337,000","3,569,978","4,890,123","1,489,728","5,995,455","1,328,599","2,834,038","1,648,397","1,698,965","2,857,044","1,240,034","6,242,986","5,357,028","5,038,436","4,096,572","7,738,846","4,231,438","947,148","996,755","1,373,768","1,885,477","1,243,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"93,591,000","20,383,000","23,042,000","25,436,000","24,729,000","17,655,000","16,150,000","11,584,000","8,617,000","5,172,000","2,924,000","2,321,000","2,311,000","1,949,000","1,661,000","1,785,000","2,308,000","2,119,000","1,766,747","1,398,438","1,534,261","1,333,268","1,322,831","1,251,421","1,446,567","1,100,871","1,095,126","1,085,400","1,004,475","1,004,487","913,279","889,872","706,725","903,524","662,728","550,639","631,637","651,457","501,123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"189,096,000","46,147,000","38,599,000","51,967,000","37,855,000","55,583,000","37,149,000","45,846,000","34,896,000","34,043,000","29,455,000","56,503,000","31,514,000","30,896,000","51,069,000","32,754,000","37,812,000","32,159,000","25,736,101","25,334,762","25,439,477","20,375,794","21,414,723","20,878,108","12,966,574","11,230,415","13,725,926","11,538,246","9,902,214","8,279,431","12,807,504","12,490,998","3,548,021","2,508,258","3,606,385","3,138,119","4,661,455","1,215,202","623,933","1,560,802","1,646,094","16,741,353","-214,009","95,897","90,218","355,177","190,293","236,734","50,999","17,767","-16,778","5,574","6,644","44,936","-61,860","498,853","565,728","800,071","1,175,647","1,808,958","3,871,634","1,679,448","1,924,695","1,023,447","1,453,811","2,023,319","13,773,876","1,370,733","957,235","964,040","1,245,821","1,678,939","518,961","709,273","989,692","377,820","313,176","43,355","72,599","125,376","139,935","201,842","112,376","172,257",,"306,767","-2,205,844","623,813","212,914","109,439","0","200,000","400,000","600,000","1,100,000","500,000","700,000","800,000","800,000","500,000","1,100,000","200,000","400,000","300,000","200,000",
