name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalAssets,"3,559,864,000","3,636,356,000","3,706,414,000","3,959,269,000","3,749,584,000","3,728,733,000","3,726,999,000","3,769,267,000","2,787,750,000","2,860,996,000","2,767,078,000","2,861,051,000","2,884,210,000","2,780,666,000","2,842,215,000","2,851,062,000","2,878,372,000","2,858,481,000","2,911,719,000","2,952,794,000","2,918,910,000","2,685,760,000","2,671,398,000","2,632,179,000","2,332,137,000","2,319,263,000","2,314,460,000","2,366,321,000","2,412,550,000","2,453,115,000","2,477,559,000","2,635,957,000","3,644,778,000","3,685,501,000","3,818,120,000","3,828,051,000","3,202,285,000","3,122,951,000","2,913,868,000","2,816,577,000","2,793,883,000","2,569,348,000","2,494,721,000","2,361,787,000","2,324,899,000","2,363,653,000","2,392,135,000","2,352,589,000","2,332,925,000","2,252,931,000","2,292,184,000","2,164,049,000","2,069,305,000","2,090,531,000","2,140,965,000","2,151,870,000","2,048,741,000","2,079,041,000","1,967,852,000","1,959,319,000","1,967,495,000","1,962,882,000","1,871,943,000","1,859,634,000","1,834,520,000","1,839,064,000","1,856,347,000","1,934,465,000","1,946,611,000","1,933,886,000","1,914,614,000","1,874,230,000","1,861,422,000","1,838,680,000","1,899,856,000","1,859,307,000","1,846,944,000","1,887,196,000","1,964,626,000","2,002,410,000","2,016,288,000","2,025,012,000","2,039,439,000","2,085,522,000","2,132,583,000","2,162,274,000","2,180,206,000","2,228,826,000","2,265,400,000","2,280,200,000","1,571,000,000","1,588,900,000","1,588,700,000","1,600,900,000","1,631,700,000","1,656,200,000","1,637,900,000","1,595,600,000","1,587,900,000","1,596,400,000","1,605,500,000","1,597,700,000","1,650,500,000","1,673,400,000","1,659,000,000","1,647,900,000","1,629,400,000","1,607,200,000","1,570,000,000","1,511,200,000","1,533,500,000","1,535,000,000","1,506,600,000","1,474,800,000","1,518,000,000","1,539,300,000","1,488,700,000"
	CurrentAssets,"375,098,000","451,431,000","619,930,000","530,954,000","190,080,000","170,565,000","168,814,000","161,230,000","189,075,000","125,975,000","106,530,000","220,755,000","230,886,000","207,853,000","234,590,000","198,690,000","196,494,000","183,527,000","260,945,000","285,227,000","384,922,000","164,804,000","214,128,000","194,873,000","135,211,000","105,685,000","123,623,000","145,660,000","190,149,000","214,363,000","251,539,000","360,096,000","495,833,000","519,094,000","641,181,000","682,217,000","590,758,000","566,274,000","525,181,000","500,331,000","498,100,000","344,502,000","648,418,000","605,286,000","577,469,000","609,186,000","661,697,000","594,689,000","579,421,000","509,696,000","543,638,000","398,263,000","327,633,000","326,976,000","361,465,000","274,476,000","351,092,000","396,220,000","299,065,000","278,063,000","291,631,000","298,554,000","390,828,000","403,336,000","348,531,000","354,098,000","341,644,000","401,814,000","310,666,000","300,698,000","281,329,000","293,285,000","282,540,000","244,564,000","300,555,000","255,530,000","215,519,000","228,845,000","302,120,000","316,408,000","245,220,000","235,060,000","243,378,000","266,726,000","263,237,000","270,598,000","260,380,000","279,219,000","301,871,000","271,600,000","275,100,000","280,600,000","286,500,000","281,800,000","303,500,000","313,100,000","296,300,000","310,500,000","311,900,000","320,100,000","344,000,000","349,600,000","358,100,000","367,000,000","395,500,000","389,600,000","400,100,000","371,100,000","349,600,000","297,200,000","345,400,000","348,400,000","332,600,000","299,300,000","337,100,000","355,700,000","308,300,000"
		CashCashEquivalentsAndShortTermInvestments,"259,722,000","362,173,000","431,806,000","314,308,000","82,620,000","84,507,000","78,151,000","94,786,000","132,362,000","68,735,000","56,946,000","130,956,000","154,613,000","148,374,000","146,259,000","106,611,000","92,785,000","112,653,000","104,062,000","136,559,000","219,357,000","85,909,000","110,039,000","129,654,000","76,204,000","51,777,000","65,755,000","91,632,000","139,049,000","161,558,000","182,831,000","222,061,000","156,071,000","199,644,000","260,738,000","343,581,000","266,017,000","280,596,000","215,475,000","189,103,000","236,575,000","78,603,000","362,285,000","314,180,000","317,112,000","349,463,000","405,665,000","344,184,000","152,970,000","74,964,000","153,145,000","59,889,000","57,454,000","61,685,000","54,992,000","21,008,000","146,869,000","181,081,000","92,145,000","16,302,000","28,471,000","40,171,000","168,885,000","165,020,000","126,179,000","146,227,000","109,584,000","136,315,000","96,186,000","84,117,000","41,550,000","66,042,000","62,898,000","21,397,000","86,419,000","46,988,000","4,410,000","18,924,000","41,294,000","38,691,000","23,002,000","14,123,000","25,627,000","10,113,000","10,893,000","9,824,000","4,627,000","14,416,000","21,742,000","12,300,000","3,700,000","5,700,000","5,700,000","6,600,000","8,800,000","15,600,000","8,500,000","10,700,000","10,800,000","8,800,000","2,900,000","3,400,000","6,800,000","4,800,000","5,600,000","10,900,000","10,800,000","5,300,000","12,300,000","9,200,000","9,500,000","9,400,000","9,300,000","6,000,000","4,800,000","3,900,000","8,900,000"
			CashAndCashEquivalents,"259,722,000","362,173,000","431,806,000","314,308,000","82,620,000","84,507,000","78,151,000","94,786,000","132,362,000","68,735,000","56,946,000","130,956,000","154,613,000","148,374,000","146,259,000","106,611,000","92,785,000","112,653,000","104,062,000","136,559,000","219,357,000","85,909,000","110,039,000","129,654,000","76,204,000","51,777,000","65,755,000","91,632,000","139,049,000","161,558,000","182,831,000","222,061,000","156,071,000","199,644,000","260,738,000","343,581,000","266,017,000","280,596,000","215,475,000","189,103,000","236,575,000","78,603,000","362,285,000","314,180,000","317,112,000","349,463,000","405,665,000","344,184,000","152,970,000","74,964,000","153,145,000","59,889,000","57,454,000","61,685,000","54,992,000","21,008,000","146,869,000","181,081,000","92,145,000","16,302,000","28,471,000","40,171,000","168,885,000","165,020,000","126,179,000","146,227,000","109,584,000","136,315,000","96,186,000","84,117,000","41,550,000","66,042,000","62,898,000","21,397,000","86,419,000","46,988,000","4,410,000","18,924,000","41,294,000","38,691,000","23,002,000","14,123,000","25,627,000","10,113,000","10,893,000","9,824,000","4,627,000","14,416,000","21,742,000","12,300,000","3,700,000","5,700,000","5,700,000","6,600,000","8,800,000","15,600,000","8,500,000","10,700,000","10,800,000","8,800,000","2,900,000","3,400,000","6,800,000","4,800,000","5,600,000","10,900,000","10,800,000","5,300,000","12,300,000","9,200,000","9,500,000","9,400,000","9,300,000","6,000,000","4,800,000","3,900,000","8,900,000"
		Receivables,"52,906,000","30,018,000","42,352,000","51,819,000","51,902,000","49,082,000","45,439,000","36,811,000","28,295,000","27,127,000","26,059,000","44,931,000","32,031,000","26,151,000","43,089,000","54,340,000","37,793,000","27,693,000","112,408,000","103,181,000","106,434,000","20,664,000","24,731,000","30,576,000","27,497,000","20,222,000","19,296,000","19,444,000","19,960,000","24,018,000","28,237,000","19,765,000","111,697,000","94,956,000","124,360,000","116,538,000","105,693,000","100,359,000","109,943,000","109,294,000","97,198,000","96,953,000","108,561,000","110,057,000","108,662,000","104,374,000","116,127,000","95,831,000","283,932,000","103,740,000","231,574,000","82,150,000","71,896,000","72,549,000","93,842,000","99,023,000","80,127,000","81,068,000","105,665,000","99,889,000","103,848,000","100,309,000","86,786,000","105,605,000","96,018,000","88,378,000","101,413,000","88,060,000","93,011,000","91,476,000","92,211,000","103,606,000","96,276,000","91,412,000","92,083,000","94,425,000","100,365,000","97,927,000","146,895,000","150,746,000","103,142,000","101,480,000","102,220,000","119,834,000","110,366,000","117,114,000","104,942,000","112,957,000","122,607,000","103,500,000","106,300,000","108,300,000","100,600,000","118,800,000","112,400,000","115,200,000","106,300,000","115,700,000","104,100,000","119,600,000","113,000,000","123,400,000","124,700,000","138,000,000","126,200,000","128,500,000","145,100,000","129,000,000","117,500,000","103,900,000","124,700,000","108,900,000","96,800,000","82,700,000","87,800,000","94,300,000","82,700,000"
			AccountsReceivable,"52,906,000","30,018,000","42,352,000","51,819,000","51,902,000","49,082,000","45,439,000","36,811,000","28,295,000","27,127,000","26,059,000","44,931,000","32,031,000","26,151,000","43,089,000","54,340,000","37,793,000","27,693,000","39,408,000","30,181,000","33,434,000","20,664,000","24,731,000","30,576,000","27,497,000","20,222,000","19,296,000","19,444,000","19,960,000","24,018,000","28,237,000","19,765,000","111,697,000","94,956,000","124,360,000","116,538,000","105,693,000","100,359,000","109,943,000","109,294,000","97,198,000","95,008,000","106,937,000","108,302,000","97,284,000","82,640,000","114,545,000","95,710,000","92,402,000","103,740,000","97,072,000","82,150,000","71,896,000","72,549,000","93,842,000","99,023,000","80,127,000","81,068,000","105,665,000","99,889,000","103,848,000","100,309,000","86,786,000","105,605,000","96,018,000","88,378,000","101,413,000","88,060,000","93,011,000","91,476,000","92,211,000","103,606,000","96,276,000","91,412,000","92,083,000","94,425,000","100,365,000","97,927,000","100,395,000","100,246,000","103,142,000","101,480,000","102,220,000","119,834,000","110,366,000","117,114,000","104,942,000","112,957,000","122,607,000","103,500,000","106,300,000","108,300,000","100,600,000","118,800,000","112,400,000","115,200,000","106,300,000","115,700,000","104,100,000","119,600,000","113,000,000","123,400,000","124,700,000","138,000,000","126,200,000",,,,,,,,,,,,
				GrossAccountsReceivable,"52,972,000","30,077,000","42,433,000","51,889,000","51,947,000","49,107,000","45,480,000",,"28,320,000","27,151,000","26,083,000","44,939,000","32,039,000","26,159,000","43,097,000","54,363,000","37,816,000","27,716,000","39,431,000","30,219,000","33,467,000","20,697,000","24,766,000","30,626,000","27,539,000","20,264,000","19,338,000","19,486,000","20,002,000","24,060,000","28,454,000","20,387,000","112,474,000","95,629,000","124,955,000","117,223,000","106,196,000","100,776,000","110,361,000","109,644,000","97,548,000","95,407,000","107,325,000","108,690,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-66,000","-59,000","-81,000","-70,000","-45,000","-25,000","-41,000",,"-25,000","-24,000","-24,000","-8,000","-8,000","-8,000","-8,000","-23,000","-23,000","-23,000","-23,000","-38,000","-33,000","-33,000","-35,000","-50,000","-42,000","-42,000","-42,000","-42,000","-42,000","-42,000","-217,000","-622,000","-777,000","-673,000","-595,000","-685,000","-503,000","-417,000","-418,000","-350,000","-350,000","-399,000","-388,000","-388,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,945,000","1,624,000","1,755,000","11,378,000",,,,,,"134,502,000","85,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
