name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996
OperatingCashFlow,"16,176,000","-71,357,000","15,618,000","27,112,000","44,803,000","34,212,000","43,730,000","51,799,000","26,124,000","-65,800,000","25,743,000","32,657,000","36,012,000","15,965,000","6,264,000","31,206,000","19,331,000","20,211,000","3,216,000","34,843,000","18,083,000","24,588,000","18,710,000","23,438,000","15,738,000","12,748,000","-12,377,000","22,256,000","16,518,000","1,918,000","3,035,000","13,443,000","4,687,000","27,178,000","8,473,000","24,752,000","12,893,000","11,632,000","5,112,000","3,464,000","10,877,000","16,588,000","5,109,000","20,431,000","28,301,000","21,235,000","17,683,000","9,990,000","8,621,000","7,779,000","1,482,000","-3,573,000","-15,996,000","-23,447,000","-13,478,000","7,025,000","1,427,000","11,335,000","-6,131,000","20,081,000","34,752,000","21,511,000","-3,471,000","39,126,000","18,560,000","-567,000","8,073,000","6,190,000","372,000","14,180,000","10,372,000","10,650,000","13,649,000","-5,275,000","-10,169,000","-12,487,000","202,000","-10,002,000","-26,043,000","-32,920,000","-30,830,000","6,475,000","1,616,000","10,619,000","14,367,000","-1,489,000","-2,812,000","4,493,000","-13,852,000","-2,119,000","-1,700,000","-2,100,000","4,500,000","-600,000","3,700,000","4,400,000","700,000","-2,500,000","-800,000","1,000,000","-1,400,000","-1,500,000","-100,000","1,900,000","3,700,000"
	CashFlowFromContinuingOperatingActivities,"16,176,000","-71,357,000","15,618,000","27,112,000","44,803,000","34,212,000","43,730,000","51,799,000","26,124,000","-65,800,000","25,743,000","32,657,000","36,012,000","15,965,000","6,264,000","31,206,000","19,331,000","20,211,000","3,216,000","34,843,000","18,083,000","24,588,000","18,710,000","23,438,000","15,738,000","12,748,000","-12,377,000","22,256,000","16,518,000","1,918,000","3,035,000","13,443,000","4,687,000","27,178,000","8,473,000","24,752,000","12,893,000","11,632,000","5,112,000","3,464,000","10,877,000","16,588,000","5,109,000","20,431,000","28,301,000","21,235,000","17,683,000","9,990,000","8,621,000","7,779,000","1,482,000","-3,573,000","-15,996,000","-23,447,000","-13,478,000","7,025,000","1,427,000","11,335,000","-6,131,000","20,081,000","34,752,000","21,511,000","-3,471,000","39,126,000","18,560,000","-567,000","8,073,000","6,190,000","372,000","14,180,000","10,372,000","10,650,000","13,649,000","-5,275,000","-10,169,000","-12,487,000","202,000","-10,002,000","-26,043,000","-32,920,000","-30,830,000","6,475,000","1,616,000","10,619,000","14,367,000","-1,489,000","-2,812,000","4,493,000","-13,866,000","-2,119,000","-1,700,000","-2,100,000","4,500,000","-600,000","3,700,000","4,400,000","700,000","-2,500,000","-800,000","1,000,000","-1,400,000","-1,500,000","-100,000","1,900,000","3,700,000"
		NetIncomeFromContinuingOperations,"2,224,164,000","2,119,873,000","43,320,000","21,805,000","39,166,000","23,748,000","26,028,000","28,973,000","13,696,000","9,127,000","13,057,000","412,326,000","7,254,000","3,421,000","14,415,000","10,352,000","22,606,000","67,020,000","16,486,000","17,386,000","17,350,000","14,005,000","13,871,000","10,546,000","8,565,000","-83,939,000","-4,648,000","6,563,000","7,681,000","2,711,000","-2,734,000","262,000","24,499,000","3,265,000","3,496,000","6,012,000","1,568,000","-511,000","-9,219,000","116,253,000","8,085,000","9,491,000","3,006,000","12,126,000",,,"23,486,000","24,308,000","16,646,000","20,948,000","-2,877,000","-14,490,000","-25,742,000","-152,543,000","-35,083,000","-215,908,000","-10,326,000","-8,293,000","-1,419,000","-1,293,000","22,839,000","107,787,000","22,139,000","16,116,000","17,162,000","3,870,000","-11,218,000","-7,616,000","926,000","-2,472,000","-895,000","8,030,000","12,328,000","6,232,000","-8,869,000","-49,539,000","-36,434,000","-28,801,000","-70,986,000","-673,296,000","-27,222,000","-11,702,000","-7,734,000","-32,240,000","304,000","-2,703,000","4,979,000","5,390,000","3,046,000","1,417,000","2,900,000","-7,700,000","200,000","200,000","-600,000","-13,600,000","-800,000","-3,800,000","-200,000","2,000,000","300,000",,,"2,200,000","2,300,000"
		OperatingGainsLosses,"-2,129,540,000","-2,129,654,000","-95,000","35,000","174,000","50,000","949,000","63,000","38,000","-1,000","445,000","-404,546,000","-1,713,000","7,810,000","-1,766,000","-2,615,000","-1,329,000","-1,422,000","-2,180,000","-2,691,000","-2,519,000","-2,785,000","-3,898,000","-1,173,000","-379,000","-710,000","-159,000","2,000","-292,000","67,000","534,000","56,000","-27,502,000","-475,000","-745,000","-3,991,000","289,000","-153,000","106,000","8,936,000","-15,000",,,"-14,000","-44,999,000","27,000","-13,000","8,000","0","-7,844,000","191,000","282,000","-23,000","154,000","789,000","798,000","846,000","2,733,000","-99,000","1,206,000","-5,288,000","-81,384,000","-451,000","3,276,000","-1,600,000","-3,703,000","910,000","-2,514,000","552,000","2,047,000","383,000","3,224,000","1,423,000","3,821,000","1,431,000","42,504,000","13,591,000","3,837,000","21,483,000","488,080,000","3,549,000","1,312,000","978,000","1,294,000","-145,000","30,000","-49,000","-99,000","-222,000","35,000","-100,000",,,,,"0","0",,,,,,,,
			GainLossOnSaleOfBusiness,"-2,130,351,000","-2,130,351,000","0","0","0","0","948,000","0","0","0","319,000",,,,,,,,,,,,,,,,,"-85,000",,,,"0",,,,,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,"53,000","122,000","28,000","6,000","-758,000","0","0","0","-300,000","11,000","-8,000","-109,000","-41,000","0","0","0","4,000","0","-6,000","2,000","-39,000","13,000","35,000","4,000","-1,769,000","525,000","-163,000","13,000","-1,000","-15,000","-47,000","0","-14,000","10,000","27,000","-13,000","8,000","0","-4,000","0","29,000","-82,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","191,000","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,"0",,,,"-1,312,000","-1,835,000","-1,269,000","-1,772,000","-1,857,000","-1,329,000","-1,422,000","-2,180,000","-2,132,000","-2,530,000","-2,777,000","-3,789,000","-1,132,000","-379,000","-710,000","-159,000","-149,000","-292,000","73,000","532,000","95,000","-71,000","-510,000","-749,000","-2,222,000","-236,000","10,000","6,000",,,,,,,,,,,,,,"59,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","87,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"59,795,000","13,122,000","12,883,000","16,649,000","17,141,000","15,797,000","15,746,000","15,736,000","16,681,000","16,602,000","16,477,000","14,025,000","14,090,000","14,501,000","11,838,000","9,808,000","9,987,000","9,113,000","8,521,000","7,500,000","6,919,000","6,978,000","6,752,000","6,726,000","7,471,000","7,404,000","6,445,000","6,231,000","6,196,000","6,330,000","6,403,000","6,207,000","6,082,000","5,441,000","5,729,000","5,897,000","5,815,000","6,002,000","6,441,000","5,461,000","5,538,000","5,353,000","5,268,000","4,913,000","4,024,000","4,038,000","4,274,000","4,391,000","4,569,000","4,666,000","4,794,000","5,015,000","4,517,000","7,978,000","8,346,000","8,671,000","8,835,000","8,525,000","8,507,000","8,521,000","8,038,000","7,929,000","8,313,000","10,477,000","7,531,000","7,776,000","8,117,000","5,183,000","3,722,000","4,041,000","4,244,000","4,747,000","4,308,000","4,557,000","4,768,000","4,624,000","5,146,000","6,992,000","15,049,000","12,887,000","11,638,000","5,808,000","7,697,000","13,838,000","12,572,000","10,075,000","8,770,000","11,875,000","8,246,000","7,492,000","2,600,000","5,000,000","2,000,000","1,700,000","1,700,000","3,900,000","1,200,000","1,300,000","1,700,000","1,500,000","1,300,000","1,100,000","900,000","1,000,000","800,000"
