name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997
MarketCap,"45,804,741,731","41,438,684,797","30,734,684,370","28,850,531,843","31,921,059,513","29,267,253,303","23,103,494,722","17,664,982,207","23,984,046,870","18,493,306,246","38,330,181,846","35,017,414,566","35,720,040,620","35,426,141,498","31,307,212,753","48,616,525,571","47,770,325,416","39,976,661,492","40,218,102,521","33,977,209,058","29,817,534,387","29,642,413,858","30,926,056,334","24,013,478,765","23,577,592,026","30,132,316,681","33,448,614,913","29,029,689,872","31,282,751,383","32,466,368,685","25,457,786,689","24,205,854,233","26,549,105,727","28,324,612,991","26,992,700,532","18,496,509,766","18,962,360,868","25,206,859,617","18,837,483,890","17,474,876,274","13,351,859,089","14,238,631,999","11,782,253,097","9,932,732,885","14,594,409,961","16,997,499,240","13,141,131,669","9,916,414,854","10,181,221,568","11,134,106,380","9,458,770,995","10,917,479,197","9,503,129,330","9,241,918,104","11,166,595,934","15,857,655,348","21,620,645,915","25,951,579,719","37,582,299,169","36,978,316,411","40,905,383,176","35,404,399,602","30,888,537,129","31,195,441,697","40,454,231,261","36,773,150,022","31,858,990,164","29,125,879,202","20,370,634,661","18,702,536,560","11,598,603,680","10,269,030,349","9,451,536,913","7,807,931,240","5,573,146,690","4,377,737,055","4,153,137,808","4,737,806,989","3,957,651,049","2,814,978,699","3,955,391,928","5,244,981,465","3,972,001,419","2,132,317,664","2,238,819,086","2,166,073,857","2,262,460,947","2,144,083,133","1,961,299,004","1,716,457,603","1,114,387,692","1,084,214,884","1,205,249,600","1,395,966,492","1,188,773,124","1,109,378,940","1,869,959,472","1,874,930,176","1,764,915,840","1,841,371,392"
EnterpriseValue,"56,327,741,731","52,441,684,797","41,469,684,370","39,958,531,843","44,331,059,513","41,801,253,303","34,269,494,722","28,022,982,207","33,929,046,870","26,872,306,246","45,765,181,846","42,474,414,566","43,059,040,620","41,553,141,498","36,832,212,753","53,224,525,571","52,069,325,416","42,998,661,492","43,527,102,521","37,257,209,058","33,843,534,387","32,827,413,858","33,929,056,334","26,598,478,765","27,134,592,026","33,395,316,681","35,528,614,913","30,614,689,872","33,836,751,383","35,163,368,685","27,649,786,689","27,110,854,233","29,466,105,727","30,596,612,991","31,648,700,532","22,662,509,766","23,974,360,868","30,532,859,617","24,163,483,890","23,221,876,274","19,395,859,089","20,955,631,999","16,601,253,097","14,751,732,885","18,110,409,961","20,693,499,240","18,144,131,669","15,600,414,854","16,214,221,568","17,600,106,380","16,033,770,995","16,687,479,197","15,248,129,330","15,102,918,104","16,802,595,934","19,565,655,348","26,451,645,915","30,994,579,719","41,980,299,169","41,563,316,411","44,155,383,176","38,947,399,602","34,994,537,129","35,499,441,697","44,758,231,261","41,528,150,022","37,575,990,164","34,842,879,202","23,455,634,661","22,251,536,560","15,255,903,680","14,379,530,349","13,896,336,913","12,654,631,240","9,649,546,690","8,614,237,055","7,930,537,808","8,157,306,989","8,549,551,049","7,477,978,699","9,256,891,928","8,286,452,465","7,013,472,419","3,417,519,664","3,155,204,086","3,220,894,857","3,435,186,947","3,491,709,133","3,308,925,004","2,479,603,603","1,839,787,692","1,934,214,884","2,146,549,600","2,292,066,492","2,159,873,124","1,905,878,940","2,398,359,472","2,438,430,176","2,307,215,840","2,317,971,392"
PeRatio,"18.074","44.731",,,,,,"16.922","61.271","7.767","16.966","14.089","13.09","11.636","7.202","11.044","11.581","10.128","19.894","18.995","14.761","13.419","14.204","8.48","7.113","8.028","7.435","6.892","8.575","9.128","6.942","8.089","9.4","10.684","11.377","6.749","6.089","12.131","9.099","10.812","8.846","6.984","5.397","4.559","11.022","15.371","14.272","18.628",,,,,,,,"5.965","9.599","7.638","9.071","6.862","8.046","7.464","5.703","6.515","8.42","9.254","10.672","11.692","9.543","9.718","6.953","7.603","8.309","11.104","9.104","7.795","9.872","15.269","44.506","29.742","5.912","5.608","4.317","3.545","5.115","6.339","8.433","12.842","11.588","36.533","79.504",,,,,"21.842","19.11","21.673","15.488","19.533"
ForwardPeRatio,"9.355","15.106","12.255","14.368","100","68.966","62.112","17.361",,"5.862","9.643","9.276","12.87","12.195","7.267","10.893","15.576","12.27","14.97","13.699","14.728","13.055","13.387","11.848","10.152","8.231","9.416","9.99","12.107","11.628","8.681","7.968","8.576","9.443","9.268","6.246","5.498","7.794","7.681","7.067","5.522","6.057","5.342","4.275","6.757","8.764","11.211",,,,"17.544",,,"11.312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"0.316",,,,,"9.954","8.714","2.427",,"1.098","2.148","2.067","2.827","24.874","17.727","26.562",,,"2.001","1.375","1.479",,,,,"13.064","15.435",,,,"1.352","1.241","1.43","1.575","1.487","0.967","0.354","4.783","4.71","4.335","0.279","1.116","0.407","0.712","0.375","0.487","0.584",,,,"4.784",,,"1.696",,,"-201.616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"0.347","0.363","0.323","0.355","0.499","0.449","0.302","0.202","0.228","0.173","0.358","0.318","0.316","0.31","0.282","0.462","0.493","0.438","0.467","0.413","0.379","0.407","0.436","0.332","0.303","0.365","0.372","0.287","0.277","0.258","0.193","0.179","0.197","0.211","0.201","0.138","0.141","0.182","0.136","0.128","0.101","0.116","0.106","0.09","0.145","0.189","0.16","0.12","0.128","0.146","0.133","0.147","0.102","0.089","0.095","0.127","0.193","0.263","0.425","0.697","0.509","0.444","0.335","0.335","0.433","0.414","0.406","0.445","0.35","0.348","0.23","0.223","0.222","0.195","0.149","0.13","0.128","0.147","0.151","0.119","0.17","0.211","0.162","0.135","0.147","0.146","0.17","0.182","0.164","0.183","0.142","0.158","0.205","0.253","0.215","0.203","0.318","0.347","0.301","0.288"
PbRatio,"2.434","2.248","1.759","1.634","1.793","1.557","1.202","0.89","1.273","0.848","1.816","1.641","1.666","1.634","1.429","2.219","2.17","1.818","1.958","1.691","1.504","1.48","1.517","1.167","1.141","1.468","1.569","1.353","1.506","1.57","1.239","1.198","1.333","1.456","1.477","1.032","1.028","1.383","1.045","1.058","0.834","0.868","0.704","0.596","0.913","1.116","0.875","0.644","0.676","0.759","0.642","0.687","0.579","0.585","0.715","0.804","1.157","1.423","2.031","2.041","2.184","1.903","1.734","1.867","2.421","2.396","2.322","2.123","2.33","2.397","1.528","1.464","1.447","1.252","1.007","0.813","0.831","0.987","0.919","0.669","0.931","1.248","0.945","1.093","1.313","1.418","1.565","1.591","1.455","1.548","1.027","1.007","1.141","1.292","1.095","0.947","1.579","1.633","1.523","1.6"
EnterprisesValueRevenueRatio,"0.428","1.361","1.155","1.354","1.598","2.009","2.064","1.773","3.263","1.216","1.642","1.559","1.488","1.713","1.282","1.725","1.679","1.626","1.649","1.581","1.521","1.508","1.638","1.354","1.386","2.125","1.892","1.356","1.347","1.649","0.992","0.788","0.844","0.909","0.919","0.627","0.704","0.912","0.696","0.669","0.56","0.596","0.479","0.438","0.579","0.787","0.975","0.702","0.745","0.896","0.948","0.856","0.851","1.093","0.905","0.544","0.722","1.109","1.434","1.769","1.84","1.997","1.768","1.46","1.671","1.983","1.451","1.497","1.301","1.488","0.991","1.003","1.006","1.142","1.015","0.868","0.897","0.842","1.054","1.04","1.413","1.618","2.451","0.886","0.701","0.855","0.834","0.822","0.981","0.847","0.697","0.895","1.177","1.714","1.554","1.424","1.656","1.79","1.446","1.173"
EnterprisesValueEBITDARatio,"8.581","26.62","20.438","29.252","36.973","-972.122","259.617","683.487","14.173","-16.159","19.508","28.66","28.976","47.166","19.675","29.935","29.401","31.851","31.795","20.117","24.418","31.146","30.594","19.358","15.813","25.242","30.868","11.667","13.475","17.94","12.399","12.843","19.501","17.131","13.519","22.731","19.587","20.288","12.106","13.588","11.134","143.532","28.872","6.224","10.742","33.057","20.879","16.234","12.579","52.381","18.885","-56.568","317.669","17.085","-6.623","8.853","17.323","36.942","33.801","27.489","12.494","18.555","19.572","13.513","14.177","26.069","16.649","22.581","15.616","21.562","15.832","16.658","11.649","21.898","25.354","17.85","20.123","17.166","24.104","31.394","43.5","72.371","38.516","13.441","6.009","11.021","15.319","12.849","16.739","27.659","27.583","23.445","157.835","50.486","-15.917","41.342","25.596","105.105","130.351","19.914"
