name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"266,691,000","280,293,000","268,446,000","264,163,000","259,733,000","132,733,000","123,427,000","113,417,000","94,430,000","113,738,000","111,236,000","107,946,000","97,355,000","97,637,000","118,939,000","115,731,000","108,126,000","111,238,000","100,648,000","95,151,000","88,291,000","91,854,000","80,977,000","75,633,000","74,694,000","77,518,000","75,917,000","94,244,000","104,024,000","108,913,000","106,923,000","105,685,000","107,365,000","108,669,000","107,512,000","114,901,000","113,471,000","112,794,000","109,080,000","108,315,000","107,965,000","111,353,000","108,966,000","110,230,000","109,449,000","111,805,000","112,173,000","114,651,000","118,888,000","121,352,000","119,436,000","133,864,000","134,672,000","137,476,000","138,140,000","138,995,000","136,000,000","138,653,000","129,293,000","143,046,000","138,588,000","133,875,000","118,570,000","109,829,000","117,186,000","111,958,000","98,286,000","89,847,000","83,616,000","80,549,000","76,177,000","73,018,000","25,159,000","24,198,000"
	CurrentAssets,"236,784,000","249,661,000","242,089,000","238,550,000","234,000,000","106,296,000","96,262,000","96,932,000","76,952,000","95,046,000","91,925,000","88,014,000","77,756,000","87,198,000","87,366,000","84,734,000","77,414,000","88,374,000","96,702,000","91,183,000","84,367,000","87,849,000","77,048,000","71,824,000","71,045,000","73,829,000","72,282,000","90,427,000","100,037,000","104,888,000","102,516,000","101,028,000","102,485,000","103,296,000","101,817,000","109,154,000","107,548,000","107,006,000","101,943,000","101,002,000","98,267,000","106,095,000","103,978,000","104,682,000","101,379,000","103,462,000","104,084,000","105,998,000","110,061,000","112,304,000","110,281,000","118,032,000","116,681,000","118,940,000","123,844,000","124,138,000","120,944,000","127,802,000","126,371,000","139,890,000","135,617,000","131,400,000","116,063,000","107,337,000","115,787,000","110,474,000","96,740,000","88,438,000","82,177,000","79,079,000","74,776,000","71,570,000","23,790,000","22,954,000"
		CashCashEquivalentsAndShortTermInvestments,"131,779,000","164,164,000","162,486,000","169,200,000","164,932,000","47,047,000","42,440,000","46,553,000","19,520,000","33,921,000","29,327,000","31,670,000","27,097,000","35,575,000","26,884,000","29,005,000","23,972,000","35,912,000","50,476,000","53,239,000","48,433,000","54,074,000","46,383,000","43,322,000","44,449,000","48,407,000","47,744,000","66,335,000","76,057,000","81,146,000","80,698,000","81,598,000","83,822,000","83,073,000","82,281,000","89,626,000","88,093,000","85,572,000","80,129,000","80,582,000","78,924,000","88,686,000","88,376,000","91,040,000","89,098,000","90,003,000","90,857,000","92,014,000","96,252,000","99,609,000","96,874,000","97,302,000","93,924,000","97,193,000","98,345,000","96,336,000","92,987,000","99,564,000","99,536,000","115,415,000","111,239,000","108,085,000","90,672,000","81,965,000","95,511,000","91,996,000","82,216,000","74,719,000","69,109,000","66,270,000","61,962,000","58,742,000","10,978,000","10,290,000"
			CashAndCashEquivalents,"57,732,000","164,164,000","162,486,000","169,200,000","164,932,000","47,047,000","29,394,000","33,659,000","14,774,000","26,316,000","22,879,000","27,668,000","19,158,000","26,052,000","21,866,000","18,432,000","10,910,000","14,184,000","14,784,000","18,679,000","11,443,000","13,775,000","11,275,000","7,420,000","6,265,000","10,868,000","10,055,000","11,627,000","13,462,000","9,803,000","11,377,000","10,902,000","10,743,000","16,242,000","15,160,000","11,885,000","17,272,000","23,546,000","24,334,000","17,788,000","12,787,000","14,020,000","13,874,000","17,483,000","13,164,000","12,519,000","21,703,000","31,697,000","22,519,000","22,829,000","34,302,000","35,445,000","35,793,000","36,540,000","26,683,000","20,464,000","38,110,000","11,054,000","11,376,000","10,411,000","16,876,000","11,800,000","3,058,000","1,923,000","2,951,000","5,260,000","4,728,000","6,957,000","10,262,000","7,070,000","55,911,000","52,652,000","10,978,000","10,290,000"
				CashFinancial,,,,,,,,,,"20,005,000",,,,"21,969,000","13,355,000","15,545,000","10,579,000","14,058,000","6,703,000","11,604,000","6,918,000","6,672,000","8,540,000","5,528,000","4,734,000","9,830,000","7,137,000","6,771,000","6,553,000","7,761,000","4,224,000","5,154,000","2,757,000","3,816,000","1,830,000","2,027,000","1,740,000","2,198,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,"6,311,000",,,,"4,083,000","8,511,000","2,887,000","331,000","126,000","8,081,000","7,075,000","4,525,000","7,103,000","2,735,000","1,892,000","1,531,000","1,038,000","2,918,000","4,856,000","6,909,000","2,042,000","7,153,000","5,748,000","7,986,000","12,426,000","13,330,000","9,858,000","15,532,000","21,348,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"74,047,000",,,,,"0","13,046,000","12,894,000","4,746,000","7,605,000","6,448,000","4,002,000","7,939,000","9,523,000","5,018,000","10,573,000","13,062,000","21,728,000","35,692,000","34,560,000","36,990,000","40,299,000","35,108,000","35,902,000","38,184,000","37,539,000","37,689,000","54,708,000","62,595,000","71,343,000","69,321,000","70,696,000","73,079,000","66,831,000","67,121,000","77,741,000","70,821,000","62,026,000","55,795,000","62,794,000","66,137,000","74,666,000","74,502,000","73,557,000","75,934,000","77,484,000","69,154,000","60,317,000","73,733,000","76,780,000","62,572,000","61,857,000","58,131,000","60,653,000","71,662,000","75,872,000","54,877,000","88,510,000","88,160,000","105,004,000","94,363,000","96,285,000","87,614,000","80,042,000","92,560,000","86,736,000","77,488,000","67,762,000","58,847,000","59,200,000","6,051,000","6,090,000",,
		Receivables,"33,169,000","31,449,000","30,760,000","25,903,000","24,151,000","21,962,000","17,597,000","13,826,000","15,660,000","21,556,000","23,222,000","24,919,000","19,136,000","19,637,000","25,444,000","22,122,000","19,862,000","20,777,000","19,604,000","18,191,000","17,859,000","16,547,000","11,680,000","11,181,000","11,168,000","11,669,000","9,013,000","8,919,000","10,400,000","11,137,000","8,736,000","7,596,000","6,588,000","9,679,000","7,494,000","7,542,000","6,814,000","8,841,000","7,845,000","6,203,000","4,496,000","5,193,000","4,085,000","3,279,000","3,334,000","4,208,000","3,024,000","3,824,000","3,488,000","3,327,000","2,635,000","2,828,000","5,262,000","5,792,000","6,486,000","9,157,000","8,273,000","10,919,000","11,512,000","9,254,000","8,565,000","11,340,000","9,124,000","5,651,000","6,647,000","6,478,000","5,331,000","5,875,000","5,925,000","6,643,000","6,323,000","6,543,000","6,683,000","7,597,000"
			AccountsReceivable,"33,169,000","31,449,000","30,760,000","25,903,000","24,151,000","21,962,000","17,597,000","13,826,000","15,660,000","21,556,000","23,222,000","24,919,000","19,136,000","19,637,000","25,444,000","22,122,000","19,862,000","20,777,000","19,604,000","18,191,000","17,859,000","16,547,000","11,680,000","11,181,000","11,168,000","11,669,000","9,013,000","8,919,000","10,400,000","11,137,000","8,736,000","7,596,000","6,588,000","9,679,000","7,494,000","7,542,000","6,814,000","8,841,000","7,845,000","6,203,000","4,496,000","5,193,000","4,085,000","3,279,000","3,334,000","4,208,000","3,024,000","3,824,000","3,488,000","3,327,000","2,635,000","2,828,000","5,262,000","5,792,000","6,486,000","9,157,000","8,273,000","10,692,000","11,512,000","9,254,000","8,565,000","9,601,000","9,124,000","5,651,000","6,647,000","6,478,000","5,331,000","5,875,000","5,925,000","6,643,000","6,323,000","6,543,000","6,683,000","7,597,000"
				GrossAccountsReceivable,"34,262,000","32,348,000","31,987,000","27,542,000","25,762,000","23,560,000","19,102,000","15,622,000","16,597,000","22,910,000",,,,"20,894,000",,,,"20,786,000",,,,"16,568,000",,,,"11,673,000",,,,"11,137,000",,,,"9,698,000",,,,"8,841,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
