name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,12/31/1991,06/30/1991,09/30/1990,06/30/1990,06/30/1989
TotalAssets,"544,012,000","554,057,000","559,391,000","520,969,000","240,024,000","234,829,000","195,887,000","113,970,000","94,987,000","92,816,000","84,228,000","51,742,000","48,073,000","45,467,000","46,448,976","21,787,020","12,293,079","12,143,203","8,881,486","8,481,722","8,598,774","7,926,614","10,766,378","10,550,454","10,775,853","12,369,622","13,225,577","13,870,187","15,160,420","16,072,918","14,254,063","14,806,565","15,981,534","3,353,342","3,207,024","3,437,081","3,419,277","3,169,829","3,417,833","3,068,907","1,869,170","1,662,017","1,564,376","1,471,981","1,386,251","1,309,059","1,293,655","1,384,760","1,328,018","1,333,958","1,310,008","1,203,450","1,745,300","1,170,622","1,302,592","850,725","854,527","726,018","1,481,940","1,175,263","747,066","560,432","725,099","894,414","290,207","447,105","644,750","462,131","650,399","833,269","939,411","1,090,085","1,289,737","2,963,911","340,023","428,192","371,384","313,846","2,226,429","3,836,713","1,610,434","1,776,590","2,199,264","1,993,101","3,152,870","3,988,819","4,997,762","7,175,981","2,170,600","2,727,482","3,000,000","3,000,000","3,100,000","3,879,067","4,300,000","4,900,000","5,900,000","6,800,000","5,813,615","7,100,000","6,100,000","7,400,000","8,402,903","9,000,000","8,900,000","9,100,000","7,400,000","8,300,000","8,100,000","8,400,000","9,100,000","9,900,000","11,800,000","13,000,000","4,500,000","5,600,000","3,000,000","3,500,000","500,000"
	CurrentAssets,"118,701,000","125,859,000","130,505,000","127,414,000","116,543,000","114,712,000","127,784,000","46,254,000","26,450,000","24,113,000","32,067,000","29,139,000","39,157,000","37,564,000","38,288,948","18,807,407","10,243,898","9,930,881","6,367,032","5,679,147","5,581,995","4,628,070","4,965,231","4,915,555","5,306,538","6,972,937","8,283,091","9,296,889","10,961,142","12,165,762","12,832,803","13,471,381","14,665,053","1,878,258","1,655,417","1,815,609","1,915,919","1,627,759","1,777,597","1,508,011","1,374,606","1,160,407","1,044,823","1,007,571","916,886","814,973","886,643","958,820","883,340","892,370","841,608","709,480","1,329,890","1,040,525","1,168,198","744,908","743,048","569,578","1,319,936","1,020,587","583,445","515,656","681,027","844,790","236,491","384,851","552,176","352,575","537,372","704,265","798,573","932,868","1,128,116","2,840,913","216,816","293,569","225,215","156,132","2,000,784","3,559,638","667,319","851,198","1,223,422","1,024,271","2,236,530","3,026,560","4,153,462","6,403,210","1,339,121","1,928,448","2,000,000","2,000,000","2,100,000","2,866,044","3,300,000","3,800,000","4,800,000","6,100,000","5,099,823","6,300,000","5,200,000","6,400,000","7,322,241","7,800,000","7,800,000","7,900,000","6,200,000","7,100,000","6,900,000","7,200,000","8,000,000","9,000,000","11,200,000","12,500,000","4,300,000","5,500,000","2,900,000","3,500,000","500,000"
		CashCashEquivalentsAndShortTermInvestments,"59,463,000","69,860,000","75,098,000","76,246,000","89,012,000","90,403,000","93,984,000","29,879,000","6,400,000","6,448,000","21,205,000","19,617,000","31,824,000","30,657,000","32,380,674","14,166,604","7,032,513","6,663,318","2,830,541","2,314,633","2,289,926","1,405,826","1,368,583","1,318,469","1,662,431","3,824,599","5,253,645","6,852,833","8,578,293","9,938,394","11,019,342","11,914,537","12,839,600","156,273","79,287","76,205","61,523","196,478","7,529","155,354","70,524","16,864","20,117","36,145","35,097","3,211","298","67,881","2,292","139,151","95,814","86,403","428,196","98,724","85,070","87,715","136,182","56,497","754,351","707,074","288,677","118,674","483,041","629,935","30,863","185,095","305,788","189,391","361,422","531,684","571,792","724,344","882,677","787,904","2,748","15,287","104,609","67,118","1,990,591","3,557,906","121,342","286,105","353,488","125,228","1,086,756","2,150,112","3,211,136","5,285,508","29,281","135,183",,,,"124,000","200,000","800,000","1,500,000","2,500,000","1,355,942","1,300,000","700,000","1,100,000","1,217,693","1,500,000","2,400,000","2,400,000","1,000,000","1,600,000","2,500,000","2,000,000","1,800,000","1,900,000","1,300,000","2,300,000","900,000","5,200,000","2,700,000","2,300,000","400,000"
			CashAndCashEquivalents,"59,463,000","69,860,000","75,098,000","76,246,000","89,012,000","90,403,000","93,984,000","29,879,000","6,400,000","6,448,000","21,205,000","19,617,000","31,824,000","30,657,000","32,380,674","14,166,604","7,032,513","6,663,318","2,830,541","2,314,633","2,289,926","1,405,826","1,368,583","1,318,469","1,662,431","2,173,258","2,351,540","3,896,405","2,971,840","2,538,758","3,275,057","5,902,228","12,839,600","156,273","79,287","76,205","61,523","196,478","7,529","155,354","70,524","16,864","20,117","36,145","35,097","3,211","298","67,881","2,292","139,151","95,814","86,403","428,196","98,724","85,070","87,715","136,182","56,497","754,351","707,074","288,677","118,674","483,041","629,935","30,863","185,095","305,788","189,391","361,422","531,684","571,792","724,344","882,677","787,904","2,748","15,287","104,609","67,118","273,076","1,972,415","121,342","286,105","353,488","125,228","1,086,756","2,150,112","3,211,136","5,285,508","29,281","135,183",,,,"124,000","200,000","800,000","1,500,000","2,500,000","1,250,871","1,300,000","700,000","1,100,000","1,117,383","1,500,000","2,400,000","2,400,000","1,000,000","1,600,000","2,500,000","2,000,000","1,800,000","1,900,000","1,300,000","2,300,000","900,000","5,200,000","2,700,000","2,300,000","400,000"
				CashEquivalents,,,,,"89,012,000","90,403,000","93,984,000","29,879,000","6,400,000","6,448,000",,,,,"32,380,674","14,166,604","7,032,513","6,663,318","2,830,541","2,314,633","2,289,926","1,405,826","1,368,583","1,318,469","1,662,431","2,173,258","2,351,540","3,896,405","2,971,840","2,538,758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"0",,"0","0","1,651,341","2,902,105","2,956,428","5,606,453","7,399,636","7,744,285","6,012,309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,717,515","1,585,491",,,,,,,,,,,,,,,,,,,"105,071",,,,"100,310",,,,,,,,,,,,,,,,
		Receivables,"24,271,000","23,217,000","20,232,000","21,093,000","10,669,000","8,006,000","6,095,000","4,351,000","8,205,000","5,345,000","4,313,000","3,832,000","2,927,000","3,045,000","2,699,342","2,166,415","1,043,815","1,021,315","1,355,115","1,173,036","1,060,773","1,193,646","1,311,006","1,284,015","1,190,260","929,289","792,274","809,387","851,044","901,623","775,076","566,540","1,325,564","1,009,316","1,026,858","980,974","976,157","600,153","797,943","359,190","471,816","547,143","458,677","395,324","356,701","338,899","317,058","285,241","358,772","315,365","369,329","199,192","324,867","279,192","362,145","228,931","214,751","300,505","209,979","174,705","149,287","98,980","58,285","114,341","82,975","76,343","54,139","40,763","54,617","75,337","115,699","105,341","150,351","1,906,796","67,352","77,136","70,823","44,666","1,733","1,733","46,886","54,043","144,870","171,513","420,928","86,956","91,577","151,837","215,375","486,773","700,000","500,000","600,000","989,908","1,000,000","1,100,000","1,200,000","1,300,000","1,566,064","2,500,000","1,600,000","2,400,000","3,178,032","3,400,000","3,000,000","3,000,000","2,600,000","3,400,000","2,600,000","2,600,000","1,100,000","700,000","500,000",,,,,,
			AccountsReceivable,"24,271,000","23,217,000","20,232,000","21,093,000","10,669,000","8,006,000","6,095,000","4,351,000","8,205,000","5,345,000","4,313,000","3,832,000","2,927,000","3,045,000","2,699,342","2,166,415","1,043,815","1,021,315","1,355,115","1,173,036","1,060,773","1,193,646","1,311,006","1,284,015","1,190,260","929,289","792,274","809,387","851,044","901,623","775,076","566,540","1,325,564","1,009,316","1,026,858","980,974","976,157","600,153","797,943","359,190","471,816","547,143","458,677","395,324","356,701","338,899","317,058","285,241","358,772","315,365","369,329","199,192","244,963","279,192","362,145","228,931","214,751","300,505","209,979","174,705","149,287","98,980","58,285","114,341","82,975","76,343","54,139","40,763","54,617","75,337","115,699","105,341","80,817","34,851","67,352","77,136","70,823","44,666","1,733","1,733","46,886","54,043","144,870","171,513","420,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"24,546,000","23,492,000","20,519,000","21,200,000","10,749,000","8,091,000",,,,"5,413,000","4,381,000","3,858,000","2,927,000","3,045,000","2,699,342","2,166,415","1,049,390","1,026,890","1,361,690","1,181,949",,"1,193,646","1,311,006","1,284,015","1,190,260","929,289","792,274","809,387","851,044","902,723","776,176","567,640","1,326,664","1,010,416","1,027,958","982,074","977,257","601,253","799,043","360,290","472,916","548,243","459,777","396,424","357,801",,,"325,141",,"315,915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-275,000","-275,000","-287,000","-107,000","-80,000","-85,000",,,,"-68,000","-68,000","-26,000","0","0","0","0","-5,575","-5,575","-6,575","-8,913",,"0","0","0","0","0","0","0","0","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100","-1,100",,,"-39,900",,"-550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
