name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,12/31/1991,06/30/1991,09/30/1990,06/30/1990,06/30/1989
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79,904",,,,,,,"0",,"0",,,,"0",,,,,,,"69,534","1,871,945","0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"30,200,000","28,345,000","29,696,000","25,866,000","11,666,000","11,602,000","11,037,000","10,890,000","10,829,000","10,972,000","5,694,000","5,306,000","4,060,000","3,509,000","2,910,927","2,121,881","1,836,666","1,846,746","1,861,058","1,769,070","1,812,172","1,757,784","1,903,759","1,910,729","2,018,255","1,834,635","1,783,383","1,321,257","1,242,787","965,224","717,624","678,156","297,105","420,924","409,195","593,138","676,438","656,397","849,211","916,810","763,967","505,956","475,126","509,572","447,306","410,486","499,450","532,431","436,529","358,219","237,651","379,230","453,011","625,291","587,726","121,655","97,047","99,062","248,770","35,166","63,813","92,751","110,539","79,198","101,336","123,413","168,866","97,429","95,025","94,319","83,282","75,383","58,941","39,805","1,502","3,003","2,695",,,,"475,898","487,858","598,502","607,731","513,667","653,945","632,400","717,435","905,543","1,225,982","1,200,000","1,300,000","1,400,000","1,654,106","1,800,000","1,600,000","1,900,000","2,000,000","1,990,548","2,100,000","2,500,000","2,600,000","2,628,532","2,500,000","2,100,000","2,100,000","2,200,000","1,900,000","1,600,000","1,400,000","1,000,000","800,000","500,000","200,000",,,,,
			RawMaterials,"16,634,000","17,252,000","16,445,000","11,805,000","3,081,000","2,855,000","2,731,000","2,679,000","3,282,000","2,979,000","1,343,000","2,068,000","1,629,000","1,453,000","1,168,969","766,709","573,331","582,816","484,132","298,337","437,892","531,053","450,735","504,652","518,469","299,952","351,783","290,980","367,719","362,656","309,507","359,610","179,858","334,031","192,096","392,220","325,570","398,510","461,582","354,819","328,913","173,510","131,327","172,510","159,771","143,338",,"172,824","128,133","123,421","55,456","67,757","53,584","9,820",,,,,,,"31,535","33,335",,,,"23,393","25,585",,,"46,340",,,,"20,309",,,,,,,,"268,768","362,354","374,021","247,676",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"5,005,000","5,015,000","4,597,000","4,194,000","1,173,000","2,006,000","2,252,000","1,678,000","1,658,000","1,896,000","887,000","275,000","949,000","652,000","830,991","556,054","517,027","453,890","411,205","337,635","241,057","370,740","384,264","344,946","383,297","666,124","552,702","490,026","345,314","79,012","101,088","184,664","33,650","14,570","150,784","107,004","245,117","116,319","207,494","319,753","3,869","11,768","39,389","73,817","0","45,277",,"127,868","136,547","49,350","38,310","0","0","113,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,864","8,595","875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"8,561,000","6,078,000","8,654,000","9,867,000","7,412,000","6,741,000","6,054,000","6,533,000","5,889,000","6,097,000","3,464,000","2,963,000","1,482,000","1,404,000","910,967","799,118","746,308","810,040","965,721","1,133,098","1,133,223","855,991","1,068,760","1,061,131","1,116,489","868,559","878,898","540,251","529,754","523,556","307,029","133,882","83,597","72,323","66,315","93,914","105,751","141,568","180,135","242,238","431,185","320,678","304,410","263,245","287,535","221,871",,"231,739","171,849","185,448","143,885","311,473","399,427","502,089",,,,,,,"32,278","59,416",,,,"100,020","143,281","59,753",,"47,979",,,,"19,496",,"3,003",,,,,,"219,090","217,284","225,115","265,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInventories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,"37,676",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"4,757,000","4,427,000","5,426,000","4,156,000","5,143,000","4,648,000","1,668,000","1,134,000","1,016,000","1,348,000","855,000","384,000","346,000","353,000","298,005","352,507","330,904","399,502","320,318","422,408","419,124","270,814","381,883","402,342","435,592","384,414","453,789","313,412","289,018","360,521","320,761","312,148","202,784","291,745","140,077","165,292","201,801","174,731","122,914","76,657","68,299","90,444","90,903","66,530","77,782","62,377","69,837","73,267","85,747","79,635","138,814","44,655","123,816","37,318","133,257","292,440","285,068","113,514","106,836","103,642","81,668","14,414","29,162","21,316","21,317",,"23,383","24,992","26,308","2,925","27,800","27,800","36,147",,"10,743","10,743","7,064","18,595","8,460",,"23,193","23,192","126,562","119,799","215,179",,,,,"80,510",,,,"98,030",,,,,"187,269",,,,"297,984",,,,,,,,,,,,,,,,
		RestrictedCash,"10,000","10,000","53,000","53,000","53,000","53,000","15,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"190,837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,"97,514,000","100,809,000","101,548,000","104,877,000","103,110,000","116,747,000","35,364,000","15,621,000","13,056,000",,,,"34,055,000",,,,"8,084,000",,,,"2,870,000",,,"3,288,283","5,138,302",,,,"11,200,538",,,,,,,"1,239,481",,,,,,,,,,,,,,,,,,,"14,167","10,000",,,,,,,,,,,,,,,,,"106,408","134,471","187,400","40,024","25,753",,"-1",,,,,,"135,547","218,349","248,430","188,922",,"100,000","200,000","100,000",,"300,000","300,000","200,000","300,000",,"400,000","400,000","300,000",,"400,000","300,000","400,000","400,000","200,000","200,000","1,200,000","4,100,000","5,600,000","8,900,000","10,000,000","3,400,000","300,000","200,000","1,200,000","100,000"
	TotalNonCurrentAssets,"425,311,000","428,198,000","428,886,000","393,555,000","123,481,000","120,117,000","68,102,000","67,716,000","68,537,000","68,703,000","52,161,000","22,603,000","8,916,000","7,903,000","8,160,028","2,979,613","2,049,181","2,212,322","2,514,454","2,802,575","3,016,779","3,298,544","5,801,147","5,634,899","5,469,315","5,396,685","4,942,486","4,573,298","4,199,278","3,907,156","1,421,260","1,335,184","1,316,481","1,475,084","1,551,607","1,621,472","1,503,358","1,542,070","1,640,236","1,560,896","494,564","501,610","519,553","464,410","469,365","494,086","407,012","425,940","444,678","441,588","468,400","493,970","415,410","130,097","134,394","105,817","111,479","156,440","162,004","154,676","163,621","44,776","44,072","49,624","53,716","62,254","92,574","109,556","113,027","129,004","140,838","157,217","161,621","122,998","123,207","134,623","146,169","157,714","225,645","277,075","943,115","925,392","975,842","968,830","916,340","962,259","844,300","772,771","831,479","799,034","1,000,000","1,000,000","1,000,000","1,013,023","1,000,000","1,100,000","1,100,000","700,000","713,792","800,000","900,000","1,000,000","1,080,662","1,200,000","1,100,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,100,000","900,000","600,000","500,000","200,000","100,000","100,000","0","0"
		NetPPE,"36,824,000","36,802,000","35,095,000","34,361,000","22,185,000","19,812,000","5,885,000","6,087,000","6,299,000","6,612,000","3,313,000","2,397,000","2,563,000","1,319,000","1,266,882","1,043,778","1,086,651","1,106,036","1,110,496","1,180,882","1,134,981","1,187,378","1,298,958","1,361,859","1,381,544","1,446,399","1,503,913","1,558,887","1,613,087","1,655,605","1,385,094","1,299,018","1,280,315","1,324,044","1,386,305","1,441,907","1,309,686","1,334,446","1,414,215","1,316,479","373,401","353,402","344,003","357,778","351,303","360,700","370,846","389,774","408,512","405,422","432,234","457,804","379,244","130,097","134,394","105,817","111,479","112,690","108,879","92,176","91,746","44,776","44,072","49,624","53,716","62,254","92,574","109,556","113,027","129,004","140,838","157,217","161,621","122,998","123,207","134,623","146,169","157,714","161,225","173,988","482,321","454,293","490,720","473,403","398,041","433,655","476,254","388,504","434,929","780,307","900,000","1,000,000","1,000,000","994,296","1,000,000","1,100,000","1,100,000","700,000","695,065","800,000","900,000","1,000,000","1,061,935","1,200,000","1,100,000","1,200,000","1,200,000","1,200,000","1,200,000","1,200,000","1,100,000","900,000","600,000","400,000","200,000","100,000","-100,000","-100,000","-100,000"
			GrossPPE,"43,958,000","43,543,000","41,272,000","39,470,000","26,601,000","23,654,000","9,264,000","9,179,000","9,100,000","9,133,000","5,611,000","4,673,000","4,987,000","3,647,000","3,501,168","3,207,208","3,171,420","3,114,963","3,040,636","3,027,378","2,894,775","2,857,623","2,884,872","2,967,032","2,894,615","2,867,678","2,837,521","2,805,674","2,774,793","2,733,665","2,391,142","2,283,900","2,204,978","2,186,201","2,184,640","2,175,254","1,983,468","1,949,531","1,969,674","1,818,246","846,181","800,795","767,107","756,302","726,506","713,031","701,071","698,117","693,772","686,458","686,458","686,242","579,032","320,311","315,976","280,349","263,214","316,070","323,745","297,596","288,760","236,099","225,092","217,361","222,449","218,605","298,739","298,739","286,117","286,118","282,109","282,110","270,634","220,316","209,097","209,097","209,097","209,097","201,636","201,636","2,655,602","2,592,907","2,566,258","2,481,396","2,337,777","2,313,582","2,297,005","2,149,031","3,086,526","780,307","3,200,000","3,200,000","3,100,000","994,296","2,900,000","2,900,000","2,800,000","2,200,000","695,065","2,100,000","2,100,000","2,100,000","1,061,935","2,100,000","1,800,000","1,800,000","1,700,000","1,600,000","1,500,000","1,500,000","1,300,000","1,000,000","700,000","500,000","300,000","200,000","0","0","0"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,"0","0","0",,"0",,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,"0",,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,337,777",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"42,448","59,264","59,264","59,264","59,264","59,264","59,264","49,627","45,783","45,783","45,783","39,283","39,283","39,283","39,283","34,935",,,,,,,,,"16,783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"1,819,000","1,861,000","1,793,000","1,662,000","932,000","902,000","827,000","824,000","810,000","794,000","588,000","577,000","704,000","706,000","705,948","693,399","692,270","682,466","681,096","681,096","667,213","650,912","677,734","652,941","584,603","557,666","535,768","514,056","500,313","476,788","325,691","334,159","309,626","300,581","300,143","296,832","294,930","288,725","1,025,796","953,885","842,245","800,795","767,107","756,302","726,506","713,031","701,071","698,117","693,772","484,188","484,188","483,972","376,762","320,311","315,976","280,349","263,214","273,622","264,481","238,332","229,496","176,835","165,828","158,097","172,822","172,822","252,956","252,956","246,834","246,835","242,826","242,827","235,699","220,316","209,097","209,097","209,097","209,097",,,"2,655,602","2,576,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"35,372,000","35,820,000","31,431,000","30,574,000","22,054,000","19,768,000","6,292,000","6,214,000","6,153,000","6,227,000","3,424,000","2,812,000","2,999,000","1,657,000","1,510,729","1,229,318","1,194,659","1,148,006","1,075,049","1,061,791","943,071","922,220","922,647","1,029,600","1,025,521","1,025,521","1,017,262","1,007,127","989,989","972,386","944,089","828,379","773,990","764,258","763,135","757,060","746,613","741,771",,,,,,,,,,,,,,,"202,270",,,,,,,"0",,"0",,,,"0",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"2,818,000","2,022,000","4,747,000","4,292,000","1,151,000","591,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,"3,949,000","3,840,000","3,301,000","2,942,000","2,464,000","2,393,000","2,145,000","2,141,000","2,137,000","2,112,000","1,599,000","1,284,000","1,284,000","1,284,000","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,284,491","1,121,362","1,121,362","1,121,362","1,121,362","1,121,362","1,121,362","941,925","919,035","943,878","864,361","3,936",,,,,,,,,"202,270","202,270","202,270",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-7,134,000","-6,741,000","-6,177,000","-5,109,000","-4,416,000","-3,842,000","-3,379,000","-3,092,000","-2,801,000","-2,521,000","-2,298,000","-2,276,000","-2,424,000","-2,328,000","-2,234,286","-2,163,430","-2,084,769","-2,008,927","-1,930,140","-1,846,496","-1,759,794","-1,670,245","-1,585,914","-1,605,173","-1,513,071","-1,421,279","-1,333,608","-1,246,787","-1,161,706","-1,078,060","-1,006,048","-984,882","-924,663","-862,157","-798,335","-733,347","-673,782","-615,085","-555,459","-501,767","-472,780","-447,393","-423,104","-398,524","-375,203","-352,331","-330,225","-308,343","-285,260","-281,036","-254,224","-228,438","-199,788","-190,214","-181,582","-174,532","-151,735","-203,380","-214,866","-205,420","-197,014","-191,323","-181,020","-167,737","-168,733","-156,351","-206,165","-189,183","-173,090","-157,114","-141,271","-124,893","-109,013","-97,318","-85,890","-74,474","-62,928","-51,383","-40,411","-27,648","-2,173,281","-2,138,614","-2,075,538","-2,007,993","-1,939,736","-1,879,927","-1,820,751","-1,760,527","-2,651,597",,"-2,300,000","-2,200,000","-2,100,000",,"-1,900,000","-1,800,000","-1,700,000","-1,500,000",,"-1,300,000","-1,200,000","-1,100,000",,"-900,000","-700,000","-600,000","-500,000","-400,000","-300,000","-300,000","-200,000","-100,000","-100,000","-100,000","-100,000","-100,000","-100,000","-100,000","-100,000"
		GoodwillAndOtherIntangibleAssets,"374,027,000","376,890,000","378,947,000","344,378,000","88,565,000","89,498,000","53,387,000","54,094,000","54,800,000","55,619,000","44,836,000","13,970,000",,,,,,,,,,,"4,466,023","4,236,874","4,051,605","3,914,120","3,402,407","2,978,245","2,550,025","2,215,385",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"460,794","471,099","481,405","491,710","502,015","512,320","364,329","371,431","363,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"224,741,000","224,741,000","223,936,000","195,664,000","58,449,000","58,449,000","33,506,000","33,506,000","33,506,000","33,637,000","28,351,000","9,524,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"149,286,000","152,149,000","155,011,000","148,714,000","30,116,000","31,049,000","19,881,000","20,588,000","21,294,000","21,982,000","16,485,000","4,446,000",,,,,,,,,,,"4,466,023","4,236,874","4,051,605","3,914,120","3,402,407","2,978,245","2,550,025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"460,794","471,099","481,405","491,710","502,015","512,320","364,329","371,431","363,443",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
