name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004
		PrepaidAssets,"114,640,000","27,066,000","30,948,000","33,709,000","25,943,000","29,039,000","26,191,000","41,102,000","20,289,000","30,770,000","18,591,000","22,597,000","17,219,000","22,468,000","18,594,000","21,030,000","17,888,000","18,717,000","16,174,000","21,058,000","13,794,000","11,618,000","11,758,000","13,463,000","12,844,000","9,880,000","7,173,000","12,596,000","7,207,000","6,685,000","8,800,000","12,356,000","9,333,000","10,640,000","10,543,000","11,204,000","8,931,000","8,096,000",,,,,,,,,,,,,,,,,,"2,748,000","2,606,000","1,938,000","1,322,000","1,463,000","2,103,000","2,221,000","1,204,000","1,196,000","1,591,000","2,871,000","5,288,000","4,867,000","3,148,000","2,801,000",,
		RestrictedCash,"50,187,000","50,159,000","50,134,000","50,108,000","50,083,000","50,059,000","50,033,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,702,000","5,822,000","5,684,000",,,"14,296,000","20,241,000",,"20,338,000","16,576,000","20,628,000",,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,702,000","5,822,000","5,684,000",,,"14,296,000","20,241,000",,"20,338,000","16,576,000","20,628,000",,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,386,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72,552,000","83,868,000","4,894,000","4,914,000","4,971,000","4,556,000","4,570,000","4,306,000","4,316,000","4,416,000",,,,,,,,,,,,,,,,,
	TotalNonCurrentAssets,"455,463,000","463,069,000","467,711,000","466,782,000","409,328,000","431,981,000","374,991,000","417,677,000","420,103,000","592,019,000","326,731,000","309,446,000","425,691,000","369,214,000","355,448,000","363,999,000","347,687,000","342,865,000","344,154,000","342,625,000","322,623,000","297,513,000","272,366,000","247,517,000","248,248,000","104,267,000","103,977,000","102,632,000","102,182,000","105,576,000","105,041,000","104,571,000","104,435,000","106,347,000","101,436,000","102,401,000","95,505,000","60,585,000","60,530,000","62,510,000","55,892,000","65,558,000","69,520,000","61,013,000","57,195,000","71,354,000","71,943,000","68,838,000","73,338,000","74,827,000","76,964,000","80,865,000","83,571,000","86,279,000","85,906,000",,,,,,,,,,,,,,,,,
		NetPPE,"164,491,000","167,021,000","168,161,000","167,014,000","163,878,000","161,128,000","158,766,000","156,394,000","154,577,000","153,194,000","141,921,000","140,928,000","139,237,000","63,010,000","54,320,000","50,088,000","39,623,000","38,548,000","35,321,000","34,643,000","33,888,000","31,104,000","30,773,000","31,495,000","32,094,000","30,897,000","31,027,000","31,290,000","31,190,000","32,185,000","32,800,000","34,396,000","33,393,000","32,703,000","27,617,000","26,443,000","18,743,000","18,009,000","18,466,000","14,960,000","14,875,000","14,460,000","14,076,000","13,409,000","12,701,000","9,448,000","9,595,000","9,386,000","9,117,000","6,856,000","4,010,000","3,897,000","4,002,000","3,369,000","3,579,000","2,822,000","2,974,000","2,931,000","3,251,000","3,473,000","3,896,000","4,304,000","4,635,000","4,931,000","4,855,000","4,643,000","4,345,000","4,680,000","4,956,000","5,079,000","5,135,980","2,973,629"
			GrossPPE,"164,491,000","347,951,000","168,161,000","167,014,000","163,878,000","324,683,000","158,766,000","156,394,000","154,577,000","288,380,000","141,921,000","140,928,000","139,237,000","183,639,000","54,320,000","50,088,000","39,623,000","140,012,000","35,321,000","34,643,000","33,888,000","106,283,000","30,773,000","31,495,000","32,094,000","100,878,000","31,027,000","31,290,000","31,190,000","88,674,000","32,800,000","34,396,000","33,393,000","76,818,000","27,617,000","26,443,000","18,743,000","55,096,000",,,,"44,930,000",,,,"22,614,000",,,,"24,081,000","20,666,000","20,042,000","19,495,000","26,150,000","26,084,000","2,822,000","2,974,000","2,931,000","3,251,000","3,473,000","3,896,000","4,304,000","4,635,000","4,931,000","4,855,000","4,643,000","4,345,000","4,680,000","4,956,000","5,079,000","5,135,980","2,973,629"
				Properties,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0","0","0","0",,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"95,302,000","245,970,000","95,575,000","93,108,000","88,655,000","219,695,000","82,074,000","78,461,000","74,926,000","179,015,000","66,531,000","64,206,000","61,047,000","151,112,000","54,320,000","50,088,000","39,623,000","128,996,000","35,321,000","34,643,000","33,888,000","97,932,000","30,773,000","31,495,000","32,094,000","92,421,000","31,027,000","31,290,000","31,190,000","80,546,000","32,800,000","34,396,000","33,393,000","68,689,000","27,617,000","26,443,000","18,743,000","50,387,000",,,,"40,263,000",,,,"18,032,000",,,,"20,073,000","18,449,000","16,495,000","15,999,000","24,076,000","23,898,000",,,,,,,,,,,,,,,,,
				OtherProperties,"69,189,000","70,960,000","72,586,000","73,906,000","75,223,000","75,924,000","76,692,000","77,933,000","79,651,000","81,399,000","75,390,000","76,722,000","78,190,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,"101,981,000",,,,"104,988,000",,,,"27,966,000",,,,"32,527,000",,,,"11,016,000",,,,"8,351,000",,,,"8,457,000",,,,"8,128,000",,,,"8,129,000",,,,"4,709,000",,,,"4,667,000",,,,"4,582,000",,,,"4,008,000","2,217,000","3,547,000","3,496,000","2,074,000","2,186,000",,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,"-180,930,000",,,,"-163,555,000",,,,"-135,186,000",,,,"-120,629,000",,,,"-101,464,000",,,,"-75,179,000",,,,"-69,981,000",,,,"-56,489,000",,,,"-44,115,000",,,,"-37,087,000",,,,"-30,470,000",,,,"-13,166,000",,,,"-17,225,000","-16,656,000","-16,145,000","-15,493,000","-22,781,000","-22,505,000",,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"266,409,000","271,165,000","274,586,000","274,778,000","238,333,000","242,742,000","206,261,000","206,946,000","207,679,000","207,847,000","62,387,000","62,483,000","62,579,000","62,675,000","62,771,000","62,867,000","62,963,000","63,059,000","63,155,000","63,251,000","63,347,000","63,443,000","63,539,000","63,635,000","63,731,000","64,141,000","64,712,000","65,281,000","65,850,000","66,419,000","66,989,000","67,558,000","68,127,000","68,697,000","69,507,000","71,447,000","72,123,000","33,134,000","33,480,000","33,835,000","34,189,000","34,544,000","34,911,000","35,278,000","35,645,000","39,109,000","39,419,000","39,824,000","40,422,000","40,950,000","41,587,000","42,286,000","42,771,000","44,067,000","43,082,000","39,575,000","45,705,000","9,148,000","5,991,000","6,027,000","6,357,000","6,610,000","6,315,000","6,623,000","6,742,000","6,199,000","6,082,000","5,590,000","5,397,000","5,587,000","201,769","201,769"
			Goodwill,"154,789,000","154,789,000","154,789,000","154,789,000","147,388,000","147,388,000","147,388,000","147,394,000","147,394,000","146,861,000","59,712,000","59,712,000","59,713,000","59,713,000","59,712,000","59,712,000","59,713,000","59,713,000","59,713,000","59,712,000","59,712,000","59,712,000","59,713,000","59,713,000","59,713,000","59,710,000","59,713,000","59,713,000","59,712,000","59,711,000","59,713,000","59,712,000","59,712,000","59,713,000","59,861,000","60,140,000","60,080,000","31,784,000","31,785,000",,,,,,,"31,784,000",,,,,,"31,784,000",,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"111,620,000","116,376,000","119,797,000","119,989,000","90,945,000","95,354,000","58,873,000","59,552,000","60,285,000","60,986,000","2,675,000","2,771,000","2,866,000","2,962,000","3,059,000","3,155,000","3,250,000","3,346,000","3,442,000","3,539,000","3,635,000","3,731,000","3,826,000","3,922,000","4,018,000","4,431,000","4,999,000","5,568,000","6,138,000","6,708,000","7,276,000","7,846,000","8,415,000","8,984,000","9,646,000","11,307,000","12,043,000","1,350,000","1,695,000",,"34,189,000",,,"35,278,000","35,645,000","7,325,000","39,419,000","39,824,000","40,422,000","40,950,000","41,587,000","10,502,000","42,771,000","44,067,000","43,082,000",,"45,705,000","9,148,000","5,991,000","6,027,000","6,357,000","6,610,000","6,315,000","6,623,000",,,,,,,"201,769","201,769"
		InvestmentsAndAdvances,"24,563,000","24,883,000","24,964,000","24,990,000","7,117,000","28,111,000","9,912,000","54,304,000","57,789,000","230,477,000","119,260,000","104,440,000","222,458,000","240,105,000","236,101,000","249,591,000","244,271,000","239,521,000","237,221,000","237,361,000","218,559,000","194,404,000","170,655,000","146,330,000","147,226,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,290,000","51,579,000","53,449,000","56,543,000","44,438,000","49,015,000","58,208,000","64,896,000","60,066,000","59,956,000","57,435,000","69,138,000","41,825,000","5,797,000",,
		NonCurrentDeferredAssets,,,,,,"331,000","52,000","33,000","58,000","501,000","3,163,000","1,595,000","1,417,000","3,424,000","2,256,000","1,453,000","830,000","1,737,000","8,457,000","7,370,000","6,829,000","8,562,000","7,399,000","6,057,000","5,197,000","9,229,000","8,238,000","6,061,000","5,142,000","6,972,000","5,252,000","2,617,000","2,915,000","4,947,000","4,312,000","4,511,000","4,639,000","9,442,000",,,,"8,089,000","9,589,000","14,296,000","20,241,000","19,813,000","20,338,000","16,576,000","20,628,000","23,980,000","28,988,000","32,051,000","34,212,000","35,666,000","37,103,000",,"38,960,000","37,207,000","36,558,000","37,671,000","40,326,000","38,901,000","39,042,000","39,596,000","40,252,000","39,804,000","36,829,000","37,322,000","39,406,000","41,410,000",,
			NonCurrentDeferredTaxesAssets,,,,,,"331,000","52,000","33,000","58,000","501,000","3,163,000","1,595,000","1,417,000","3,424,000","2,256,000","1,453,000","830,000","1,737,000","8,457,000","7,370,000","6,829,000","8,562,000","7,399,000","6,057,000","5,197,000","9,229,000","8,238,000","6,061,000","5,142,000","6,972,000","5,252,000","2,617,000","2,915,000","4,947,000","4,312,000","4,511,000","4,639,000","9,442,000",,,,"8,089,000","9,589,000","14,296,000","20,241,000","19,813,000","20,338,000","16,576,000","20,628,000","23,980,000","28,988,000","32,051,000","34,212,000","35,666,000","37,103,000",,"38,960,000","37,207,000","36,558,000","37,671,000","40,326,000","38,901,000","39,042,000","39,596,000","40,252,000","39,804,000","36,829,000","37,322,000","39,406,000","41,410,000",,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,584,000","13,715,000","6,828,000","8,465,000","10,944,000","12,326,000","8,849,000","2,984,000","2,591,000","3,052,000","3,171,000","3,041,000","2,379,000","2,631,000",,"3,177,000","2,142,000",,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,,,,,,,,,,,,,,"151,577,000","137,941,000","135,438,000","121,304,000","122,061,000","123,107,000","126,322,000","117,858,000","114,727,000","113,469,000","114,650,000","113,866,000","114,148,000","111,150,000","115,228,000","109,389,000","112,261,000","113,841,000","116,927,000","113,768,000","116,987,000","111,980,000","113,605,000","104,436,000","68,681,000",,,,,,"95,507,000","87,259,000",,,,,,,,"2,586,000",,,,,,,,,,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"683,944,000","489,143,000","556,619,000","516,063,000","557,636,000","376,368,000","347,965,000","185,733,000","177,720,000","184,839,000","160,403,000","150,101,000","143,663,000","87,661,000","67,513,000","60,220,000","52,109,000","66,464,000","51,439,000","45,813,000","48,359,000","60,029,000","50,451,000","40,964,000","41,426,000","48,328,000","42,851,000","39,089,000","34,024,000","45,676,000","36,606,000","33,740,000","28,112,000","41,216,000","46,068,000","34,814,000","30,380,000","37,124,000","32,994,000","27,993,000","25,593,000","37,019,000","33,367,000","28,410,000","22,346,000","65,045,000","61,418,000","55,326,000","50,418,000","60,784,000","55,689,000","47,310,000","44,371,000","51,935,000","49,651,000","42,489,000","20,787,000","23,969,000","22,038,000","17,935,000","14,828,000","18,993,000","16,499,000","11,954,000","10,283,000","19,598,000","18,262,000","14,958,000","10,504,000","20,428,000","60,418,233","54,770,063"
	CurrentLiabilities,"571,387,000","340,999,000","417,610,000","385,520,000","436,663,000","220,430,000","203,331,000","51,598,000","59,490,000","39,483,000","33,290,000","33,720,000","36,119,000","48,608,000","36,045,000","36,608,000","36,498,000","29,962,000","20,412,000","22,733,000","34,487,000","25,246,000","21,905,000","20,752,000","30,516,000","19,032,000","20,013,000","22,980,000","25,064,000","20,366,000","18,222,000","21,544,000","21,929,000","17,405,000","26,839,000","22,305,000","24,629,000","17,208,000","32,994,000","27,993,000","25,593,000","37,019,000","33,367,000","28,410,000","22,346,000","34,730,000","31,103,000","25,011,000","20,103,000","30,469,000","25,374,000","16,995,000","14,056,000","21,620,000","19,336,000",,,,,,,,,,,,,,,,,
		PayablesAndAccruedExpenses,"571,387,000","340,999,000","417,610,000","385,520,000","436,663,000","220,430,000","198,239,000","47,530,000","55,540,000","35,984,000","29,559,000","29,910,000","32,574,000","45,798,000","32,260,000","33,013,000","32,944,000","27,302,000","17,221,000","19,657,000","31,297,000","22,731,000","18,899,000","18,146,000","27,914,000","16,720,000","17,798,000","20,330,000","22,339,000","17,901,000","14,951,000","18,594,000","19,207,000","14,692,000","20,431,000","16,868,000","19,231,000","12,344,000","12,495,000","12,364,000","14,547,000","12,268,000","12,658,000","12,036,000","11,695,000","30,159,000","26,225,000","20,732,000","15,675,000","26,207,000","20,949,000","14,904,000","11,826,000","19,317,000","16,768,000","16,554,000","19,042,000","23,143,000","20,894,000","17,285,000","13,876,000","18,136,000","16,152,000","11,489,000","9,631,000","18,672,000","16,923,000","13,372,000","8,501,000","17,624,000",,
			Payables,"571,387,000","340,999,000","417,610,000","385,520,000","436,663,000","220,430,000","198,239,000","47,530,000","55,540,000","35,984,000","29,559,000","29,910,000","32,574,000","45,798,000","32,260,000","33,013,000","32,944,000","27,302,000","17,221,000","19,657,000","31,297,000","22,731,000","18,899,000","18,146,000","27,914,000","16,720,000","17,798,000","20,330,000","22,339,000","17,901,000","14,951,000","18,594,000","19,207,000","14,692,000","20,431,000","16,868,000","19,231,000","12,344,000",,,,,,,,"12,368,000","12,674,000","12,224,000","11,338,000","11,050,000","10,735,000","8,676,000","8,873,000","8,878,000","8,126,000","10,603,000","15,589,000","8,832,000","9,423,000","8,757,000","8,464,000","5,514,000","7,401,000","5,738,000","6,795,000","6,824,000","8,030,000","7,442,000","5,379,000","5,821,000",,
				AccountsPayable,"70,297,000","71,218,000","69,300,000","65,872,000","80,202,000","44,354,000","25,297,000","22,624,000","34,764,000","19,294,000","16,285,000","17,050,000","13,717,000","29,366,000","19,339,000","20,041,000","14,532,000","14,241,000","12,714,000","14,971,000","16,269,000","15,149,000","15,265,000","15,146,000","16,999,000","12,257,000","13,388,000","13,271,000","12,756,000","11,961,000","11,283,000","18,594,000","19,207,000","14,692,000","20,431,000","16,868,000","19,231,000","12,344,000",,,,,,,,,,,,,,,,,,"10,603,000",,,,,"8,464,000","5,514,000","7,401,000","5,738,000","6,795,000","6,824,000","8,030,000","7,442,000","5,379,000","5,821,000",,
				TotalTaxPayable,"42,614,000","40,456,000","44,871,000","41,345,000","48,193,000","42,750,000","34,822,000","24,906,000","20,776,000","16,690,000","13,274,000","12,860,000","18,857,000","16,432,000","12,921,000","12,972,000","18,412,000","13,061,000","4,507,000","4,686,000","15,028,000","7,582,000","3,634,000","3,000,000","10,915,000","4,463,000","4,410,000","7,059,000","9,583,000","5,940,000","3,668,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,"42,614,000",,"44,871,000","41,345,000","48,193,000","42,750,000","34,822,000","24,906,000","20,776,000","16,690,000","13,274,000","12,860,000","18,857,000","16,432,000","12,921,000","12,972,000","18,412,000","13,061,000","4,507,000","4,686,000","15,028,000","7,582,000","3,634,000","3,000,000","10,915,000","4,463,000","4,410,000","7,059,000","9,583,000","5,940,000","3,668,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,"458,476,000","229,325,000","303,439,000","278,303,000","308,268,000","133,326,000","138,120,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentAccruedExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,791,000","13,551,000","8,508,000","4,337,000","15,157,000","10,214,000","6,228,000","2,953,000","10,439,000","8,642,000","5,951,000","3,453,000","14,311,000","11,471,000","8,528,000","5,412,000","12,622,000","8,751,000","5,751,000","2,836,000","11,848,000","8,893,000","5,930,000","3,122,000","11,803,000",,
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,"50,926,000","39,434,000","21,929,000","47,365,000","35,082,000","26,669,000","16,699,000","39,053,000","31,468,000","23,612,000","15,611,000","36,502,000","31,027,000","23,080,000","13,872,000","34,783,000","28,546,000","20,212,000","10,910,000","29,296,000","22,838,000","16,109,000","8,960,000","25,310,000","18,384,000","12,196,000","6,183,000","23,811,000","19,229,000","12,509,000","5,751,000","19,916,000","15,435,000","10,503,000","5,817,000","19,425,000","15,672,000","11,931,000","5,972,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,,,,"4,248,000","5,092,000","4,068,000","3,950,000","3,499,000","3,731,000","3,810,000","3,545,000","2,810,000","3,785,000","3,595,000","3,554,000","2,660,000","3,191,000","3,076,000","3,190,000","2,515,000","3,006,000","2,606,000","2,602,000","2,312,000","2,215,000","2,650,000","2,725,000","2,465,000","3,271,000","2,950,000","2,722,000","2,713,000","3,106,000","5,437,000","5,398,000","4,864,000","5,064,000","5,126,000","5,229,000","5,326,000","5,037,000","4,443,000","4,679,000","4,571,000","4,878,000","4,279,000","4,428,000","4,262,000","4,425,000","2,091,000","2,230,000","2,303,000","2,568,000","1,763,000",,,,,,,,,,,,,,,,
