name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002
MarketCap,"4,892,675,068","7,899,850,077","11,441,159,296","7,049,594,902","5,496,937,468","4,764,111,757","3,367,073,274","2,768,005,735","2,051,441,874","1,967,864,720","2,229,533,086","1,318,477,120","1,005,285,823","1,367,523,781","1,276,822,935","1,591,297,223","1,743,514,886","1,577,624,819","1,359,216,033","1,321,735,693","1,791,153,473","1,698,386,732","1,869,928,926","2,041,609,012","1,892,652,578","2,937,444,337","2,944,514,185","2,974,532,083","3,255,130,549","2,991,916,108","2,523,813,319","2,696,826,787","3,341,335,013","2,159,840,466","1,811,876,938","1,437,844,986","1,252,612,384","1,307,736,072","959,493,835","791,052,533","964,239,761","1,202,732,025","970,751,489","769,045,046","861,407,941","923,500,286","986,807,184","972,056,481","935,564,327","927,434,698","1,020,511,243","856,007,107","1,340,803,710","912,878,276","560,951,717","1,019,845,249","840,434,115","553,675,869","1,112,181,643","1,268,768,120","933,612,447","650,123,186","771,125,365","610,586,515","538,338,927","551,365,297","602,712,459","455,475,658","539,990,340","611,817,052","799,236,372","507,331,923","482,756,529","435,240,436","341,275,138","245,134,879","309,608,086","170,865,390","175,421,800","109,581,670","171,776,672","396,179,884"
EnterpriseValue,"5,183,775,068","8,354,150,077","11,521,059,296","7,118,794,902","5,672,637,468","5,082,711,757","3,753,473,274","2,605,805,735","2,085,141,874","2,045,564,720","2,377,733,086","1,458,977,120","1,145,285,823","1,543,923,781","1,468,622,935","1,740,997,223","1,906,614,886","1,767,624,819","1,597,616,033","1,170,935,693","1,683,253,473","1,575,886,732","1,796,728,926","1,924,909,012","1,721,752,578","2,804,144,337","2,910,614,185","2,817,032,083","3,118,507,549","2,909,969,108","2,156,694,319","2,329,707,787","2,974,216,013","1,792,721,466","1,482,609,938","1,084,846,986","939,404,384","1,017,510,072","669,267,835","488,352,533","642,426,761","922,572,025","731,699,489","529,993,046","616,559,941","679,520,286","772,668,184","743,741,481","728,011,327","761,074,698","882,783,243","722,852,107","1,214,136,710","803,725,276","489,485,717","992,355,249","818,918,115","492,932,869","950,866,643","1,130,251,120","814,885,447","522,977,186","651,962,365","491,910,515","419,662,927","440,397,297","509,448,459","362,211,658","437,569,340","505,717,052","695,832,372","411,531,923","387,985,529","346,010,436","258,798,138","167,430,879","234,081,086","99,808,390","107,671,800","47,236,670","111,885,672","406,581,884"
PeRatio,"26.006","57.163","91.908","86.409","37.043","33.855","30.031","23.584",,,,,"45.531","662.5",,,,,"83.208","28.599","74.942","45.009","38.547","30.67","18.599","25.155","28.899","29.035","29.204","82.126","73.234","58.095","55.268","15.59","13.965","15.311","19.979","34.193","25.185","15.299","17.673","21.862","18.054","14.311","14.3","13.856","15.463","16.08","18.333","18.782","23.76","17.5","25.261","21.238","14.034","33.331","31.84","18.091","30.044","50.808","48.378","41.934","64.543","47.784","41.961","25.742","18.448","14.03","16.431","22.745","40.237","36.655","40.25","39.864","36.537","30.743","43.839","28.846","45.294","11.452","188.498","434.745"
ForwardPeRatio,"9.074","13.87","26.316","17.668","17.575","16.611","13.947","14.225","11.325","12.69","17.094","15.48","6.361","8.333","7.8","9.921","10.65","9.259","9.443","7.994","11.737","11.403","11.962","12.723","13.85","16.892","17.513","18.051","13.351","12.626","15.129","15.528","19.048","13.106","12.987","11.136","11.574","16","15.48","11.877","12.077","13.298","10.593","8.231","10.246","10.672","11.173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,"0.941","2.195","1.915","1.581","1.804","1.36","1.131","0.901",,"1.545","3.206","0.681","0.892","1.042","1.191","1.431","1.558","1.301","1.048","1.076","1.748","1.863","1.954","1.327","1.464","1.262","1.082","0.667","0.631","0.865","0.887","1.087","0.971","0.963","0.825","0.857","1.186","1.033","1.188","0.966","1.064","0.847","0.823","0.683","0.64","0.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.16","5.578","8.347","5.139","4.47","3.769","2.548","2.098","1.506","1.443","1.607","0.939","0.657","0.858","0.795","0.957","1.036","0.922","0.801","0.812","1.158","1.156","1.261","1.332","1.13","1.616","1.643","1.884","2.187","2.49","2.607","2.866","3.809","2.568","2.354","2.283","2.298","2.589","1.907","1.509","1.786","2.238","1.819","1.442","1.525","1.599","1.815","1.817","1.892","2.031","2.331","1.886","2.905","2.077","1.377","2.931","2.742","1.94","3.631","5.203","4.41","3.489","4.609","3.839","3.371","3.287","3.355","2.551","3.054","3.622","5.242","3.896","3.93","3.702","3.29","2.544","3.392","1.901","1.98","1.082","2.034","4.691"
PbRatio,"4.226","7.425","11.425","7.289","5.894","5.365","4.015","3.379","2.878","2.847","3.405","2.006","1.337","1.945","1.798","2.16","2.551","2.309","1.837","1.786","2.562","2.294","2.707","2.896","2.363","3.846","4.172","3.751","4.35","4.187","3.516","3.846","5.316","3.456","3.474","2.755","2.823","3.281","2.386","1.994","2.341","3.379","3.047","2.365","2.534","2.679","3.176","3.048","3.265","3.674","4.557","3.93","6.056","4.817","3.334","7.425","7.387","3.984","4.645","6.097","5.009","3.273","4.493","3.655","3.223","3.472","4.431","3.349","3.733","4.015","5.811","4.42","4.423","4.342","3.875","2.89","3.755","2.174","2.309","1.477","2.458","989.795"
EnterprisesValueRevenueRatio,"3.258","17.771","27.398","19.101","17.305","15.601","10.496","7.935","7.511","6.235","6.123","4.292","3.881","4.623","3.452","4.169","4.908","4.486","3.712","2.805","3.947","3.548","3.895","4.984","5.316","6.967","6.186","5.994","6.511","6.093","4.651","8.24","9.445","8.776","7.205","4.873","4.081","6.23","4.679","3.844","4.669","7.005","5.03","3.972","4.301","4.772","4.842","4.855","4.994","6.549","6.621","6.044","10.528","7.99","3.459","8.565","8.455","6.251","9.639","13.038","11.385","8.132","8.569","8.974","9.557","10.91","10.492","7.003","7.699","8.924","12.306","10.804","11.039","10.092","7.551","5.662","8.294","3.824","4.449","2.13","4.335","16.649"
EnterprisesValueEBITDARatio,"12.395","61.024","101.776","85.872","66.58","78.924","39.469","71.197","14.788","55.737","44.278","51.013","-5,726.429","68.315","28.135","48.631","73.9","118.633","109.426","81.884","65.752","35.02","33.901","62.295","430.438","58.664","40.594","43.074","43.969","37.2","26.846","57.895","50.4","77.386","53.152","21.218","16.462","38.469","37.542","43.398","35.625","52.851","30.394","27.301","31.525","38.704","34.457","29.61","30.546","55.134","51.51","43.653","71.605","83.236","16.414","56.288","69.323","64.571","49.888","73.479","102.734","72.595","53.274","80.973","166.798","163.595","67.638","39.171","23.352","32.449","43.341","54.113","63.771","60.704","43.256","39.046","53.176","29.048","33.753","22.022","27.052","99.775"
