name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalAssets,"7,585,000,000","7,015,000,000","5,360,000,000","4,581,000,000","3,819,000,000","3,034,531,000","2,732,798,000","2,476,806,000","2,239,218,000","2,057,748,000","1,684,321,000","1,474,404,000","1,338,401,000","991,013,000","1,212,103,000","881,763,000","720,734,000","641,137,000","495,172,000","484,883,000","349,003,000","335,833,000"
	CurrentAssets,"5,070,000,000","4,892,000,000","3,690,000,000","3,245,000,000","2,628,000,000","1,923,147,000","1,747,104,000","1,571,486,000","1,393,584,000","1,359,422,000","1,097,958,000","957,542,000","876,786,000","662,854,000","935,365,000","643,493,000","541,323,000","489,718,000","366,207,000","376,863,000","265,173,000","275,241,000"
		CashCashEquivalentsAndShortTermInvestments,"247,000,000","403,000,000","297,000,000","201,000,000","370,000,000","300,810,000","173,704,000","246,299,000","72,435,000","76,016,000","94,943,000","40,200,000","85,321,000","78,861,000","439,794,000","199,192,000","121,497,000","172,680,000","103,454,000","144,433,000","8,307,000","39,184,000"
			CashAndCashEquivalents,"247,000,000","403,000,000","297,000,000","201,000,000","370,000,000","300,810,000","173,704,000","246,299,000","72,435,000","76,016,000","94,943,000","40,200,000","85,321,000","78,861,000","439,794,000","199,192,000","121,497,000","172,680,000","103,454,000","144,433,000","8,307,000","39,184,000"
		Receivables,"208,000,000","206,000,000","178,000,000","185,000,000","118,000,000","78,563,000","82,932,000","45,543,000","26,591,000","39,864,000","59,043,000","42,128,000","38,179,000","33,120,000","23,498,000","23,573,000","20,969,000","14,105,000","11,639,000","13,759,000","8,023,000","5,692,000"
			AccountsReceivable,"208,000,000","206,000,000","178,000,000","185,000,000","118,000,000","78,563,000","82,932,000","45,543,000","26,591,000","39,864,000","59,043,000","42,128,000","38,179,000","33,120,000","23,498,000","23,573,000","20,969,000","14,105,000","11,639,000","13,759,000","8,023,000","5,692,000"
				GrossAccountsReceivable,,"226,000,000",,,,"83,263,000",,,,"43,064,000",,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-20,000,000",,,,"-4,700,000",,,,"-3,200,000",,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"8,000,000",,,,,"6,434,000",,,,,,,,,,,,,,,,"0"
			OtherReceivables,,,,,,,,,,,,,,,,"77,128,000","62,490,000","45,564,000","37,519,000","24,049,000","24,951,000","24,771,000"
		Inventory,"3,304,000,000","3,149,000,000","2,285,000,000","1,974,000,000","1,439,000,000","1,036,235,000","967,547,000","629,401,000","844,681,000","762,696,000","629,798,000","606,534,000","525,694,000","412,243,000","339,005,000","302,989,000","299,780,000","227,446,000","192,242,000","174,369,000","199,882,000","185,506,000"
			FinishedGoods,"3,304,000,000","3,149,000,000","2,285,000,000","1,974,000,000","1,439,000,000","1,036,235,000","967,547,000","629,401,000","844,681,000","762,696,000","629,798,000","606,534,000","525,694,000","412,243,000","339,005,000","302,989,000","299,780,000","227,446,000","192,242,000","174,369,000","199,882,000","185,506,000"
		RestrictedCash,"295,000,000","233,000,000","107,000,000","109,000,000","45,000,000","28,301,000","22,619,000","119,987,000","72,600,000","42,443,000","13,531,000","2,196,000","21,734,000","9,848,000","18,471,000","18,356,000","18,428,000","14,443,000","11,755,000","10,339,000","11,488,000","10,266,000"
		AssetsHeldForSaleCurrent,"393,000,000","356,000,000","368,000,000","429,000,000","384,000,000","274,941,000","316,972,000","358,124,000","199,045,000","286,969,000","180,856,000","177,705,000","151,186,000","105,200,000","88,151,000","77,128,000","62,490,000","45,564,000","37,519,000","24,049,000","24,951,000","24,771,000"
		OtherCurrentAssets,"623,000,000","545,000,000","455,000,000","347,000,000","272,000,000","204,297,000","183,330,000","172,132,000","178,232,000","151,434,000","119,787,000","88,779,000","54,672,000","23,582,000","26,446,000","22,255,000","18,159,000","15,480,000","9,598,000","9,914,000","12,522,000","9,822,000"
	TotalNonCurrentAssets,"2,515,000,000","2,123,000,000","1,670,000,000","1,336,000,000","1,191,000,000","1,111,384,000","985,694,000","905,320,000","845,634,000","698,326,000","586,363,000","516,862,000","461,615,000","328,159,000","276,738,000","238,270,000","179,411,000","151,419,000","128,965,000","108,020,000","83,830,000","60,592,000"
		NetPPE,"2,331,000,000","1,929,000,000","1,606,000,000","1,262,000,000","1,138,000,000","1,064,630,000","941,838,000","871,085,000","815,226,000","666,891,000","552,545,000","483,847,000","431,240,000","296,839,000","251,942,000","217,414,000","176,259,000","148,681,000","125,996,000","106,127,000","80,974,000","60,592,000"
			GrossPPE,"2,669,000,000","2,223,000,000","1,865,000,000","1,490,000,000","1,335,000,000","1,235,418,000","1,088,079,000","996,149,000","921,148,000","755,686,000","626,365,000","546,125,000","483,745,000","340,889,000","288,778,000","247,953,000","201,602,000","169,134,000","142,387,000","119,325,000","92,677,000","70,344,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
				LandAndImprovements,"365,000,000","303,000,000","268,000,000","188,000,000","152,000,000","132,378,000","130,890,000","103,939,000","103,536,000","98,530,000","89,985,000","60,545,000","55,839,000","45,702,000","44,042,000","40,705,000","16,609,000","11,656,000","11,474,000","11,474,000","9,829,000","9,355,000"
				BuildingsAndImprovements,"754,000,000","643,000,000","609,000,000","593,000,000","539,000,000","476,494,000","346,651,000","290,025,000","275,707,000","229,640,000","209,092,000","165,330,000","146,056,000","123,705,000","108,116,000","91,775,000","64,606,000","60,804,000","52,458,000","38,170,000","26,209,000","14,750,000"
				MachineryFurnitureEquipment,"802,000,000","613,000,000","508,000,000","454,000,000","408,000,000","362,657,000","304,240,000","275,893,000","253,402,000","215,300,000","187,494,000","165,764,000","150,632,000","122,887,000","103,082,000","90,303,000","82,878,000","72,401,000","55,663,000","47,654,000","38,334,000","30,289,000"
				OtherProperties,"475,000,000","369,000,000","273,000,000","159,000,000","156,000,000","155,464,000","141,657,000","166,337,000","169,741,000","123,420,000","95,388,000","91,607,000","77,754,000",,,,,"0","0","0","0","10,065,000"
				ConstructionInProgress,"273,000,000","295,000,000","207,000,000","96,000,000","80,000,000","108,425,000","164,641,000","159,955,000","118,762,000","88,796,000","44,406,000","62,879,000","53,464,000","48,595,000","33,538,000","25,170,000","37,509,000","24,273,000","22,792,000","22,027,000","18,305,000","15,950,000"
