name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,12/31/1993
TotalAssets,"920,364,000","898,976,000","997,808,000","975,509,000","945,242,000","898,064,000","889,625,000","865,070,000","832,886,000","818,088,000","862,276,000","875,863,000","885,594,000","900,816,000","1,050,566,000","1,088,109,000","1,362,028,000","1,387,287,000","1,406,906,000","1,369,669,000","1,081,642,000","758,532,000","765,068,000","819,150,000","861,756,000","890,789,000","918,689,000","965,881,000","942,090,000","929,455,000","956,398,000","957,072,000","954,557,000","947,969,000","909,113,000","938,068,000","935,883,000","937,304,000","954,555,000","949,975,000","944,352,000","936,063,000","934,223,000","1,120,443,000","1,163,011,000","1,148,034,000","943,696,000","806,366,000","681,647,000","605,372,000","409,825,000","370,858,000","387,275,000","429,541,000","539,617,000","542,759,000","531,960,000","529,334,000","527,364,000","527,274,000","531,152,000","589,600,000","580,539,000","564,055,000","546,970,000","567,860,000","566,095,000","553,691,000","551,670,000","576,913,000","630,384,000","626,817,000","608,026,000","596,464,000","596,412,000","599,062,000","607,680,000","606,818,000","749,916,000","752,565,000","753,606,000","755,519,000","614,249,000","442,312,000","448,055,000","423,283,000","410,450,000","360,734,000","275,460,000","265,300,000","245,300,000","238,000,000","231,500,000","172,800,000","165,900,000","166,800,000","127,200,000","127,700,000","124,200,000","95,800,000","88,100,000","80,300,000","74,200,000","72,100,000","70,100,000","67,400,000","61,500,000","44,800,000","42,800,000","40,900,000","34,300,000","32,600,000"
	CurrentAssets,"569,950,000","549,387,000","653,504,000","638,624,000","618,167,000","586,931,000","572,485,000","538,375,000","500,490,000","475,878,000","486,281,000","491,517,000","498,764,000","520,080,000","540,872,000","575,695,000","583,358,000","596,992,000","602,587,000","560,282,000","822,448,000","501,508,000","508,360,000","497,441,000","517,488,000","542,135,000","563,513,000","605,751,000","574,717,000","555,662,000","658,000,000","633,593,000","625,204,000","613,643,000","715,767,000","743,984,000","742,283,000","744,484,000","758,210,000","764,459,000","758,138,000","754,544,000","760,973,000","953,218,000","1,031,810,000","1,022,573,000","827,244,000","661,704,000","537,601,000","456,435,000","258,985,000","216,419,000","227,982,000","266,998,000","305,496,000","310,631,000","307,019,000","302,434,000","295,523,000","290,925,000","293,788,000","345,933,000","334,941,000","316,157,000","298,274,000","315,143,000","307,838,000","294,693,000","290,063,000","308,968,000","359,110,000","359,128,000","340,999,000","314,858,000","406,432,000","408,491,000","424,594,000","419,263,000","460,781,000","460,414,000","453,356,000","462,490,000","343,574,000","355,255,000","362,675,000","342,235,000","328,368,000","276,668,000","204,740,000","211,000,000","198,900,000","192,500,000","186,100,000","127,100,000","120,100,000","121,700,000","96,200,000","96,900,000","97,900,000","76,000,000","71,500,000","65,100,000","59,700,000","58,400,000","57,100,000","54,500,000","48,700,000","32,100,000","29,800,000","28,100,000","21,000,000","18,700,000"
		CashCashEquivalentsAndShortTermInvestments,"230,901,000","223,928,000","335,587,000","329,382,000","326,875,000","319,396,000","309,173,000","300,482,000","241,754,000","244,546,000","230,931,000","246,210,000","236,654,000","260,462,000","265,569,000","261,452,000","310,655,000","327,516,000","321,121,000","302,650,000","681,857,000","344,231,000","336,853,000","330,852,000","348,701,000","385,282,000","402,991,000","396,250,000","392,120,000","391,383,000","486,962,000","484,497,000","482,084,000","492,337,000","570,154,000","581,880,000","585,868,000","576,791,000","572,740,000","538,879,000","523,158,000","491,513,000","425,963,000","578,174,000","702,862,000","639,312,000","435,255,000","414,882,000","349,547,000","283,589,000","109,441,000","97,494,000","93,048,000","103,799,000","117,684,000","109,644,000","114,429,000","117,083,000","108,402,000","108,079,000","94,569,000","147,046,000","126,565,000","116,029,000","113,539,000","124,499,000","111,703,000","109,356,000","100,676,000","100,276,000","110,981,000","117,415,000","111,831,000","106,830,000","215,159,000","210,361,000","208,561,000","214,295,000","207,640,000","221,343,000","219,108,000","203,154,000","55,160,000","87,870,000","88,147,000","90,315,000","104,587,000","66,047,000","64,814,000","29,400,000","80,900,000","84,600,000","70,000,000","23,500,000","14,300,000","16,700,000","11,800,000","18,500,000","22,000,000","21,200,000","24,800,000","21,200,000","18,100,000","17,100,000","17,500,000","17,600,000","18,500,000","1,900,000","1,900,000","2,300,000","400,000","400,000"
			CashAndCashEquivalents,"127,624,000","119,747,000","121,602,000","114,747,000","140,733,000","129,625,000","147,588,000","188,203,000","162,325,000","129,294,000","135,259,000","161,715,000","169,439,000","212,273,000","213,506,000","196,429,000","245,525,000","279,736,000","235,268,000","205,564,000","423,661,000","277,444,000","274,018,000","257,641,000","243,722,000","269,232,000","334,114,000","313,853,000","303,123,000","270,811,000","264,008,000","232,332,000","214,682,000","210,799,000","247,666,000","241,548,000","223,121,000","384,557,000","387,048,000","317,047,000","275,332,000","217,922,000","213,236,000","197,668,000","276,837,000","245,132,000","278,144,000","361,382,000","194,047,000","148,589,000","109,441,000","97,494,000","93,048,000","103,799,000","117,684,000","109,644,000","114,429,000","117,083,000","108,402,000","108,079,000","94,569,000","147,046,000","126,565,000","116,029,000","113,539,000","124,499,000","111,703,000","109,356,000","100,676,000","100,276,000","110,981,000","117,415,000","111,831,000","106,830,000","215,159,000","210,361,000","208,561,000","214,295,000","207,640,000","221,343,000","219,108,000","203,154,000","55,160,000","60,241,000","60,854,000","63,420,000","51,642,000","13,858,000","13,324,000","29,400,000","30,700,000","84,600,000","70,000,000","23,500,000","14,300,000","16,700,000","11,800,000","18,500,000","22,000,000","21,200,000","24,800,000","21,200,000","18,100,000","17,100,000","17,500,000","17,600,000","18,500,000","1,900,000","1,900,000","2,300,000","400,000","400,000"
			OtherShortTermInvestments,"103,277,000","104,181,000","213,985,000","214,635,000","186,142,000","189,771,000","161,585,000","112,279,000","79,429,000","115,252,000","95,672,000","84,495,000","67,215,000","48,189,000","52,063,000","65,023,000","65,130,000","47,780,000","85,853,000","97,086,000","258,196,000","66,787,000","62,835,000","73,211,000","104,979,000","116,050,000","68,877,000","82,397,000","88,997,000","120,572,000","222,954,000","252,165,000","267,402,000","281,538,000","322,488,000","340,332,000","362,747,000","192,234,000","185,692,000","221,832,000","247,826,000","273,591,000","212,727,000","380,506,000","426,025,000","394,180,000","157,111,000","53,500,000","155,500,000","135,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,629,000","27,293,000","26,895,000","52,945,000","52,189,000","51,490,000",,"50,200,000",,,,,,,,,,,,,,,,,,,,,
		Receivables,"125,081,000","127,902,000","114,226,000","122,396,000","108,049,000","101,237,000","101,554,000","80,471,000","98,863,000","71,017,000","93,513,000","70,978,000","85,339,000","77,205,000","98,257,000","138,681,000","110,203,000","98,866,000","113,795,000","108,349,000","51,433,000","58,020,000","50,463,000","41,695,000","56,089,000","49,524,000","46,798,000","83,098,000","64,285,000","60,085,000","61,588,000","58,323,000","50,720,000","23,823,000","37,769,000","44,736,000","42,912,000","63,169,000","60,320,000","95,125,000","90,341,000","95,038,000","115,168,000","128,000,000","94,041,000","150,528,000","129,574,000","140,722,000","89,828,000","84,358,000","64,260,000","32,187,000","37,911,000","59,659,000","71,919,000","76,413,000","76,753,000","75,207,000","68,603,000","65,215,000","81,368,000","86,589,000","87,049,000","88,673,000","78,680,000","89,230,000","86,249,000","75,740,000","72,703,000","85,914,000","81,698,000","93,419,000","76,198,000","69,890,000","62,912,000","69,250,000","74,840,000","68,777,000","81,160,000","73,026,000","69,815,000","88,449,000","94,001,000","86,191,000","93,161,000","98,248,000","80,118,000","96,443,000","61,841,000","58,400,000","53,400,000","42,900,000","54,000,000","43,000,000","46,800,000","47,800,000","38,600,000","33,300,000","36,000,000","23,400,000","20,300,000","19,800,000","17,900,000","19,700,000","18,000,000","19,000,000","14,600,000","14,900,000","13,000,000","12,700,000","9,800,000","9,000,000"
			AccountsReceivable,"99,479,000","109,609,000","86,759,000","108,312,000","87,491,000","79,991,000","80,212,000","67,291,000","84,251,000","45,666,000","72,731,000","58,949,000","74,860,000","66,808,000","90,816,000","133,750,000","108,219,000","98,866,000","113,795,000","108,349,000","51,433,000","58,020,000","50,463,000","41,695,000","56,089,000","49,524,000","46,798,000","83,098,000","64,285,000","60,085,000","61,588,000","58,323,000","50,720,000","23,823,000","37,769,000","44,736,000","42,912,000","63,169,000","60,320,000","95,125,000","90,341,000","95,038,000","115,168,000","128,000,000","94,041,000","150,528,000","129,574,000","140,722,000","89,828,000","84,358,000","64,260,000","32,187,000","37,911,000","59,659,000","71,919,000","76,413,000","76,753,000","75,207,000","68,603,000","65,215,000","81,368,000","86,589,000","87,049,000","88,673,000","78,680,000","89,230,000","86,249,000","75,740,000","72,703,000","85,914,000","81,698,000","93,419,000","76,198,000","69,890,000","62,912,000","69,250,000","74,840,000","68,777,000","81,160,000","73,026,000","69,815,000","88,449,000","94,001,000","86,191,000","93,161,000",,,,,"58,400,000",,,,,,,,"33,300,000",,,,"19,800,000",,,,,,,,,,
				GrossAccountsReceivable,"100,179,000","110,309,000","87,459,000","109,012,000","88,191,000","80,691,000","80,912,000","67,891,000","84,851,000","46,266,000","72,931,000","59,149,000","75,060,000","67,108,000","91,116,000","134,050,000","108,519,000","99,166,000","114,095,000","108,649,000","51,733,000","58,320,000","50,763,000","42,095,000","56,489,000","49,724,000","46,998,000","83,598,000","64,785,000","60,785,000","62,488,000","59,123,000","53,420,000","26,223,000",,,,"63,669,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-700,000","-700,000","-700,000","-700,000","-700,000","-700,000","-700,000","-600,000","-600,000","-600,000","-200,000","-200,000","-200,000","-300,000","-300,000","-300,000","-300,000","-300,000","-300,000","-300,000","-300,000","-300,000","-300,000","-400,000","-400,000","-200,000","-200,000","-500,000","-500,000","-700,000","-900,000","-800,000","-2,700,000","-2,400,000",,,,"-500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"25,602,000","18,293,000","27,467,000","14,084,000","20,558,000","21,246,000","21,342,000","13,180,000","14,612,000","25,351,000","20,782,000","12,029,000","10,479,000","10,397,000","7,441,000","4,931,000","1,984,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
