name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998
MarketCap,"1,033,728,851","1,236,170,180","1,265,081,872","1,192,453,298","1,175,678,375","1,179,638,550","946,962,723","687,686,564","799,520,037","894,665,992","1,319,664,780","1,180,963,682","1,226,928,518","1,154,262,916","1,106,252,262","1,342,950,890","1,493,888,704","1,301,082,264","1,203,442,240","1,188,091,104","1,123,877,632","1,111,734,511","1,156,741,118","865,611,083","781,831,239","780,420,629","815,153,246","718,757,270","798,156,936","710,557,180","709,159,856","604,557,580","661,518,608","664,792,573","673,966,993","663,547,109","608,422,004","643,188,307","598,196,782","618,114,693","619,862,673","656,283,982","499,702,412","456,481,706","547,617,426","622,024,537","640,927,467","589,450,296","524,258,825","628,165,979","584,994,098","573,778,267","550,165,993","554,545,485","678,904,932","746,542,848","552,184,753","668,258,491","589,179,111","709,110,645","704,216,007","775,188,255","811,058,290","866,104,030","867,363,817","975,705,558","872,642,063","974,269,811","1,001,523,171","918,725,596","977,337,251","926,765,168","866,618,998","940,092,314","902,379,043","851,654,609","806,659,070","721,397,842","696,681,323","689,210,509","678,066,387","457,178,722","449,859,324","410,093,504","387,624,149","368,950,716","315,954,218","314,557,534","315,645,447","263,721,424","278,942,359","291,456,591","330,813,767","325,432,704","334,570,678","345,515,053","432,816,347"
PeRatio,"9.158","10.689","11.243","11.649","12.888","25","21.891","14.653","16.8","10.255","15.241","13.639","14.241","13.846","15.885","21.139","25.479","23.824","20.39","20.13","19.467","21.149","21.867","16.699","15.319","15.507","17.164","15.6","17.921","16.475","17.596","15.833","17.679","18.471","16.754","15.932","15.228","17.245","16.038","20.512","20.114","19.936","18.348","16.761","19.723","22.404","23.587","22.178","21.143","28","30.03","31.355","37.28","41.304","48.409","63.95","38.2","42.519","33.867","35.121","34.879","37.265","38.735","39.286","39.343","43.028","41.676","46.529","49.273","46.563","52.645","52.233","48.9","48.333","61.36","50.931","45.588","44.088","31.316","23.744","35.634","24.029","23.577","20.833","17.664","16.798","14.374","14.479","14.479","12.338","13.175","148.028","64.237",,,"25.163","31.521"
ForwardPeRatio,"10.204","12.97","13.831","12.3","11.962","12.5","11.148","10.05","12.755","10.163","13.831","12.484","13.038","12.21",,"13.055","16.921","14.859","13.889","14.771","18.727","18.622","19.531","14.859","14.706","13.106","14.925","14.493","16.129","14.993","16.447",,"13.967","14.045","13.089","12.422","11.793","12.048","11.737","13.831","14.599","12.658","12.707","11.136","12.987","18.382","20.325",,,,,,,,"36.364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.5","2.74",,"2.327","2.34","2.18","2.07","1.966","2.007","1.957","2.304","2.434","2.11","2.119","1.857","2.164","3.061","3.386",,,,,,,,"6.068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.36","4.001","4.239","4.08","4.095","4.166","3.365","2.419","2.828","3.182","4.686","4.229","4.462","4.216","4.094","5.01","5.657","4.746","4.614","4.551","4.299","4.871","5.126","3.883","3.569","3.604","3.872","3.409","3.826","3.423","3.481","3.058","3.37","3.464","3.449","3.335","3.095","3.253","3.025","3.66","3.989","4.767","4.47","4.083","5.104","6.054","6.432","6.036","5.475","6.67","6.518","6.546","6.669","7.065","8.116","10.041","7.51","9.105","7.932","9.276","9.33","10.453","10.929","11.583","11.6","13.015","12.338","13.775","14.789","14.406","16.881","15.91","15.184","17.256","16.764","16.742","16.057","14.413","14.091","1.447","13.344","8.816","8.65","7.492","7.457","7.111","6.357","6.417","6.417","5.424","5.922","6.392","7.587","8.239","8.329","296.579","371.516"
PbRatio,"1.053","1.242","1.293","1.226","1.244","1.253","1.012","0.742","0.876","0.946","1.415","1.286","1.369","1.281","1.242","1.54","1.735","1.628","1.504","1.502","1.597","1.598","1.673","1.255","1.149","1.169","1.229","1.1","1.225","1.109","1.121","0.963","1.066","1.083","1.096","1.085","0.995","1.051","0.977","1.036","1.037","1.303","0.996","0.91","1.093","1.25","1.294","1.19","1.065","1.283","1.2","1.177","1.133","1.145","1.375","1.522","1.092","1.316","1.136","1.296","1.241","1.33","1.396","1.465","1.467","1.652","1.451","1.62","1.633","1.5","1.671","1.584","1.453","1.577","1.487","1.409","1.312","1.176","1.102","1.081","2.341","1.602","1.576","1.432","1.355","1.306","1.131","1.15","1.154","0.97","1.015","1.055","1.184","1.177","1.203","1.253","1.571"
