name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
OperatingCashFlow,"2,122,000,000","309,000,000","679,000,000","653,000,000","481,000,000","400,000,000","718,000,000","562,000,000","438,000,000","408,000,000","582,000,000","506,000,000","318,000,000","389,000,000","584,000,000","550,000,000","267,000,000","389,000,000","608,000,000","439,000,000","180,000,000","119,000,000","286,000,000","239,000,000","137,000,000","51,000,000","278,000,000","204,000,000","122,000,000","60,000,000","387,000,000","103,000,000","159,000,000","-23,000,000","298,000,000","114,000,000","-12,000,000","281,000,000","310,000,000","74,000,000","74,000,000","-4,000,000","114,000,000","181,000,000","139,000,000","63,000,000"
	CashFlowFromContinuingOperatingActivities,"2,122,000,000","309,000,000","679,000,000","653,000,000","481,000,000","400,000,000","718,000,000","562,000,000","438,000,000","408,000,000","582,000,000","506,000,000","318,000,000","389,000,000","584,000,000","550,000,000","267,000,000","389,000,000","608,000,000","439,000,000","180,000,000","119,000,000","286,000,000","239,000,000","137,000,000","51,000,000","278,000,000","204,000,000","122,000,000","60,000,000","387,000,000","103,000,000","159,000,000","-23,000,000","298,000,000","114,000,000","-12,000,000","281,000,000","310,000,000","74,000,000","74,000,000","-4,000,000","114,000,000","181,000,000","139,000,000","63,000,000"
		NetIncomeFromContinuingOperations,"2,070,000,000","594,000,000","413,000,000","552,000,000","511,000,000","558,000,000","358,000,000","479,000,000","376,000,000","423,000,000","384,000,000","433,000,000","371,000,000","312,000,000","345,000,000","347,000,000","382,000,000","350,000,000","80,000,000","296,000,000","247,000,000","239,000,000","154,000,000","237,000,000","224,000,000","204,000,000","20,000,000","190,000,000","-36,000,000","165,000,000","126,000,000","167,000,000","139,000,000","155,000,000","104,000,000","131,000,000","128,000,000","140,000,000","-10,000,000","161,000,000","173,000,000","112,000,000","10,000,000","95,000,000","66,000,000","77,000,000"
		OperatingGainsLosses,,,"-1,000,000","0",,,"0","-1,000,000","-1,000,000","-17,000,000","0","-19,000,000","0","1,000,000","-41,000,000","1,000,000","0","1,000,000","9,000,000","0","2,000,000","1,000,000","1,000,000","0","6,000,000","-33,000,000","7,000,000","1,000,000","0","1,000,000","0","1,000,000",,,"1,000,000",,,,,,,,"0","0","0","-1,000,000"
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,"1,000,000","0","1,000,000","1,000,000","1,000,000","0","1,000,000","1,000,000","1,000,000","0","1,000,000","1,000,000","1,000,000","0","1,000,000","1,000,000","1,000,000","0","1,000,000","0","1,000,000",,,"1,000,000",,,,,,,,,,,
		DepreciationAmortizationDepletion,"453,000,000","114,000,000","117,000,000","110,000,000","112,000,000","109,000,000","109,000,000","111,000,000","111,000,000","110,000,000","109,000,000","107,000,000","98,000,000","98,000,000","101,000,000","84,000,000","63,000,000","60,000,000","63,000,000","58,000,000","59,000,000","62,000,000","63,000,000","60,000,000","60,000,000","57,000,000","55,000,000","46,000,000","50,000,000","48,000,000","53,000,000","50,000,000","51,000,000","50,000,000","58,000,000","49,000,000","51,000,000","51,000,000","44,000,000","54,000,000","54,000,000","48,000,000","54,000,000","52,000,000","50,000,000","49,000,000"
			DepreciationAndAmortization,"453,000,000","114,000,000","117,000,000","110,000,000","112,000,000","109,000,000","109,000,000","111,000,000","111,000,000","110,000,000","109,000,000","107,000,000","98,000,000","98,000,000","101,000,000","84,000,000","63,000,000","60,000,000","63,000,000","58,000,000","59,000,000","62,000,000","63,000,000","60,000,000","60,000,000","57,000,000","55,000,000","46,000,000","50,000,000","48,000,000","53,000,000","50,000,000","51,000,000","50,000,000","58,000,000","49,000,000","51,000,000","51,000,000","44,000,000","54,000,000","54,000,000","48,000,000","54,000,000","52,000,000","50,000,000","49,000,000"
		DeferredTax,"-112,000,000","-45,000,000","41,000,000","-97,000,000","-11,000,000","-13,000,000","-22,000,000","-2,000,000","-29,000,000","-9,000,000","-49,000,000","-8,000,000","-6,000,000","-16,000,000","43,000,000","0","-14,000,000","-141,000,000","130,000,000","-16,000,000","-11,000,000","24,000,000","-3,000,000","-69,000,000","42,000,000","-25,000,000","-4,000,000","-8,000,000","-70,000,000","-3,000,000","11,000,000","-56,000,000","-6,000,000","2,000,000","70,000,000","-28,000,000","-26,000,000","7,000,000","7,000,000","-55,000,000","-17,000,000","-9,000,000","-8,000,000","18,000,000","-22,000,000","77,000,000"
			DeferredIncomeTax,"-112,000,000","-45,000,000","41,000,000","-97,000,000","-11,000,000","-13,000,000","-22,000,000","-2,000,000","-29,000,000","-9,000,000","-49,000,000","-8,000,000","-6,000,000","-16,000,000","43,000,000","0","-14,000,000","-141,000,000","130,000,000","-16,000,000","-11,000,000","24,000,000","-3,000,000","-69,000,000","42,000,000","-25,000,000","-4,000,000","-8,000,000","-70,000,000","-3,000,000","11,000,000","-56,000,000","-6,000,000","2,000,000","70,000,000","-28,000,000","-26,000,000","7,000,000","7,000,000","-55,000,000","-17,000,000","-9,000,000","-8,000,000","18,000,000","-22,000,000","77,000,000"
		AssetImpairmentCharge,"47,000,000","1,000,000","28,000,000","5,000,000","13,000,000","1,000,000","31,000,000","3,000,000",,,"1,000,000","5,000,000","0","1,000,000","0","-3,000,000","5,000,000","2,000,000","2,000,000",,,,"3,000,000","2,000,000","0","0","12,000,000","10,000,000","37,000,000","1,000,000","2,000,000","7,000,000","1,000,000","0","11,000,000","1,000,000","0","3,000,000","1,000,000","3,000,000","5,000,000","1,000,000","66,000,000","2,000,000","6,000,000","4,000,000"
