name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016
TotalRevenue,"237,032,000","71,375,000","56,496,000","54,981,000","54,180,000","54,217,000","60,081,000","65,106,000","65,110,000","64,278,000","62,199,000","60,958,000","60,090,000","45,987,000","42,074,000","40,431,000","39,420,000","40,605,000","39,395,000","39,066,000","38,605,000","39,440,000","38,059,000"
	OperatingRevenue,"237,032,000","71,375,000","56,496,000","54,981,000","54,180,000","54,217,000","60,081,000","65,106,000","65,110,000","64,278,000","62,199,000","60,958,000","60,090,000","45,987,000","35,841,000","34,781,000","33,880,000","34,809,000","33,905,000","33,624,000","33,427,000","33,870,000","33,069,000"
CostOfRevenue,"32,323,000","9,436,000","7,781,000","7,617,000","7,489,000","7,247,000","8,406,000","9,036,000","8,932,000","8,811,000","8,721,000","8,586,000","7,495,000","5,565,000","5,233,000","4,942,000","4,582,000","4,585,000","4,611,000","4,579,000","4,339,000","4,339,000","4,282,000"
GrossProfit,"204,709,000","61,939,000","48,715,000","47,364,000","46,691,000","46,970,000","51,675,000","56,070,000","56,178,000","55,467,000","53,478,000","52,372,000","52,595,000","40,422,000","36,841,000","35,489,000","34,838,000","36,020,000","34,784,000","34,487,000","34,266,000","35,101,000","33,777,000"
OperatingExpense,"100,317,000","35,727,000","22,346,000","21,839,000","20,405,000","21,410,000","24,954,000","29,179,000","28,412,000","28,302,000","27,335,000","26,864,000","25,763,000","16,797,000","13,936,000","13,357,000","12,602,000","12,992,000","18,645,000","10,083,000","12,120,000","14,179,000","11,295,000"
	SellingGeneralAndAdministration,"19,045,000","6,077,000","4,006,000","4,728,000","4,234,000","3,756,000","4,723,000","5,180,000","4,846,000","4,831,000","4,058,000","4,475,000","4,856,000","3,800,000","2,921,000","2,924,000","2,888,000","2,574,000","9,252,000","546,000","2,564,000","4,636,000","2,050,000"
		GeneralAndAdministrativeExpense,"19,045,000","6,077,000","4,006,000","4,728,000","4,234,000","3,756,000","4,723,000","5,180,000","4,846,000","4,831,000","4,058,000","4,475,000","4,856,000","3,800,000","2,921,000","2,924,000","2,888,000","2,574,000","9,252,000","546,000","2,564,000","4,636,000","2,050,000"
			OtherGandA,"19,045,000","6,077,000","4,006,000","4,728,000","4,234,000","3,756,000","4,723,000","5,180,000","4,846,000","4,831,000","4,058,000","4,475,000","4,856,000","3,800,000","2,921,000","2,924,000","2,888,000","2,574,000","9,252,000","546,000","2,564,000","4,636,000","2,050,000"
	DepreciationAmortizationDepletionIncomeStatement,"60,798,000","22,878,000","13,396,000","12,694,000","11,830,000","12,678,000","15,215,000","18,488,000","18,525,000","18,290,000","18,039,000","17,568,000","16,709,000","9,611,000","7,660,000","7,152,000","6,890,000","6,873,000","6,839,000","6,810,000","6,855,000","6,811,000","6,779,000"
		DepreciationAndAmortizationInIncomeStatement,"60,798,000","22,878,000","13,396,000","12,694,000","11,830,000","12,678,000","15,215,000","18,488,000","18,525,000","18,290,000","18,039,000","17,568,000","16,709,000","9,611,000","7,660,000","7,152,000","6,890,000","6,873,000","6,839,000","6,810,000","6,855,000","6,811,000","6,779,000"
	OtherOperatingExpenses,"20,474,000","6,772,000","4,944,000","4,417,000","4,341,000","4,976,000","5,016,000","5,511,000","5,041,000","5,181,000","5,238,000","4,821,000","4,198,000","3,386,000","3,355,000","3,281,000","2,824,000","3,545,000","2,554,000","2,727,000","2,701,000","2,732,000","2,209,000"
OperatingIncome,"104,392,000","26,212,000","26,369,000","25,525,000","26,286,000","25,560,000","26,721,000","26,891,000","27,766,000","27,165,000","26,143,000","25,508,000","26,832,000","23,625,000","22,905,000","22,132,000","22,236,000","23,028,000","16,139,000","24,404,000","22,146,000","20,922,000","22,482,000"
NetNonOperatingInterestIncomeExpense,"-67,883,000","-40,999,000","-9,157,000","-9,084,000","-8,643,000","-8,741,000","-11,009,000","-12,886,000","-13,203,000","-14,408,000","-14,478,000","-14,606,000","-13,786,000","-7,235,000","-4,609,000","-3,981,000","-3,502,000","-3,789,000","-759,000","-565,000","-560,000","-555,000","-568,000"
	InterestIncomeNonOperating,,,"0","0","0","0","0","0","2,000","111,000","163,000","81,000","138,000","361,000","66,000","71,000","50,000","13,000",,"0",,,
	InterestExpenseNonOperating,"67,883,000","40,999,000","9,157,000","9,084,000","8,643,000","8,741,000","11,009,000","12,886,000","13,205,000","14,519,000","14,641,000","14,687,000","13,924,000","7,596,000","4,675,000","4,052,000","3,552,000","3,802,000","759,000","565,000","560,000","555,000","568,000"
OtherIncomeExpense,,"3,342,000","10,628,000","940,000","-646,000",,"23,974,000","-178,000","120,000",,,,,,,,,,"-100,000","-925,000",,,"0"
	GainOnSaleOfSecurity,,"4,170,000","11,114,000","940,000",,,"23,996,000",,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-1,960,000","-828,000","-486,000","0","-646,000",,"-22,000","-178,000","120,000",,,,,,"0","0",,,"-100,000","-925,000",,,"0"
		RestructuringAndMergernAcquisition,,,"486,000","0","646,000",,"22,000","178,000",,,,,,,"0","0",,,"100,000","925,000",,,"0"
		OtherSpecialCharges,,"828,000",,,,,"0","0","-120,000",,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,"23,996,000",,,,,,,,,,,,,,,,
PretaxIncome,"50,773,000","-11,445,000","27,840,000","17,381,000","16,997,000","16,819,000","39,686,000","13,827,000","14,683,000","12,757,000","11,665,000","10,902,000","13,046,000","16,390,000","18,296,000","18,151,000","18,734,000","19,239,000","15,280,000","22,914,000","21,586,000","20,367,000","21,914,000"
TaxProvision,"279,000","69,000","96,000","72,000","42,000","63,000","75,000","13,000","126,000","63,000","40,000","63,000","60,000","8,000","8,000","9,000","8,000","7,000","11,000","11,000","11,000","11,000","11,000"
