name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,06/30/2015,12/31/2014
TotalAssets,"2,407,400,000","2,116,100,000","2,151,800,000","2,077,900,000","1,906,700,000","1,695,700,000","1,857,200,000","1,711,100,000","1,646,500,000","1,443,300,000","1,527,200,000","1,530,600,000","1,439,300,000","1,168,500,000","1,210,700,000","1,181,000,000","1,118,600,000","910,700,000","985,000,000","991,600,000","935,000,000","742,600,000","840,000,000","833,300,000","794,800,000","671,100,000","771,100,000","555,700,000"
	CurrentAssets,"1,385,900,000","1,128,800,000","1,255,500,000","1,179,700,000","1,040,600,000","851,600,000","1,115,600,000","993,400,000","916,200,000","765,800,000","875,200,000","893,000,000","832,200,000","765,400,000","813,100,000","822,700,000","771,300,000","601,900,000","681,800,000","693,100,000","633,500,000","490,000,000","590,900,000","591,800,000","558,300,000","444,600,000","555,200,000","395,500,000"
		CashCashEquivalentsAndShortTermInvestments,"45,100,000","53,700,000","158,000,000","107,800,000","32,500,000","55,200,000","274,600,000","163,800,000","22,000,000","19,000,000","30,300,000","25,200,000","21,100,000","17,300,000","23,400,000","17,100,000","31,700,000","16,700,000","24,100,000","20,200,000","15,900,000","16,300,000","25,900,000","19,000,000","20,500,000","22,500,000","22,100,000","10,600,000"
			CashAndCashEquivalents,"45,100,000","53,700,000","158,000,000","107,800,000","32,500,000","55,200,000","274,600,000","163,800,000","22,000,000","19,000,000","30,300,000","25,200,000","21,100,000","17,300,000","23,400,000","17,100,000","31,700,000","16,700,000","24,100,000","20,200,000","15,900,000","16,300,000","25,900,000","19,000,000","20,500,000","22,500,000","22,100,000","10,600,000"
		Receivables,"437,100,000","397,100,000","419,600,000","415,400,000","349,200,000","299,600,000","323,800,000","332,700,000","318,400,000","290,400,000","326,800,000","344,400,000","284,000,000","295,300,000","317,900,000","327,100,000","246,900,000","222,600,000","250,000,000","255,600,000","208,900,000","170,600,000","228,500,000","228,000,000","199,000,000","144,100,000","197,400,000","120,700,000"
			AccountsReceivable,"437,100,000","393,800,000","416,200,000","415,400,000","341,400,000","292,800,000","322,100,000","332,700,000","295,700,000","283,400,000","324,300,000","344,100,000","265,700,000","285,300,000","306,300,000","325,800,000","233,000,000","219,900,000","247,300,000","255,600,000","200,200,000","169,000,000","224,900,000","228,000,000","188,100,000","136,800,000","197,400,000","108,700,000"
				GrossAccountsReceivable,"451,900,000","407,300,000","427,300,000","425,800,000","351,200,000","301,900,000","330,100,000","340,700,000","305,200,000","291,700,000","331,200,000","351,000,000","272,400,000","291,200,000","312,100,000","331,400,000","238,800,000","224,600,000","252,400,000",,,"173,300,000","229,300,000",,"192,300,000","140,400,000","200,700,000","111,700,000"
				AllowanceForDoubtfulAccountsReceivable,"-14,800,000","-13,500,000","-11,100,000","-10,400,000","-9,800,000","-9,100,000","-8,000,000","-8,000,000","-9,500,000","-8,300,000","-6,900,000","-6,900,000","-6,700,000","-5,900,000","-5,800,000","-5,600,000","-5,800,000","-4,700,000","-5,100,000",,,"-4,300,000","-4,400,000",,"-4,200,000","-3,600,000","-3,300,000","-3,000,000"
			TaxesReceivable,"0","3,300,000","3,400,000","0","7,800,000","6,800,000","1,700,000","0","22,700,000","7,000,000","2,500,000","300,000","18,300,000","10,000,000","11,600,000","1,300,000","13,900,000","2,700,000","2,700,000","0","8,700,000","1,600,000","3,600,000","0","10,900,000","7,300,000","0","12,000,000"
		Inventory,"853,700,000","636,600,000","628,900,000","614,000,000","621,800,000","458,600,000","475,100,000","465,500,000","545,000,000","427,100,000","478,500,000","488,000,000","503,400,000","411,700,000","426,500,000","447,500,000","464,300,000","338,300,000","374,600,000","392,600,000","389,300,000","289,600,000","310,400,000","323,300,000","324,100,000","265,900,000","302,200,000","242,100,000"
		PrepaidAssets,"50,000,000","41,400,000","49,000,000","42,500,000","37,100,000","38,200,000","42,100,000","31,400,000","30,800,000","29,300,000","39,600,000","35,400,000","23,700,000","41,100,000","45,300,000","31,000,000","28,400,000","24,300,000","33,100,000","24,700,000","19,400,000","13,500,000","26,100,000","21,500,000","14,700,000","12,100,000","21,600,000","13,700,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","11,900,000","8,400,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,"0","11,900,000","8,400,000"
