name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"12,519,088,000","10,319,971,000","10,429,477,000","10,341,411,000","10,890,631,000","9,965,798,000","9,442,725,000","10,288,875,000","10,987,353,000","9,609,370,000","9,186,745,000","9,081,397,000","9,076,973,000","7,380,978,000","7,238,530,000","7,171,163,000","7,757,931,000","7,320,006,000","7,739,345,000","4,373,845,000","4,107,353,000","3,692,390,000","3,513,421,000","4,705,275,000","3,935,369,000","3,391,930,000","3,641,946,000","4,536,720,000","4,099,505,000","3,324,561,000"
	CurrentAssets,"2,445,014,000","2,294,236,000","2,620,983,000","2,732,567,000","3,193,699,000","2,905,489,000","2,724,782,000","3,464,804,000","3,909,222,000","2,195,395,000","2,225,658,000","2,039,302,000","2,097,597,000","1,837,496,000","1,531,697,000","1,711,989,000","2,071,347,000","1,559,975,000","1,541,508,000","1,669,662,000","827,280,000","630,143,000","659,291,000","1,498,719,000","778,425,000","639,771,000","722,254,000","818,141,000","527,752,000","463,516,000"
		CashCashEquivalentsAndShortTermInvestments,"564,900,000","1,071,463,000","683,836,000","848,111,000","899,041,000","889,559,000","567,677,000","670,770,000","710,533,000","732,164,000","372,710,000","458,064,000","771,003,000","736,047,000","415,933,000","660,067,000","637,308,000","532,887,000","557,990,000","164,934,000","164,967,000","181,415,000","145,999,000","149,355,000","148,514,000","163,235,000","161,538,000","126,978,000","66,571,000","75,864,000"
			CashAndCashEquivalents,"564,900,000","1,071,463,000","683,836,000","848,111,000","899,041,000","889,559,000","567,677,000","670,770,000","710,533,000","732,164,000","372,710,000","458,064,000","771,003,000","736,047,000","415,933,000","660,067,000","637,308,000","532,887,000","557,990,000","164,934,000","164,967,000","181,415,000","145,999,000","149,355,000","148,514,000","163,235,000","161,538,000","126,978,000","66,571,000","75,864,000"
			OtherShortTermInvestments,"5,970,312,000","4,256,955,000",,,"3,906,041,000","3,115,731,000",,"2,641,593,000","3,093,820,000","2,765,690,000","2,674,836,000","3,105,002,000","2,952,449,000","2,639,921,000",,"2,773,083,000",,"2,830,391,000","2,902,400,000","1,390,587,000","1,899,970,000","1,960,126,000","1,439,968,000","1,675,522,000","1,523,674,000","1,338,661,000","1,454,558,000","2,057,392,000","2,077,107,000",
		Receivables,"1,832,326,000","1,173,283,000","1,866,670,000","1,817,312,000","2,171,866,000","1,898,484,000","2,058,820,000","2,716,789,000","3,104,021,000","1,422,115,000","1,830,839,000","1,541,741,000","1,309,270,000","1,101,449,000","1,115,764,000","1,051,922,000","1,434,039,000","972,018,000","980,518,000","385,368,000","662,313,000","448,728,000","513,292,000","1,349,364,000","629,911,000","476,536,000","560,716,000","691,163,000","461,181,000","387,652,000"
			AccountsReceivable,"330,378,000","146,476,000","414,244,000","208,247,000","515,519,000","214,478,000","176,939,000","275,506,000","541,300,000","103,531,000","267,108,000","254,650,000","121,550,000",,,,,,,,,,,,,,,,,
			OtherReceivables,"1,501,948,000","1,026,807,000","1,452,426,000","1,609,065,000","1,656,347,000","1,684,006,000","1,881,881,000","2,441,283,000","2,562,721,000","1,318,584,000","1,563,731,000","1,287,091,000","1,187,720,000","1,101,449,000","1,115,764,000","1,051,922,000","1,434,039,000","972,018,000","980,518,000","385,368,000","662,313,000","448,728,000","513,292,000","1,349,364,000","629,911,000","476,536,000","560,716,000","691,163,000","461,181,000","387,652,000"
		RestrictedCash,"47,788,000","49,490,000","70,477,000","67,144,000","122,792,000","117,446,000","98,285,000","77,245,000","94,668,000","41,116,000","22,109,000","39,497,000","17,324,000",,,,,,"3,000,000","1,119,360,000",,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,"0","0","0",,"55,070,000",,,,,,,,,,,,
