name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,06/30/2004
		GainsLossesNotAffectingRetainedEarnings,"-9,536,000","6,291,000","11,004,000","14,557,000","14,617,000","17,708,000","20,701,000","20,784,000","7,600,000","6,047,000","9,128,000","4,889,000","-5,518,000","-14,168,000","-21,519,000","-18,245,000","-13,809,000","-4,557,000","-23,000","-337,000","-1,946,000","-4,213,000","7,901,000","9,244,000","3,853,000","-2,094,000","10,664,000","7,638,000","14,688,000","12,335,000","11,368,000","11,266,000","5,983,000","558,000","3,472,000","1,281,000","9,746,000","10,241,000","10,578,000","8,706,000","8,542,000","6,429,000","6,575,000","2,877,000","-728,000","-1,791,000","2,995,000","1,394,000","199,000","-89,000","768,000","-1,159,000","-724,000","-828,000","-4,547,000","-4,377,000","-1,112,000","-2,216,000","-669,000","-2,153,000","-1,133,000","-1,270,000","-1,277,000","-2,150,000","-1,883,000","-1,426,000","-581,000","-325,000","-895,000","-231,000","-977,000"
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,
	MinorityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83,706,000"
TotalCapitalization,"803,788,000","804,058,000","789,683,000","770,909,000","748,656,000","733,156,000","710,544,000","587,119,000","552,318,000","538,889,000","538,741,000","512,867,000","489,680,000","461,851,000","447,116,000","387,948,000","385,450,000","379,873,000","395,344,000","387,100,000","323,170,000","575,463,000","352,479,000","303,683,000","328,990,000","333,402,000","327,098,000","329,155,000","335,454,000","332,424,000","369,791,000","385,895,000","379,571,000","373,005,000","366,734,000","357,593,000","359,477,000","350,078,000","302,386,000","296,275,000","291,634,000","284,880,000","282,080,000","275,638,000","271,002,000","212,307,000","214,833,000","217,179,000","215,448,000","258,604,000","259,945,000","194,680,000","194,563,000","193,804,000","186,166,000","206,064,000","208,589,000","189,660,000",,,,,,,,,,,,"126,815,000","28,956,000"
PreferredStockEquity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,411,000","39,010,000","38,611,000","39,294,000","39,029,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","1,000","2,000","2,000","1,000","10,000","10,000","11,000","11,000"
CommonStockEquity,"652,295,000","652,454,000","637,977,000","619,109,000","596,764,000","581,164,000","558,459,000","533,079,000","498,104,000","484,497,000","484,174,000","458,132,000","434,780,000","406,776,000","391,874,000","332,547,000","329,892,000","324,149,000","339,461,000","331,019,000","309,769,000","298,963,000","339,078,000","290,282,000","315,589,000","320,001,000","313,697,000","315,754,000","322,053,000","319,023,000","356,390,000","372,494,000","366,170,000","359,604,000","353,333,000","344,192,000","346,076,000","336,677,000","288,985,000","282,874,000","278,233,000","271,479,000","268,679,000","262,237,000","257,601,000","198,906,000","201,432,000","203,778,000","202,047,000","205,792,000","207,534,000","142,668,000","141,868,000","141,374,000","172,764,000","172,662,000","180,187,000","176,258,000","162,583,000","156,923,000","153,449,000","148,907,000","145,424,000","140,725,000","137,507,000","134,945,000","133,092,000","130,674,000","125,108,000","121,391,000","23,532,000"
NetTangibleAssets,"649,947,000","650,007,000","635,430,000","616,463,000","594,018,000","578,319,000","555,896,000","530,369,000","495,247,000","482,182,000","481,476,000","455,051,000","431,373,000","402,930,000","387,597,000","327,985,000","324,845,000","318,772,000","333,832,000","324,911,000","303,181,000","292,057,000","333,427,000","284,231,000","310,889,000","315,072,000","308,332,000","307,141,000","316,192,000","312,795,000","349,826,000","365,510,000","358,770,000","351,992,000","347,133,000","337,692,000","339,323,000","329,674,000","281,731,000","275,370,000","270,479,000","263,475,000","260,425,000","253,733,000","248,847,000","189,901,000","192,177,000","194,273,000","192,292,000","235,198,000","236,289,000","170,774,000","170,407,000","169,398,000","111,374,000","111,030,000","118,243,000","114,080,000","158,633,000","152,973,000","149,499,000","144,957,000","141,474,000","136,775,000","133,558,000","130,996,000","129,549,000","126,770,000","122,175,000","121,402,000","23,543,000"
InvestedCapital,"803,788,000","804,058,000","1,089,683,000","770,909,000","748,656,000","733,156,000","710,544,000","587,119,000","692,318,000","538,889,000","538,741,000","557,867,000","489,680,000","461,851,000","447,116,000","387,948,000","385,450,000","379,873,000","395,344,000","387,100,000","323,170,000","575,463,000","422,479,000","303,683,000","328,990,000","333,402,000","327,098,000","329,155,000","335,454,000","332,424,000","369,791,000","385,895,000","379,571,000","373,005,000","366,734,000","357,593,000","359,477,000","350,078,000","302,386,000","296,275,000","291,634,000","284,880,000","282,080,000","275,638,000","271,002,000","299,307,000","214,833,000","217,179,000","215,448,000","319,193,000","220,935,000","197,069,000","241,269,000","215,775,000","314,415,000","356,063,000","383,588,000","279,659,000","392,583,000","306,923,000",,"248,907,000","220,424,000","195,725,000","177,507,000","174,945,000","173,092,000","170,674,000","165,108,000","181,804,000","58,945,000"
TangibleBookValue,"649,947,000","650,007,000","635,430,000","616,463,000","594,018,000","578,319,000","555,896,000","530,369,000","495,247,000","482,182,000","481,476,000","455,051,000","431,373,000","402,930,000","387,597,000","327,985,000","324,845,000","318,772,000","333,832,000","324,911,000","303,181,000","292,057,000","333,427,000","284,231,000","310,889,000","315,072,000","308,332,000","307,141,000","316,192,000","312,795,000","349,826,000","365,510,000","358,770,000","351,992,000","347,133,000","337,692,000","339,323,000","329,674,000","281,731,000","275,370,000","270,479,000","263,475,000","260,425,000","253,733,000","248,847,000","189,901,000","192,177,000","194,273,000","192,292,000","195,787,000","197,279,000","132,163,000","131,113,000","130,369,000","111,373,000","111,029,000","118,242,000","114,079,000","158,632,000","152,972,000","149,498,000","144,956,000","141,473,000","136,774,000","133,556,000","130,994,000","129,548,000","126,760,000","122,165,000","121,391,000","23,532,000"
TotalDebt,"151,493,000","151,604,000","451,706,000","151,800,000","151,892,000","151,992,000","152,085,000","54,040,000","194,214,000","54,392,000","54,567,000","99,735,000","54,900,000","55,075,000","55,242,000","55,401,000","55,558,000","55,724,000","55,883,000","56,081,000","13,401,000","276,500,000","83,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","13,401,000","100,401,000","13,401,000","13,401,000","13,401,000","113,401,000","13,401,000","54,401,000","99,401,000","74,401,000","141,651,000","183,401,000","203,401,000","103,401,000","230,000,000","150,000,000",,"100,000,000","75,000,000","55,000,000","40,000,000","40,000,000","40,000,000","40,000,000","40,000,000","60,413,000","35,413,000"
NetDebt,,,"134,377,000",,,,,,"74,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,852,000","150,085,000","168,523,000","62,026,000","207,383,000","133,643,000",,"84,927,000","57,539,000","40,970,000","27,526,000","12,344,000","18,890,000",,"24,702,000","49,201,000","23,258,000"
ShareIssued,"57,155,028","57,370,563","57,330,846","57,458,287","57,942,341","57,750,629","57,690,874","57,655,308","57,425,556","57,040,521","57,010,521","56,874,956","56,568,004","56,546,088","56,446,088","56,510,525","56,307,088","55,861,150","55,859,660","55,857,645","55,757,559","55,419,204","55,419,204","37,945,323","37,945,153","37,861,218","37,858,322","37,858,237","37,858,152","37,808,777","37,808,777","37,808,777","37,804,902","37,720,945","37,720,945","37,462,939","37,433,594","37,246,655","33,208,781","33,201,281","33,101,281","33,196,281","33,196,281","33,196,281","33,196,281","26,181,281","26,181,281","26,181,291","26,181,291","26,181,291","26,181,291","14,563,919","14,563,919","14,563,919","14,563,919","14,563,919","14,562,196","14,560,470","13,823,237","13,805,607","13,778,857","13,724,023","13,703,437","13,673,823","13,646,624","13,504,117","13,588,935","12,576,567","12,238,499","11,888,061","2,541,384"
OrdinarySharesNumber,"57,155,028","57,370,563","57,330,846","57,458,287","57,247,913","57,650,629","57,590,874","57,555,308","57,325,556","56,940,521","56,910,521","56,774,956","56,468,004","56,446,088","56,346,088","56,410,525","56,207,088","55,761,150","55,759,660","55,757,645","55,657,559","55,319,204","55,319,204","37,845,323","37,845,153","37,761,218","37,758,322","37,758,237","37,758,152","37,708,777","37,708,777","37,708,777","37,704,902","37,620,945","37,620,945","37,362,939","37,333,594","37,146,655","33,108,781","33,101,281","33,001,281","33,096,281","33,196,281","33,196,281","33,196,281","26,181,281","26,181,281","26,181,291","26,181,291","26,181,291","26,181,291","14,563,919","14,563,919","14,563,919","14,563,919","14,563,919","14,562,196","14,560,470","13,823,237","13,805,607","13,778,857","13,724,023","13,703,437","13,673,823","13,646,624","13,504,117","13,588,935","12,576,567","12,238,499","11,888,061","2,541,384"
PreferredSharesNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,220","153,356","153,356","153,356",,,,,,,,,,,,,,,,,
TreasurySharesNumber,,,,,"694,428","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
