name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009
TotalAssets,"11,232,157,000","14,197,816,000","15,442,981,000","15,921,346,000","16,625,250,000","20,200,560,000","19,043,050,000","16,183,534,000","19,160,062,000","19,832,184,000","22,123,994,000","22,658,538,000","23,221,033,000","22,215,249,000","22,305,280,000","22,819,717,000","23,564,492,000","24,785,650,000","25,990,764,000","25,288,332,000","24,909,731,000","9,760,992,000","10,146,641,000","9,883,159,000","9,929,156,000","10,039,310,000","9,704,610,000","9,860,060,000","6,163,893,000","5,871,848,000","3,953,650,000","3,751,696,000","3,165,264,000","2,628,552,000","2,098,831,000","2,115,101,000","1,669,186,000","1,435,567,000","1,188,274,000","971,040,000","800,601,000","727,519,000","695,343,000","660,214,000","619,393,000","390,457,000","295,709,000","290,337,000","289,407,000","287,529,000","252,503,000","829,000"
	CurrentAssets,"2,126,888,000","5,770,496,000","7,157,963,000","8,016,618,000","5,380,085,000","6,603,069,000","6,814,888,000","3,631,961,000","4,192,451,000","4,195,137,000","8,011,278,000","7,660,752,000","3,491,540,000","3,801,799,000","3,547,879,000","3,621,846,000","4,245,548,000","5,769,716,000","6,761,266,000","6,447,837,000","6,542,219,000","4,281,180,000","4,545,272,000","4,361,096,000","4,516,529,000","4,606,778,000","4,652,645,000","4,537,968,000","2,322,570,000","2,370,519,000","2,201,650,000","2,227,763,000","1,639,707,000","1,118,830,000","725,743,000","839,106,000","566,663,000","535,823,000","436,961,000","359,815,000","271,651,000","236,491,000","266,412,000","255,694,000","360,282,000","136,174,000","48,062,000","62,798,000","101,373,000","157,330,000","252,503,000","829,000"
		CashCashEquivalentsAndShortTermInvestments,"1,117,688,000","1,602,102,000","1,277,733,000","1,006,195,000","788,361,000","703,544,000","658,446,000","1,099,467,000","1,361,769,000","1,205,190,000","455,330,000","353,984,000","321,199,000","461,912,000","416,795,000","480,230,000","484,827,000","921,822,000","877,928,000","599,920,000","633,210,000","376,005,000","440,173,000","227,204,000","171,300,000","185,854,000","307,963,000","195,989,000","64,296,000","141,936,000","297,783,000","66,414,000","115,028,000","74,001,000","79,707,000","51,292,000","114,033,000","202,254,000","121,236,000","40,503,000","37,749,000","3,872,000","37,512,000","86,146,000","8,467,000","66,245,000","33,343,000","51,867,000","99,507,000","157,330,000","252,503,000","1,000"
			CashAndCashEquivalents,"1,117,688,000","1,602,102,000","1,277,733,000","1,006,195,000","788,361,000","703,544,000","658,446,000","1,099,467,000","1,361,769,000","1,205,190,000","455,330,000","353,984,000","321,199,000","461,912,000","416,795,000","480,230,000","484,827,000","921,822,000","877,928,000","599,920,000","633,210,000","376,005,000","440,173,000","227,204,000","171,300,000","185,854,000","307,963,000","195,989,000","64,296,000","141,936,000","297,783,000","38,414,000","84,392,000","43,167,000","48,584,000","20,100,000","82,074,000","170,199,000","88,918,000","8,164,000","37,749,000","3,872,000","5,728,000","86,146,000","8,467,000","66,245,000","33,343,000","51,867,000","99,507,000","157,330,000","252,503,000","1,000"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,"376,005,000","440,173,000","227,204,000","171,300,000","185,854,000",,,,,,"38,414,000","84,392,000","43,167,000",,"20,100,000",,"170,199,000","88,918,000","8,164,000",,,"5,728,000","86,146,000",,,,,,,,"1,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,"1,076,441,000",,,,,,,"2,146,897,000","0","0","28,000,000","30,636,000","30,834,000","31,123,000","31,192,000","31,959,000","32,055,000","32,318,000","32,339,000","31,960,000",,"31,784,000",,,,,,,,,
		Receivables,"689,133,000","343,008,000","247,251,000","165,985,000","273,661,000","1,524,753,000","1,523,113,000","1,597,453,000","1,806,790,000","1,802,867,000","1,645,899,000","1,674,621,000","1,957,489,000","1,933,224,000","1,987,388,000","1,997,140,000","2,196,479,000","3,470,867,000","3,766,618,000","4,226,195,000","4,236,450,000","3,529,987,000","3,870,615,000","3,968,034,000","4,150,794,000","4,137,394,000","4,127,061,000","4,139,538,000","2,167,192,000","2,143,917,000","1,845,954,000","2,067,072,000","1,515,337,000","1,036,931,000","646,036,000","755,034,000","419,630,000","333,569,000","315,725,000","319,312,000","201,942,000","232,619,000","228,900,000","169,548,000","343,877,000","69,929,000","14,719,000","10,931,000",,"0",,
			AccountsReceivable,"123,508,000","109,394,000","89,472,000","73,581,000","126,132,000","144,014,000","116,119,000","117,633,000","122,158,000","120,513,000","108,726,000","128,482,000","157,845,000","128,201,000","140,965,000","143,222,000","147,968,000","133,342,000","157,361,000","47,187,000","51,977,000","44,638,000","54,637,000","106,375,000","36,958,000","43,130,000","30,240,000","41,657,000","20,295,000","12,783,000","12,153,000","11,134,000","11,473,000","8,277,000",,,,,,,,,,,"235,014,000",,,,,,,
			LoansReceivable,"504,739,000","173,921,000","112,252,000","52,791,000","85,272,000","1,295,337,000","1,325,144,000","1,398,087,000","1,588,427,000","1,552,824,000","1,454,199,000","1,487,611,000","1,596,673,000","1,659,217,000","1,784,491,000","1,791,889,000","1,972,179,000","3,223,762,000","3,455,902,000","4,009,089,000","4,039,995,000","3,432,992,000","3,685,654,000","3,822,195,000","4,067,544,000","4,048,477,000","4,048,649,000","4,045,627,000","2,146,897,000","2,131,134,000","1,833,801,000","2,055,938,000","1,503,864,000","1,028,654,000","646,036,000","755,034,000","419,630,000","333,569,000","315,725,000","319,312,000","201,942,000","232,619,000","228,900,000","169,548,000","108,863,000","69,929,000","14,719,000","10,931,000",,"0",,
			AccruedInterestReceivable,,,,,,,,,,"14,066,000","13,134,000","12,659,000","11,961,000","14,005,000","14,725,000","12,172,000","15,211,000","21,529,000","24,662,000","31,977,000","31,423,000","42,386,000","38,106,000","32,770,000","39,272,000","34,074,000","30,265,000","33,443,000",,,,,,,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"50,387,000","49,230,000","45,527,000","39,613,000","62,257,000","83,544,000","78,801,000","77,897,000","48,503,000","51,480,000","53,148,000","44,407,000","45,186,000","45,779,000","41,849,000","44,308,000","43,582,000","51,518,000","91,239,000","63,777,000","50,749,000","9,971,000","13,718,000","6,694,000","7,020,000","11,713,000","17,907,000","18,811,000",,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"10,499,000","10,463,000",,,,"1,858,000","3,049,000","3,836,000","47,702,000","63,984,000","16,692,000","1,462,000","145,824,000","86,022,000","5,358,000","5,549,000","17,539,000","40,716,000","37,454,000","74,165,000","62,306,000","0","78,500,000","0","0","0","0","0","0","0",,,"0","0","0","0","0","0","0","0","0",,"0","0","235,014,000","0","0","0",,,,
		PrepaidAssets,"62,428,000","49,650,000","75,401,000","61,902,000","97,447,000","107,052,000","86,662,000","84,595,000","107,908,000","113,105,000","92,411,000","90,316,000","99,750,000","98,647,000","91,742,000","101,312,000","90,736,000","108,589,000","104,578,000","116,586,000","66,893,000","66,310,000","29,731,000","27,139,000","23,267,000","21,320,000","21,126,000","16,608,000","7,269,000","7,721,000",,,,,,,,,,,,,,,,,,,,,,
		RestrictedCash,"106,332,000","99,121,000","87,551,000","91,144,000","125,959,000","161,919,000","167,109,000","145,229,000","166,568,000","203,923,000","257,435,000","336,491,000","326,635,000","366,758,000","413,803,000","405,362,000","470,668,000","486,808,000","408,209,000","315,014,000","328,971,000","121,881,000","148,396,000","138,719,000","171,168,000","187,208,000","196,495,000","185,833,000","83,813,000","76,945,000","57,913,000","94,277,000","9,342,000","7,898,000",,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,"852,872,000","932,498,000","1,035,767,000","47,767,000","299,980,000","313,445,000","321,424,000",,,"279,521,000",,,,,,,,,,,,,,,,,,,,,,,,,"828,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,"47,767,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,"151,307,000","3,676,615,000","5,470,027,000","6,691,392,000","4,094,657,000","4,105,801,000","4,379,558,000","705,217,000","749,416,000","870,052,000","5,560,203,000","5,205,340,000","786,467,000","941,258,000","638,151,000","637,802,000","1,002,838,000","781,630,000","1,603,933,000","1,190,122,000","1,276,695,000","253,307,000","56,357,000","0","0","75,002,000",,,,,,,,,,"32,780,000","33,000,000",,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"1,634,502,000","2,536,431,000","2,225,889,000","2,295,899,000","29,353,000","369,802,000","321,424,000","0","75,002,000","279,521,000","0","0","0",,"0","0","0","0","0","64,959,000","0","25,906,000","0","31,960,000",,"0","0","7,938,000","0","3,393,000","0","1,866,000","0","0","0"
	TotalNonCurrentAssets,"9,105,269,000","8,427,320,000","8,285,018,000","7,904,728,000","11,245,165,000","13,597,491,000","12,228,162,000","12,551,573,000","14,967,611,000","15,637,047,000","14,112,716,000","14,997,786,000","19,729,493,000","18,413,450,000","18,757,401,000","19,197,871,000","19,318,944,000","19,015,934,000","19,229,498,000","18,840,495,000","18,367,512,000","5,479,811,000","5,601,369,000","5,522,063,000","5,412,627,000","5,432,532,000","5,051,965,000","5,322,092,000","3,841,323,000","3,501,329,000","1,752,000,000","1,523,933,000","1,525,557,000","1,509,722,000","1,373,088,000","1,275,995,000","1,102,523,000","899,744,000","751,313,000","611,225,000","528,950,000","491,028,000","428,931,000","404,520,000","259,111,000","254,283,000","247,647,000","227,539,000","188,034,000","130,199,000","0","0"
		NetPPE,"491,642,000","498,578,000","518,547,000","536,041,000","549,791,000","627,001,000","207,405,000","230,412,000","245,962,000","265,328,000","164,075,000","159,385,000","163,809,000","47,932,000","49,406,000","50,723,000","52,245,000","53,632,000","47,435,000","45,755,000","47,616,000","45,455,000","46,598,000","47,328,000","47,639,000","48,463,000","45,195,000","45,460,000","1,814,783,000","1,643,997,000",,"124,832,000","111,585,000","112,468,000",,,,,,,,,,,,,,,,,,
			GrossPPE,"491,642,000","498,578,000","518,547,000","536,041,000","549,791,000","627,001,000","207,405,000","230,412,000","245,962,000","265,328,000","164,075,000","159,385,000","163,809,000","47,932,000","49,406,000","50,723,000","52,245,000","53,632,000","47,435,000","45,755,000","47,616,000","53,413,000","53,498,000","53,028,000","52,039,000","51,716,000","47,417,000","46,619,000","1,835,706,000","1,650,418,000",,"126,816,000","112,686,000","112,686,000",,,,,,,,,,,,,,,,,,
				Properties,,,,,,,,,,,,,,,,,"148,629,000","134,709,000","128,998,000","172,452,000","138,175,000","0","0","0","0","0","102,000,000","110,714,000","0","0",,"0","0","0",,,,,,,,,,,,,,,,,,
				LandAndImprovements,,,,,,,,,,,,,,,,,"2,307,415,000","2,011,794,000","2,297,586,000","2,222,346,000","2,115,492,000",,"651,556,000","866,622,000","705,097,000","578,577,000","765,168,000","818,856,000","281,192,000","265,263,000",,"8,319,000","8,319,000","8,319,000",,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,,,,,,,,,,,,,,,"392,114,000","383,603,000","371,059,000","383,855,000","360,279,000","288,003,000","283,696,000","49,263,000",,,,"47,846,000","47,417,000","46,619,000",,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"491,642,000","498,578,000","518,547,000","536,041,000","549,791,000","627,001,000","207,405,000","230,412,000","245,962,000","265,328,000","164,075,000","159,385,000","163,809,000","47,932,000","49,406,000","50,723,000","52,245,000","53,632,000","47,435,000","45,755,000","47,616,000",,"46,598,000","47,328,000","99,836,000","19,989,000","0","0","0","0",,"0","0","0",,,,,,,,,,,,,,,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,"136,441,000","118,430,000","106,001,000","108,403,000","86,747,000","68,754,000","57,337,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,,,,,,,,,,,,,,,,,,"134,709,000","128,998,000","172,452,000","138,175,000","4,150,000",,,,"3,870,000","68,699,000","80,614,000","34,631,000","33,357,000",,"9,396,000","7,356,000","7,356,000",,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,,,,,,,,,,,,,,,,,"-681,200,000","-578,297,000","-457,631,000","-370,219,000","-263,771,000","-7,958,000","-6,900,000","-5,700,000","-4,400,000","-3,253,000","-2,222,000","-1,159,000","-20,923,000","-6,421,000",,"-1,984,000","-1,101,000","-218,000",,,,,,,,,,,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"1,986,855,000","1,948,995,000","2,002,410,000","1,991,993,000","2,153,896,000","842,929,000","2,126,796,000","1,416,978,000","1,373,891,000","1,452,891,000","1,374,809,000","1,514,561,000","1,534,561,000","2,074,825,000","1,534,561,000","1,534,561,000","1,534,561,000","2,387,433,000","1,828,816,000","1,808,393,000","2,736,569,000","980,106,000","993,572,000","1,001,551,000","1,008,247,000","1,003,780,000","964,589,000","975,271,000","143,523,000","126,060,000","16,001,000","11,069,000","7,486,000","7,773,000",,,,,,,,,,,,,,,,,,
