name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009
			Goodwill,"761,368,000","761,368,000","761,368,000","761,368,000","761,368,000","842,929,000","851,757,000","851,757,000","1,373,891,000","1,452,891,000","1,374,809,000","1,514,561,000","1,534,561,000","1,534,561,000","1,534,561,000","1,534,561,000","1,534,561,000","1,534,561,000","1,828,816,000","1,808,393,000","1,717,365,000","680,127,000","680,127,000","680,127,000","680,127,000","678,267,000","685,068,000","685,068,000","20,000,000","20,000,000",,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"1,225,487,000","1,187,627,000","1,241,042,000","1,230,625,000","1,392,528,000",,"1,275,039,000","565,221,000",,,,,,"540,264,000",,,,"852,872,000","932,498,000","1,035,767,000","1,019,204,000","299,979,000","313,445,000","321,424,000","328,120,000","325,513,000","279,521,000","290,203,000","123,523,000","106,060,000","16,001,000","11,069,000","7,486,000","7,773,000",,,,,,,,,,,,,,,,,,
		InvestmentProperties,"5,628,072,000","4,972,284,000","4,914,813,000","4,491,287,000","7,702,711,000","8,727,920,000","7,860,474,000","8,987,902,000","10,458,057,000","10,860,518,000","9,722,420,000","10,348,430,000","14,536,041,000","13,619,014,000","13,958,524,000","14,254,108,000","14,100,874,000","14,464,258,000","14,354,541,000","13,884,204,000","13,460,872,000","3,243,631,000","3,489,513,000","3,478,005,000","3,409,890,000","3,430,105,000","3,042,047,000","3,090,612,000","1,830,946,000","1,643,997,000","133,945,000","124,832,000","111,585,000","112,468,000",,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"940,601,000","935,153,000","793,801,000","820,307,000","777,819,000","1,737,479,000","1,911,988,000","1,825,448,000","2,177,961,000","2,313,805,000","2,291,121,000","2,373,690,000","2,769,616,000","2,543,169,000","2,469,875,000","2,635,763,000","2,838,530,000","2,039,181,000","1,981,255,000","1,936,678,000","1,975,210,000","1,076,441,000","1,029,777,000","944,215,000","914,715,000","924,465,000","923,712,000","1,126,873,000","1,755,344,000","1,646,977,000","1,553,138,000","1,352,515,000","1,373,047,000","1,369,529,000","1,334,699,000","1,251,878,000","1,076,921,000","877,081,000","725,407,000","582,721,000","513,708,000","443,500,000","413,813,000","354,220,000","259,111,000","248,750,000","244,254,000","223,465,000","188,034,000","129,087,000","0",
			LongTermEquityInvestment,"655,069,000","673,096,000","793,065,000",,,,,,,,,,,"2,446,336,000","2,330,847,000","2,491,342,000","2,549,630,000","1,655,239,000","1,572,592,000","1,526,807,000","1,561,640,000","953,259,000","906,159,000","821,060,000","914,715,000","924,465,000","923,712,000","1,126,873,000","1,755,344,000","1,646,977,000","1,553,138,000","1,352,515,000","1,373,047,000","1,369,529,000","1,334,699,000","1,251,878,000","1,076,921,000","877,081,000","725,407,000","582,721,000","513,708,000","443,500,000","413,813,000","354,220,000","259,111,000","248,750,000",,,,"129,087,000",,
				InvestmentsInOtherVenturesUnderEquityMethod,"655,069,000","673,096,000",,,,,,,,,,,,,,"2,491,342,000","2,549,630,000","1,655,239,000","1,572,592,000","1,526,807,000","1,561,640,000",,,,,,,,,,,,,,,,"1,076,921,000","877,081,000",,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,,,,,,,,,,,,,,,"2,330,847,000","2,491,342,000","2,549,630,000","1,655,239,000","1,572,592,000","1,526,807,000","1,561,640,000",,,,"914,715,000","924,465,000","923,712,000","1,126,873,000","1,755,344,000","1,646,977,000",,"1,352,515,000","1,373,047,000","1,369,529,000","1,334,699,000","1,251,878,000","1,076,921,000","877,081,000","725,407,000","582,721,000","513,708,000","443,500,000","413,813,000","354,220,000","259,111,000","248,750,000",,,,"129,087,000",,
			InvestmentinFinancialAssets,"285,532,000","262,057,000",,,,,,,,,,,,"96,833,000","139,028,000","144,421,000","288,900,000","383,942,000","408,663,000","409,871,000","413,570,000",,,,,,,,,"0",,"28,000,000","30,636,000","30,834,000","31,123,000","31,192,000","31,959,000","32,055,000",,,,,,,,,,,,,,
				AvailableForSaleSecurities,"285,532,000","262,057,000",,,,,,,,,,,,,,,,,"408,663,000","409,871,000",,,,,,,,,,,,"28,000,000","30,636,000","30,834,000","31,123,000","31,192,000","31,959,000","32,055,000",,,,,,,,,,,,,,
				HeldToMaturitySecurities,,,,,,,,,,,,,,"96,833,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,,,"736,000",,,,,,,,,,,,,,,,,,,"123,182,000","123,618,000","123,155,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"5,176,000","944,000","1,179,000","87,000","4,280,000","99,000","6,007,000","4,933,000","26,919,000","21,386,000","34,746,000","20,953,000","29,742,000","33,558,000","22,358,000","25,206,000","7,267,000","10,152,000","10,829,000","18,809,000","32,527,000","36,101,000","30,678,000","38,824,000","22,425,000","21,636,000","22,832,000","34,821,000","55,400,000","26,479,000","16,840,000","4,229,000","5,012,000","3,108,000",,,,,,,,,,,,,,,,,,
		NonCurrentAccountsReceivable,,,,,,,,,,,,,,,,,,,,"171,905,000","162,263,000","96,995,000","184,961,000","145,839,000","83,250,000","11,713,000","17,907,000","18,811,000",,"12,783,000",,,,,,,,,,,,,,,,,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,"1,596,673,000","1,659,217,000","1,784,491,000","1,791,889,000","1,972,179,000","3,223,762,000","3,455,902,000","4,009,089,000","4,039,995,000","3,462,345,000","3,742,011,000","3,822,195,000","4,067,544,000","4,123,479,000","4,048,649,000","4,045,627,000","2,146,897,000","2,131,134,000",,"2,055,938,000","1,503,864,000","1,028,654,000","646,036,000","787,814,000","452,630,000","333,569,000",,,,,,,,,,,,,,
		DuefromRelatedPartiesNonCurrent,,,,,,,,,,,,,,,,,,,,,,"9,971,000","13,718,000","6,694,000","7,020,000","11,713,000","17,907,000","18,811,000",,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"1,225,487,000","0","1,516,000","1,230,625,000","700,000","1,526,190,000","2,448,000","3,158,000","597,418,000","641,647,000","441,885,000","376,598,000","557,927,000","7,870,000","572,606,000","620,691,000","700,940,000","10,068,000","943,702,000","1,047,972,000","57,886,000","10,533,000","11,231,000","12,140,000","9,711,000","4,083,000","53,590,000","49,055,000","56,110,000","57,816,000","29,819,000","29,098,000","26,938,000","15,865,000",,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,"47,767,000",,,,,"0","0","0","6,575,000","6,713,000","5,128,000","3,361,000","2,691,000","2,391,000",,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,"14,585,000","22,238,000",,"3,303,000","0","41,213,000","14,844,000","51,594,000","55,446,000","51,059,000","51,713,000","44,247,000","58,800,000","55,815,000","112,802,000","36,834,000","34,834,000","30,914,000","62,920,000","98,684,000","56,832,000","66,310,000","29,731,000","27,139,000","23,267,000",,,,,"7,721,000",,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"38,338,000","49,128,000","52,752,000","61,710,000","55,968,000","94,660,000","98,200,000","31,148,000","31,957,000","30,413,000","31,947,000","159,922,000","78,997,000","31,267,000","37,269,000","39,985,000","49,693,000","20,296,000","470,600,000","459,702,000","420,143,000","21,234,000","437,877,000","403,295,000","218,807,000","657,801,000","399,743,000","406,877,000","222,887,000","181,744,000","2,257,000","2,190,000","1,489,000","979,000","38,389,000","24,117,000","25,602,000","22,663,000","25,906,000","28,504,000","15,242,000","47,528,000","15,118,000","50,300,000","7,938,000","5,533,000","3,393,000","4,074,000","0","1,112,000",,
TotalLiabilitiesNetMinorityInterest,"7,109,214,000","9,285,426,000","9,754,711,000","9,862,316,000","10,274,913,000","13,215,970,000","12,200,976,000","10,478,965,000","10,768,346,000","10,905,769,000","12,148,545,000","12,121,440,000","12,005,592,000","11,068,879,000","10,847,766,000","11,433,514,000","11,884,054,000","12,436,258,000","12,997,721,000","12,114,686,000","11,814,187,000","4,144,065,000","4,503,772,000","4,602,986,000","4,615,746,000","4,623,070,000","4,327,958,000","4,233,899,000","3,275,724,000","2,936,055,000","1,231,427,000","1,334,805,000","860,284,000","674,325,000","400,216,000","416,770,000","150,547,000","152,537,000","148,042,000","183,520,000","43,599,000","114,029,000","85,227,000","45,037,000","38,483,000","57,178,000","18,457,000","16,625,000","15,979,000","14,112,000","12,531,000","831,000"
	CurrentLiabilities,"552,379,000","3,666,330,000","4,454,844,000","4,930,059,000","2,115,721,000","3,955,652,000","4,103,776,000","519,859,000","584,140,000","1,060,994,000","2,649,356,000","2,443,249,000","361,509,000","461,128,000","451,702,000","863,202,000","753,563,000","810,921,000","1,216,116,000","745,415,000","636,437,000","209,464,000","200,808,000","195,714,000","202,134,000","204,321,000","132,420,000","147,554,000","219,375,000","187,892,000","139,597,000","122,588,000","81,006,000","58,218,000","47,749,000","43,677,000","47,331,000","44,370,000","37,662,000","66,237,000","29,798,000","100,184,000","53,227,000","45,037,000","24,516,000","43,178,000","18,457,000","16,625,000","15,979,000","14,112,000","12,531,000","831,000"
		PayablesAndAccruedExpenses,"259,773,000","286,237,000","332,342,000","201,501,000","179,078,000","258,111,000","195,302,000","258,068,000","323,181,000","792,842,000","314,713,000","275,081,000","339,074,000","392,911,000","401,077,000","606,725,000","479,785,000","537,623,000","887,307,000","541,867,000","559,296,000","209,464,000","200,808,000","195,714,000","202,134,000","204,321,000","132,420,000","147,554,000","219,375,000","187,892,000","139,597,000","122,588,000","81,006,000","58,218,000","47,749,000","43,677,000","47,331,000","44,370,000","37,662,000","33,237,000","29,798,000","31,184,000","33,588,000","25,359,000","18,766,000","17,428,000","6,957,000","5,125,000","4,479,000","8,362,000","2,531,000","831,000"
			Payables,"201,541,000","204,109,000","277,820,000","171,133,000","148,530,000","219,699,000","166,079,000","193,866,000","285,677,000","703,995,000","268,242,000","227,158,000","283,801,000","250,336,000","279,981,000","477,711,000","350,868,000","387,653,000","763,883,000","494,811,000","507,602,000","189,815,000","186,279,000","178,345,000","180,407,000","186,250,000","116,757,000","132,431,000","58,198,000","59,773,000","57,061,000","47,787,000","45,691,000","40,113,000","35,629,000","34,540,000","33,807,000","31,426,000","23,712,000","20,126,000","14,951,000","14,880,000","19,962,000","19,344,000","13,211,000","14,048,000","5,097,000","4,188,000","3,204,000","7,250,000","536,000","98,000"
				AccountsPayable,"114,682,000","121,931,000","129,172,000","82,747,000","108,933,000","177,847,000","111,840,000","131,047,000","136,439,000","143,852,000","97,972,000","96,220,000","128,286,000","94,316,000","101,047,000","99,727,000","133,651,000","98,857,000","104,833,000","272,876,000","282,049,000","82,593,000","81,005,000","68,466,000","68,180,000","67,572,000",,,,,,,,,,,,,,,,,,,,,"1,439,000","1,116,000","863,000",,,
				TotalTaxPayable,"71,100,000","66,419,000","131,521,000","69,467,000","20,673,000","22,735,000","34,444,000","42,967,000","37,709,000","39,923,000","47,397,000","46,717,000","71,519,000","64,440,000","94,330,000","81,945,000","77,155,000","77,060,000","110,815,000","287,850,000","307,415,000",,"43,372,000","44,523,000","43,804,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,"15,759,000","15,759,000","16,899,000","18,516,000","18,516,000","18,516,000","18,516,000","18,516,000","77,228,000","83,301,000","86,588,000","84,221,000","83,996,000","84,013,000","84,604,000","86,656,000","90,791,000","188,202,000","187,145,000","186,990,000","175,498,000","65,972,000","65,924,000","65,979,000","66,037,000","65,688,000","63,017,000","61,791,000","47,770,000","47,537,000","46,908,000","38,604,000","37,681,000","32,127,000","28,590,000","28,339,000","27,965,000","26,442,000","19,782,000","15,562,000","11,257,000","11,092,000","10,716,000","10,531,000","5,563,000","6,084,000","3,658,000","3,072,000","2,341,000","1,024,000",,
				DuetoRelatedPartiesCurrent,,,"228,000","403,000","408,000","601,000","1,279,000","1,336,000","34,301,000","34,064,000","36,285,000",,,"0","0","9,383,000","13,105,000","23,534,000","32,384,000","34,945,000","39,878,000","41,250,000","39,350,000","43,900,000","46,190,000","52,990,000","53,740,000","70,640,000","10,428,000","12,236,000","10,153,000","9,183,000","8,010,000","7,986,000","7,039,000","6,201,000","5,842,000","4,984,000","3,930,000","4,564,000","3,694,000","3,788,000","9,246,000","8,813,000","7,648,000","7,964,000",,,,"6,226,000",,
				OtherPayable,,,,,,,,,,"402,855,000",,,,"7,567,000",,"200,000,000","36,166,000","0","328,706,000","0","10,177,000","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","1,439,000","1,116,000","863,000","0",,
			CurrentAccruedExpenses,"58,232,000","82,128,000","54,522,000","30,368,000","30,548,000","38,412,000","29,223,000","64,202,000","37,504,000","88,847,000","46,471,000","47,923,000","55,273,000","142,575,000","121,096,000","129,014,000","128,917,000","149,970,000","123,424,000","47,056,000","51,694,000","19,649,000","14,529,000","17,369,000","21,727,000","18,071,000","15,663,000","15,123,000","161,177,000","128,119,000","82,536,000","74,801,000","35,315,000","18,105,000","12,120,000","9,137,000","13,524,000","12,944,000","13,950,000","13,111,000","14,847,000","16,304,000","13,626,000","6,015,000","5,555,000","3,380,000","1,860,000","937,000","1,275,000","1,112,000","1,995,000","733,000"
				InterestPayable,"15,522,000","14,870,000","21,902,000","20,309,000","28,678,000","36,483,000","28,072,000","63,972,000","36,325,000","38,487,000","39,473,000","40,751,000","42,123,000","40,648,000","37,361,000","39,042,000","40,523,000","42,462,000","34,866,000","47,056,000","51,694,000","19,649,000","14,529,000","17,369,000","21,727,000","18,071,000","15,663,000","15,123,000",,,,,,,,,,,,,,,,,,,,,,,,
