name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993
TotalRevenue,"547,372,000","142,894,000","136,424,000","136,632,000","131,423,000","130,339,000","125,880,000","125,252,000","123,690,000","124,807,000","121,524,000","119,799,000","116,317,000","112,657,000","113,169,000","113,462,000","111,634,000","112,124,000","107,731,000","106,953,000","105,245,000","104,569,000","105,633,000","103,659,000","102,642,000","100,021,000","98,582,000","96,725,000","96,708,000","96,456,000","92,359,000","94,506,000","92,935,000","91,899,000","88,773,000","84,761,000","84,054,000","82,584,000","63,663,000","60,371,000","60,409,000","60,017,000","56,538,000","58,356,000","56,131,000","50,566,000","47,738,000","49,387,000","51,193,000","48,726,000","48,319,000","54,761,000","55,317,000","55,778,000","46,285,000","44,037,000","43,859,000","43,719,000","42,283,000","40,888,000","39,990,000","39,517,000","51,919,000","54,033,000","54,474,000","50,904,000","51,917,000","54,657,000","50,019,000","49,740,000","52,047,000","50,135,000","43,500,000","42,691,000","38,907,000","39,506,000","39,787,000","39,194,000","39,033,000","41,531,000","42,770,000","40,385,000","40,457,000","39,073,000","39,045,000","39,062,000","36,728,000","38,658,000","38,556,000","37,733,000","41,900,000","36,800,000","37,200,000","37,700,000","32,000,000","16,400,000","16,000,000","15,500,000","14,900,000","13,900,000","12,400,000","10,500,000","8,600,000","7,600,000","7,600,000","7,400,000","7,500,000","7,100,000","6,900,000","6,900,000","7,100,000","6,300,000","5,800,000","3,900,000","3,800,000","2,500,000","400,000"
	OperatingRevenue,"536,556,000","140,419,000","133,480,000","133,663,000","128,996,000","128,389,000","123,877,000","123,384,000","122,358,000","122,644,000","119,438,000","117,740,000","114,351,000","110,696,000","111,150,000","111,452,000","109,566,000","110,229,000","107,333,000","106,561,000","104,869,000","104,088,000","99,459,000","102,534,000","101,472,000","98,740,000","97,466,000","95,412,000","95,481,000","95,065,000","91,043,000","93,031,000","91,510,000","90,450,000","87,386,000","83,182,000","82,546,000","81,128,000","63,663,000","60,371,000","60,409,000","60,017,000","56,538,000","58,356,000","56,131,000","50,566,000","47,738,000","49,387,000","51,193,000","48,726,000","48,319,000","54,761,000","55,317,000","55,778,000","46,285,000","44,037,000","43,859,000","43,719,000","42,283,000","40,888,000","39,990,000","39,517,000","51,919,000","54,033,000","54,474,000","50,904,000","51,917,000","54,657,000","50,019,000","49,740,000","52,047,000","50,135,000","43,500,000","42,691,000","38,907,000","39,506,000","39,787,000","39,194,000","39,033,000","41,531,000","42,770,000","40,385,000","40,457,000","39,073,000","39,045,000","39,062,000","36,728,000","38,658,000","38,556,000","37,733,000","41,900,000","36,800,000","37,200,000","37,700,000","32,000,000","16,400,000","16,000,000","15,500,000","14,900,000","13,900,000","12,400,000","10,500,000","8,600,000","7,600,000","7,600,000","7,400,000","7,500,000","7,100,000","6,900,000","6,900,000","7,100,000","6,300,000","5,800,000","3,900,000","3,800,000","2,500,000","400,000"
CostOfRevenue,"217,522,000","57,464,000","53,032,000","55,518,000","51,509,000","52,215,000","50,209,000","50,171,000","46,580,000","49,552,000","46,215,000","46,777,000","44,286,000","42,725,000","42,815,000","44,135,000","41,737,000","41,818,000","40,589,000","40,626,000","38,184,000","37,834,000","37,356,000","37,504,000","36,263,000","35,406,000","36,758,000","35,247,000","33,927,000","34,263,000","31,980,000","34,678,000","34,136,000","33,431,000","31,654,000","32,652,000","31,732,000","29,826,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"329,850,000","85,430,000","83,392,000","81,114,000","79,914,000","78,124,000","75,671,000","75,081,000","77,110,000","75,255,000","75,309,000","73,022,000","72,031,000","69,932,000","70,354,000","69,327,000","69,897,000","70,306,000","67,142,000","66,327,000","67,061,000","66,735,000","68,277,000","66,155,000","66,379,000","64,615,000","61,824,000","61,478,000","62,781,000","62,193,000","60,379,000","59,828,000","58,799,000","58,468,000","57,119,000","52,109,000","52,322,000","52,758,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"243,365,000","65,077,000","60,711,000","59,206,000","58,371,000","58,578,000","55,310,000","54,442,000","55,125,000","56,263,000","53,803,000","55,939,000","51,771,000","51,172,000","50,971,000","50,565,000","48,503,000","48,674,000","45,596,000","43,894,000","42,828,000","43,732,000","38,233,000","40,709,000","39,419,000","40,639,000","36,791,000","35,215,000","35,739,000","35,792,000","33,580,000","33,506,000","33,352,000","32,871,000","31,868,000","30,270,000","30,481,000","31,082,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"36,689,000","11,036,000","8,901,000","8,207,000","8,545,000","8,499,000","7,206,000","7,299,000","7,434,000","8,766,000","7,669,000","10,802,000","7,845,000","8,510,000","8,534,000","8,504,000","8,373,000","9,101,000","8,272,000","8,021,000","8,005,000","9,280,000","4,211,000","8,724,000","8,129,000","10,246,000","7,216,000","6,258,000","6,713,000","6,738,000","5,974,000","5,190,000","5,666,000","5,978,000","5,764,000","5,583,000","5,841,000","6,541,000","6,394,000","4,732,000","4,519,000","5,265,000","4,522,000","5,530,000","5,158,000","5,781,000","4,381,000","4,243,000","3,545,000","4,731,000","5,091,000","5,107,000","5,329,000","6,967,000","-36,706,000","6,018,000","5,863,000","6,045,000","4,889,000","4,335,000","5,220,000","6,175,000","-49,547,000","21,997,000","4,365,000","4,395,000","4,084,000","4,682,000","4,064,000","3,260,000","4,384,000","3,067,000","2,823,000","3,417,000","2,887,000","2,701,000","2,865,000","2,669,000","13,854,000","3,140,000","2,726,000","2,508,000","2,545,000","2,772,000","2,758,000","2,035,000","2,181,000","2,559,000","1,845,000","2,154,000","1,800,000","1,700,000","2,000,000","1,800,000","1,400,000","7,200,000","1,200,000","1,300,000","1,400,000","900,000","800,000","700,000","600,000","500,000","500,000","500,000",,,,,"600,000","500,000","300,000","400,000","400,000","100,000","100,000"
		GeneralAndAdministrativeExpense,"36,689,000","11,036,000","8,901,000","8,207,000","8,545,000","8,499,000","7,206,000","7,299,000","7,434,000","8,766,000","7,669,000","10,802,000","7,845,000","8,510,000","8,534,000","8,504,000","8,373,000","9,101,000","8,272,000","8,021,000","8,005,000","9,280,000","4,211,000","8,724,000","8,129,000","10,246,000","7,216,000","6,258,000","6,713,000","6,738,000","5,974,000","5,190,000","5,666,000","5,978,000","5,764,000","5,583,000","5,841,000","6,541,000","6,394,000","4,732,000","4,519,000","5,265,000","4,522,000","5,530,000","5,158,000","5,781,000","4,381,000","4,243,000","3,545,000","4,731,000","5,091,000","5,107,000","5,329,000","6,967,000",,"6,018,000","5,863,000","6,045,000","4,889,000","4,335,000","5,220,000","6,175,000","-49,547,000","21,997,000","4,365,000","4,395,000","4,084,000","4,682,000","4,064,000","3,260,000","4,384,000","3,067,000","2,823,000","3,417,000","2,887,000","2,701,000","2,865,000","2,669,000","13,854,000","3,140,000","2,726,000","2,508,000","2,545,000","2,772,000","2,758,000","2,035,000","2,181,000","2,559,000","1,845,000","2,154,000","1,800,000","1,700,000","2,000,000","1,800,000","1,400,000","7,200,000","1,200,000","1,300,000","1,400,000","900,000","800,000","700,000","600,000","500,000","500,000","500,000",,,,,"600,000","500,000","300,000","400,000","400,000","100,000","100,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,018,000","5,863,000","6,045,000","4,889,000","4,335,000","5,220,000","6,175,000",,,"4,365,000","4,395,000","4,084,000","4,682,000","4,064,000","3,260,000","4,384,000","3,067,000","2,823,000","3,417,000","2,887,000","2,701,000","2,865,000","2,669,000","13,854,000","3,140,000","2,726,000","2,508,000","2,545,000","2,772,000","2,758,000","2,035,000","2,181,000","2,559,000","1,845,000","2,154,000","1,800,000","1,700,000","2,000,000","1,800,000","1,400,000","7,200,000","1,200,000","1,300,000","1,400,000","900,000","800,000","700,000","600,000","500,000","500,000","500,000",,,,,"600,000","500,000","300,000","400,000","400,000","100,000","100,000"
			OtherGandA,"36,689,000","11,036,000","8,901,000","8,207,000","8,545,000","8,499,000","7,206,000","7,299,000","7,434,000","8,766,000","7,669,000","10,802,000","7,845,000","8,510,000","8,534,000","8,504,000","8,373,000","9,101,000","8,272,000","8,021,000","8,005,000","9,280,000","4,211,000","8,724,000","8,129,000","10,246,000","7,216,000","6,258,000","6,713,000","6,738,000","5,974,000","5,190,000","5,666,000","5,978,000","5,764,000","5,583,000","5,841,000","6,541,000","6,394,000","4,732,000","4,519,000","5,265,000","4,522,000","5,530,000","5,158,000","5,781,000","4,381,000","4,243,000","3,545,000",,"5,091,000","5,107,000","5,329,000","6,967,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"206,676,000","54,041,000","51,810,000","50,999,000","49,826,000","50,079,000","48,104,000","47,143,000","47,691,000","47,497,000","46,134,000","45,137,000","43,926,000","42,662,000","42,437,000","42,061,000","40,130,000","39,573,000","37,324,000","35,873,000","34,823,000","34,452,000","34,022,000","31,985,000","31,290,000","30,393,000","29,575,000","28,957,000","29,026,000","29,054,000","27,606,000","28,316,000","27,686,000","26,893,000","26,104,000","24,687,000","24,640,000","24,541,000","24,903,000","23,726,000","23,851,000","23,925,000","22,664,000","22,173,000","20,890,000","20,665,000","18,913,000","18,352,000","18,149,000","17,892,000","16,436,000","17,142,000","16,921,000","17,234,000",,,,,,,,,,"15,655,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
