name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,12/31/2004
			RawMaterials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"617,000","586,000","630,000","803,000","839,000","730,000","683,000","831,000","698,000","892,000","620,000","785,000","796,000","636,000","706,000","731,000","784,000","802,000",,"1,180,000","1,082,000","1,273,000","1,319,000","1,321,000","1,718,000","1,433,000","904,000","881,000","1,474,000","1,824,000"
			WorkInProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0",,"0","2,000","12,000","0","17,000","23,000","55,000","71,000","40,000","5,000","65,000","6,000","8,000","18,000",,"208,000","139,000","197,000","73,000","133,000","157,000","49,000","94,000","95,000","167,000","399,000"
			FinishedGoods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"311,541,000","380,309,000","323,724,000","323,606,000","318,049,000","310,334,000","247,919,000","214,524,000","199,796,000","184,750,000","153,553,000","155,596,000","160,488,000","187,585,000","169,518,000","187,072,000","167,801,000","188,561,000",,"169,560,000","156,458,000","130,700,000","82,791,000","83,618,000","78,464,000","83,625,000","57,364,000","57,518,000","53,523,000","50,602,000"
			InventoriesAdjustmentsAllowances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,341,000","-6,515,000","-6,363,000","-7,964,000","-8,571,000","-6,861,000","-5,863,000","-5,577,000","-4,981,000","-5,472,000",,"-4,866,000","-5,919,000","-3,410,000","-4,115,000","-4,041,000","-5,367,000","-4,887,000","-4,887,000","-4,887,000","-4,887,000","-4,770,000"
		PrepaidAssets,"297,034,000","286,422,000","300,719,000","273,099,000","260,865,000","282,300,000","243,971,000","242,661,000","300,044,000","313,165,000","292,447,000","287,829,000","299,053,000","364,183,000","378,159,000","340,359,000","354,455,000","256,978,000","284,895,000","229,204,000","203,052,000","174,507,000","162,255,000","180,265,000","211,209,000","152,242,000","134,751,000","125,130,000","162,609,000","87,177,000","86,914,000","97,190,000","100,857,000","63,987,000","56,064,000","52,291,000","37,227,000","43,896,000","42,726,000","56,145,000","47,121,000","39,643,000","31,163,000","33,983,000","19,298,000","19,326,000","21,088,000","24,658,000","11,697,000","19,989,000","16,041,000","23,621,000","14,359,000","18,023,000","19,571,000","15,261,000","11,314,000","11,028,000","13,967,000","9,893,000","7,849,000","8,944,000","7,888,000","6,604,000","5,162,000",,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","60,692,000","71,559,000","65,966,000","52,498,000","40,840,000","39,174,000","40,831,000","38,377,000","29,811,000","32,043,000","24,765,000","23,051,000","19,370,000","22,078,000","19,164,000","16,184,000","18,187,000","17,004,000","15,963,000","15,265,000","10,944,000","11,339,000","11,376,000","12,870,000","12,178,000","15,942,000","13,850,000","12,824,000","13,364,000","12,599,000","12,462,000","10,418,000","11,441,000","11,343,000","9,197,000","8,145,000","12,774,000","9,056,000","6,334,000","6,822,000","8,185,000","6,447,000"
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","60,692,000","71,559,000","65,966,000","52,498,000","40,840,000","39,174,000","40,831,000","38,377,000","29,811,000","32,043,000","24,765,000","23,051,000","19,370,000","22,078,000","19,164,000","16,184,000","18,187,000","17,004,000","15,963,000","15,265,000","10,944,000","11,339,000","11,376,000","12,870,000","12,178,000","15,942,000","13,850,000","12,824,000","13,364,000","12,599,000","12,462,000","10,418,000","11,441,000","11,343,000","9,197,000","8,145,000","12,774,000","9,056,000","6,334,000","6,822,000","8,185,000","6,447,000"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"614,000",,,,,,"1,592,000",,"5,252,000","1,710,000","812,000"
	TotalNonCurrentAssets,"1,620,007,000","1,655,097,000","1,694,357,000","1,728,324,000","1,756,578,000","1,807,653,000","1,890,210,000","1,914,332,000","1,969,568,000","2,141,323,000","2,174,676,000","2,235,461,000","2,229,364,000","1,651,394,000","1,640,139,000","1,679,637,000","1,672,314,000","1,668,688,000","1,673,523,000","1,727,774,000","1,671,132,000","1,679,178,000","1,658,776,000","1,577,739,000","1,449,341,000","1,370,137,000","1,262,391,000","1,204,322,000","1,113,575,000","545,684,000","514,207,000","495,626,000","473,859,000","448,930,000","274,075,000","263,433,000","253,047,000","253,485,000","236,337,000","227,394,000","226,135,000","229,547,000","228,134,000","144,862,000","133,606,000","119,528,000","106,518,000","102,549,000","102,019,000","97,588,000","96,677,000","95,813,000","94,110,000","91,132,000","87,101,000","84,254,000","77,222,000","68,368,000","64,295,000","56,319,000","50,449,000","44,416,000","35,194,000","26,449,000","24,751,000","21,897,000","22,147,000","14,514,000"
		NetPPE,"1,021,762,000","1,055,590,000","1,071,338,000","1,112,130,000","1,143,437,000","1,195,338,000","1,241,017,000","1,270,895,000","1,309,986,000","1,384,079,000","1,374,726,000","1,401,517,000","1,401,454,000","826,868,000","821,078,000","835,427,000","870,120,000","885,774,000","868,250,000","875,005,000","830,539,000","804,211,000","751,286,000","712,873,000","601,910,000","538,531,000","478,418,000","430,536,000","359,489,000","305,564,000","264,629,000","255,018,000","240,721,000","223,952,000","201,603,000","190,924,000","180,591,000","180,850,000","170,157,000","163,829,000","158,482,000","159,135,000","163,256,000","90,719,000","80,298,000","76,127,000","76,559,000","74,900,000","74,539,000","72,926,000","73,557,000","74,753,000","76,085,000","73,548,000","70,645,000","66,010,000","57,403,000","52,332,000","47,624,000","40,948,000","35,423,000","29,923,000","25,804,000","25,287,000","23,659,000","20,865,000","20,192,000","14,211,000"
			GrossPPE,"1,998,530,000","2,005,013,000","1,071,338,000","1,112,130,000","1,143,437,000","2,078,912,000","1,241,017,000","1,270,895,000","1,309,986,000","2,194,198,000","1,374,726,000","1,401,517,000","1,401,454,000","1,482,463,000","821,078,000","835,427,000","870,120,000","1,412,758,000","868,250,000","875,005,000","830,539,000","1,201,267,000","751,286,000","712,873,000","601,910,000","831,764,000","478,418,000","430,536,000","359,489,000","522,376,000","264,629,000","255,018,000","240,721,000","396,086,000","201,603,000","190,924,000","180,591,000","326,121,000",,,,"273,810,000",,,,"162,906,000",,,,"142,582,000",,,,"120,107,000","102,000,000","97,365,000","88,758,000","83,687,000","66,917,000","60,241,000","54,716,000","49,216,000","36,072,000","35,555,000","33,927,000","31,133,000","28,674,000","18,326,000"
				Properties,"0","0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0","0","0"
				LandAndImprovements,"83,626,000","83,626,000",,,,"83,626,000",,,,"83,626,000",,,,"83,626,000",,,,"83,574,000",,,,"83,574,000",,,,"17,628,000",,,,"17,628,000",,,,"17,628,000",,,,"17,628,000",,,,"17,628,000",,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"48,382,000","48,382,000",,,,"48,382,000",,,,"52,184,000",,,,"48,230,000",,,,"47,625,000",,,,"47,216,000",,,,"47,137,000",,,,"46,419,000",,,,"45,903,000",,,,"42,533,000",,,,"42,141,000",,,,,,,,,,,,,,,,"11,598,000",,,,"6,700,000",,,,"4,058,000","4,062,000","3,162,000"
				MachineryFurnitureEquipment,"914,111,000","903,910,000",,,,"832,133,000",,,,"844,554,000",,,,"765,013,000",,,,"680,872,000",,,,"519,115,000",,,,"400,582,000",,,,"269,389,000",,,,"205,089,000",,,,"166,651,000",,,,"143,694,000",,,,"84,831,000",,,,"77,989,000",,,,"67,319,000",,,,"51,015,000",,,,"34,146,000",,,,"27,051,000","24,560,000","15,112,000"
				OtherProperties,"426,148,000","453,909,000","1,071,338,000","1,112,130,000","1,143,437,000","542,707,000","1,241,017,000","1,270,895,000","1,309,986,000","596,002,000","1,374,726,000","1,401,517,000","1,401,454,000","2,348,000","821,078,000","835,427,000","870,120,000","20,438,000","868,250,000","875,005,000","830,539,000","20,383,000","751,286,000","712,873,000","601,910,000","4,002,000","478,418,000","430,536,000","359,489,000","3,175,000","264,629,000","255,018,000","240,721,000","1,219,000","201,603,000","190,924,000","180,591,000","1,246,000",,,,"970,000",,,,"32,113,000",,,,"27,714,000",,,,"22,342,000",,,,"10,663,000",,,,"24,000",,,,"24,000","52,000","52,000"
				ConstructionInProgress,"64,869,000","52,598,000",,,,"31,217,000",,,,"54,771,000",,,,"136,916,000",,,,"148,488,000",,,,"204,362,000",,,,"147,581,000",,,,"57,677,000",,,,"28,471,000",,,,"23,005,000",,,,"9,160,000",,,,"7,223,000",,,,"12,532,000",,,,"11,910,000",,,,"10,411,000",,,,"8,346,000",,,,,,
				Leases,"461,394,000","462,588,000",,,,"540,847,000",,,,"563,061,000",,,,"446,330,000",,,,"431,761,000",,,,"326,617,000",,,,"214,834,000",,,,"128,088,000",,,,"97,776,000",,,,"75,058,000",,,,"60,217,000",,,,"38,739,000",,,,"24,347,000",,,,"18,536,000",,,,,,,,,,,,,,
			AccumulatedDepreciation,"-976,768,000","-949,423,000",,,,"-883,574,000",,,,"-810,119,000",,,,"-655,595,000",,,,"-526,984,000",,,,"-397,056,000",,,,"-293,233,000",,,,"-216,812,000",,,,"-172,134,000",,,,"-145,271,000",,,,"-114,675,000",,,,"-86,779,000",,,,"-69,656,000",,,,"-46,559,000","-31,355,000","-31,355,000","-31,355,000","-31,355,000","-19,293,000","-19,293,000","-19,293,000","-19,293,000","-10,268,000","-10,268,000","-10,268,000","-10,268,000","-8,482,000","-4,115,000"
		GoodwillAndOtherIntangibleAssets,"502,088,000","506,225,000","509,640,000","511,651,000","510,518,000","515,509,000","530,905,000","525,616,000","526,162,000","586,524,000","579,609,000","588,289,000","588,844,000","588,287,000","595,000,000","597,040,000","611,132,000","602,669,000","607,964,000","640,312,000","633,367,000","627,901,000","645,151,000","650,990,000","662,112,000","660,867,000","671,564,000","675,517,000","682,567,000","149,486,000","152,206,000","154,171,000","154,959,000","146,341,000","3,721,000","3,798,000","3,842,000","4,483,000","4,815,000","5,222,000","4,648,000","5,535,000","2,916,000","3,449,000","3,982,000","3,914,000","4,148,000","4,657,000","5,168,000","5,681,000","6,203,000","6,724,000","5,064,000","5,470,000","5,877,000","5,697,000","6,083,000","6,470,000","6,856,000","7,242,000","7,500,000","7,875,000","8,250,000",,,,,
			Goodwill,"491,508,000","495,215,000","498,166,000","499,541,000","497,970,000","502,214,000","493,631,000","486,868,000","485,672,000","550,178,000","541,798,000","548,762,000","548,735,000","546,494,000","551,208,000","551,160,000","565,201,000","555,674,000","559,318,000","580,446,000","571,381,000","563,591,000","576,903,000","580,301,000","588,895,000","585,181,000","591,872,000","591,771,000","595,492,000","123,256,000","123,356,000","123,395,000","123,388,000","122,244,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"10,580,000","11,010,000","11,474,000","12,110,000","12,548,000","13,295,000","37,274,000","38,748,000","40,490,000","36,346,000","37,811,000","39,527,000","40,109,000","41,793,000","43,792,000","45,880,000","45,931,000","46,995,000","48,646,000","59,866,000","61,986,000","64,310,000","68,248,000","70,689,000","73,217,000","75,686,000","79,692,000","83,746,000","87,075,000","26,230,000","28,850,000","30,776,000","31,571,000","24,097,000","3,721,000","3,798,000","3,842,000","4,483,000","4,815,000","5,222,000","4,648,000","5,535,000","2,916,000","3,449,000","3,982,000","3,914,000","4,148,000","4,657,000","5,168,000","5,681,000","6,203,000","6,724,000","5,064,000","5,470,000","5,877,000","5,697,000","6,083,000","6,470,000","6,856,000","7,242,000","7,500,000","7,875,000","8,250,000",,,,,
		NonCurrentDeferredAssets,"20,141,000","17,812,000","34,543,000","25,046,000","23,796,000","23,930,000","45,995,000","42,589,000","39,576,000","82,379,000","90,860,000","129,403,000","114,705,000","112,420,000","86,436,000","111,746,000","92,607,000","82,801,000","97,147,000","125,358,000","121,108,000","136,862,000","155,592,000","118,053,000","92,230,000","92,157,000","42,866,000","32,387,000","14,104,000","33,570,000","47,602,000","37,706,000","35,538,000","31,094,000","26,766,000","26,642,000","26,281,000","22,606,000","20,544,000","17,128,000","15,461,000","15,885,000","21,268,000","20,225,000","21,041,000","21,275,000","20,516,000","17,993,000","16,950,000","13,908,000","12,078,000","10,071,000","8,825,000","8,687,000","6,703,000","8,377,000","9,547,000","8,173,000","8,447,000","6,692,000","6,023,000","5,180,000","192,000","194,000","99,000",,,
			NonCurrentDeferredTaxesAssets,"20,141,000","17,812,000","34,543,000","25,046,000","23,796,000","23,930,000","45,995,000","42,589,000","39,576,000","82,379,000","90,860,000","129,403,000","114,705,000","112,420,000","86,436,000","111,746,000","92,607,000","82,801,000","97,147,000","125,358,000","121,108,000","136,862,000","155,592,000","118,053,000","92,230,000","92,157,000","42,866,000","32,387,000","14,104,000","33,570,000","47,602,000","37,706,000","35,538,000","31,094,000","26,766,000","26,642,000","26,281,000","22,606,000","20,544,000","17,128,000","15,461,000","15,885,000","21,268,000","20,225,000","21,041,000","21,275,000","20,516,000","17,993,000","16,950,000","13,908,000","12,078,000","10,071,000","8,825,000","8,687,000","6,703,000","8,377,000","9,547,000","8,173,000","8,447,000","6,692,000","6,023,000","5,180,000","192,000","194,000","99,000",,,
		OtherNonCurrentAssets,"76,016,000","75,470,000","78,836,000","79,497,000","78,827,000","72,876,000","72,293,000","75,232,000","93,844,000","88,341,000","129,481,000","116,252,000","124,361,000","123,819,000","137,625,000","135,424,000","98,455,000","97,444,000","100,162,000","87,099,000","86,118,000","110,204,000","106,747,000","95,823,000","93,089,000","78,582,000","69,543,000","65,882,000","57,415,000","57,064,000","49,770,000","48,731,000","42,641,000","47,543,000","41,985,000","42,069,000","42,333,000","45,546,000","40,821,000","41,215,000","47,544,000","48,992,000","40,694,000","30,469,000","28,285,000","18,212,000","5,295,000","4,999,000","5,362,000","5,073,000","4,839,000","4,265,000","4,136,000","3,427,000","3,876,000","4,170,000","4,189,000","1,393,000","1,368,000","1,437,000","1,503,000","1,438,000","948,000","968,000","993,000","1,032,000","1,955,000","303,000"
TotalLiabilitiesNetMinorityInterest,"2,723,878,000","2,902,402,000","2,844,552,000","3,024,799,000","3,144,097,000","3,354,635,000","3,393,205,000","3,579,927,000","3,287,395,000","2,693,444,000","2,480,099,000","2,631,634,000","2,386,265,000","2,228,151,000","2,221,248,000","2,317,240,000","2,246,587,000","1,987,725,000","2,029,669,000","1,870,473,000","1,557,127,000","1,613,431,000","1,762,183,000","1,655,576,000","1,476,807,000","1,200,678,000","1,500,248,000","1,346,678,000","1,163,528,000","744,783,000","723,969,000","723,186,000","490,439,000","524,387,000","430,535,000","398,381,000","297,330,000","340,161,000","320,259,000","315,556,000","246,149,000","282,778,000","308,073,000","227,723,000","166,535,000","178,412,000","181,472,000","146,984,000","136,404,000","145,591,000","138,554,000","134,036,000","119,558,000","156,458,000","155,111,000","126,602,000","102,724,000","110,128,000","123,491,000","82,591,000","62,695,000","74,980,000","68,556,000","61,401,000","50,531,000","52,857,000","110,773,000","89,740,000"
	CurrentLiabilities,"1,298,595,000","1,450,176,000","1,354,538,000","1,361,962,000","1,234,317,000","1,413,276,000","1,448,399,000","1,618,614,000","1,691,502,000","1,422,009,000","1,199,661,000","1,332,641,000","1,094,012,000","1,315,977,000","1,299,739,000","1,338,399,000","1,317,057,000","1,060,375,000","1,100,426,000","936,539,000","627,539,000","685,816,000","857,250,000","709,354,000","605,900,000","478,810,000","848,604,000","591,295,000","448,219,000","421,627,000","490,479,000","480,245,000","387,252,000","426,630,000","332,984,000","303,895,000","206,329,000","252,228,000","253,841,000","251,538,000","182,694,000","183,607,000","209,364,000","172,553,000","136,056,000","149,147,000","152,334,000","122,883,000","111,618,000","120,162,000","115,350,000","108,201,000","97,332,000","133,110,000","129,724,000","99,676,000","81,422,000","95,699,000","118,188,000","77,600,000","57,288,000","71,563,000","64,567,000","56,637,000","45,650,000","47,672,000","74,529,000","79,773,000"
		PayablesAndAccruedExpenses,"878,294,000","1,073,472,000","921,194,000","960,096,000","802,765,000","954,813,000","952,411,000","930,687,000","684,512,000","992,888,000","792,932,000","911,445,000","645,588,000","901,299,000","802,866,000","949,730,000","747,266,000","857,949,000","748,971,000","715,890,000","512,167,000","618,429,000","492,506,000","502,286,000","408,319,000","393,395,000","462,551,000","526,255,000","389,533,000","358,113,000","416,986,000","444,650,000","270,764,000","299,185,000","293,749,000","295,860,000","194,296,000","228,766,000","193,989,000","205,275,000","136,814,000","169,812,000","157,351,000","162,891,000","127,151,000","139,817,000","134,500,000","112,063,000","99,403,000","109,595,000","101,206,000","99,465,000","87,254,000","98,340,000","96,466,000","86,402,000","72,428,000","91,123,000","99,897,000","74,552,000","51,853,000","68,121,000","60,941,000","52,822,000","37,052,000","43,148,000","40,835,000","35,146,000"
			Payables,"560,331,000","613,307,000","532,919,000","613,566,000","490,860,000","575,954,000","643,315,000","664,288,000","417,397,000","618,194,000","483,627,000","607,382,000","377,401,000","560,884,000","499,467,000","691,163,000","470,378,000","561,108,000","482,897,000","483,210,000","294,857,000","409,679,000","254,222,000","332,060,000","184,243,000","200,460,000","274,285,000","375,431,000","252,051,000","210,432,000","273,687,000","334,001,000","166,920,000","165,456,000","184,405,000","217,925,000","127,327,000","143,689,000","112,187,000","145,649,000","95,844,000","100,527,000","103,343,000","118,237,000","88,678,000","84,679,000","90,815,000","81,183,000","68,586,000","68,710,000","59,257,000","70,174,000","61,901,000","72,435,000","63,265,000","57,803,000","48,236,000","55,012,000","67,022,000","54,273,000","35,964,000","42,718,000","38,302,000","38,890,000","24,761,000","31,699,000","29,583,000","20,620,000"
