name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
MarketCap,"3,192,480,681","5,388,245,128","9,000,148,114","12,466,128,733","10,528,764,033","12,410,807,737","12,290,444,949"
EnterpriseValue,"6,203,480,681","10,282,245,128","13,597,976,114","13,044,219,733","9,213,036,033","11,499,635,737","12,290,444,949"
PsRatio,"0.251","0.639","1.995","4.838","5.005","0.897",
PbRatio,"1.36","2.397","3.809","5.156","4.417","7.757",
EnterprisesValueRevenueRatio,"0.499","1.996","3.558","5.756","7.772","15.389","49.382"
EnterprisesValueEBITDARatio,"-62.035","88.64","-142.341","-10,825.079","-76.981","-46.636","-179.885"
