name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,09/30/1994
TotalAssets,"5,685,117,000","5,695,138,000","5,754,072,000","5,237,021,000","5,205,314,000","5,209,417,000","5,204,639,000","5,056,788,000","5,130,709,000","5,138,244,000","4,890,625,000","4,742,613,000","4,726,116,000","4,675,009,000","4,688,411,000","4,652,971,000","4,695,455,000","4,623,791,000","4,560,466,000","4,560,499,000","4,548,816,000","4,561,050,000","4,475,810,000","4,564,362,000","4,514,024,000","4,493,432,000","4,462,695,000","4,039,642,000","4,009,816,000","4,004,909,000","3,895,087,000","3,876,800,000","3,819,993,000","3,807,101,000","3,896,865,000","3,539,583,000","3,420,593,000","3,350,428,000","3,209,885,000","3,144,993,000","3,170,440,000","3,180,992,000","3,171,907,000","2,889,480,000","2,877,229,000","2,871,835,000","2,878,184,000","2,855,112,000","2,855,360,000","2,887,101,000","2,929,765,000","2,906,763,000","2,930,650,000","2,946,170,000","2,984,472,000","2,988,906,000","2,957,818,000","2,926,955,000","2,906,923,000","2,888,302,000","2,850,704,000","2,844,853,000","2,827,706,000","2,824,561,000","2,818,293,000","2,908,978,000","2,905,856,000","3,188,419,000","3,230,936,000","3,239,658,000","3,316,145,000","3,332,662,000","3,508,523,000","3,326,809,000","3,403,522,000","3,362,033,000","3,403,032,000","3,395,369,000","3,518,955,000","3,565,765,000","3,622,100,000","3,648,286,000","3,625,526,000","3,610,015,000","3,604,192,000","3,701,602,000","3,824,836,000","3,883,739,000","4,021,351,000","4,016,197,000","4,120,600,000","4,049,900,000","4,309,100,000","4,314,333,000","4,144,900,000","3,468,900,000","3,131,700,000","2,722,306,000","1,980,200,000","1,737,500,000","1,680,200,000","1,443,440,000","1,380,900,000","972,500,000","632,600,000","621,100,000","617,000,000","461,100,000","455,900,000","211,800,000"
	CurrentAssets,"408,178,000","393,338,000","404,253,000","471,080,000","419,384,000","540,339,000","474,515,000","362,650,000","458,435,000","335,334,000","491,186,000","342,901,000","332,623,000","290,625,000","294,702,000","286,034,000","354,970,000","348,484,000","302,150,000","279,321,000","277,985,000","318,102,000","276,515,000","507,017,000","493,366,000","468,870,000","254,243,000","248,588,000","259,668,000","266,669,000","241,960,000","249,511,000","234,446,000","242,767,000","270,974,000","241,659,000","241,595,000","243,510,000","181,411,000","221,824,000","188,294,000","229,444,000","217,745,000","194,718,000","175,019,000","192,011,000","197,891,000","209,369,000","168,885,000","175,299,000","339,827,000","304,592,000","66,748,000","160,329,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CashCashEquivalentsAndShortTermInvestments,"18,669,000","23,152,000","27,871,000","6,535,000","49,279,000","109,322,000","118,705,000","4,752,000","12,696,000","9,505,000","116,724,000","4,530,000","4,827,000","3,769,000","5,324,000","4,232,000","31,034,000","3,272,000","4,864,000","13,346,000","4,918,000","49,490,000","6,387,000","2,444,000","3,345,000","5,036,000","5,184,000","4,939,000","11,381,000","8,832,000","11,600,000","18,699,000","13,344,000","10,184,000","31,689,000","10,122,000","12,170,000","13,783,000","9,086,000","6,527,000","12,215,000","11,188,000","11,088,000","9,239,000","30,810,000","14,206,000","20,969,000","35,843,000","14,338,000","23,699,000","108,276,000","80,003,000","7,757,000","13,757,000","13,667,000","4,033,000","6,595,000","3,140,000","61,438,000","76,450,000","17,004,000","16,690,000","7,524,000","4,928,000","24,144,000","1,212,000","646,000","117,713,000","127,573,000","24,482,000","20,468,000","11,672,000","17,001,000","18,564,000","13,083,000","13,025,000","19,204,000","11,017,000","13,998,000","14,194,000","3,863,000","576,000","53,148,000","30,113,000","46,119,000","104,780,000","29,906,000","44,507,000","23,783,000","34,496,000",,,,"31,445,000",,,,"10,146,000",,,,"11,070,000",,,,,,,,
			CashAndCashEquivalents,"18,669,000","23,152,000","27,871,000","6,535,000","49,279,000","109,322,000","118,705,000","4,752,000","12,696,000","9,505,000","116,724,000","4,530,000","4,827,000","3,769,000","5,324,000","4,232,000","31,034,000","3,272,000","4,864,000","13,346,000","4,918,000","49,490,000","6,387,000","2,444,000","3,345,000","5,036,000","5,184,000","4,939,000","11,381,000","8,832,000","11,600,000","18,699,000","13,344,000","10,184,000","31,689,000","10,122,000","12,170,000","13,783,000","9,086,000","6,527,000","12,215,000","11,188,000","11,088,000","9,239,000","30,810,000","14,206,000","20,969,000","35,843,000","14,338,000","23,699,000","42,069,000","13,372,000","7,757,000","13,757,000","13,667,000","4,033,000","6,595,000","3,140,000","3,468,000","16,839,000","17,004,000","16,690,000","7,524,000","4,928,000","24,144,000","1,212,000","646,000","44,210,000","55,342,000","24,482,000","20,468,000","11,672,000","17,001,000","18,564,000","13,083,000","13,025,000","19,204,000","11,017,000","13,998,000","14,194,000","3,863,000","576,000","53,148,000","30,113,000","46,119,000","104,780,000","29,906,000","44,507,000","23,783,000","34,496,000",,,,"31,445,000",,,,"10,146,000",,,,"11,070,000",,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66,207,000","66,631,000",,,,,,,"57,970,000","59,611,000",,,,,,,,"73,503,000","72,231,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"294,224,000","283,553,000","285,786,000","284,794,000","288,161,000","288,210,000","282,573,000","281,038,000","267,484,000","261,596,000","260,127,000","265,900,000","253,743,000","251,639,000","247,957,000","238,387,000","235,799,000","231,544,000","219,455,000","210,367,000","202,473,000","199,034,000","203,784,000","199,215,000","191,896,000","181,565,000","186,189,000","184,325,000","190,119,000","203,710,000","177,049,000","174,036,000","166,727,000","178,853,000","181,364,000","173,591,000","172,663,000","165,537,000","150,747,000","152,633,000","155,326,000","154,703,000","144,487,000","141,227,000","137,700,000","133,195,000","132,369,000","127,611,000","109,803,000","106,812,000","104,989,000","103,144,000","20,195,000","107,268,000","106,920,000","114,413,000","100,533,000","103,174,000","104,021,000","100,353,000","69,920,000","23,347,000","21,759,000","21,431,000","20,021,000","24,201,000","17,558,000","16,535,000","14,141,000","85,223,000","75,769,000","72,529,000","65,469,000","93,639,000","64,162,000","65,605,000","63,185,000","48,777,000","68,518,000","64,830,000","71,631,000","72,737,000","69,570,000","67,941,000","60,385,000","63,298,000","63,180,000","61,326,000","61,738,000","58,798,000",,,,"55,142,000",,,,"30,734,000",,,,"15,224,000",,,,,,,,
			AccountsReceivable,"293,021,000","282,326,000","284,539,000","283,530,000","286,869,000","286,869,000","281,183,000","279,598,000","265,995,000","260,095,000","258,585,000","264,317,000","252,120,000","246,040,000","242,298,000","232,460,000","229,641,000","225,119,000","212,666,000","203,617,000","194,686,000","190,201,000","194,259,000","189,244,000","182,235,000","179,469,000","184,057,000","178,390,000","175,982,000","190,594,000","166,548,000","163,896,000","156,699,000","152,444,000","155,073,000","148,008,000","147,191,000","140,065,000","21,144,000","21,882,000","27,108,000","30,093,000","23,443,000","22,952,000","21,365,000","20,716,000","22,426,000","20,440,000","22,792,000","21,069,000","19,847,000","18,050,000","16,748,000","23,687,000","23,755,000","32,121,000","20,782,000","23,521,000","27,263,000","23,662,000","24,830,000","23,347,000","21,759,000","21,431,000","20,021,000","24,201,000","17,558,000","16,535,000","14,141,000","15,423,000","14,896,000","14,253,000","10,737,000","17,827,000","12,570,000","13,902,000","12,723,000","13,578,000","18,327,000","15,423,000","20,513,000","23,659,000","22,137,000","22,795,000","18,389,000","24,003,000","23,765,000","20,018,000","22,226,000","22,847,000",,,,"27,948,000",,,,"17,701,000",,,,"9,039,000",,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,"260,095,000",,,,"247,847,000","244,293,000","234,061,000","231,334,000","226,691,000","213,494,000","204,198,000",,"191,517,000","195,753,000","190,577,000","183,706,000","180,654,000","186,885,000","180,899,000","178,159,000","192,508,000","168,557,000","166,084,000","159,229,000","155,155,000","157,782,000","150,326,000","150,148,000","143,842,000","24,581,000","25,144,000","30,643,000","33,641,000","27,024,000",,"25,136,000","24,311,000","25,583,000","23,766,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,"-1,807,000","-1,995,000","-1,601,000","-1,693,000","-1,572,000","-828,000","-581,000",,"-1,316,000","-1,494,000","-1,333,000","-1,471,000","-1,185,000","-2,828,000","-2,509,000","-2,177,000","-1,914,000","-2,009,000","-2,188,000","-2,530,000","-2,711,000","-2,709,000","-2,318,000","-2,957,000","-3,777,000","-3,437,000","-3,262,000","-3,535,000","-3,548,000","-3,581,000",,"-3,771,000","-3,595,000","-3,157,000","-3,326,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,"1,203,000","1,227,000","1,247,000","1,264,000","1,292,000","1,341,000","1,390,000","1,440,000","1,489,000",,,,,,,,,,,,"7,787,000",,,,,,,,,,,,,,,,,,,,"17,241,000",,,,"19,408,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
