name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
OperatingCashFlow,"-384,306,000","-97,735,000","-84,093,000","-85,184,000","-117,294,000","-120,749,000","-49,397,000","-68,207,000","-67,797,000","-105,358,000","-93,611,000","-85,589,000","-88,151,000","-103,271,000","-74,187,000","-63,839,000","-67,395,000","-99,000,000","-74,454,000","-77,715,000","-58,989,000","-74,074,000","-51,223,000","-49,030,000","157,824,000","-19,009,000","-30,529,000","-24,815,000","3,980,000","-25,585,000","-7,775,000","-23,467,000","-1,071,000","-27,040,000","-13,617,000","-14,980,000","-15,822,000","-11,981,000","-11,629,000","-11,399,000","-10,546,000","-15,974,000"
	CashFlowFromContinuingOperatingActivities,"-321,595,000","-97,735,000","-79,991,000","-74,866,000","-69,003,000","-90,226,000","-49,397,000","-68,207,000","-67,797,000","-105,358,000","-93,611,000","-85,589,000","-88,151,000","-103,271,000","-74,187,000","-63,839,000","-67,395,000","-99,000,000","-74,454,000","-77,715,000","-58,989,000","-74,074,000","-51,223,000","-49,030,000","157,824,000","-19,009,000","-30,529,000","-24,815,000","3,980,000","-25,585,000","-7,775,000","-23,467,000","-1,071,000","-27,040,000","-13,617,000","-14,980,000","-15,822,000","-11,981,000","-11,629,000","-11,399,000","-10,546,000","-15,974,000"
		NetIncomeFromContinuingOperations,"-360,407,000","-94,774,000","-98,584,000","-84,259,000","-82,790,000","-90,877,000","-97,657,000","-98,979,000","-90,478,000","-40,256,000","-102,350,000","-106,173,000","-109,871,000","-93,078,000","-91,794,000","-94,664,000","-68,745,000","-90,825,000","-88,285,000","-77,137,000","-83,082,000","-66,166,000","-56,486,000","-62,834,000","-55,953,000","-23,198,000","-40,622,000","-40,256,000","-31,897,000","-4,957,000","-26,664,000","3,704,000","-18,296,000","-12,248,000","-12,382,000","-11,177,000","-8,620,000","-7,228,000","-5,313,000","-4,645,000","-5,513,000","-4,631,000"
		OperatingGainsLosses,,,"3,000","-3,000",,,,,,,"586,000",,,,"40,000","0",,,"0","0","0","40,000",,,,,,,,,,,,,,,,"-15,000",,,,"-5,000"
			GainLossOnSaleOfPPE,,,"3,000","-3,000",,,"0",,,,"586,000","466,000",,,"40,000","0",,,"0","0","0","40,000",,,,,,,,,,,,,,,,"0",,,,"0"
		DepreciationAmortizationDepletion,"9,239,000","2,478,000","2,202,000","2,209,000","2,350,000","2,479,000","2,677,000","2,401,000","2,432,000","2,474,000","1,963,000","2,082,000","2,037,000","2,005,000","1,911,000","1,797,000","1,739,000","1,725,000","1,654,000","1,614,000","1,573,000","1,591,000","1,722,000","1,436,000","1,304,000","1,246,000","1,145,000","1,047,000","780,000","370,000","362,000","346,000","327,000","332,000","340,000","377,000","374,000","349,000","323,000","319,000","273,000","264,000"
			DepreciationAndAmortization,"9,239,000","2,478,000","2,202,000","2,209,000","2,350,000","2,479,000","2,677,000","2,401,000","2,432,000","2,474,000","1,963,000","2,082,000","2,037,000","2,005,000","1,911,000","1,797,000","1,739,000","1,725,000","1,654,000","1,614,000","1,573,000","1,591,000","1,722,000","1,436,000","1,304,000","1,246,000","1,145,000","1,047,000","780,000","370,000","362,000","346,000","327,000","332,000","340,000","377,000","374,000","349,000","323,000","319,000","273,000","264,000"
				Depreciation,,,,,,,,"2,401,000","2,432,000","2,474,000",,"2,082,000","2,037,000","2,005,000","1,911,000","1,797,000","1,739,000","1,725,000","1,654,000","1,614,000","1,573,000","1,591,000","1,722,000","1,436,000","1,304,000","1,246,000","1,145,000","1,047,000","780,000","370,000","362,000","346,000","327,000","332,000","340,000","377,000","374,000","349,000","323,000","319,000","273,000","264,000"
		DeferredTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,842,000","0","0","0","1,918,000","1,472,000","1,812,000","1,505,000"
			DeferredIncomeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,842,000","0","0","0","1,918,000","1,472,000","1,812,000","1,505,000"
