name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015
OperatingCashFlow,"122,491,000","14,552,000","55,325,000","44,576,000","8,038,000","27,528,000","15,419,000","-26,625,000","96,400,000","231,000","16,025,000","147,362,000","48,219,000","49,494,000","127,631,000","114,426,000","78,499,000","30,702,000","80,002,000","69,546,000","-38,728,000","84,289,000","-22,524,000","-11,339,000","-3,681,000","-3,164,000","8,138,000"
	CashFlowFromContinuingOperatingActivities,"122,491,000","14,552,000","55,325,000","44,576,000","8,038,000","27,528,000","15,419,000","-26,625,000","96,400,000","231,000","16,025,000","147,362,000","48,219,000","49,494,000","127,631,000","114,426,000","78,499,000","30,702,000","80,002,000","69,546,000","-38,728,000","84,289,000","-22,524,000","-11,339,000","-3,681,000","-3,164,000","8,138,000"
		NetIncomeFromContinuingOperations,"-153,868,000","-5,480,000","-56,537,000","-39,379,000","-52,472,000","-38,616,000","-48,231,000","-49,025,000","-65,835,000","2,417,000","-18,408,000","18,840,000","40,523,000","33,909,000","33,936,000","66,369,000","94,741,000","53,987,000","57,681,000","63,663,000","39,035,000","8,122,000","-4,419,000","-17,505,000","-16,788,000","-21,848,000","-10,287,000"
		OperatingGainsLosses,"6,171,000","4,672,000","1,855,000","-79,000","-277,000","-720,000","109,000","-752,000","334,000","-102,000","1,359,000","-124,000","143,000","1,223,000","-5,608,000","701,000","485,000","80,000","160,000","21,000","10,000","-43,000","-2,646,000","-42,000",,,"10,000"
			GainLossOnSaleOfPPE,"6,171,000","4,672,000","1,855,000","-79,000","-277,000","-720,000","109,000","-752,000","334,000","-102,000","1,359,000","-124,000","143,000","1,223,000","-5,608,000","701,000","485,000","80,000","160,000","21,000","10,000","-43,000","-2,646,000","-42,000","15,000","0","10,000"
		DepreciationAmortizationDepletion,"275,300,000","74,588,000","71,635,000","65,852,000","63,225,000","62,045,000","45,826,000","44,496,000","44,931,000","44,831,000","44,300,000","42,324,000","40,368,000","38,387,000","34,183,000","32,305,000","30,606,000","28,016,000","25,642,000","24,164,000","17,521,000","14,146,000","11,161,000","10,864,000","9,753,000","9,584,000","9,624,000"
			DepreciationAndAmortization,,,,"65,852,000","63,225,000","62,045,000","45,826,000","44,496,000","44,931,000","44,831,000","44,300,000","42,324,000","40,368,000","38,387,000","34,183,000","32,305,000","30,606,000","28,016,000","25,642,000","24,164,000","17,521,000","14,146,000","11,161,000","10,864,000","9,753,000","9,584,000","9,624,000"
		DeferredTax,"-150,000","4,165,000","-11,832,000","-4,947,000","12,464,000","-9,645,000","-3,848,000","-10,056,000","-11,062,000","-37,000","14,092,000","2,299,000",,,"5,242,000","6,799,000",,,,,,,,,,,
			DeferredIncomeTax,"-150,000","4,165,000","-11,832,000","-4,947,000","12,464,000","-9,645,000","-3,848,000","-10,056,000","-11,062,000","-37,000","14,092,000","2,299,000",,,"5,242,000","6,799,000",,,,,,,,,,,
		AssetImpairmentCharge,,,"0",,,"0","317,000","0","96,000","674,000","1,304,000","649,000",,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,"0","0","745,000","0","199,000","0","2,155,000","2,523,000",,,,,"0",,,,"0","0",,,"0","0",,,"7,887,000"
		StockBasedCompensation,"21,812,000","6,813,000","4,855,000","4,245,000","5,899,000","4,947,000","4,245,000","4,487,000","4,283,000","4,124,000","3,599,000","3,542,000","3,571,000","2,880,000","2,328,000","1,926,000",,,,,,,,,,,
		OtherNonCashItems,"4,614,000","869,000","1,260,000","1,642,000","843,000","1,550,000","1,551,000","1,244,000","1,667,000","543,000","-1,607,000","1,409,000","3,591,000","-3,465,000","589,000","574,000","558,000","2,310,000","632,000","1,399,000","171,000","109,000","72,000","145,000","108,000","305,000","116,000"
		ChangeInWorkingCapital,"-32,133,000","-71,075,000","44,089,000","17,242,000","-22,389,000","7,967,000","15,251,000","-17,019,000","119,831,000","-54,742,000","-29,667,000","78,423,000","-46,872,000","-23,440,000","56,961,000","5,752,000","-60,923,000","-53,691,000","-4,113,000","-19,701,000","-95,724,000","61,955,000","-26,692,000","-4,801,000","3,231,000","8,795,000","788,000"
			ChangeInReceivables,"-175,454,000","-106,389,000","31,140,000","20,157,000","-120,362,000","-21,077,000","-41,141,000","-75,885,000","264,950,000","-85,238,000","3,495,000","104,524,000","-40,745,000","-73,276,000","78,982,000","18,058,000","-50,323,000","-34,739,000","8,956,000","-31,413,000","-111,082,000","3,310,000","-46,307,000","-25,540,000","14,904,000","13,978,000","11,747,000"
				ChangesInAccountReceivables,"-175,454,000","-106,389,000","31,140,000","20,157,000","-120,362,000","-21,077,000","-41,141,000","-75,885,000","264,950,000","-85,238,000","3,495,000","85,536,000","-29,333,000","-65,700,000","78,982,000","-41,379,000","-6,121,000","-19,504,000","4,089,000","-17,553,000","-93,976,000","7,260,000","-26,435,000","-16,618,000","10,152,000","16,423,000","-2,084,000"
			ChangeInInventory,"-19,145,000","-5,030,000","-17,734,000","3,708,000","-89,000","-10,497,000","-8,651,000","4,178,000","6,353,000","257,000","-2,865,000","-826,000","-12,461,000","-14,324,000","-909,000","6,538,000","-5,691,000","-4,548,000","-13,684,000","-3,064,000","-6,932,000","-3,959,000","-414,000","-5,372,000","-6,745,000","844,000","5,163,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,"-1,072,000","-7,611,000","-3,161,000","-20,927,000","3,261,000","-3,888,000","-3,913,000","-8,071,000",,,"-370,000","514,000",
