name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021
MarketCap,"452,578,242","411,853,645","569,651,770","518,732,995","717,717,572"
EnterpriseValue,"402,358,242","331,714,645","482,405,770","416,139,995","742,581,572"
PsRatio,"7.576","5.383","11.016","10.768","15.819"
PbRatio,"4.247","3.396","4.17","3.511",
EnterprisesValueRevenueRatio,"6.751","19.635","29.856","30.88","56.811"
EnterprisesValueEBITDARatio,"-9.383","-23.679","-30.979","-43.253","-201.843"
