name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012
OperatingCashFlow,"44,577,000","5,162,000","10,975,000","-318,000","28,758,000","-6,920,000","-20,518,000","-34,977,000","-52,194,000","15,432,000","21,033,000","4,322,000","21,886,000","15,342,000","17,099,000","14,478,000","14,262,000","10,518,000","23,472,000","6,244,000","20,465,000","2,737,000","15,742,000","8,841,000","7,857,000","-1,013,000","10,034,948","31,442,271","-334,412","-840,807","-127,782","-189,168","-261,803","-186,051","-173,648","-277,450","-142,999","-1,550","-1,643","-1,701","0","-168"
	CashFlowFromContinuingOperatingActivities,"44,577,000","5,162,000","10,975,000","-318,000","28,758,000","-6,920,000","-20,518,000","-34,977,000","-52,194,000","15,432,000","21,033,000","4,322,000","21,886,000","15,342,000","17,099,000","14,478,000","14,262,000","10,518,000","23,472,000","6,244,000","20,465,000","2,737,000","15,742,000","8,841,000","7,857,000","-1,013,000","10,034,948","31,442,271","-334,412","-840,807","-127,782","-189,168","-261,803","-186,051","-173,648","-277,450","-142,999","-1,550","-1,643","-1,701","0","-168"
		NetIncomeFromContinuingOperations,"-127,453,000","-42,148,000","-26,274,000","-23,299,000","-35,732,000","-33,863,000","-30,211,000","-27,535,000","-39,923,000","-2,471,000","92,000","2,726,000","851,000","15,079,000","-4,553,000","5,345,000","-157,000","10,917,000","-15,020,000","9,443,000","-2,577,000","625,000","-8,361,000","7,447,000","-4,494,000","10,467,000","-442,041","22,367,897","-773,573","-1,410,283","-267,329","-239,365","-263,633","-241,981","-248,249","-272,746","-195,625","-4,400","-2,499","-1,701","0","-568"
		OperatingGainsLosses,"1,205,000","-130,000","100,000","1,434,000","-199,000","-70,000","-1,451,000","-988,000","3,879,000","3,443,000","-1,275,000","2,338,000","-501,000","-656,000","745,000","-162,000","1,141,000","451,000","-97,000","-941,000","140,000","-246,000","1,248,000","5,000","357,000","-71,000","86,533",,,,,,,,,,,,,,,
			NetForeignCurrencyExchangeGainLoss,"1,205,000","-130,000","100,000","1,434,000","-199,000","-70,000","-1,562,000","-988,000","3,879,000","3,443,000","-1,275,000","2,338,000","-501,000","-656,000","745,000","-162,000","1,141,000","451,000","-97,000","-941,000","140,000","-246,000","429,000","5,000","357,000","-71,000","86,533",,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"42,469,000","11,169,000","13,757,000","9,325,000","8,218,000","8,246,000","8,256,000","8,533,000","8,603,000","6,741,000","7,261,000","6,233,000","6,182,000","6,188,000","5,706,000","5,024,000","4,993,000","5,045,000","5,339,000","4,354,000","3,895,000","3,763,000","3,897,000","5,080,000","4,869,000","4,574,000","3,309,281",,,,,,,,,,,,,,,
			DepreciationAndAmortization,"42,469,000","11,169,000","13,757,000","9,325,000","8,218,000","8,246,000","8,256,000","8,533,000","8,603,000","6,741,000","7,261,000","6,233,000","6,182,000","6,188,000","5,706,000","5,024,000","4,993,000","5,045,000","5,339,000","4,354,000","3,895,000","3,763,000","3,897,000","5,080,000","4,869,000","4,574,000","3,309,281",,,,,,,,,,,,,,,
				Depreciation,"42,469,000","11,169,000","13,757,000","9,325,000","8,218,000","8,246,000","8,256,000","8,533,000","8,603,000","6,741,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"1,819,000","-149,000","1,815,000","2,510,000","-2,357,000","-2,801,000","-2,102,000","-2,893,000","-2,989,000","-1,828,000","-2,691,000","8,283,000","-241,000","-3,865,000","-2,310,000","2,501,000","-195,000","347,000","10,353,000","819,000","-763,000","-2,073,000","383,000","-590,000","-1,087,000","-2,032,000","-3,798,001",,,,,,,,,,,,,,,
			DeferredIncomeTax,"1,819,000","-149,000","1,815,000","2,510,000","-2,357,000","-2,801,000","-2,102,000","-2,893,000","-2,989,000","-1,828,000","-2,691,000","8,283,000","-241,000","-3,865,000","-2,310,000","2,501,000","-195,000","347,000","10,353,000","819,000","-763,000","-2,073,000","383,000","-590,000","-1,087,000","-2,032,000","-3,798,001",,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,"727,000","727,000","727,000","1,291,000","1,292,000","1,271,000","1,279,000","-711,000","2,142,000","1,341,000","1,279,000","1,569,314",,,,,,,,,,,,,,,
		AssetImpairmentCharge,"9,004,000","9,004,000",,,,,,,,,"0","0","0","0","0","0","129,000","359,000",,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"5,780,000","1,828,000","1,417,000","1,406,000","1,129,000","1,611,000","477,000","310,000","703,000","898,000","902,000","917,000","1,001,000","753,000","1,149,000","1,271,000","1,119,000","866,000","1,163,000","3,057,000","2,205,000","4,202,000","1,429,000","1,360,000","1,287,000","1,335,000","1,271,831",,,,,,,,,,,,,,,
