name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
TotalRevenue,"2,251,792,000","597,346,000","643,057,000","540,074,000","471,315,000","268,319,000","244,517,000","236,916,000","213,665,000","190,995,000","233,191,000","238,683,000","197,780,000","110,141,000","124,129,000","140,255,000","142,642,000","79,893,000","95,754,000","109,479,000","104,935,000","59,868,000","66,782,000","81,064,000","77,714,000","41,636,000"
	OperatingRevenue,"2,251,792,000","597,346,000","643,057,000","540,074,000","471,315,000","268,319,000","244,517,000","236,916,000","213,665,000","190,995,000","233,191,000","238,683,000","197,780,000","110,141,000","124,129,000","140,255,000","142,642,000","79,893,000","95,754,000","109,479,000","104,935,000","58,371,000","66,782,000","81,064,000","77,714,000","40,358,000"
CostOfRevenue,"1,817,792,000","524,808,000","535,033,000","412,772,000","345,179,000","225,961,000","164,397,000","143,844,000","167,626,000","178,116,000","193,566,000","185,306,000","149,434,000","107,388,000","97,920,000","97,950,000","97,429,000","74,197,000","66,583,000","70,166,000","67,975,000","53,492,000","45,497,000","50,147,000","50,303,000","38,505,000"
GrossProfit,"434,000,000","72,538,000","108,024,000","127,302,000","126,136,000","42,358,000","80,120,000","93,072,000","46,039,000","12,879,000","39,625,000","53,377,000","48,346,000","2,753,000","26,209,000","42,305,000","45,213,000","5,696,000","29,171,000","39,313,000","36,960,000","6,376,000","21,285,000","30,917,000","27,411,000","3,131,000"
OperatingExpense,"588,850,000","151,948,000","133,254,000","147,196,000","156,453,000","76,871,000","54,481,000","56,063,000","50,465,000","70,309,000","46,436,000","45,941,000","60,767,000","70,205,000","38,715,000","39,016,000","42,756,000","42,870,000","31,540,000","29,066,000","32,688,000","34,498,000","26,708,000","25,254,000","26,072,000","27,494,000"
	SellingGeneralAndAdministration,"410,170,000","102,308,000","89,360,000","103,538,000","114,965,000","49,193,000","30,871,000","33,611,000","32,504,000","50,035,000","27,092,000","27,140,000","44,704,000","54,649,000","25,023,000","24,706,000","29,723,000","30,108,000","20,253,000","17,583,000","22,598,000","24,826,000","17,859,000","15,473,000","18,012,000","19,596,000"
		GeneralAndAdministrativeExpense,"239,890,000","58,966,000","66,963,000","54,395,000","59,567,000","37,391,000","23,601,000","21,190,000","23,022,000","24,327,000","18,993,000","18,779,000","17,654,000","21,448,000","16,968,000","16,470,000","15,288,000","16,772,000","14,181,000","11,995,000","12,466,000","14,367,000","12,421,000","10,037,000","9,526,000","10,385,000"
			OtherGandA,"239,890,000","58,966,000","66,963,000","54,395,000","59,567,000","37,391,000","23,601,000","21,190,000","23,022,000","24,327,000","18,993,000","18,779,000","17,654,000","21,448,000","16,968,000","16,470,000","15,288,000","16,772,000","14,181,000","11,995,000","12,466,000","14,367,000","12,421,000","10,037,000","9,526,000","10,385,000"
		SellingAndMarketingExpense,"170,280,000","43,342,000","22,397,000","49,143,000","55,398,000","11,802,000","7,270,000","12,421,000","9,482,000","25,708,000","8,099,000","8,361,000","27,050,000","33,201,000","8,055,000","8,236,000","14,435,000","13,336,000","6,072,000","5,588,000","10,132,000","10,459,000","5,438,000","5,436,000","8,486,000","9,211,000"
	ResearchAndDevelopment,"178,680,000","49,640,000","43,894,000","43,658,000","41,488,000","27,678,000","23,610,000","22,452,000","17,961,000","20,274,000","19,344,000","18,801,000","16,063,000","15,556,000","13,692,000","14,310,000","13,033,000","12,762,000","11,287,000","11,483,000","10,090,000","9,672,000","8,849,000","9,781,000","8,060,000","7,898,000"
