name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
TotalRevenue,"246,171,000","115,874,000","42,320,000","39,853,000","48,124,000","41,249,000","49,916,000","49,928,000","41,938,000","46,020,000","48,258,000","41,147,000","56,702,000","49,785,000","56,054,000","51,337,000","59,296,000","46,626,000","46,785,000","63,021,000","50,108,000","76,793,000","81,141,000","37,833,000","40,918,000","29,591,000","18,181,000","5,736,000","6,002,000","36,309,000","5,600,000","2,810,793","5,791,876","5,004,766","5,491,565","4,639,974","5,075,029","2,480,834","1,483,066"
	OperatingRevenue,"246,171,000","115,874,000","42,320,000","39,853,000","48,124,000","41,249,000","49,916,000","49,928,000","41,938,000","46,020,000","48,258,000","41,147,000","56,702,000","49,785,000","56,054,000","51,337,000","59,296,000","46,626,000","46,785,000","63,021,000","50,108,000","76,793,000","81,141,000","37,833,000","40,918,000","29,591,000","18,181,000","5,736,000","6,002,000","36,309,000","5,600,000","2,810,793","2,291,876","4,739,766","5,491,565","4,639,974","5,075,029","2,480,834","1,483,066"
CostOfRevenue,"59,080,000","27,755,000","12,309,000","8,259,000","10,757,000","10,855,000","12,541,000","11,986,000","13,135,000","7,803,000","11,591,000","14,922,000","21,284,000","13,100,000","18,557,000","12,991,000","18,559,000","11,808,000","13,706,000","11,665,000","13,820,000","17,994,000","18,819,000","10,425,000","11,473,000","14,589,000","2,598,000","3,753,000","3,348,000","5,948,000","4,489,000","2,174,564","1,555,711","3,359,532","4,624,193","2,931,488","2,925,046","1,313,135","211,156"
GrossProfit,"187,091,000","88,119,000","30,011,000","31,594,000","37,367,000","30,394,000","37,375,000","37,942,000","28,803,000","38,217,000","36,667,000","26,225,000","35,418,000","36,685,000","37,497,000","38,346,000","40,737,000","34,818,000","33,079,000","51,356,000","36,288,000","58,799,000","62,322,000","27,408,000","29,445,000","15,002,000","15,583,000","1,983,000","2,654,000","30,361,000","1,111,000","636,229","4,236,165","1,645,234","867,372","1,708,486","2,149,983","1,167,699","1,271,910"
OperatingExpense,"120,720,000","28,290,000","24,112,000","41,771,000","26,547,000","34,167,000","27,582,000","22,525,000","25,094,000","34,182,000","33,770,000","28,709,000","26,185,000","24,516,000","21,335,000","19,853,000","31,252,000","32,513,000","22,760,000","25,623,000","30,386,000","26,103,000","34,036,000","15,100,000","15,789,000","17,649,000","14,390,000","12,371,000","10,989,000","10,271,000","7,676,000","9,742,361","7,218,563","5,248,250","3,932,826","4,239,771","890,232","5,473,814","4,149,385"
	SellingGeneralAndAdministration,"77,625,000","22,182,000","20,325,000","18,482,000","16,636,000","19,879,000","18,187,000","17,697,000","17,959,000","24,755,000","22,464,000","18,537,000","17,228,000","18,141,000","15,476,000","13,878,000","15,987,000","15,193,000","13,316,000","16,669,000","23,702,000","18,578,000","17,386,000","11,893,000","12,060,000","10,973,000","5,608,000","5,460,000","5,111,000","3,986,000","3,690,000","3,854,273","2,673,405","1,454,461","1,343,861","820,125","-742,048","2,948,813","1,930,770"
		GeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,"15,001,000",,,,,,,,,,,,,,"2,673,405",,,,"-742,048",,
			OtherGandA,,,,,,,,,,,,,,,,,,,"15,001,000",,,,,,,,,,,,,,"2,673,405",,,,"-742,048",,
	ResearchAndDevelopment,"43,095,000","6,108,000","3,787,000","23,289,000","9,911,000","14,288,000","9,395,000","4,828,000","7,135,000","9,427,000","11,306,000","10,172,000","8,957,000","6,375,000","5,859,000","5,975,000","15,265,000","17,320,000","9,444,000","8,954,000","6,684,000","7,525,000","16,650,000","3,207,000","3,729,000","6,676,000","8,782,000","6,911,000","5,878,000","6,285,000","3,986,000","5,888,088","4,545,158","3,793,789","2,588,965","3,419,646","1,632,280","2,525,001","2,218,615"
OperatingIncome,"66,371,000","59,829,000","5,899,000","-10,177,000","10,820,000","-3,773,000","9,793,000","15,417,000","3,709,000","4,035,000","2,897,000","-2,484,000","9,233,000","12,169,000","16,162,000","18,493,000","9,485,000","2,305,000","10,319,000","25,733,000","5,902,000","32,696,000","28,286,000","12,308,000","13,656,000","-2,647,000","1,193,000","-10,388,000","-8,335,000","20,090,000","-6,565,000","-9,106,132","-2,982,398","-3,603,016","-3,065,454","-2,531,285","1,259,751","-4,306,115","-2,877,475"
NetNonOperatingInterestIncomeExpense,"-900,000","-212,000","-230,000","-199,000","-259,000","-387,000","-393,000","-443,000","-636,000","-543,000","-239,000","-58,000","-28,000","-192,000","-496,000","-734,000","-700,000","-648,000","-503,000","-492,000","-26,000","-24,000","6,000","23,000","27,000","20,000","1,000","3,000","5,000","6,000","0","2,597","13,014","6,125","1,264","1,056","-489,899","-500,648","-503,713"
	InterestIncomeNonOperating,"679,000","154,000","165,000","197,000","163,000","35,000","20,000","46,000","150,000","346,000","468,000","570,000","637,000","494,000","122,000","9,000","1,000","27,000","39,000","35,000","14,000","3,000","8,000","26,000","30,000","21,000","3,000","8,000","8,000","7,000","1,000","4,353","17,826","7,557","1,264","1,056","1,036","482","638"
	InterestExpenseNonOperating,"1,579,000","366,000","395,000","396,000","422,000","422,000","413,000","489,000","786,000","889,000","707,000","628,000","665,000","686,000","618,000","743,000","701,000","675,000","542,000","527,000","40,000","27,000","2,000","3,000","3,000","1,000","2,000","5,000","3,000","1,000","1,000","1,756","4,812","1,432","0","0","452,368","472,205","475,426"
	TotalOtherFinanceCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","38,567","28,925","28,925"
OtherIncomeExpense,"-13,699,000","-1,957,000","-4,445,000","-2,284,000","-5,013,000","5,500,000","1,987,000","-6,049,000","2,300,000","-6,500,000","700,000",,,,"-432,000","-91,000","-9,302,000",,"123,000","-783,000","0","0","0","0","0","1,750,000","0","-3,000","0","0","0","-8","35,305","-382,345","-190,952","3,013,558","-15,276","2,870","-356,189"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"582",,"-382,630","-190,952","-1,036,694","-15,608",,
	SpecialIncomeCharges,,,,,,,,,,,"0","0","0",,"-432,000","-91,000","-9,302,000",,"123,000","-783,000","0","0","0","0","0","1,750,000","0","0","0","0","0","0","35,305","-382,345","0","1,020,459","1,502,906","-353,319","0"
		RestructuringAndMergernAcquisition,,,,,,,,,,,"0","0","0",,"432,000","91,000","6,598,000",,"-1,773,000","-6,452,000",,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,"0","0","0",,"0","0","2,704,000",,"0","7,235,000",,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,"1,650,000","-6,452,000",,,,,,,,,,,,,"-35,305","382,345","190,952","-1,020,459","-1,502,906","353,319","356,189"
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,"0","1,750,000",,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-13,699,000","-1,957,000","-4,445,000","-2,284,000","-5,013,000","5,500,000","1,987,000","-6,049,000","2,300,000","-6,500,000","700,000",,,,,,"790,000",,,,,,,,,,,,,,,"-590","35,305","285",,"0","332","2,870",
PretaxIncome,"51,772,000","57,660,000","1,224,000","-12,660,000","5,548,000","1,340,000","11,387,000","8,925,000","5,373,000","-3,008,000","3,358,000","-2,542,000","9,205,000","11,977,000","15,234,000","17,668,000","-517,000","1,657,000","9,939,000","24,458,000","5,876,000","32,672,000","28,292,000","12,331,000","13,683,000","-877,000","1,194,000","-10,385,000","-8,330,000","20,096,000","-6,565,000","-9,103,543","-2,934,079","-3,979,236","-3,255,142","483,329","754,576","-4,803,893","-3,381,188"
TaxProvision,"15,920,000","13,602,000","7,420,000","-7,038,000","1,936,000","1,761,000","3,330,000","1,866,000","5,629,000","-137,000","2,353,000","-152,000","2,480,000","3,004,000","2,644,000","3,628,000","-3,176,000","-959,000","854,000","9,027,000","1,373,000","9,748,000","-29,009,000","379,000","584,000","19,000","-25,000","-218,000","-153,000","399,000","-1,059,000","-95","0","-1,294,905","0","0","0","0","-898,703"
NetIncomeCommonStockholders,"35,852,000","44,058,000","-6,196,000","-5,622,000","3,612,000","-421,000","8,057,000","7,059,000","-256,000","-2,871,000","1,005,000","-2,390,000","6,725,000","8,973,000","12,590,000","14,040,000","2,659,000","2,616,000","9,085,000","15,431,000","4,503,000","22,924,000","57,301,000","11,952,000","13,099,000","-896,000","1,219,000","-10,167,000","-8,177,000","19,697,000","-5,506,000","-9,103,385","-2,934,079","-3,218,172","-4,387,364","-648,881","-320,061","-5,614,689","-3,301,619"
	NetIncome,"35,852,000","44,058,000","-6,196,000","-5,622,000","3,612,000","-421,000","8,057,000","7,059,000","-256,000","-2,871,000","1,005,000","-2,390,000","6,725,000","8,973,000","12,590,000","14,040,000","2,659,000","2,616,000","9,085,000","15,431,000","4,503,000","22,924,000","57,301,000","11,952,000","13,099,000","-896,000","1,219,000","-10,167,000","-8,177,000","19,697,000","-5,506,000","-9,103,448","-2,934,079","-2,684,331","-3,255,142","483,329","754,576","-4,803,893","-2,482,485"
		NetIncomeIncludingNoncontrollingInterests,"35,852,000","44,058,000","-6,196,000","-5,622,000","3,612,000","-421,000","8,057,000","7,059,000","-256,000","-2,871,000","1,005,000","-2,390,000","6,725,000","8,973,000","12,590,000","14,040,000","2,659,000","2,616,000","9,085,000","15,431,000","4,503,000","22,924,000","57,301,000","11,952,000","13,099,000","-896,000","1,219,000","-10,167,000","-8,177,000","19,697,000","-5,506,000","-9,103,448","-2,934,079","-2,684,331","-3,255,142","483,329","754,576","-4,803,893","-2,482,485"
			NetIncomeContinuousOperations,"35,852,000","44,058,000","-6,196,000","-5,622,000","3,612,000","-421,000","8,057,000","7,059,000","-256,000","-2,871,000","1,005,000","-2,390,000","6,725,000","8,973,000","12,590,000","14,040,000","2,659,000","2,616,000","9,085,000","15,431,000","4,503,000","22,924,000","57,301,000","11,952,000","13,099,000","-896,000","1,219,000","-10,167,000","-8,177,000","19,697,000","-5,506,000","-9,103,448","-2,934,079","-2,684,331","-3,255,142","483,329","754,576","-4,803,893","-2,482,485"
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","-63","0","533,841","1,132,222","1,132,210","1,074,637","810,796","819,134"
DilutedNIAvailtoComStockholders,"35,852,000","44,058,000","-6,196,000","-5,622,000","3,612,000","-421,000","8,057,000","7,059,000","-256,000","-2,871,000","1,005,000","-2,390,000","6,725,000","8,973,000","12,590,000","14,040,000","2,659,000","2,616,000","9,085,000","15,431,000","4,503,000","22,924,000","57,301,000","11,952,000","13,099,000","-896,000","1,219,000","-10,167,000","-8,177,000","19,697,000","-5,506,000","-9,103,385","-2,934,079","-3,218,172","-4,387,364","-648,881","-320,061","-5,614,689","-3,301,619"
