name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
				ChangesInAccountReceivables,"-2,376,000","-2,958,000","1,993,000","-2,631,000","1,220,000","2,735,000","-235,000","-3,671,000","-802,000","2,596,000","92,000","107,000","-1,937,000","-1,726,000","4,016,000","-752,000","-3,405,000","965,000","-288,000","-158,000","1,180,000","-1,801,000","1,526,000","1,815,000","-2,560,000","1,291,000","1,161,000","-1,558,000","921,000","-1,931,000","896,000"
			ChangeInInventory,"-5,806,000","-18,258,000","10,961,000","1,037,000","454,000","-12,461,000","-5,286,000","2,213,000","-6,361,000","1,784,000","27,740,000","-3,358,000","-3,712,000","366,000","-1,810,000","-8,492,000","-15,585,000","5,237,000","1,465,000","3,065,000","-5,334,000","1,299,000","-5,108,000","12,000","-3,780,000","-3,637,000","2,273,000","3,721,000","-2,220,000","-1,742,000","-1,485,000"
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"2,131,000"
			ChangeInPayablesAndAccruedExpense,"2,550,000","18,936,000","-6,002,000","-2,101,000","-8,283,000","11,076,000","1,420,000","2,091,000","-6,055,000","5,123,000","10,425,000","-11,749,000","4,389,000","4,690,000","2,801,000","-4,703,000","7,301,000","-3,074,000","747,000","-564,000","34,000","-6,899,000","7,802,000","-1,544,000","1,095,000","-4,049,000","377,000","1,347,000","-2,382,000","2,481,000","1,409,000"
				ChangeInPayable,"4,852,000","22,101,000","-5,855,000","2,065,000","-13,459,000","14,882,000","-1,864,000","-3,435,000","-2,975,000","3,210,000","5,539,000","-11,858,000","4,698,000","8,229,000","-1,919,000","-5,605,000","7,092,000","2,955,000","-3,410,000","-1,663,000","968,000","-1,597,000","4,162,000","-1,765,000","510,000","724,000","275,000","-846,000","1,196,000","1,159,000","-42,000"
					ChangeInAccountPayable,"4,852,000","22,101,000","-5,855,000","2,065,000","-13,459,000","14,882,000","-1,864,000","-3,435,000","-2,975,000","3,210,000","5,539,000","-11,858,000","4,698,000","8,229,000","-1,919,000","-5,605,000","7,092,000","2,955,000","-3,410,000","-1,663,000","968,000","-1,597,000","4,162,000","-1,765,000","510,000","724,000","275,000","-846,000","1,196,000","1,159,000","-42,000"
				ChangeInAccruedExpense,"-2,302,000","-3,165,000","-147,000","-4,166,000","5,176,000","-3,806,000","3,284,000","5,526,000","-3,080,000","1,913,000","4,886,000","109,000","-309,000","-3,539,000","4,720,000","902,000","209,000","-6,029,000","4,157,000","1,099,000","-934,000","-5,302,000","3,640,000","221,000","585,000","-4,773,000","102,000","2,193,000","-3,578,000","1,322,000","1,451,000"
			ChangeInOtherCurrentAssets,"578,000","1,463,000","668,000","-1,218,000","-335,000","1,747,000","-4,409,000","2,131,000","1,531,000","-2,550,000","-3,365,000","3,198,000","-6,450,000","2,557,000","805,000","-1,613,000","-2,140,000","-2,074,000","-721,000","1,738,000","1,934,000","-1,394,000","-256,000","636,000","-990,000","1,871,000","2,089,000","2,744,000","-6,639,000","1,737,000","-2,375,000"
			ChangeInOtherWorkingCapital,,,,,,,"0","0","-27,000","-27,000","-43,000","-42,000","-74,000","-9,000","10,000","-36,000","-57,000","-14,000","42,000","33,000","1,000","92,000","-17,000","35,000","36,000","36,000","-45,000","10,000","8,000","11,000","-2,725,000"
		InterestPaidCFO,,,,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,,,,
InvestingCashFlow,"-54,333,000","-11,254,000","-6,594,000","-17,854,000","-18,631,000","-15,760,000","-23,671,000","-1,424,000","-38,851,000","-877,000","-745,000","16,933,000","-1,103,000","816,000","-2,721,000","-7,913,000","-13,142,000","-893,000","-1,148,000","-485,000","69,000","-368,000","-25,587,000","-386,000","-405,000","-454,000","-502,000","-459,000","-742,000","-327,000","-218,000"
	CashFlowFromContinuingInvestingActivities,"-54,333,000","-11,254,000","-6,594,000","-17,854,000","-18,631,000","-15,760,000","-23,671,000","-1,424,000","-38,851,000","-877,000","-745,000","16,933,000","-1,103,000","816,000","-2,721,000","-7,913,000","-13,142,000","-893,000","-1,148,000","-485,000","69,000","-368,000","-25,587,000","-386,000","-405,000","-454,000","-502,000","-459,000","-742,000","-327,000","-218,000"
		CapitalExpenditureReported,"-8,101,000","-2,787,000","-1,765,000","-2,221,000","-1,328,000","-842,000","-2,715,000","-1,464,000","-1,079,000","-877,000","-755,000","-2,096,000","-1,078,000","-886,000","-739,000","-525,000","-640,000","-363,000","-969,000","-485,000","-199,000","-368,000","-1,962,000","-386,000","-405,000","-454,000","-502,000","-459,000","-314,000","-327,000","-218,000"
		NetPPEPurchaseAndSale,"53,000","1,000","52,000","0","0","2,000","0","3,000",,,"6,000",,,,,,,,,,,,,,,,"0","0",,,"0"
			SaleOfPPE,"53,000","1,000","52,000","0","0","2,000","0","3,000",,,"6,000",,,,,,,,,,,,,,,,"0","0",,,"0"
		NetBusinessPurchaseAndSale,,,"0","-12,997,000",,,"-1,706,000","37,000",,,"-1,000","-7,703,000",,,"0","-14,364,000",,,"0","0",,,,,,,,,,,
			PurchaseOfBusiness,,,,,,,,"-37,735,000",,,,,,,,"-14,364,000",,,"0","0",,,,,,,,,,,
		NetInvestmentPurchaseAndSale,,,"0","-8,000,000",,,,"0",,,"0",,,,,,,,,,,,,,,,,,,,
			PurchaseOfInvestment,,,"0","-8,000,000",,,,"0",,,"0",,,,,,,,,,,,,,,,,,,,
		NetOtherInvestingChanges,"-13,212,000","-8,468,000","-4,881,000","5,364,000","-5,227,000","-14,920,000",,,,,"5,000","28,036,000","-25,000","1,702,000","18,000","6,976,000","-7,705,000","-530,000","-179,000","0","268,000","0","-23,625,000","0","0","0","0","0","-428,000","0","0"
FinancingCashFlow,"-57,554,000","-12,540,000","-19,237,000","-15,885,000","-9,892,000","102,081,000","-12,446,000","-8,030,000","830,000","-9,694,000","-2,906,000","91,785,000","-6,208,000","-14,705,000","-6,727,000","10,603,000","12,926,000","-6,872,000","-9,779,000","-10,991,000","-9,337,000","2,091,000","14,438,000","-7,452,000","11,166,000","-2,418,000","-16,307,000","-9,114,000","-293,000","-318,000","-9,516,000"
	CashFlowFromContinuingFinancingActivities,"-57,554,000","-12,540,000","-19,237,000","-15,885,000","-9,892,000","102,081,000","-12,446,000","-8,030,000","830,000","-9,694,000","-2,906,000","91,785,000","-6,208,000","-14,705,000","-6,727,000","10,603,000","12,926,000","-6,872,000","-9,779,000","-10,991,000","-9,337,000","2,091,000","14,438,000","-7,452,000","11,166,000","-2,418,000","-16,307,000","-9,114,000","-293,000","-318,000","-9,516,000"
		NetIssuancePaymentsOfDebt,"-9,625,000","0","0","-9,625,000","0","120,000,000","-8,000,000","-3,000,000","4,485,000","-6,240,000","-2,000,000","119,989,000","-5,489,000","-14,000,000","-6,000,000","11,830,000","12,000,000","-3,613,000","-9,012,000","-10,913,000","-7,978,000","7,204,000","14,622,000","-7,034,000","-38,917,000","-2,150,000","-14,563,000","-8,809,000","-293,000","-319,000","-9,516,000"
			NetLongTermDebtIssuance,"-9,625,000","0","0","-9,625,000","0","120,000,000","-8,000,000","-3,000,000","4,485,000","-6,240,000","-2,000,000","119,989,000","-5,489,000","-14,000,000","-6,000,000","11,830,000","12,000,000","-3,613,000","-9,012,000","-10,913,000","-7,978,000","7,204,000","14,622,000","-7,034,000","-38,917,000","-2,150,000","-14,563,000","-8,809,000","-293,000","-319,000","-9,516,000"
				LongTermDebtIssuance,"0","0","0","0","0","250,000,000","0","0",,,"0","172,500,000","0","0","0","12,000,000","14,000,000","200,000,000","-7,550,000","-9,450,000","-4,550,000","229,550,000",,,"5,603,000","1,000,000","0","-213,000","120,000","93,000","-4,864,000"
				LongTermDebtPayments,"-9,625,000","0","0","-9,625,000","0","-130,000,000","-8,000,000","-3,000,000","-3,000,000","-6,240,000","-2,000,000","-52,511,000","-5,489,000","-14,000,000","-6,000,000","-170,000","-2,000,000","-203,613,000","-1,462,000","-1,463,000","-3,428,000","-222,346,000","-394,000","-431,000","-44,520,000","-3,150,000","-14,563,000","-8,596,000","-413,000","-412,000","-4,652,000"
			NetShortTermDebtIssuance,,,,,,,,,,,,,,"0",,,,"200,000,000",,,"-49,000","-15,034,000","34,622,000","-7,034,000","-14,810,000","-2,150,000","-14,563,000","-8,809,000","-293,000","-319,000","-5,276,000"
				ShortTermDebtIssuance,,,,,,,,,,,,,,,,,,"200,000,000",,,,,,,"5,603,000","1,000,000","0","-213,000","120,000","93,000","-4,864,000"
				ShortTermDebtPayments,,,,,,,,,,,,,,"0",,,,,,,,,"19,606,000","-431,000","-20,413,000","-3,150,000","-14,563,000","-8,596,000","-413,000","-412,000","-412,000"
		NetCommonStockIssuance,"-44,708,000","-11,763,000","-18,197,000","-6,395,000","-8,353,000","-5,733,000","-2,526,000","-2,376,000","-2,662,000","-2,627,000",,,,,,,,,"0","0",,,"-10,000","-422,000","56,168,000","0","0","0","0","1,000","0"
			CommonStockIssuance,,,,,,,,,,,,,,,,,,,"0","0",,,"-10,000","-422,000","56,168,000","0","0","0","0","1,000",
			CommonStockPayments,"-44,708,000","-11,763,000","-18,197,000","-6,395,000","-8,353,000","-5,733,000","-2,526,000","-2,376,000","-2,662,000","-2,627,000",,,,,,,,,,,,,,,,,"0",,,,"0"
		CashDividendsPaid,"-4,160,000","-1,022,000","-1,040,000","-1,050,000","-1,048,000","-958,000","-956,000","-974,000","-986,000","-886,000","-885,000","-884,000","-882,000","-880,000","-781,000","-769,000",,,,,,,,,,,,,,,
			CommonStockDividendPaid,,,,,,,"-956,000","-974,000","-986,000","-886,000","-885,000","-884,000","-882,000","-880,000","-781,000","-769,000",,,,,,,,,,,,,,,
		ProceedsFromStockOptionExercised,"1,246,000","245,000","0","1,185,000","-184,000","-1,041,000","-964,000","57,000","19,000","227,000","99,000","29,000","423,000","175,000","54,000","-451,000","587,000","20,000","60,000","170,000","-1,218,000","679,000","76,000","4,000",,,,,,,
		NetOtherFinancingCharges,,,"0","0","-307,000","-10,187,000","0","-1,737,000","-26,000","-168,000","-120,000","-27,349,000","-260,000","-12,000","0","-7,000","1,107,000","-3,279,000","-59,000","-248,000","-141,000","-5,792,000","-250,000","0","-6,093,000","-268,000","-1,744,000","-305,000","0","0","0"
EndCashPosition,"132,631,000","132,718,000","143,475,000","150,698,000","172,367,000","187,502,000","76,839,000","102,477,000","96,266,000","131,480,000","127,324,000","113,198,000","6,165,000","5,803,000","5,662,000","2,999,000","5,300,000","7,971,000","2,607,000","4,235,000","1,686,000","2,248,000","2,865,000","4,410,000","3,612,000","2,940,000","4,835,000","9,839,000","5,332,000","14,664,000","8,467,000"
	ChangesInCash,"-54,871,000","-10,754,000","-7,179,000","-21,589,000","-15,349,000","110,562,000","-25,638,000","6,211,000","-35,214,000","4,156,000","14,131,000","107,033,000","362,000","136,000","2,668,000","-2,301,000","-2,671,000","655,000","-1,628,000","2,549,000","-562,000","-617,000","-1,545,000","798,000","672,000","-1,895,000","-5,004,000","4,507,000","-9,332,000","6,197,000","-5,581,000"
	EffectOfExchangeRateChanges,"87,000","-3,000","-44,000","-80,000","214,000","101,000",,,,,,,,,,,,,,,,,,,,,,,,,
	BeginningCashPosition,"187,502,000","143,475,000","150,698,000","172,367,000","187,502,000","76,839,000","102,477,000","96,266,000","131,480,000","127,324,000","113,198,000","6,165,000","5,803,000","5,667,000","2,999,000","5,300,000","7,971,000","7,316,000","4,235,000","1,686,000","2,248,000","2,865,000","4,410,000","3,612,000","2,940,000","4,835,000","9,839,000","5,332,000","14,664,000","8,467,000","14,048,000"
CapitalExpenditure,"-8,101,000","-2,787,000","-1,765,000","-2,221,000","-1,328,000","-842,000","-2,715,000","-1,464,000","-1,079,000","-877,000","-755,000","-2,096,000","-1,078,000","-886,000","-739,000","-525,000","-640,000","-363,000","-969,000","-485,000","-199,000","-368,000","-1,962,000","-386,000","-405,000","-454,000","-502,000","-459,000","-314,000","-327,000","-218,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,,,,"0","0",,,"-10,000","-422,000","56,168,000","0","0","0","0","1,000",
IssuanceOfDebt,"0","0","0","0","0","250,000,000","0","0",,,"0","172,500,000","0","0","0","12,000,000","14,000,000","200,000,000","-7,550,000","-9,450,000","-4,550,000","229,550,000",,,"5,603,000","1,000,000","0","-213,000","120,000","93,000","-4,864,000"
RepaymentOfDebt,"-9,625,000","0","0","-9,625,000","0","-130,000,000","-8,000,000","-3,000,000","-3,000,000","-6,240,000","-2,000,000","-52,511,000","-5,489,000","-14,000,000","-6,000,000","-170,000","-2,000,000","-203,613,000","-1,462,000","-1,463,000","-3,428,000","-222,346,000","-394,000","-431,000","-44,520,000","-3,150,000","-14,563,000","-8,596,000","-413,000","-412,000","-4,652,000"
RepurchaseOfCapitalStock,"-44,708,000","-11,763,000","-18,197,000","-6,395,000","-8,353,000","-5,733,000","-2,526,000","-2,376,000","-2,662,000","-2,627,000",,,,,,,,,,,,,,,,,"0",,,,"0"
FreeCashFlow,"48,915,000","10,253,000","16,887,000","9,929,000","11,846,000","23,399,000","7,764,000","14,201,000","1,728,000","13,850,000","17,027,000","-3,781,000","6,595,000","13,139,000","11,377,000","-5,516,000","-3,095,000","8,057,000","8,330,000","13,540,000","8,507,000","-2,708,000","7,642,000","8,250,000","-10,494,000","523,000","11,303,000","13,621,000","-8,611,000","6,515,000","3,935,000"
