name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,12/31/2014
TotalAssets,"226,527,000","251,211,000","263,494,000","288,046,000","161,399,000","70,784,000","71,902,000","84,999,000","96,812,000","98,297,000","160,416,000","217,239,000","253,183,000","275,566,000","176,176,000","201,819,000","220,622,000","243,509,000","261,391,000","176,808,000","166,210,000","176,085,000","86,071,000","96,092,000","87,270,000","94,076,000","42,087,000","12,223,000","17,377,000"
	CurrentAssets,"190,881,000","205,032,000","205,782,000","241,261,000","134,501,000","57,493,000","57,997,000","70,955,000","82,714,000","83,803,000","145,370,000","137,894,000","156,813,000","179,499,000","145,519,000","171,172,000","192,256,000","200,221,000","234,122,000","175,751,000","157,349,000","138,556,000","85,590,000","95,638,000","86,833,000","86,524,000","39,360,000","10,444,000","16,334,000"
		CashCashEquivalentsAndShortTermInvestments,"179,622,000","191,414,000","197,882,000","231,674,000","128,295,000","54,131,000","53,477,000","68,115,000","79,005,000","75,015,000","91,428,000","115,517,000","136,755,000","167,972,000","134,271,000","164,604,000","186,977,000","193,857,000","227,848,000","170,497,000","153,418,000","137,222,000","84,042,000","94,010,000","85,246,000","84,868,000","38,405,000","9,853,000","16,130,000"
			CashAndCashEquivalents,"36,342,000","27,349,000","53,602,000","113,447,000","35,267,000","22,063,000","23,643,000","32,587,000","53,992,000","35,937,000","29,898,000","31,654,000","34,197,000","57,019,000","26,590,000","46,035,000","54,881,000","20,202,000","60,055,000","32,708,000","23,677,000","30,171,000","17,796,000","31,815,000","13,131,000","9,851,000","25,419,000","9,853,000","10,757,000"
				CashFinancial,"6,752,000",,,,,,,,,,,,"4,120,000",,"2,007,000","1,131,000","1,375,000","863,000","1,402,000","2,119,000","5,945,000","5,958,000","5,017,000","100,000","1,952,000","791,000","399,000","137,000","745,000"
				CashEquivalents,"29,590,000",,,,,,,,,,,,"30,077,000",,"24,583,000","44,904,000","53,506,000","19,339,000","58,653,000","30,589,000","17,732,000","24,213,000","12,779,000","31,715,000","11,179,000","9,060,000","25,020,000","9,716,000","10,012,000"
			OtherShortTermInvestments,"143,280,000","164,065,000","144,280,000","118,227,000","93,028,000","32,068,000","29,834,000","35,528,000","25,013,000","39,078,000","61,530,000","83,863,000","102,558,000","110,953,000","107,681,000","118,569,000","132,096,000","173,655,000","167,793,000","137,789,000","129,741,000","107,051,000","66,246,000","62,195,000","72,115,000","75,017,000","12,986,000","0","5,373,000"
		Receivables,"633,000","623,000","811,000","939,000","817,000","772,000","887,000","775,000","933,000","704,000","673,000","19,370,000","15,817,000","4,861,000","1,033,000","2,182,000","529,000","481,000","658,000",,,,,,,,,,
			AccountsReceivable,"633,000","623,000","811,000","939,000","817,000","772,000","887,000","775,000","933,000","704,000","673,000","19,370,000","15,817,000","4,861,000","1,033,000","2,182,000","529,000","481,000","658,000",,,,,,,,,,
		Inventory,,,,,,,,,,,"0","185,000","856,000","791,000","1,044,000","1,026,000",,,,,,,,,,,,,
