name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017
OperatingCashFlow,"58,800,000","5,500,000","-100,000","25,800,000","27,600,000","-4,500,000","-77,500,000","23,400,000","22,500,000","1,400,000","26,000,000","14,400,000","19,000,000","-8,800,000","27,600,000","17,100,000","-11,800,000","-23,400,000","24,900,000","-26,100,000","6,100,000","-44,700,000"
	CashFlowFromContinuingOperatingActivities,"58,800,000","5,500,000","-100,000","25,800,000","27,600,000","-4,500,000","-77,500,000","23,400,000","22,500,000","1,400,000","26,000,000","14,400,000","19,000,000","-8,800,000","25,500,000","19,300,000","-10,800,000","-23,300,000","20,000,000","-23,700,000","8,600,000","-44,000,000"
		NetIncomeFromContinuingOperations,"-83,600,000","-27,400,000","-9,500,000","-20,900,000","-25,800,000","-19,200,000","-17,300,000","-800,000","5,500,000","8,600,000","-1,500,000","62,700,000","6,300,000","11,200,000","-200,000","4,400,000","-65,500,000","-2,600,000","44,100,000","-20,600,000","-22,800,000","-11,200,000"
		OperatingGainsLosses,"-11,300,000","1,200,000","-16,900,000","2,200,000","2,200,000","2,200,000","800,000","800,000","900,000","800,000","1,300,000","1,300,000","1,300,000","1,300,000","900,000","600,000","26,300,000","600,000","600,000","300,000","300,000","300,000"
			PensionAndEmployeeBenefitExpense,"7,800,000","1,200,000","2,200,000","2,200,000","2,200,000","2,200,000","800,000","800,000","900,000","800,000","1,300,000","1,300,000","1,300,000","1,300,000","900,000","600,000","600,000","600,000","600,000","300,000","300,000","300,000"
		DepreciationAmortizationDepletion,"83,400,000","20,900,000","18,200,000","21,000,000","23,300,000","15,000,000","14,900,000","13,000,000","12,100,000","11,800,000","13,200,000","14,900,000","14,600,000","14,400,000","14,200,000","14,300,000","13,200,000","14,900,000","18,200,000","13,600,000","12,000,000","14,100,000"
			DepreciationAndAmortization,"83,400,000","20,900,000","18,200,000","21,000,000","23,300,000","15,000,000","14,900,000","13,000,000","12,100,000","11,800,000","13,200,000","14,900,000","14,600,000","14,400,000","14,200,000","14,300,000","13,200,000","14,900,000","18,200,000","13,600,000","12,000,000","14,100,000"
		DeferredTax,"-34,600,000","4,500,000","6,500,000","-15,800,000","-29,800,000","600,000","-7,000,000","-300,000","-3,800,000","4,100,000","6,500,000","-71,100,000","-2,900,000","-1,900,000","-7,000,000","-3,100,000","-6,600,000","-100,000","-60,600,000","-2,800,000","-1,300,000","-300,000"
			DeferredIncomeTax,"-34,600,000","4,500,000","6,500,000","-15,800,000","-29,800,000","600,000","-7,000,000","-300,000","-3,800,000","4,100,000","6,500,000","-71,100,000","-2,900,000","-1,900,000","-7,000,000","-3,100,000","-6,600,000","-100,000","-60,600,000","-2,800,000","-1,300,000","-300,000"
		ProvisionandWriteOffofAssets,"2,300,000","900,000","300,000","600,000","500,000","400,000",,,,,,,,,,,,,,,,
		StockBasedCompensation,"126,100,000","35,500,000","29,800,000","29,400,000","31,400,000","22,800,000","19,500,000","18,500,000","15,300,000","12,500,000","10,500,000","10,400,000","9,600,000","6,000,000","5,200,000","4,800,000","10,300,000","2,900,000","4,400,000","4,300,000","4,000,000","4,500,000"
		OtherNonCashItems,"20,900,000","1,800,000","9,200,000","6,300,000","3,600,000","2,200,000","17,500,000","0","400,000","1,100,000","-1,800,000","1,200,000","600,000","800,000","11,400,000","4,200,000","11,700,000","900,000","300,000","200,000","100,000","-100,000"
		ChangeInWorkingCapital,"-44,400,000","-31,900,000","-37,700,000","3,000,000","22,200,000","-28,500,000","-107,900,000","-7,800,000","-7,900,000","-37,500,000","-5,400,000","-5,000,000","-10,500,000","-40,600,000","1,000,000","-5,900,000","-200,000","-39,900,000","13,000,000","-21,600,000","16,300,000","-51,300,000"
			ChangeInReceivables,"-25,700,000","1,000,000","-29,500,000","-1,600,000","4,400,000","-8,100,000","-9,500,000","1,300,000","700,000","-4,500,000","-5,800,000","-7,200,000","400,000","-3,800,000","-8,200,000","2,100,000","2,700,000","-1,900,000","-14,400,000","-1,700,000","10,600,000","4,000,000"
			ChangeInPrepaidAssets,"-19,300,000","-14,100,000","1,600,000","-1,800,000","-5,000,000","-7,100,000","1,200,000","-1,600,000","1,100,000","-7,500,000","2,100,000","1,000,000","-4,100,000","-7,000,000","-1,600,000","2,800,000","5,600,000","-11,400,000","-3,900,000","5,900,000","600,000","-9,300,000"
