name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
MarketCap,"1,548,797,821","1,531,206,991","1,880,677,733","1,713,306,156","1,804,072,827","1,183,916,469","926,665,993","450,785,120","458,831,311","412,987,162","624,045,061","519,169,764","612,764,277","752,227,494","589,511,109","926,568,838","823,825,955","606,541,271","938,316,974","1,339,145,786","1,545,168,215"
EnterpriseValue,"2,115,997,821","2,098,306,991","2,985,777,733","3,960,006,156","4,076,072,827","3,465,316,469","3,210,465,993","2,749,385,120","2,768,031,311","2,711,887,162","2,950,845,061","2,831,769,764","2,934,864,277","3,034,527,494","2,861,411,109","3,166,168,838","3,033,825,955","2,788,341,271","3,338,016,974","3,667,345,786","4,220,168,215"
PeRatio,,,"69.419","70.179","74.29","79.941","48.5","19.962","15.005","10.578","13.741","8.105","7.978",,,,,"3.54","9.075","15.718","15.63"
ForwardPeRatio,"47.619","37.175","41.322","24.213","30.864","19.763","20.408","10.627","15.848","9.653","10.288","8.803","10.471","10.799","7.77","11.377","5.999","7.407","12.048","12.658","16.051"
PsRatio,"2.057","1.988","1.562","1.422","1.51","0.98","0.771","0.374","0.375","0.337","0.523","0.431","0.508","0.645","0.513","0.819","0.695","0.475","0.775","1.093","1.216"
PbRatio,"2.685","2.683","5.577",,,,,,,,,,,,,,,,,,
EnterprisesValueRevenueRatio,"2.944","12.018","16.746","21.522","22.408","12.104","10.95","9.523","9.816","9.532","10.409","9.922","10.131","10.566","10.026","10.858","10.415","9.767","11.4","12.315","14.185"
EnterprisesValueEBITDARatio,"9.751","36.62","59.359","83.019","66.063","33.417","33.064","26.59","29.828","30.065","32.25","28.837","29.407","31.381","21.024","30.473","31.768","-16.548","73.042","45.444","39.888"
