name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,11/30/2019
TotalAssets,"6,612,652,000","6,716,788,000","5,046,367,000","5,009,440,000","5,102,240,000","5,120,849,000","5,177,556,000","5,119,394,000","4,653,755,000"
	CurrentAssets,"1,628,983,000","1,630,840,000","1,543,065,000","1,460,826,000","1,476,872,000","1,407,304,000","1,423,376,000","1,366,184,000","1,299,605,000"
		CashCashEquivalentsAndShortTermInvestments,"163,364,000","142,157,000","182,038,000","154,193,000","131,249,000","117,576,000","152,656,000","93,341,000","79,656,000"
			CashAndCashEquivalents,"163,364,000","142,157,000","182,038,000","154,193,000","131,249,000","117,576,000","152,656,000","93,341,000","79,656,000"
		Receivables,"1,311,715,000","1,324,738,000","1,207,953,000","1,131,416,000","1,089,387,000","1,129,008,000","1,081,481,000","1,039,814,000","1,016,253,000"
			AccountsReceivable,"1,311,715,000","774,903,000","708,611,000","651,922,000","640,272,000","689,585,000","633,410,000","560,011,000","530,395,000"
				GrossAccountsReceivable,,"781,807,000","714,032,000","657,873,000","645,785,000","695,824,000","642,373,000","567,808,000","536,450,000"
				AllowanceForDoubtfulAccountsReceivable,,"-6,904,000","-5,421,000","-5,951,000","-5,513,000","-6,239,000","-8,963,000","-7,797,000","-6,055,000"
			LoansReceivable,,,,,,,"0","73,425,000","67,676,000"
			DuefromRelatedPartiesCurrent,,,,,,,"2,416,000","26,298,000","17,495,000"
			OtherReceivables,,"549,835,000","499,342,000","479,494,000","449,115,000","439,423,000","445,655,000","380,080,000","400,687,000"
			ReceivablesAdjustmentsAllowances,,,,"-5,951,000","-5,513,000","-6,239,000","-8,963,000","-7,797,000","-6,055,000"
		RestrictedCash,,"1,003,000","972,000","1,401,000","1,232,000","1,620,000",,"3,754,000","3,858,000"
		AssetsHeldForSaleCurrent,,,,,"83,010,000",,,,
		OtherCurrentAssets,"153,904,000","162,942,000","152,102,000","173,816,000","171,994,000","159,100,000","189,239,000","229,275,000","199,838,000"
	TotalNonCurrentAssets,"4,983,669,000","5,085,948,000","3,503,302,000","3,548,614,000","3,625,368,000","3,713,545,000","3,754,180,000","3,753,210,000","3,354,150,000"
		NetPPE,"401,716,000","416,874,000","407,144,000","397,841,000","399,422,000","445,286,000","451,649,000","423,438,000","411,465,000"
			GrossPPE,,"1,021,554,000","981,296,000","950,253,000","936,518,000","968,393,000","942,496,000","881,947,000","781,533,000"
				Properties,,"0","0","0","0","0","0","0","0"
				LandAndImprovements,,"27,663,000","27,677,000","27,759,000","27,879,000","28,705,000","29,000,000","28,998,000","28,873,000"
				BuildingsAndImprovements,,"376,993,000","364,166,000","354,738,000","358,748,000","350,071,000","336,194,000","314,783,000","280,379,000"
				MachineryFurnitureEquipment,,"604,548,000","578,712,000","560,179,000","547,143,000","585,209,000","567,187,000","532,468,000","462,338,000"
				ConstructionInProgress,,"12,350,000","10,741,000","7,577,000","2,748,000","4,408,000","10,115,000","5,698,000","9,943,000"
				Leases,,,,"354,738,000","358,748,000","350,071,000","336,194,000","314,783,000","280,379,000"
			AccumulatedDepreciation,,"-604,680,000","-574,152,000","-552,412,000","-537,096,000","-523,107,000","-490,847,000","-458,509,000","-370,068,000"
		GoodwillAndOtherIntangibleAssets,"3,963,666,000","4,028,381,000","2,469,030,000","2,517,927,000","2,574,777,000","2,607,070,000","2,635,009,000","2,671,302,000","2,763,451,000"
			Goodwill,"2,925,679,000","2,942,439,000","1,813,502,000","1,822,642,000","1,837,900,000","1,837,921,000","1,836,050,000","1,835,526,000","1,829,328,000"
			OtherIntangibleAssets,"1,037,987,000","1,085,942,000","655,528,000","695,285,000","736,877,000","769,149,000","798,959,000","835,776,000","934,123,000"
		NonCurrentDeferredAssets,"53,104,000","53,474,000","48,413,000","43,007,000","41,582,000","49,480,000","47,423,000","72,956,000","64,879,000"
			NonCurrentDeferredTaxesAssets,"53,104,000","53,474,000","48,413,000","43,007,000","41,582,000","49,480,000","47,423,000","72,956,000","64,879,000"
		OtherNonCurrentAssets,"565,183,000","587,219,000","578,715,000","589,839,000","609,587,000","611,709,000","620,099,000","585,514,000","114,355,000"
TotalLiabilitiesNetMinorityInterest,"3,886,550,000","3,982,523,000","2,426,112,000","2,443,685,000","2,572,472,000","2,731,571,000","2,875,471,000","3,491,427,000","3,183,914,000"
	CurrentLiabilities,"1,023,022,000","1,036,276,000","968,214,000","888,792,000","889,613,000","877,576,000","1,008,662,000","2,666,117,000","2,698,308,000"
		PayablesAndAccruedExpenses,"480,506,000","542,555,000","514,780,000","470,463,000","495,312,000","512,304,000","555,197,000","584,301,000","393,102,000"
			Payables,"134,302,000","165,678,000","163,138,000","127,555,000","138,647,000","139,124,000","184,125,000","230,261,000","146,665,000"
				AccountsPayable,"110,931,000","118,974,000","129,359,000","78,618,000","109,506,000","101,215,000","140,575,000","117,796,000","44,558,000"
				TotalTaxPayable,"23,371,000","46,704,000","33,779,000","48,937,000","29,141,000","37,909,000","20,725,000","25,449,000","16,209,000"
					IncomeTaxPayable,"23,371,000","46,704,000","33,779,000","48,937,000","29,141,000","37,909,000","20,725,000","25,449,000","16,209,000"
				DuetoRelatedPartiesCurrent,,,"0",,,,"22,825,000","87,016,000","85,898,000"
			CurrentAccruedExpenses,"346,204,000","376,877,000","351,642,000","342,908,000","356,665,000","373,180,000","371,072,000","354,040,000","246,437,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"437,516,000","414,971,000","453,434,000","418,329,000","363,948,000","365,272,000","419,715,000","360,609,000","323,821,000"
		CurrentDebtAndCapitalLeaseObligation,"105,000,000","78,750,000",,,,,"33,750,000","1,721,207,000","1,981,385,000"
			CurrentDebt,"105,000,000","78,750,000",,,,,"33,750,000","1,721,207,000","1,981,385,000"
				OtherCurrentBorrowings,,"78,750,000",,,,,"33,750,000","1,721,207,000","1,981,385,000"
		OtherCurrentLiabilities,,,,,"30,353,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"2,863,528,000","2,946,247,000","1,457,898,000","1,554,893,000","1,682,859,000","1,853,995,000","1,866,809,000","825,310,000","485,606,000"
		LongTermDebtAndCapitalLeaseObligation,"2,197,876,000","2,266,646,000","802,017,000","865,837,000","959,158,000","1,113,218,000","1,111,362,000",,
			LongTermDebt,"2,197,876,000","2,266,646,000","802,017,000","865,837,000","959,158,000","1,113,218,000","1,111,362,000",,
		NonCurrentDeferredLiabilities,"164,073,000","160,111,000","109,471,000","109,310,000","128,082,000","142,463,000","153,560,000","171,743,000","188,572,000"
			NonCurrentDeferredTaxesLiabilities,"164,073,000","160,111,000","109,471,000","109,310,000","128,082,000","142,463,000","153,560,000","171,743,000","188,572,000"
		OtherNonCurrentLiabilities,"501,579,000","519,490,000","546,410,000","579,746,000","595,619,000","598,314,000","601,887,000","653,567,000","297,034,000"
TotalEquityGrossMinorityInterest,"2,726,102,000","2,734,265,000","2,620,255,000","2,565,755,000","2,529,768,000","2,389,278,000","2,302,085,000","1,627,967,000","1,469,841,000"
	StockholdersEquity,"2,723,945,000","2,731,999,000","2,620,255,000","2,565,755,000","2,529,768,000","2,389,278,000","2,302,085,000","1,627,967,000","1,469,841,000"
		CapitalStock,"5,000","5,000","5,000","5,000","5,000","5,000",,,
			PreferredStock,"0","0","0","0","0",,,,
			CommonStock,"5,000","5,000","5,000","5,000","5,000","5,000",,,
		AdditionalPaidInCapital,"2,404,281,000","2,389,403,000","2,355,767,000","2,338,108,000","2,327,025,000","2,314,996,000",,,
		RetainedEarnings,"589,740,000","489,656,000","392,495,000","281,469,000","171,715,000","88,811,000",,,
		TreasuryStock,"118,248,000","60,040,000","57,486,000","13,964,000","527,000","409,000",,,
		GainsLossesNotAffectingRetainedEarnings,"-151,833,000","-87,025,000","-70,526,000","-39,863,000","31,550,000","-14,125,000","-3,814,000","-10,562,000","-50,082,000"
			OtherEquityAdjustments,,,"-70,526,000","-39,863,000","31,550,000","-14,125,000","-3,814,000","-10,562,000","-50,082,000"
		OtherEquityInterest,,,,,,,"2,305,899,000","1,638,529,000","1,519,923,000"
	MinorityInterest,"2,157,000","2,266,000",,,,,,,
TotalCapitalization,"4,921,821,000","4,998,645,000","3,422,272,000","3,431,592,000","3,488,926,000","3,502,496,000","3,413,447,000","1,627,967,000","1,469,841,000"
CommonStockEquity,"2,723,945,000","2,731,999,000","2,620,255,000","2,565,755,000","2,529,768,000","2,389,278,000","2,302,085,000","1,627,967,000","1,469,841,000"
