name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,12/31/2005
TotalAssets,"27,434,000,000","28,676,000,000","35,710,000,000","29,464,000,000","28,811,000,000","29,016,000,000","27,324,000,000","28,175,000,000","28,442,000,000","26,294,000,000","22,002,000,000","20,372,000,000","14,973,000,000","14,662,000,000","23,962,000,000","23,409,000,000","22,088,000,000","20,622,000,000","19,594,000,000","17,175,000,000","16,241,000,000","16,643,000,000","15,869,000,000","16,484,000,000","15,836,000,000","15,746,000,000","14,791,000,000","14,853,000,000","14,807,000,000","15,216,000,000","14,519,000,000","14,159,000,000","13,699,000,000","12,327,000,000","11,454,000,000","11,146,500,000","10,681,230,000","10,596,392,000","9,880,113,000","9,500,792,000","9,125,530,000","8,680,808,000","7,820,421,000","7,542,557,000","7,049,063,000","6,797,319,000","6,065,853,000","5,797,161,000","5,279,131,000","5,066,984,000","4,442,780,000","4,161,581,000","3,973,696,000","3,839,205,000","3,458,714,000","3,206,981,000","2,901,458,000","2,695,700,000","2,481,738,000","1,422,436,000","1,244,317,000","1,145,950,000","799,803,000"
	CurrentAssets,"6,643,000,000","7,966,000,000","15,445,000,000","9,174,000,000","8,536,000,000","8,612,000,000","6,832,000,000","8,027,000,000","8,705,000,000","6,691,000,000","4,641,000,000","5,629,000,000","5,288,000,000","5,651,000,000","15,418,000,000","15,248,000,000","14,101,000,000","13,734,000,000","12,926,000,000","10,471,000,000","9,778,000,000","10,335,000,000","9,555,000,000","10,143,000,000","9,494,000,000","9,360,000,000","8,662,000,000","8,712,000,000","8,705,000,000","9,130,000,000","8,532,000,000","8,161,000,000","7,797,000,000","7,681,000,000","6,925,000,000","6,583,900,000","6,057,783,000","6,120,039,000","5,435,403,000","6,436,453,000","6,134,646,000","5,677,772,000","4,812,856,000","4,625,648,000","4,567,632,000","4,297,655,000","3,566,162,000","3,423,071,000","3,280,625,000","3,182,480,000","2,562,133,000","2,672,635,000","2,500,620,000","2,390,088,000","2,154,667,000","2,027,839,000","1,704,748,000","1,603,334,000","1,451,242,000","644,539,000","519,603,000","422,431,000","161,974,000"
		CashCashEquivalentsAndShortTermInvestments,"3,719,000,000","3,633,000,000","12,533,000,000","5,937,000,000","5,714,000,000","4,715,000,000","3,898,000,000","4,703,000,000","5,946,000,000","2,915,000,000","2,025,000,000","2,948,000,000","3,311,000,000","2,849,000,000","13,527,000,000","13,300,000,000","12,630,000,000","11,653,000,000","11,612,000,000","8,902,000,000","8,612,000,000","7,985,000,000","8,254,000,000","8,665,000,000","8,246,000,000","7,509,000,000","7,222,000,000","6,996,000,000","7,226,000,000","7,075,000,000","7,094,000,000","6,637,000,000","6,616,000,000","6,175,000,000","5,837,000,000","5,323,000,000","4,936,680,000","4,630,834,000","4,394,619,000","5,346,869,000","5,222,255,000","4,512,206,000","3,976,699,000","3,703,153,000","3,661,802,000","3,323,640,000","2,904,186,000","2,779,821,000","2,756,481,000","2,486,461,000","2,176,161,000","2,275,660,000","2,031,482,000","1,840,812,000","1,691,372,000","1,540,260,000","1,306,011,000","1,231,168,000","1,133,916,000","280,096,000","258,468,000","176,134,000","38,653,000"
			CashAndCashEquivalents,"3,719,000,000","3,614,000,000","12,500,000,000","5,855,000,000","5,594,000,000","4,692,000,000","3,898,000,000","4,703,000,000","5,946,000,000","2,915,000,000","2,025,000,000","2,948,000,000","3,311,000,000","2,830,000,000","9,189,000,000","8,121,000,000","7,101,000,000","5,971,000,000","6,012,000,000","3,552,000,000","3,864,000,000","2,790,000,000","2,654,000,000","2,991,000,000","2,785,000,000","2,493,000,000","2,083,000,000","1,791,000,000","1,941,000,000","2,071,000,000","2,293,000,000","2,054,000,000","2,788,000,000","2,305,000,000","2,263,000,000","1,839,700,000","1,840,149,000","1,609,322,000","1,480,200,000","2,076,900,000","2,626,109,000","1,955,756,000","1,549,829,000","1,791,044,000","1,708,934,000","1,628,965,000","1,347,080,000","2,068,587,000","2,756,481,000","2,486,461,000","2,176,161,000","2,275,660,000","2,031,482,000","1,840,812,000","1,691,372,000","1,540,260,000","1,306,011,000","1,231,168,000","1,133,916,000","280,096,000","258,468,000","176,134,000","38,653,000"
				CashEquivalents,"3,719,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"0","19,000,000","33,000,000","82,000,000","120,000,000","23,000,000",,,,"0","0","0","0","19,000,000","4,338,000,000","5,179,000,000","5,529,000,000","5,682,000,000","5,600,000,000","5,350,000,000","4,748,000,000","5,195,000,000","5,600,000,000","5,674,000,000","5,461,000,000","5,016,000,000","5,139,000,000","5,205,000,000","5,285,000,000","5,004,000,000","4,801,000,000","4,583,000,000","3,828,000,000","3,870,000,000","3,574,000,000","3,483,300,000","3,096,531,000","3,021,512,000","2,914,419,000","3,269,969,000","2,596,146,000","2,556,450,000","2,426,870,000","1,912,109,000","1,952,868,000","1,694,675,000","1,557,106,000","711,234,000",,,,,,,,,,,,,,,
		Receivables,"2,258,000,000","3,735,000,000","2,335,000,000","2,633,000,000","2,285,000,000","3,367,000,000","2,461,000,000","2,867,000,000","2,302,000,000","3,340,000,000","2,241,000,000","2,269,000,000","1,634,000,000","2,513,000,000","1,643,000,000","1,710,000,000","1,182,000,000","1,844,000,000","1,154,000,000","1,396,000,000","994,000,000","1,988,000,000","1,142,000,000","1,311,000,000","1,101,000,000","1,707,000,000","1,036,000,000","1,214,000,000","990,000,000","1,569,000,000","957,000,000","1,159,000,000","830,000,000","1,220,000,000","789,000,000","974,600,000","781,689,000","1,218,840,000","729,870,000","810,352,000","675,494,000","956,656,000","560,516,000","622,316,000","534,175,000","670,207,000","389,496,000","452,758,000","356,715,000","563,565,000","255,700,000","280,088,000","375,083,000","449,064,000","370,171,000","409,368,000","284,309,000","283,824,000","164,106,000","199,772,000","151,124,000","198,660,000","96,973,000"
			AccountsReceivable,"1,620,000,000","2,297,000,000","1,675,000,000","1,718,000,000","1,532,000,000","1,929,000,000","1,789,000,000","1,970,000,000","1,535,000,000","1,883,000,000","1,488,000,000","1,515,000,000","1,192,000,000","1,576,000,000","1,101,000,000","1,222,000,000","1,001,000,000","1,312,000,000","900,000,000","1,189,000,000","867,000,000","1,856,000,000","1,119,000,000","1,215,000,000","1,089,000,000","1,633,000,000","1,011,000,000","1,214,000,000","988,000,000","1,520,000,000","957,000,000","1,119,000,000","830,000,000","1,220,000,000","789,000,000","940,900,000","773,204,000","1,150,906,000","683,695,000","748,698,000","657,243,000","882,857,000","548,027,000","592,322,000","534,175,000","614,726,000","378,454,000","429,884,000","353,122,000","534,196,000","255,700,000","257,363,000","264,033,000","338,014,000","287,943,000","309,719,000","284,309,000","283,824,000","164,106,000","199,772,000","146,892,000","193,710,000","96,481,000"
				GrossAccountsReceivable,"1,631,000,000","2,307,000,000","1,683,000,000","1,722,000,000","1,537,000,000","1,934,000,000","1,795,000,000","1,976,000,000","1,541,000,000","1,890,000,000","1,492,000,000","1,518,000,000","1,194,000,000","1,578,000,000",,"1,224,000,000","1,003,000,000","1,314,000,000","902,000,000","1,191,000,000","869,000,000","1,858,000,000","1,121,000,000","1,217,000,000","1,091,000,000","1,635,000,000","1,013,000,000","1,216,000,000","990,000,000","1,522,000,000","959,000,000","1,121,000,000","832,000,000","1,222,000,000","791,000,000","943,000,000","774,789,000","1,155,173,000","685,671,000","751,190,000","659,977,000",,"550,795,000","595,903,000","537,824,000",,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-11,000,000","-10,000,000","-8,000,000","-4,000,000","-5,000,000","-5,000,000","-6,000,000","-6,000,000","-6,000,000","-7,000,000","-4,000,000","-3,000,000","-2,000,000","-2,000,000",,"-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,000,000","-2,100,000","-1,585,000","-4,267,000","-1,976,000","-2,492,000","-2,734,000",,"-2,768,000","-3,581,000","-3,649,000",,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,967,000","2,967,000","0","22,725,000","111,050,000","111,050,000",,,,,,,,,
			DuefromRelatedPartiesCurrent,"638,000,000","1,438,000,000","660,000,000","915,000,000","753,000,000","1,438,000,000","672,000,000","897,000,000","767,000,000","1,457,000,000","753,000,000","754,000,000","442,000,000","937,000,000","542,000,000","488,000,000","181,000,000","532,000,000","254,000,000","207,000,000","127,000,000","132,000,000","23,000,000","96,000,000","12,000,000","74,000,000","25,000,000","0","2,000,000","49,000,000",,"40,000,000",,"0","0","33,700,000","8,485,000","67,934,000","46,175,000","61,654,000","18,251,000","73,799,000","12,489,000","29,994,000","0","55,481,000",,"22,874,000",,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,042,000","22,874,000","626,000","26,402,000",,,,,"82,228,000","99,649,000",,,,,"4,232,000","4,950,000","492,000"
		PrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,975,000","7,337,000","2,522,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,002,000","10,173,000","2,515,000"
