name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989
TotalAssets,"88,660,000,000","89,092,000,000","88,537,000,000","87,908,000,000","87,513,000,000","84,209,000,000","83,029,579,000","48,644,659,000","47,197,378,000","43,310,900,000","43,717,684,000","42,171,770,000","41,099,003,000","40,832,258,000","40,635,924,000","41,076,795,000","40,463,195,000","41,423,388,000","29,622,636,000","29,369,956,000","29,618,600,000","28,555,231,000","28,449,222,000","27,541,070,000","26,963,682,000","26,195,136,000","25,387,319,000","25,239,767,000","25,715,888,000","25,672,887,000","23,986,787,000","24,222,750,000","23,941,989,000","23,789,833,000","24,193,341,000","25,133,274,000","25,166,427,000","25,520,140,000","25,739,830,000","25,492,955,000","25,678,969,000","24,789,384,000","25,571,469,000","25,054,066,000","24,438,344,000","24,698,952,000","25,384,181,000","26,254,226,000","25,923,576,000","26,068,678,000","26,465,852,000","28,758,943,000","31,208,024,000","31,021,980,000","32,804,376,000","35,549,961,000","37,267,945,000","37,015,461,000","37,478,252,000","38,394,084,000","38,828,766,000","37,918,259,000","40,076,183,000","37,469,234,000","37,300,975,000","36,579,061,000","37,042,307,000","37,165,789,000","35,157,423,000","29,771,683,000","28,294,725,000","27,289,699,000","27,084,168,000","24,506,690,000","25,489,338,000","27,939,234,000","24,811,131,000","23,823,095,000","22,739,923,000","19,811,885,000","19,608,817,000","20,616,791,000","19,683,002,000","18,796,176,000","19,316,820,000","18,555,086,000","19,219,630,000","19,804,616,000","20,071,575,000","18,373,400,000","19,102,000,000","18,623,700,000","18,325,000,000","18,734,000,000","17,248,000,000","16,570,600,000","15,897,600,000","14,387,900,000","14,082,400,000","13,679,600,000","12,975,500,000","13,058,900,000","12,801,300,000","12,955,000,000","12,818,400,000","12,076,900,000","11,581,100,000","11,614,000,000","10,911,800,000","10,522,400,000","10,446,900,000","10,228,700,000","10,654,800,000","9,608,800,000","9,458,700,000","8,992,300,000","9,041,800,000","8,925,800,000","7,747,700,000","7,452,400,000","8,607,000,000","7,903,700,000","7,409,400,000","6,870,000,000","6,710,700,000","6,707,700,000","6,480,500,000","6,430,300,000","6,581,200,000","6,397,500,000","6,296,400,000"
TotalLiabilitiesNetMinorityInterest,"79,964,000,000","80,598,000,000","80,005,000,000","79,343,000,000","79,206,000,000","75,902,000,000","74,885,437,000","43,436,274,000","42,141,798,000","38,234,892,000","38,721,641,000","37,245,689,000","36,252,482,000","36,046,878,000","35,893,993,000","36,527,046,000","35,890,667,000","36,842,900,000","26,739,085,000","26,543,068,000","26,878,140,000","25,850,147,000","25,704,640,000","24,849,146,000","24,320,734,000","23,555,550,000","22,807,074,000","22,721,862,000","23,216,631,000","23,081,919,000","21,364,846,000","21,596,599,000","21,397,852,000","21,289,082,000","21,760,048,000","22,586,923,000","22,566,700,000","23,010,934,000","23,207,942,000","22,978,549,000","23,004,796,000","22,104,747,000","22,828,239,000","22,372,684,000","21,798,287,000","22,020,947,000","22,077,293,000","22,966,993,000","22,652,634,000","22,766,210,000","23,095,643,000","25,364,961,000","27,700,348,000","27,742,513,000","29,931,458,000","32,852,515,000","35,155,718,000","34,879,865,000","35,056,425,000","35,930,602,000","36,314,090,000","35,455,869,000","37,270,385,000","35,027,041,000","34,606,093,000","33,971,476,000","34,489,123,000","34,687,186,000","32,768,851,000","27,730,242,000","26,311,591,000","25,368,568,000","25,164,824,000","22,615,920,000","23,537,425,000","26,001,028,000","22,904,096,000","22,087,523,000","20,967,883,000","18,204,262,000","18,045,508,000","19,094,842,000","18,202,139,000","17,373,123,000","17,787,048,000","17,132,502,000","17,909,527,000","18,502,864,000","18,810,246,000","17,131,900,000","17,855,300,000","17,429,600,000","17,168,000,000","17,634,500,000","16,196,800,000","15,585,100,000","14,920,000,000","13,433,800,000","13,173,900,000","12,698,700,000","12,033,600,000","12,104,400,000","11,876,300,000","12,062,700,000","11,935,400,000","11,203,700,000","10,756,400,000","10,787,200,000","10,111,700,000","9,773,600,000","9,694,900,000","9,503,000,000","9,939,200,000","8,929,800,000","8,802,200,000","8,357,000,000","8,423,200,000","8,328,300,000","7,258,900,000","6,979,700,000","8,050,600,000","7,466,100,000","6,982,200,000","6,454,200,000","6,304,800,000","6,309,900,000","6,085,400,000","6,040,900,000","6,201,800,000","6,016,800,000","5,923,500,000"
TotalEquityGrossMinorityInterest,"8,696,000,000","8,494,000,000","8,532,000,000","8,565,000,000","8,307,000,000","8,307,000,000","8,144,142,000","5,208,385,000","5,055,580,000","5,076,008,000","4,996,043,000","4,926,081,000","4,846,521,000","4,785,380,000","4,741,931,000","4,549,749,000","4,572,528,000","4,580,488,000","2,883,551,000","2,826,888,000","2,740,460,000","2,705,084,000","2,744,582,000","2,691,924,000","2,642,948,000","2,639,586,000","2,580,245,000","2,517,905,000","2,499,257,000","2,590,968,000","2,621,941,000","2,626,151,000","2,544,137,000","2,500,751,000","2,433,293,000","2,546,351,000","2,599,727,000","2,509,206,000","2,531,888,000","2,514,406,000","2,674,173,000","2,684,637,000","2,743,230,000","2,681,382,000","2,640,057,000","2,678,005,000","3,306,888,000","3,287,233,000","3,270,942,000","3,302,468,000","3,370,209,000","3,393,982,000","3,507,676,000","3,279,467,000","2,872,918,000","2,697,446,000","2,112,227,000","2,135,596,000","2,421,827,000","2,463,482,000","2,514,676,000","2,462,390,000","2,805,798,000","2,442,193,000","2,694,882,000","2,607,585,000","2,553,184,000","2,478,603,000","2,388,572,000","2,041,441,000","1,983,134,000","1,921,131,000","1,919,344,000","1,890,770,000","1,951,913,000","1,938,206,000","1,907,035,000","1,735,572,000","1,772,040,000","1,607,623,000","1,563,309,000","1,521,949,000","1,480,863,000","1,423,053,000","1,529,772,000","1,422,584,000","1,310,103,000","1,301,752,000","1,261,329,000","1,241,500,000","1,246,700,000","1,194,100,000","1,157,000,000","1,099,500,000","1,051,200,000","985,500,000","977,600,000","954,100,000","908,500,000","980,900,000","941,900,000","954,500,000","925,000,000","892,300,000","883,000,000","873,200,000","824,700,000","826,800,000","800,100,000","748,800,000","752,000,000","725,700,000","715,600,000","679,000,000","656,500,000","635,300,000","618,600,000","597,500,000","488,800,000","472,700,000","556,400,000","437,600,000","427,200,000","415,800,000","405,900,000","397,800,000","395,100,000","389,400,000","379,400,000","380,700,000","372,900,000"
	StockholdersEquity,"8,401,000,000","8,199,000,000","8,237,000,000","8,270,000,000","8,012,000,000","8,012,000,000","7,848,711,000","4,912,954,000","4,760,149,000","4,780,577,000","4,700,612,000","4,630,650,000","4,551,090,000","4,489,949,000","4,446,500,000","4,254,318,000","4,277,097,000","4,285,057,000","2,588,120,000","2,531,457,000","2,445,029,000","2,409,653,000","2,449,151,000","2,396,493,000","2,347,517,000","2,344,155,000","2,284,814,000","2,222,474,000","2,203,826,000","2,295,537,000","2,326,510,000","2,330,720,000","2,248,706,000","2,205,320,000","2,137,862,000","2,250,977,000","2,304,470,000","2,214,041,000","2,236,723,000","2,219,241,000","2,379,008,000","2,389,472,000","2,448,065,000","2,386,217,000","2,344,892,000","2,382,840,000","3,011,723,000","2,992,068,000","2,975,777,000","3,007,303,000","3,075,044,000","3,098,817,000","3,212,511,000","3,279,467,000","2,872,918,000","2,697,446,000","2,112,227,000","2,135,596,000","2,421,827,000","2,463,482,000","2,514,676,000","2,462,390,000","2,805,798,000","2,442,193,000","2,694,882,000","2,312,311,000","2,257,910,000","2,183,328,000","2,092,714,000","2,040,983,000","1,982,680,000","1,920,677,000","1,918,896,000","1,890,318,000","1,851,566,000","1,793,764,000","1,762,618,000","1,735,572,000","1,627,779,000","1,607,623,000","1,563,309,000","1,521,949,000","1,480,863,000","1,423,053,000","1,529,772,000","1,422,584,000","1,310,103,000","1,301,752,000","1,261,329,000","1,241,500,000","1,246,700,000","1,194,100,000","1,157,000,000","1,099,500,000","1,051,200,000","985,500,000","977,600,000","954,100,000","908,500,000","880,900,000","841,900,000","954,500,000","925,000,000","892,300,000","883,000,000","873,200,000","824,700,000","826,800,000","800,100,000","748,800,000","752,000,000","725,700,000","715,600,000","679,000,000","656,500,000","635,300,000","618,600,000","597,500,000","488,800,000","472,700,000","556,400,000","437,600,000","427,200,000","415,800,000","405,900,000","397,800,000","395,100,000","389,400,000","379,400,000","380,700,000","372,900,000"
		CapitalStock,"1,348,000,000","853,000,000","859,000,000","864,000,000","815,000,000","817,000,000","817,112,000","435,513,000","290,538,000","290,292,000","290,111,000","290,923,000","292,725,000","294,732,000","298,088,000","298,751,000","300,120,000","299,835,000","242,019,000","241,960,000","241,801,000","241,639,000","241,396,000","240,636,000","240,966,000","244,741,000","242,022,000","241,887,000","241,561,000","242,011,000","242,654,000","243,841,000","243,490,000","243,355,000","243,329,000","245,971,000","246,390,000","152,249,000","154,459,000","155,506,000","157,917,000","160,918,000","164,762,000","164,812,000","164,584,000","164,604,000","956,500,000","949,877,000","943,808,000","937,423,000","931,289,000","925,101,000","918,829,000","910,982,000","421,273,000","122,345,000","79,242,000","78,979,000","78,992,000","78,898,000","78,593,000","78,041,000","373,066,000","77,467,000","372,293,000","78,889,000","78,752,000","78,194,000","77,582,000","77,207,000","76,955,000","77,184,000","77,488,000","78,021,000","78,364,000","78,461,000","78,541,000","122,892,000","78,540,000","122,633,000","122,869,000","122,853,000","122,834,000","123,097,000","223,933,000","118,893,000","80,051,000","81,396,000","81,200,000","81,200,000","81,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,"1,014,000,000","520,000,000","520,000,000","520,000,000","470,000,000","470,000,000","470,370,000","240,289,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000","95,624,000",,,,,,"0","0","0","0","810,974,000","806,856,000","802,760,000","798,685,000","794,630,000","790,596,000","786,582,000","782,680,000","295,277,000",,,,,,,,"295,274,000",,"295,274,000",,,,,,,,,,,,,"44,392,000",,"44,236,000","44,212,000","44,187,000","44,162,000","44,137,000","144,118,000","38,428,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"334,000,000","333,000,000","339,000,000","344,000,000","345,000,000","347,000,000","346,742,000","195,224,000","194,914,000","194,668,000","194,487,000","195,299,000","197,101,000","199,108,000","202,464,000","203,127,000","204,496,000","204,211,000","146,395,000","146,336,000","146,177,000","146,015,000","145,772,000","145,012,000","145,342,000","149,117,000","146,398,000","146,263,000","145,937,000","146,387,000","147,030,000","148,217,000","147,866,000","147,731,000","147,705,000","150,347,000","150,766,000","152,249,000","154,459,000","155,506,000","157,917,000","160,918,000","164,762,000","164,812,000","164,584,000","164,604,000","145,526,000","143,021,000","141,048,000","138,738,000","136,659,000","134,505,000","132,247,000","128,302,000","125,996,000","122,345,000","79,242,000","78,979,000","78,992,000","78,898,000","78,593,000","78,041,000","77,792,000","77,467,000","77,019,000","78,889,000","78,752,000","78,194,000","77,582,000","77,207,000","76,955,000","77,184,000","77,488,000","78,021,000","78,364,000","78,461,000","78,541,000","78,500,000","78,540,000","78,397,000","78,657,000","78,666,000","78,672,000","78,960,000","79,815,000","80,465,000","80,051,000","81,396,000","81,200,000","81,200,000","81,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"4,769,000,000","4,743,000,000","4,866,000,000","4,997,000,000","5,036,000,000","5,074,000,000","5,061,079,000","2,940,610,000","2,938,670,000","2,931,451,000","2,925,309,000","2,941,696,000","2,983,948,000","3,029,425,000","3,101,102,000","3,113,612,000","3,155,407,000","3,147,613,000","1,401,359,000","1,395,797,000","1,391,777,000","1,386,636,000","1,376,319,000","1,362,528,000","1,371,397,000","1,439,303,000","1,377,731,000","1,371,712,000","1,370,711,000","1,380,809,000","1,390,081,000","1,416,012,000","1,417,170,000","1,416,767,000","1,413,248,000","1,416,563,000","1,461,292,000","1,488,463,000","1,517,488,000","1,528,161,000","1,560,343,000","1,601,346,000","1,641,878,000","1,638,423,000","1,636,623,000","1,714,070,000","1,428,167,000","1,380,344,000","1,335,636,000","1,292,509,000","1,254,776,000","1,212,146,000","1,171,112,000","1,048,602,000","1,016,498,000","980,428,000","362,823,000","361,826,000","360,016,000","352,138,000","341,491,000","312,521,000","301,857,000","282,563,000","269,564,000","267,678,000","258,951,000","228,566,000","196,527,000","173,872,000","165,212,000","163,539,000","156,197,000","145,817,000","140,314,000","137,122,000","121,703,000","119,318,000","123,393,000","116,790,000","110,728,000","106,682,000","103,765,000","97,342,000","88,338,000","115,775,000","104,868,000","140,854,000","138,453,000","130,600,000","159,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"2,996,000,000","2,891,000,000","2,753,000,000","2,612,000,000","2,402,000,000","2,261,000,000","2,110,990,000","1,671,629,000","1,667,105,000","1,798,442,000","1,725,846,000","1,660,520,000","1,595,568,000","1,542,408,000","1,484,959,000","1,254,069,000","1,211,655,000","1,160,434,000","1,177,126,000","1,131,162,000","1,061,409,000","1,029,032,000","992,264,000","945,663,000","905,595,000","874,303,000","841,737,000","797,123,000","760,713,000","860,963,000","826,610,000","792,978,000","728,165,000","695,207,000","657,676,000","777,108,000","748,427,000","719,672,000","681,460,000","658,157,000","785,361,000","757,364,000","724,977,000","691,490,000","674,064,000","631,712,000","737,014,000","767,769,000","809,624,000","891,580,000","1,005,244,000","1,100,462,000","1,265,073,000","1,387,854,000","1,483,184,000","1,646,272,000","1,704,559,000","1,742,892,000","2,048,689,000","2,120,014,000","2,155,007,000","2,144,276,000","2,124,312,000","2,113,514,000","2,065,285,000","2,015,982,000","1,962,858,000","1,900,771,000","1,851,746,000","1,795,853,000","1,745,759,000","1,699,445,000","1,662,677,000","1,662,699,000","1,632,236,000","1,561,648,000","1,536,821,000","1,461,946,000",,"1,335,102,000","1,311,070,000","1,263,649,000","1,215,907,000","1,177,967,000","1,189,690,000","1,172,548,000","1,129,144,000","1,091,374,000","1,064,599,000","1,053,700,000","1,018,100,000","973,500,000","937,300,000","909,000,000","867,900,000","827,200,000","830,500,000","811,400,000","779,700,000","756,300,000","729,100,000","823,200,000","790,000,000","761,000,000","736,400,000","716,900,000","53,000,000","660,700,000","633,000,000","616,200,000","594,100,000","570,400,000","548,200,000","524,100,000","504,800,000","484,600,000","464,400,000","444,300,000","381,600,000","365,200,000","407,900,000","334,000,000","323,500,000","313,700,000","304,100,000","296,600,000","290,100,000","281,700,000","271,900,000","274,700,000","268,300,000"
		TreasuryStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
