name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"3,048,900,000","3,118,000,000","751,540,805","752,116,416","752,727,663","751,315,411","751,473,720","997,952","86,857","5,000"
	CurrentAssets,"437,500,000","453,500,000","750,621,780","1,247,124","2,245,581","982,416","1,339,885","79,261","5,000","5,000"
		CashCashEquivalentsAndShortTermInvestments,"88,900,000","84,000,000","195,542","799,624","1,740,897","383,246","623,137","79,261","5,000","5,000"
			CashAndCashEquivalents,"84,200,000","84,000,000","195,542","799,624","1,740,897","383,246","623,137","79,261","5,000","5,000"
				CashFinancial,,,"195,542","799,624","1,740,897","383,246","623,137","79,261","5,000","5,000"
			OtherShortTermInvestments,"4,700,000",,,,,,,,,
		Receivables,"200,300,000","213,700,000","3,758",,,,,,,
			AccountsReceivable,"138,600,000","157,400,000",,,,,,,,
				GrossAccountsReceivable,"143,700,000",,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-5,100,000",,,,,,,,,
			TaxesReceivable,"1,000,000",,,,,,,,,
			OtherReceivables,"60,700,000","56,300,000","3,758",,,,,,,
		Inventory,"123,200,000","123,600,000",,,,,,,,
			RawMaterials,"59,600,000",,,,,,,,,
			WorkInProcess,"29,800,000",,,,,,,,,
			FinishedGoods,"33,800,000",,,,,,,,,
		PrepaidAssets,"3,100,000","30,900,000","325,000","447,500","504,684","599,170","716,748",,,
		RestrictedCash,"2,000,000","700,000","750,097,480",,,,,,,
		CurrentDeferredAssets,,"600,000",,,,,,,,
		OtherCurrentAssets,"20,000,000",,,,,,,,,
	TotalNonCurrentAssets,"2,611,400,000","2,664,500,000","919,025","750,869,292","750,482,082","750,332,995","750,133,835","918,691","81,857","0"
		NetPPE,"170,000,000","169,700,000",,,,,,,,
			GrossPPE,"180,800,000","169,700,000",,,,,,,,
				Properties,"45,000,000",,,,,,,,,
				MachineryFurnitureEquipment,"46,400,000",,,,,,,,,
				OtherProperties,"74,200,000","169,700,000",,,,,,,,
				ConstructionInProgress,"15,200,000",,,,,,,,,
			AccumulatedDepreciation,"-10,800,000",,,,,,,,,
		GoodwillAndOtherIntangibleAssets,"2,416,000,000","2,469,500,000",,,,,,,,
			Goodwill,"1,652,500,000","1,662,600,000",,,,,,,,
			OtherIntangibleAssets,"763,500,000","806,900,000",,,,,,,,
		NonCurrentDeferredAssets,,,"919,025","779,578","403,767","265,954","78,317","918,691","81,857",
			NonCurrentDeferredTaxesAssets,,,"919,025","779,578","403,767","265,954","78,317",,,
		OtherNonCurrentAssets,"25,400,000","25,300,000",,"750,089,714","750,078,315","750,067,041","750,055,518",,,
TotalLiabilitiesNetMinorityInterest,"1,291,700,000","1,334,000,000","99,502,777","99,054,364","90,996,945","27,590,427","27,002,221","1,039,987","82,493","636"
	CurrentLiabilities,"213,400,000","221,000,000","99,502,777","72,804,364","64,746,945","1,340,427","752,221","1,039,987","82,493","636"
		PayablesAndAccruedExpenses,"83,300,000","134,800,000","10,510,582","8,360,315","1,771,117","1,340,427","752,221","739,987","82,493","636"
			Payables,"64,600,000","59,400,000","10,510,582","8,360,315","1,396,117","965,427","249,221","47,035","636","636"
				AccountsPayable,"53,100,000","59,400,000","10,510,524","8,360,258","1,396,003","965,370","249,164","47,035","636","636"
				TotalTaxPayable,"11,500,000",,"58","57","114","57","57",,,
					IncomeTaxPayable,"5,300,000",,"58","57","114","57","57",,,
			CurrentAccruedExpenses,"18,700,000","75,400,000","0","0","375,000","375,000","503,000","692,952","81,857",
		PensionandOtherPostRetirementBenefitPlansCurrent,"33,600,000",,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"14,200,000","13,200,000",,,,,,"300,000",,
			CurrentDebt,"5,200,000","3,900,000",,,,,,"300,000",,
				CurrentNotesPayable,,,,,,,,"300,000",,
				OtherCurrentBorrowings,"5,200,000","3,900,000",,,,,,,,
			CurrentCapitalLeaseObligation,"9,000,000","9,300,000",,,,,,,,
