name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
OperatingCashFlow,"5,031,227","-4,309,479","-1,905,261","1,099,682","10,146,285","8,926,968","4,226,915","2,456,335","11,510,604","272,157","5,319,967","2,567,723","2,062,980","1,014,849","1,884,876","3,063,122","1,161,497","687,290","7,458,368","186,991","-2,544,047","-1,149,460","-275,991","1,933,878","894,913","377,476","78,023","106,414","940,253","282,743","523,340","-973,732","1,140,043","-90,000","821,229","-720,374","511,649","159,446","644,129","338,002","371,232","-29,857","319,380","162,088","14,819","154,111","-62,538","82,286","108,823","106,254","-69,169","105,289","121,334","77,093","241,577","-6,999","12,151","-51,223","359,322","169,330","-78,338","-319,526"
	CashFlowFromContinuingOperatingActivities,"5,031,227","-4,309,479","-1,905,261","1,099,682","10,146,285","8,926,968","4,226,915","2,456,335","11,510,604","272,157","5,319,967","2,567,723","2,062,980","1,014,849","1,884,876","3,063,122","1,161,497","687,290","7,458,368","186,991","-2,544,047","-1,149,460","-275,991","1,933,878","894,913","377,476","78,023","106,414","940,253","282,743","523,340","-973,732","1,140,043","-90,000","821,228","-720,373","511,649","159,446","644,129","338,002","371,232","-29,857","319,380","162,088","14,819","154,111","-62,538","82,286","108,823","106,254","-289,067","345,701","121,334","77,093","172,944","61,634","12,151","-51,223","359,322","169,330","-78,338","-319,526"
		NetIncomeFromContinuingOperations,"32,522,935","7,803,132","6,203,493","8,330,761","10,185,549","6,847,059","6,088,399","6,608,248","3,973,690","1,611,354","4,618,474","4,509,285","3,007,310","1,860,003","2,030,336","2,180,716","2,493,622","2,016,558","4,252","444,835","750,105","-64,848","-22,882","723,408","765,794","697,180","-200,004","392,812","605,653","672,208","1,542,460","473,143","595,229","459,285","280,776","392,895","384,274","262,323","360,192","340,425","218,759","242,831","333,756","189,233","206,693","86,205","270,927","81,590","42,417","30,876","-13,906","69,393","64,908","20,651","2,159,627","255,262","-3,024,795","-566,568","-661,157","384,461","-212,961","-334,258"
		OperatingGainsLosses,"-52,652","-14,277","-22,122","1,503","-17,756","2,031","-97","-8,207","1,985","3,121","-12,819","-23,084","12,183","12,422","-90,761","27,127","56,464","32,903","-214,527","23,127","4,727","8,769","30,576","-3,223","-460","19,901","325,412","-348,923","34,680","-61,585",,,,,,,,,,,,,,,,,"36,107","9,312",,,,,"0","318",,,,,,,,
			GainLossOnSaleOfPPE,"-52,652","-14,277","-22,122","1,503","-17,756","2,031","-97","-8,207","1,985","3,121","-12,819","-23,084","12,183","12,422","-11,197","944",,,"-6,000","0","-7,251","0","1","-37","4,546","364",,,,,,,,,,,,,,,,,"0",,,,"-15,319","-4,441","0","0",,,"0","318",,,,,,,,
			NetForeignCurrencyExchangeGainLoss,,,,,,,,,,,,,,,,"26,183","20,478","32,903","-208,527","23,127","11,978","8,769","30,575","-3,186","-5,006","19,537","321,771","-348,923","34,680","-61,585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"13,753",,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"5,574,782","1,832,810","1,708,832","1,190,755","842,385","645,696","634,520","565,214","526,085","504,213","470,684","433,879","407,094","385,366","-6,986","486,453","480,054","419,263","494,901","465,931","405,919","399,260","299,358","300,074","292,952","247,742","254,515","240,421","217,814","178,620","133,861","123,249","114,168","105,918","108,612","96,543","90,193","88,407","86,070","90,949","89,437","87,697","85,813","86,034","84,359","82,545","83,565","82,325","82,043","82,980","89,723","21,678","121,278","122,320","110,361","123,013","153,544","69,998","128,972","45,298","36,483","25,324"
			DepreciationAndAmortization,"5,574,782","1,832,810","1,708,832","1,190,755","842,385","645,696","634,520","565,214","526,085","504,213","470,684","433,879","407,094","385,366","-6,986","486,453","480,054","419,263","494,901","465,931","405,919","399,260","299,358","300,074","292,952","247,742","254,515","240,421","217,814","178,620","133,861","123,249","114,168","105,918","108,612","96,543","90,193","88,407","86,070","90,949","89,437","87,697","85,813","86,034","84,359","82,545","83,565","82,325","82,043","82,980","89,723","21,678","121,278","122,320","110,361","123,013","153,544","69,998","128,972","45,298","36,483","25,324"
				Depreciation,"2,260,302","756,344","628,559","455,792","419,607","383,090","384,275","325,643","293,860","270,317","260,533","234,297","220,270","200,818","196,604","200,512","179,549","159,318","219,063","192,556","169,239","167,506","80,695","76,350","87,120","55,460","74,232","70,311","54,265","45,412","38,998","36,852","33,271","28,368","34,529","23,560","19,985","17,906","14,581","16,995","13,527","11,999","11,754","14,072","14,222","13,369","15,282","14,397","13,174","12,049","16,590","4,805","16,900","17,595",,,,,,,,
				AmortizationCashFlow,"3,314,480","1,076,466","1,080,273","734,963","422,778","262,606","250,245","239,571","232,225","233,896","210,151","199,582","186,824","184,548","-203,590","285,941","300,505","259,945","275,838","273,375","236,680","231,754","218,663","223,724","205,832","192,282","180,283","170,110","163,549","133,208","94,863","86,397","80,897","77,550","74,083","72,983","70,208","70,501","71,489","73,954","75,910","75,698","74,059","71,962","70,137","69,176","68,283","67,928","68,869","70,931","73,133","16,873","104,378","104,725","188,076","45,298","153,544","69,998","197,347","-23,077","36,483","25,324"
					AmortizationOfIntangibles,"3,314,480","1,076,466","1,080,273","734,963","422,778","262,606","250,245","239,571","232,225","233,896","210,151","199,582","186,824","184,548","-203,590","285,941","300,505","259,945","275,838","273,375","236,680","231,754","218,663","223,724","205,832","192,282","180,283","170,110","163,549","133,208","94,863","86,397","80,897","77,550","74,083","72,983","70,208","70,501","71,489","73,954","75,910","75,698","74,059","71,962","70,137","69,176","68,283","67,928","68,869","70,931","73,133","16,873","104,378","104,725","188,076","45,298","153,544","69,998","197,347","-23,077","36,483","25,324"
		DeferredTax,"949,143","-38,477","593,331","412,244","-17,955","23,655","-225,413","2,852","-18,974","-31,764","-17,893","76,816","99,844","-41,439","-105,249","125,215","-81,978","-24,206","-73,029","-46,402","-112,966","-22,839","-25,634","15,639","-109,577","21,725","270,869","-318,000","153,000","106,000","-403,000","-8,000","40,000","-13,000","171,000","204,000","201,000","138,000",,,,,,,,,,,,,,,"-8,543","-8,543","-3,701","-10,157",,,,"0",,
			DeferredIncomeTax,"949,143","-38,477","593,331","412,244","-17,955","23,655","-225,413","2,852","-18,974","-31,764","-17,893","76,816","99,844","-41,439","-105,249","125,215","-81,978","-24,206","-73,029","-46,402","-112,966","-22,839","-25,634","15,639","-109,577","21,725","270,869","-318,000","153,000","106,000","-403,000","-8,000","40,000","-13,000","171,000","204,000","201,000","138,000",,,,,,,,,,,,,,,"-8,543","-8,543","-3,701","-10,157",,,,"0",,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,"43,402","12,676","11,013","11,866","13,254","14,034","16,449","15,602",,"27,938","8,067","12,037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,"274,733","65,599","65,563","114,079","29,492","93,030","28,236","-2,916","65,619","22,832","88,142","30,196","65,015","125,102","-152,840","123,550","83,102","136,418","128,966","4,364","14,084","37,301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"0",,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,"83,102","136,418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"239,061","70,049","92,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","1,499","1,500","1,500","4,034","188,733","-10,138","44,061","10,460","31,986","-132,723","199,917","211,373"
		OtherNonCashItems,"18,333","2,659","414","6,207","9,053","8,945","28,222","11,804","13,939","11,017","10,970","13,503","16,865","19,978","-24,113","29,733","12,059","25,737","43,402","12,676","11,013","11,866","13,254","14,034","16,449","15,602",,"27,938","8,067","12,037",,,,,,,,,,,,,,,,"-1",,,"0","-1",,"1,500",,,,"0","0","6,971",,,"199,917",
		ChangeInWorkingCapital,"-34,495,108","-14,030,974","-10,546,960","-9,032,691","-884,483","1,306,552","-2,326,952","-4,720,660","6,948,260","-1,848,616","162,409","-2,472,872","-1,545,331","-1,346,583","234,489","90,328","-1,881,826","-1,919,383","7,074,403","-717,540","-3,616,929","-1,518,969","-631,925","883,946","-70,245","-624,674","-524,727","112,166","-78,961","-624,537","-745,469","-1,553,798","390,646","-642,203","258,985","-1,413,811","-163,818","-329,284","287,733","-93,372","63,036","-360,385","102,423","-113,179","-276,234","-14,638","-252,075","-90,942","-57,868","-7,601","-366,065","236,362","-57,809","-61,687","273,389","-296,346","331,031","427,916","876,460","-127,706","-101,777","-221,965"
			ChangeInReceivables,"-2,432,202","-2,125,248","2,369,664","-1,951,883","-724,735","-124,628","-738,896","-1,646,969","112,516","-63,214","16,638","179,780","-1,648,840","-414,560","1,095,617","233,314","-607,728","-982,459","1,431,460","30,515","-2,244,056","-32,153","209,535","-155,929","-1,127,029","-180,016","-57,037","524,237","-1,171,365","-273,922","299,438","-385,976","-606,086","-543,862","308,107","120,816","-456,358","-87,068","70,257","-8,653","-171,482","-201,061","-39,045","-122,797","-93,650","27,080","20,436","-94,967","-11,065","-17,005","-12,142","75,240","-93,150","-26,884","205,194","15,657","-133,505","29,014","168,148","37,916","-26,335","-6,955"
				ChangesInAccountReceivables,"-2,432,202","-2,125,248","2,369,664","-1,951,883","-724,735","-124,628","-738,896","-1,646,969","112,516","-157,943","110,249","179,780","-1,648,840","-414,560","1,095,617","233,314","-607,728","-982,459","1,431,460","30,515","-2,244,056","-32,153","209,535","-155,929","-1,127,029","-180,016","243,631","524,237","-1,171,365","-273,922","299,438","-385,976","-606,086","-543,862","308,107","120,816","-456,358","-87,068","70,257","-8,653","-171,482","-201,061","-39,045","-122,797","-93,650","27,080","20,436","-94,967","-11,065","-17,005","-12,142","75,240","-93,150","-26,884","205,194","15,657","-133,505","29,014","168,148","37,916","-26,335","-6,955"
			ChangeInInventory,"-46,911,188","-22,584,492","-10,542,203","-14,002,479","217,986","-2,612,306","-2,955,019","-4,074,726","4,203,544","-3,932,654","1,428,560","-1,251,754","-1,647,778","-2,780,162","2,205,366","-875,963","-601,970","-716,285","2,203,030","-965,518","-1,998,173","-1,100,683","-1,892,477","310,790","912,136","32,020","-1,354,325","-520,955","581,054","972,667","-1,103,442","-1,890,953","-84,881","-439,249","-732,229","-441,157","47,451","308,857","-911,401","-339,531","469,423","43,523","-339,804","-378,333","-218,870","134,834","-102,236","-67,238","-4,083","37,070","-71,177","26,609","-18,653","51,548","-14,852","-100,642","103,096","-14,813","115,000","83,539","-182,092","-61,570"
			ChangeInPrepaidAssets,"-1,564,787","-77,949","-133,916","-267,167","-1,085,755","-685,955","1,362,020","-670,953","275,965","-18,366","-280,526","-769,878","-333,862","-269,154","631,791","-205,361","-283,096","-10,652","513,460","-200,948","-102,973","-467,614","199,178","-352,386","299,415","-211,056","390,087","-226,093","-239,237","-101,649","-109,045","-52,241","44,468","28,579","40,434","-46,600","-116,963","-33,965","12,487","-55,211","-6,912","-1,160","6,668","4,006","-8,693","-13,207","13,386","5,398","34,519","-38,434",,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"16,851,726","9,401,254","-1,816,730","8,548,985","447,271","4,842,586","-21,269","1,720,586","2,449,239","2,492,416","-973,044","-666,621","2,021,240","2,155,008","-3,698,285","938,338","-389,032","-209,987","2,926,453","418,411","728,273","81,481","572,683","1,081,471","-154,767","-265,622","496,548","334,977","750,587","-1,221,633","167,580","775,372","1,037,145","312,329","645,373","-1,046,870","362,052","-517,108","1,119,690","309,723","-228,293","-201,687","476,719","382,545","44,279","-165,360","-182,347","70,028","-76,979","9,568","-277,380","167,798","50,726","-87,334","-69,042","-165,442","403,295","419,654","791,368","-213,065","113,483","-141,936"
				ChangeInPayable,,"9,401,254",,"8,548,985","447,271","4,842,586","-21,269","1,720,586","2,449,239","2,492,416","-973,044","-666,621","2,021,240","2,155,008","-3,698,285","938,338","-389,032","-209,987","2,926,453","418,411","728,273","81,481",,"1,081,471","-154,767","-265,622","496,548","334,977","750,587","-1,221,633",,"775,372","1,037,145","312,329",,,,,,,,,,,,,,,,,,,"50,726","-87,334",,,,,,,,
					ChangeInTaxPayable,,,,,"934,859","270,946","-18,975","-1,120,871","1,130,843","290,610","-541,389","648","-712,875","-86,825","722,330","1,390","-238,417","-209,023","458,205","302,322","379,235","-120,327",,"182,960","356,260","135,016","-337,351","263,000","192,000","0",,"260,000","332,000","198,000",,,,,,,,,,,,,,,,,,,"740","-252",,,,,,,,
						ChangeInIncomeTaxPayable,,,,,"934,859","270,946","-18,975","-1,120,871","1,130,843","290,610","-541,389","648","-712,875","-86,825","722,330","1,390","-238,417","-209,023","458,205","302,322","379,235","-120,327",,"182,960","356,260","135,016","-337,351","263,000","192,000","0",,"260,000","332,000","198,000",,,,,,,,,,,,,,,,,,,"740","-252",,,,,,,,
					ChangeInAccountPayable,,"9,401,254",,"9,754,790","-487,588","4,571,640","-2,294","2,841,457","1,318,396","2,201,806","-431,655","-667,269","2,734,115","2,241,833","-4,420,615","936,948","-150,615","-964","2,468,248","116,089","349,038","201,808",,"898,511","-511,027","-400,638","833,899","71,977","558,587","-1,221,633",,"515,372","705,145","114,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-683,297","74,262","-664,510","-353,799","260,750","-113,145","26,212","-48,598","-93,004","-326,798",,"35,601","63,909","-37,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-26,460","13,403","25,428",,"-36,309","-36,287","2,380",,"-27,777","1,486","-3,185"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","-3,300","300","300","0",,,,,,,,,,"-6,825","-10,135","-24,445","6,166",,,,,,,
			ChangeInOtherWorkingCapital,"244,640","1,281,199","240,735",,,,"26,212","-48,598","-93,004","-326,798",,"35,601","63,909","-37,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,115","1,400","700","2,015","-1,314","-4,163","-260","1,200",,,,,,,"-5,568","-8,319",,,"-8,319","-8,319"
	CashFromDiscontinuedOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","219,898",,,"0",,,,,,,,
