name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,12/31/2019,03/31/2016
TotalAssets,"1,197,137,000","1,225,862,000","654,790,000","646,636,000","643,075,000","494,466,000","479,277,000","472,407,000","486,264,000"
	CurrentAssets,"245,395,000","263,103,000","246,078,000","290,060,000","270,721,000","211,794,000","193,141,000","183,033,000","99,985,000"
		CashCashEquivalentsAndShortTermInvestments,"27,374,000","43,933,000","80,917,000","136,065,000","124,247,000","86,839,000","72,478,000","64,520,000","6,166,000"
			CashAndCashEquivalents,"27,374,000","43,933,000","80,917,000","136,065,000","124,247,000","86,839,000","72,478,000","64,520,000","6,166,000"
				CashFinancial,,,,,,,,,"6,166,000"
		Receivables,"119,288,000","124,963,000","105,442,000","102,029,000","89,472,000","88,283,000","80,813,000","85,128,000","51,109,000"
			AccountsReceivable,"119,288,000","124,963,000","105,442,000","102,029,000","89,472,000","88,283,000","80,813,000","85,128,000","51,109,000"
				GrossAccountsReceivable,"123,542,000","128,365,000","108,504,000","105,048,000","93,283,000","92,273,000","85,697,000","89,274,000","83,957,000"
				AllowanceForDoubtfulAccountsReceivable,"-4,254,000","-3,402,000","-3,062,000","-3,019,000","-3,811,000","-3,990,000","-4,884,000","-4,146,000","-32,848,000"
		Inventory,"64,691,000","61,688,000","36,565,000","34,020,000","39,808,000","29,120,000","34,705,000","27,326,000","37,119,000"
			RawMaterials,"14,324,000","12,213,000","3,381,000","4,202,000","5,797,000","3,665,000","4,153,000","3,349,000","9,402,000"
			FinishedGoods,"51,669,000","50,805,000","34,710,000","31,538,000","35,076,000","26,323,000","31,209,000","24,509,000","29,203,000"
			InventoriesAdjustmentsAllowances,"-1,302,000","-1,330,000","-1,526,000","-1,720,000","-1,065,000","-868,000","-657,000","-532,000","-1,486,000"
		PrepaidAssets,"28,762,000","27,239,000","23,154,000","15,943,000","11,987,000","7,552,000","5,145,000","6,059,000","5,248,000"
		RestrictedCash,"5,280,000","5,280,000",,"2,003,000","5,207,000",,,,"343,000"
	TotalNonCurrentAssets,"951,742,000","962,759,000","408,712,000","356,576,000","372,354,000","282,672,000","286,136,000","289,374,000","386,279,000"
		NetPPE,"43,594,000","40,171,000","27,235,000","26,629,000","26,144,000","21,840,000","19,792,000","19,756,000","8,984,000"
