name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995
TotalAssets,"3,725,600,000","3,565,400,000","3,454,200,000","3,462,300,000","4,179,700,000","4,277,600,000","4,176,400,000","4,151,300,000","4,276,600,000","4,107,700,000","4,064,200,000","4,041,400,000","3,937,100,000","3,846,800,000","3,844,700,000","3,799,700,000","3,871,500,000","3,700,200,000","3,800,100,000","3,730,600,000","3,670,400,000","3,601,700,000","3,717,600,000","3,750,300,000","3,809,200,000","3,723,600,000","3,478,300,000","3,575,700,000","3,572,600,000","3,631,500,000","3,706,700,000","3,812,500,000","3,783,700,000","3,740,200,000","3,795,300,000","3,365,800,000","3,373,600,000","3,386,100,000","3,314,600,000","3,703,600,000","3,749,000,000","3,671,000,000","15,088,000,000","13,100,000,000","12,726,000,000","12,438,000,000","12,460,000,000","11,015,000,000","11,200,000,000","11,129,100,000","11,544,400,000","10,551,900,000","10,297,800,000","10,480,200,000","10,636,900,000","10,803,200,000","10,795,300,000","11,552,700,000","8,597,300,000","7,906,900,000","7,729,300,000","7,430,000,000","7,536,200,000","7,526,300,000","7,224,100,000","7,063,400,000","7,536,400,000","7,496,500,000","7,462,700,000","7,276,700,000","7,235,400,000","6,325,400,000","6,271,300,000","5,937,600,000","5,839,400,000","5,930,300,000","5,736,800,000","5,389,600,000","4,889,300,000","4,790,400,000","4,604,300,000","4,508,400,000","4,613,200,000","4,561,300,000","4,602,000,000","4,611,400,000","4,640,600,000","4,776,400,000","4,499,700,000","4,529,800,000","4,344,900,000","4,162,900,000","4,474,300,000","5,048,800,000","6,446,100,000","6,282,500,000","6,263,600,000","6,220,500,000","6,380,200,000","6,564,400,000","5,359,500,000","5,491,200,000","5,752,000,000","5,694,000,000","5,802,000,000","5,879,000,000"
	CurrentAssets,"1,904,500,000","1,722,100,000","1,641,800,000","1,627,200,000","1,892,000,000","1,917,300,000","1,822,800,000","1,826,800,000","1,948,200,000","1,736,800,000","1,706,300,000","1,702,400,000","1,678,900,000","1,645,100,000","1,631,900,000","1,578,600,000","1,598,000,000","1,478,700,000","1,465,200,000","1,404,200,000","1,378,900,000","1,401,800,000","1,515,800,000","1,527,800,000","1,566,200,000","1,497,700,000","1,571,100,000","1,633,400,000","1,638,700,000","1,636,200,000","1,709,600,000","1,757,600,000","1,714,400,000","1,665,500,000","1,691,500,000","1,570,600,000","1,569,800,000","1,540,400,000","1,714,500,000","1,829,600,000","1,859,000,000","1,762,000,000","6,547,000,000","5,018,000,000","4,710,000,000","4,394,000,000","4,258,000,000","4,093,000,000","4,027,000,000","4,255,800,000","4,396,800,000","4,133,300,000","3,953,100,000","4,064,200,000","4,020,800,000","4,124,500,000","4,143,300,000","4,929,800,000","3,937,800,000","3,678,900,000","3,565,800,000","3,347,700,000","3,143,600,000","3,060,500,000","2,824,200,000","2,772,000,000","2,646,800,000","2,582,800,000","2,477,700,000","2,329,200,000","2,313,100,000","2,214,500,000","2,132,600,000","2,105,500,000","2,026,500,000","2,008,500,000","1,852,000,000","1,700,500,000","1,685,900,000","1,685,800,000","1,581,600,000","1,458,800,000","1,555,800,000","1,536,600,000","1,537,800,000","1,506,300,000","1,740,700,000","1,830,000,000","1,655,900,000","1,628,300,000","1,735,800,000","1,637,900,000","1,955,600,000","2,382,400,000","3,925,800,000","2,548,200,000","2,567,900,000","2,377,400,000","2,591,500,000","2,614,100,000","2,280,700,000","2,289,100,000","2,608,000,000","2,477,000,000","2,513,000,000","2,502,000,000"
		CashCashEquivalentsAndShortTermInvestments,"710,400,000","647,500,000","585,800,000","578,800,000","780,200,000","859,800,000","782,300,000","819,100,000","839,900,000","612,100,000","555,700,000","531,900,000","554,000,000","561,200,000","525,800,000","449,600,000","438,700,000","389,800,000","395,600,000","355,300,000","348,500,000","460,700,000","490,800,000","453,400,000","499,400,000","480,600,000","515,200,000","555,100,000","585,400,000","589,400,000","590,200,000","624,500,000","579,200,000","620,200,000","583,000,000","553,800,000","539,800,000","582,700,000","762,000,000","739,100,000","728,000,000","690,000,000","2,686,000,000","1,160,000,000","1,074,000,000","1,032,000,000","912,000,000","844,000,000","880,000,000","1,215,600,000","1,347,700,000","1,019,000,000","911,000,000","964,900,000","957,300,000","877,700,000","899,600,000","1,840,000,000","1,440,100,000","1,113,300,000","1,050,200,000","937,100,000","792,500,000","755,000,000","623,800,000","451,000,000","470,300,000","384,200,000","336,300,000","262,900,000","253,900,000","219,500,000","199,100,000","414,200,000","312,300,000","236,000,000","173,600,000","202,200,000","186,000,000","168,500,000","150,700,000","121,300,000","151,700,000","118,800,000","108,400,000","88,700,000","247,100,000","282,200,000","143,700,000","181,700,000","218,900,000","128,400,000","472,700,000","880,900,000","2,338,000,000","141,100,000","160,100,000","192,200,000","208,400,000","102,800,000","61,500,000","121,900,000","103,000,000","8,000,000","17,000,000","94,000,000"
			CashAndCashEquivalents,"710,400,000","647,500,000","585,800,000","578,800,000","780,200,000","859,800,000","782,300,000","819,100,000","839,900,000","612,100,000","555,700,000","531,900,000","554,000,000","561,200,000","525,800,000","449,600,000","438,700,000","389,800,000","395,600,000","355,300,000","348,500,000","460,700,000","475,800,000","433,300,000","430,900,000","415,700,000","504,900,000","497,400,000","570,100,000","584,000,000","522,600,000","527,700,000","515,100,000","507,300,000","480,600,000","517,700,000","483,100,000","544,500,000","762,000,000","739,100,000","728,000,000","690,000,000","2,686,000,000","1,160,000,000","1,074,000,000","1,032,000,000","912,000,000","844,000,000","880,000,000","1,215,600,000","1,347,700,000","1,019,000,000","911,000,000","964,900,000","957,300,000","877,700,000","899,600,000","1,840,000,000","1,440,100,000","1,113,300,000","1,050,200,000","937,100,000","792,500,000","755,000,000","623,800,000","451,000,000","470,300,000","384,200,000","336,300,000","262,900,000","253,900,000","219,500,000","199,100,000","414,200,000","312,300,000","236,000,000","173,600,000","202,200,000","186,000,000","168,500,000","150,700,000","121,300,000","151,700,000","118,800,000","108,400,000","88,700,000","247,100,000","282,200,000","143,700,000","181,700,000","218,900,000","128,400,000","472,700,000","880,900,000","2,338,000,000","141,100,000","160,100,000","192,200,000","208,400,000","102,800,000","61,500,000","121,900,000","103,000,000","8,000,000","17,000,000","94,000,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,"15,000,000","20,100,000","68,500,000","64,900,000","10,300,000","57,700,000","15,300,000","5,400,000","67,600,000","96,800,000","64,100,000","112,900,000","102,400,000","36,100,000","56,700,000","38,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"637,800,000","575,700,000","577,800,000","567,800,000","564,200,000","526,600,000","507,600,000","482,100,000","589,500,000","596,400,000","607,900,000","628,300,000","605,300,000","561,800,000","584,200,000","585,200,000","607,200,000","629,600,000","611,600,000","591,100,000","576,900,000","523,900,000","595,200,000","625,100,000","607,000,000","584,900,000","567,800,000","558,000,000","537,200,000","500,100,000","569,200,000","575,300,000","597,500,000","496,700,000","543,300,000","499,300,000","564,700,000","440,300,000","458,200,000","598,600,000","602,000,000","396,000,000","2,198,000,000","2,200,000,000","2,028,000,000","1,944,000,000","1,911,000,000","1,829,000,000","1,853,000,000","1,796,700,000","1,819,600,000","1,900,300,000","1,853,600,000","1,961,100,000","1,921,200,000","2,038,700,000","1,984,300,000","1,935,000,000","1,493,900,000","1,429,200,000","1,348,500,000","1,288,900,000","1,270,500,000","1,403,900,000","1,317,300,000","1,273,700,000","1,312,700,000","1,309,300,000","1,238,800,000","1,174,300,000","1,249,000,000","1,213,900,000","1,161,000,000","974,600,000","1,033,300,000","1,073,300,000","1,009,000,000","868,300,000","880,900,000","899,100,000","824,300,000","741,700,000","799,100,000","810,700,000","815,200,000","814,900,000","866,500,000","929,600,000","894,300,000","834,700,000","852,100,000","850,300,000","820,000,000","842,600,000","889,300,000","1,464,100,000","1,473,600,000","1,252,400,000","1,447,700,000","1,524,200,000","1,311,500,000","1,189,800,000","1,411,000,000","1,343,000,000","1,337,000,000","1,257,000,000"
			AccountsReceivable,"597,300,000","530,400,000","536,500,000","533,800,000","532,100,000","492,500,000","476,900,000","451,800,000","562,300,000","562,300,000","556,800,000","585,000,000","566,800,000","531,700,000","557,900,000","553,600,000","572,000,000","601,400,000","601,300,000","581,200,000","564,200,000","513,500,000","565,900,000","601,400,000","587,000,000","554,000,000","535,600,000","538,700,000","513,300,000","476,800,000","538,100,000","547,100,000","570,300,000","463,900,000","511,900,000","462,700,000","467,200,000","396,900,000","408,900,000","406,700,000","437,000,000",,"1,612,000,000","1,641,000,000","1,553,000,000",,,"1,486,000,000",,,,,,,"1,921,200,000","2,038,700,000","1,984,300,000","1,935,000,000","1,493,900,000","1,429,200,000","1,348,500,000","1,288,900,000","1,176,800,000","1,403,900,000","1,317,300,000","1,273,700,000","1,312,700,000","1,309,300,000","1,238,800,000","1,174,300,000","1,249,000,000","1,213,900,000","1,161,000,000","974,600,000","1,033,300,000","1,073,300,000","1,009,000,000","868,300,000","880,900,000","899,100,000","824,300,000","741,700,000","799,100,000","810,700,000","815,200,000",,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"422,500,000","420,100,000",,,"1,662,000,000","1,689,000,000","1,597,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-13,600,000","-13,400,000",,,"-50,000,000","-48,000,000","-44,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NotesReceivable,"18,400,000","19,200,000","20,500,000","15,500,000","12,300,000","11,000,000","11,800,000","8,900,000","9,100,000","6,200,000","7,600,000","6,600,000","5,600,000","3,700,000","5,700,000","4,900,000","4,400,000","3,900,000","4,100,000","3,800,000","3,700,000","4,200,000","4,000,000","2,500,000","3,000,000","3,900,000","3,200,000","3,400,000","4,000,000","6,100,000","4,200,000","5,300,000","5,600,000","6,300,000","4,700,000","4,300,000","5,400,000","5,600,000","7,300,000","4,600,000","4,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
