name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
MarketCap,"17,613,297,102","20,462,432,236","25,229,670,757","20,543,129,829","20,503,458,457","20,637,170,683","19,072,682,978","14,865,980,467","11,724,871,923","10,330,654,644","7,521,811,489","5,786,533,917","6,988,749,196","5,573,370,619","4,052,573,534","5,643,052,893","5,822,291,078","6,050,819,986","6,650,648,513","5,392,660,904","4,234,571,299"
EnterpriseValue,"19,073,997,102","21,828,332,236","26,695,670,757","20,777,429,829","22,775,258,457","22,843,170,683","21,687,882,978","17,588,280,467","14,679,071,923","11,453,654,644","8,733,511,489","7,118,033,917","8,373,549,196","7,024,270,619","5,538,873,534","7,216,652,893","7,523,591,078","7,697,719,986","8,375,648,513","7,129,460,904","6,790,547,299"
PeRatio,"33.898","40.605","51.992","50.41","152.531",,,,"70.3","32.632","33.345","22.815","26.212","21.558","12.47","18.523","85.368","306.8",,,
ForwardPeRatio,"18.692","21.645","27.624","23.474","28.169","27.322","26.455","23.365","25.317","15.898","23.585","14.948","18.349","14.472","10.406","13.333","17.331","17.857","20.877","18.248","21.739"
PegRatio,"1.19","1.382","1.334","1.567","1.897","1.806","2.333","2.094","2.489","1.476",,,,,,,,,,,
PsRatio,"3.384","4.116","4.438","3.751","3.676","3.836","3.76","3.033","2.418","2.113","2.987","2.224","2.682","2.162","1.655","2.308","2.306","2.376","2.906","2.566","2.067"
PbRatio,"1.959","2.273","2.916","2.214","2.289","2.263","2.174","1.734","1.35","5.525","4.201","3.241","4.06","3.333","2.496","3.593","3.732","4.097","5.235","4.462","14.927"
EnterprisesValueRevenueRatio,"3.559","16.326","18.816","15.681","17.806","16.676","14.356","13.173","11.61","14.319","14.416","11.929","13.31","11.324","7.772","10.47","11.259","12.424","12.595","10.975","11.726"
EnterprisesValueEBITDARatio,"17.933","80.816","104.239","79.638","86.598","84.23","78.98","80.056","155.17","3,095.582","92.516","61.099","69.78","55.309","30.72","44.112","50.562","56.27","66.579","67.323","-63.544"
