name,ttm,03/31/2022,12/31/2021
MarketCap,"646,723,398","1,776,428,087","1,787,084,374"
EnterpriseValue,"326,803,398","1,423,098,087","1,754,724,374"
PsRatio,"0.642","1.998","2.218"
EnterprisesValueRevenueRatio,"0.325","5.755","9.134"
EnterprisesValueEBITDARatio,"-5.79","-42.681","-22.776"
