name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
OperatingCashFlow,"-187,840,000","109,433,000","-283,933,000","-60,641,000","47,301,000","96,120,000","24,772,000","142,022,000","186,160,000","-12,376,000","80,157,000","-55,965,000","-33,599,000","-59,400,000","21,419,000","-136,105,000","-36,321,000","-44,571,000","16,107,000","-90,869,000","-29,424,000","-10,462,000","15,564,000","-28,071,000","4,235,000","-37,564,000","-15,831,000","-74,743,000","-34,387,000","-37,773,000","-20,400,000","-57,150,000","-33,333,000","-18,788,000","-14,929,000","-7,543,000","-39,983,000","-5,043,000"
	CashFlowFromContinuingOperatingActivities,"-187,840,000","109,433,000","-283,933,000","-60,641,000","47,301,000","96,120,000","24,772,000","142,022,000","186,160,000","-12,376,000","80,157,000","-55,965,000","-33,599,000","-59,400,000","21,419,000","-136,105,000","-36,321,000","-44,571,000","16,107,000","-90,869,000","-29,424,000","-10,462,000","15,564,000","-28,071,000","4,235,000","-37,564,000","-15,831,000","-74,743,000","-34,387,000","-37,773,000","-20,400,000","-57,150,000","-33,333,000","-18,788,000","-14,929,000","-7,543,000","-39,983,000","-5,043,000"
		NetIncomeFromContinuingOperations,"539,348,000","142,496,000","164,966,000","113,976,000","117,910,000","101,652,000","91,817,000","49,764,000","38,450,000","26,126,000","53,358,000","27,024,000","15,495,000","17,117,000","26,194,000","17,049,000","33,193,000","20,019,000","17,195,000","9,470,000","14,831,000","8,799,000","15,073,000","13,342,000","13,142,000","7,983,000","13,158,000","10,583,000","9,798,000","6,351,000","7,188,000","4,127,000","5,339,000","3,368,000","3,050,000","2,438,000","3,916,000","3,027,000"
		OperatingGainsLosses,"15,996,000","384,000","216,000","14,921,000","475,000","329,000","212,000","299,000","584,000","330,000","-485,000","320,000","11,000,000","358,000","580,000","1,169,000","-11,710,000","-2,909,000","-4,153,000","-3,542,000","-2,708,000","-1,196,000","-169,000","-145,000","-103,000","-220,000","-22,000","24,000",,,"-344,000","234,000",,,,"18,000",,
			EarningsLossesFromEquityInvestments,,,,,,,,,,,"0","0","0","0","0","0","-11,681,000","-3,168,000","-4,528,000","-3,717,000","-2,676,000","-1,255,000",,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"10,712,000","2,606,000","2,588,000","2,669,000","2,849,000","2,806,000","3,053,000","3,246,000","3,427,000","3,415,000","3,589,000","3,597,000","3,122,000","3,074,000","3,228,000","3,291,000","2,786,000","2,726,000","1,900,000","2,255,000","1,435,000","1,383,000","1,365,000","1,418,000","1,393,000","1,404,000","1,201,000","1,242,000","1,282,000","988,000","1,151,000","600,000","707,000","483,000","627,000","238,000","0","72,000"
			DepreciationAndAmortization,"10,712,000","2,606,000","2,588,000","2,669,000","2,849,000","2,806,000","3,053,000","3,246,000","3,427,000","3,415,000","3,589,000","3,597,000","3,122,000","3,074,000","3,228,000","3,291,000","2,786,000","2,726,000","1,900,000","2,255,000","1,435,000","1,383,000","1,365,000","1,418,000","1,393,000","1,404,000","1,201,000","1,242,000","1,282,000","988,000","1,151,000","600,000","707,000","483,000","627,000","238,000","0","72,000"
		DeferredTax,"-5,971,000","-33,000","1,635,000","-4,394,000","-3,179,000","-2,763,000","325,000","-864,000","-801,000","-521,000","3,688,000","-942,000","256,000","172,000","-3,351,000","185,000","1,819,000","-2,808,000","3,440,000","-1,108,000","-327,000","-1,331,000","5,314,000","-3,253,000","-691,000","137,000","5,638,000","-2,446,000","-1,105,000","-453,000","-423,000","-984,000","-416,000","-231,000",,"207,000","179,000","0"
			DeferredIncomeTax,"-5,971,000","-33,000","1,635,000","-4,394,000","-3,179,000","-2,763,000","325,000","-864,000","-801,000","-521,000","3,688,000","-942,000","256,000","172,000","-3,351,000","185,000","1,819,000","-2,808,000","3,440,000","-1,108,000","-327,000","-1,331,000","5,314,000","-3,253,000","-691,000","137,000","5,638,000","-2,446,000","-1,105,000","-453,000","-423,000","-984,000","-416,000","-231,000",,"207,000","179,000","0"
		AssetImpairmentCharge,,,"0","0","41,000","0","481,000","0","910,000","781,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"285,000","0",,
		UnrealizedGainLossOnInvestmentSecurities,,,,,,,"2,201,000","-3,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"15,422,000","4,064,000","3,617,000","3,548,000","4,193,000","3,019,000","3,960,000","5,786,000","6,903,000","1,685,000","3,925,000","3,923,000","3,934,000","3,534,000","3,608,000","3,812,000","3,807,000","2,516,000","3,021,000","2,600,000","2,010,000","1,911,000","1,598,000","1,595,000","1,748,000","1,715,000","1,380,000","1,374,000","1,435,000","1,056,000","699,000","712,000","445,000","296,000","298,000","273,000","164,000","0"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,"0","3,972,000","3,460,000","-3,000","1,394,000","3,000,000","852,000",,,,,,,,,"-6,000","-5,000",,,,,,
		OtherNonCashItems,"4,463,000","4,443,000","-3,524,000","170,000","3,374,000","-15,000","2,201,000","-3,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
