name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012
MarketCap,"9,938,145,078","10,172,078,688","8,974,674,576","8,564,484,799","8,848,095,438","7,678,825,052","5,719,266,906","3,329,568,736","4,457,684,689","1,438,467,365","8,741,797,043","11,275,967,724","13,938,528,823","14,204,129,313","6,071,145,110","6,554,997,642","7,826,859,790","7,251,065,629","8,135,555,519","9,015,666,746","9,418,503,725","10,092,607,077","9,271,359,532","9,302,008,654","8,373,778,089","7,802,286,703","7,944,584,300","8,631,766,717","13,134,821,280","13,134,598,620","13,184,947,914","13,339,979,168","13,725,249,324","10,750,350,786","8,648,561,797","8,140,724,202","9,011,928,352","7,480,973,120","6,555,920,674"
EnterpriseValue,"16,596,799,078","16,876,627,688","16,001,115,576","15,683,122,799","16,215,472,438","15,088,605,052","13,460,377,906","11,252,845,736","12,405,347,689","9,297,943,365","16,362,997,043","18,678,001,724","21,046,892,823","18,927,368,313","10,532,732,110","10,705,033,642","11,507,519,790","10,664,189,629","11,354,405,519","12,107,902,746","12,416,107,725","12,852,996,077","12,060,406,532","12,102,341,654","11,311,647,089","10,409,949,703","10,456,931,300","11,219,527,717","15,607,993,280","15,491,489,620","15,189,642,914","15,240,713,168","15,543,969,324","12,055,434,786","10,109,588,797","9,466,674,202","10,473,783,352","8,226,695,120","7,301,642,674"
PeRatio,"9.896","11.569","10.169","9.84","9.781","15.754","11.236","8.511","13.944","2.038","14.372","15.46","20.111","18.556","16.216","18.036","19.536","19.256","22.521","25.264","27.577","30.131","41.931","42.919","42.5","91.385","29.504","35.845","57.692","58.824","61.459","67.711","76.463","69.169",,,,"3,417.6","2,995"
ForwardPeRatio,"7.61","9.268","7.278","7.225","9.515","7.468","5.807","4.466","8.013","1.77","9.662","11.99","13.831","12.595","10.672","12.5","17.699","16.234","24.45","19.608","24.57","23.923","30.212","27.473","26.596","22.124","33.003","26.316","38.168",,"62.112","62.893","82.645","64.516","59.88","56.497","60.606","50.251",
PsRatio,"3.411","3.612","3.284","3.237","3.428","2.92","2.162","1.268","1.593","0.491","2.918","3.184","3.404","3.45","2.941","3.152","3.608","3.225","3.825","4.432","4.861","5.594","6.102","6.327","5.555","4.997","5.488","6.198","9.747","10.312","10.644","11.25","12.396","10.204","9.274","9.154","10.546","8.807","7.718"
PbRatio,"3.176","3.439","3.037","2.94","3.154","2.781","2.154","1.19","1.676","0.45","2.746","3.377","4.055","14.924","6.186","6.592","7.518","6.833","7.623","8.424","9.035","9.629","8.655","8.837","9.55","7.355","6.285","6.934","10.483","10.423","14.053","14.164","14.894","11.878","10.482","9.752","13.199","8.199","7.186"
EnterprisesValueRevenueRatio,"5.606","22.256","22.248","20.532","22.549","22.354","20.789","16.572","18.467","12.008","22.626","28.044","30.723","28.171","18.883","21.083","26.396","24.394","17.965","21.068","23.629","24.9","23.61","25.127","26.388","27.17","28.164","29.134","38.786","41.3","44.953","46.684","47.111","43.139","34.786","34.053","41.053","35.808","32.444"
EnterprisesValueEBITDARatio,"8.433","31.458","34.242","31.71","34.523","36.092","28.208","23.354","24.941","-122.499","33.193","56.629","56.312","47.468","40.776","37.56","73.626","40.044","43.958","47.714","43.789","61.209","47.062","45.468","46.182","47.311","-29.331","43.095","76.917","84.937","90.235","88.875","96.453","84.154","72.683","72.446","95.777","83.006","246.511"
