name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
OperatingCashFlow,"-198,763,000","-173,754,000","-24,572,000","-40,774,000","40,337,000","-77,227,000","111,404,000","81,775,000","-6,870,000","-49,827,000","-28,684,000","-29,080,000","17,161,000","-74,407,000","-1,236,000","-4,053,000","-25,514,000","-38,522,000","-764,000","-5,450,000","-31,872,000","-33,638,000","-27,129,000","-24,966,000","-35,624,000","-42,347,000","-33,804,000","-34,525,000","-31,187,000","-34,501,000","-30,915,000","-21,110,000","-16,536,000","-12,351,000","-9,586,000","-7,750,000","-9,835,000","-12,124,000","-10,360,000","-10,097,000","-12,391,000","-11,307,000","-8,934,000","-7,441,000","-5,996,000","-5,453,000","-4,227,000","-3,781,000","-2,603,000","-2,867,000","-3,241,000","-1,605,000","-794,000","-7,000,000","-1,408,000","-1,756,000","-1,687,000","-3,053,000","-2,362,000","-2,287,000","-1,608,000","-2,510,000","-2,502,000","-2,680,000","-2,681,000","-4,291,000","-3,054,000","-3,339,000","-3,631,000","-5,958,000","-5,100,000","-5,029,000","-5,181,000","-5,864,000","-6,947,000","8,490,000","-7,008,000","-8,405,000","-7,015,605","-6,751,299","8,379,348","-6,529,444","-3,781,693","-4,214,060","-3,974,941","-3,865,890"
	CashFlowFromContinuingOperatingActivities,"-198,763,000","-173,754,000","-24,572,000","-40,774,000","40,337,000","-77,227,000","111,404,000","81,775,000","-6,870,000","-49,827,000","-28,684,000","-29,080,000","17,161,000","-74,407,000","-1,236,000","-4,053,000","-25,514,000","-38,522,000","-764,000","-5,450,000","-31,872,000","-33,638,000","-27,129,000","-24,966,000","-35,624,000","-42,347,000","-33,804,000","-34,525,000","-31,187,000","-34,501,000","-30,915,000","-21,110,000","-16,536,000","-12,351,000","-9,586,000","-7,750,000","-9,835,000","-12,124,000","-10,360,000","-10,097,000","-12,391,000","-11,307,000","-8,934,000","-7,441,000","-5,996,000","-5,453,000","-4,227,000","-3,781,000","-2,603,000","-2,867,000","-3,241,000","-1,605,000","-794,000","-7,000,000","-1,408,000","-1,756,000","-1,687,000","-3,053,000","-2,362,000","-2,287,000","-1,608,000","-2,510,000","-2,502,000","-2,680,000","-2,681,000","-4,291,000","-3,054,000","-3,339,000","-3,631,000","-5,958,000","-5,100,000","-5,029,000","-5,181,000","-5,864,000","-6,947,000","8,490,000","-7,008,000","-8,405,000","-7,015,605","-6,751,299","8,379,348","-6,529,444","-3,781,693","-4,214,060","-3,974,941","-3,865,890"
		NetIncomeFromContinuingOperations,"-745,398,000","-180,937,000","-220,611,000","-166,938,000","-176,912,000","-31,164,000","-436,810,000","-219,884,000","-86,142,000","-105,697,000","77,945,000","-40,459,000","-38,420,000","-83,059,000","-53,974,000","-45,364,000","-36,387,000","-39,424,000","-21,764,000","-26,897,000","-30,790,000","-34,946,000","-37,170,000","-37,803,000","-44,765,000","-47,473,000","-39,991,000","-42,945,000","-39,066,000","-35,801,000","-32,444,000","-32,060,000","-19,437,000","-16,107,000","-12,186,000","-11,160,000","-12,314,000","-10,854,000",,,,,,,,"-4,373,000","-3,573,000","-3,382,000","-2,477,000","-2,124,000","-1,854,000","-1,041,000","-2,394,000","-3,839,000","-2,109,000","-3,014,000","-2,100,000","-2,518,000","-4,019,000","-4,195,000","-1,825,000","-1,920,000","-2,423,000","-3,083,000","-3,246,000","-4,163,000","-2,695,000","-3,289,000","-3,951,000","-4,585,000","-4,550,000","-4,403,000","-4,279,000","-5,291,000","-5,711,000","-6,862,000","-7,884,000","-7,883,000","-7,008,662","-7,413,676","-7,874,777","-7,585,885","-6,644,904","-5,729,378","-5,710,984","-5,400,159"
		OperatingGainsLosses,"1,039,000","321,000","127,000","289,000","302,000","-30,163,000","1,540,000","280,000","378,000","8,226,000","499,000","-2,671,000","129,000","10,640,000","265,000","757,000","-2,000","98,000","653,000","210,000","71,000","20,000","50,000","57,000",,,"40,000","0",,,,,,,"9,000","0","66,000","25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,067,000","231,000","-81,000","682,000","585,000","98,000",,,"126,000","131,000","329,000","330,000","328,000","-498,723","543,870",,,"815,944","865,887","1,054,731","1,051,936"
			GainLossOnSaleOfPPE,"1,039,000","321,000","127,000","289,000","302,000","337,000","1,540,000","280,000","378,000","272,000","514,000","669,000","129,000","82,000","-500,000","757,000","-2,000","98,000","653,000","210,000","71,000","20,000","50,000","57,000",,,,,,,"49,000","0","0","0","9,000","0","66,000","25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,"0","0","0","-30,500,000",,,,,"-15,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"184,295,000","47,647,000","45,125,000","46,200,000","45,323,000","43,698,000","39,818,000","43,143,000","41,056,000","39,345,000","26,071,000","9,162,000","7,880,000","7,134,000","6,888,000","6,160,000","5,143,000","4,893,000","4,403,000","4,106,000","3,749,000","3,297,000","3,122,000","2,998,000","2,866,000","2,523,000","2,338,000","2,035,000","1,790,000","1,587,000","1,446,000","920,000","688,000","656,000","442,000","330,000","332,000","314,000","319,000","249,000","215,000","202,000","149,000","117,000","78,000","67,000","63,000","62,000","57,000","48,000","36,000","18,000","14,000","107,000","132,000","739,000","0","-245,000","-249,000","-162,000","-969,000","-864,000","-888,000","-676,000","-693,000","-751,000","-697,000","-674,000","-775,000","-780,000","-702,000","-708,000","-716,000","-660,000","-545,000","-52,000","355,000","180,000","1,141,222","185,497","381,787","449,494","344,285","325,252","211,098","187,674"
			DepreciationAndAmortization,"184,295,000","47,647,000","45,125,000","46,200,000","45,323,000","43,698,000","39,818,000","43,143,000","41,056,000","39,345,000","26,071,000","9,162,000","7,880,000","7,134,000","6,888,000","6,160,000","5,143,000","4,893,000","4,403,000","4,106,000","3,749,000","3,297,000","3,122,000","2,998,000","2,866,000","2,523,000","2,338,000","2,035,000","1,790,000","1,587,000","1,446,000","920,000","688,000","656,000","442,000","330,000","332,000","314,000","319,000","249,000","215,000","202,000","149,000","117,000","78,000","67,000","63,000","62,000","57,000","48,000","36,000","18,000","14,000","107,000","132,000","739,000","0","-245,000","-249,000","-162,000","-969,000","-864,000","-888,000","-676,000","-693,000","-751,000","-697,000","-674,000","-775,000","-780,000","-702,000","-708,000","-716,000","-660,000","-545,000","-52,000","355,000","180,000","1,141,222","185,497","381,787","449,494","344,285","325,252","211,098","187,674"
				Depreciation,"87,830,000","22,993,000","21,078,000","22,260,000","21,499,000","20,508,000","16,619,000","19,713,000","17,626,000","16,006,000","12,462,000","8,351,000","7,075,000","6,324,000","6,133,000","5,541,000","4,527,000","4,281,000","3,993,000","3,751,000","3,509,000","3,247,000","3,072,000","2,948,000","2,816,000","2,473,000","2,188,000","2,035,000","1,790,000","1,587,000","1,446,000","920,000","688,000","656,000","442,000","330,000","332,000","314,000","319,000","249,000","215,000","202,000","149,000","117,000","78,000","67,000","63,000","62,000","57,000","48,000",,,,"12,000","15,000","58,000","57,000","59,000","52,000","66,000","54,000","56,000","66,000","89,000","101,000","198,000","152,000","162,000","226,000","210,000","341,000","276,000","299,000","336,000","375,000","619,000","434,000","469,000","165,490","590,667",,,,,,
				AmortizationCashFlow,"96,465,000","24,654,000","24,047,000","23,940,000","23,824,000","23,190,000","23,199,000","23,430,000","23,430,000","23,339,000","13,609,000","811,000","805,000","810,000","755,000","619,000","616,000","612,000","410,000","355,000","240,000","50,000","50,000","50,000","50,000","50,000",,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,"95,000","117,000","681,000","-57,000","-304,000","-301,000","-228,000","-1,023,000","-920,000","-954,000","-765,000","-794,000","-949,000","-849,000","-836,000","-1,001,000","-990,000","-1,043,000","-984,000","-1,015,000","-996,000","-920,000","-671,000","-79,000","-289,000","975,732","-405,170",,,,,,
