name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995
TotalAssets,"3,041,269,000","3,094,932,000","3,115,915,000","3,103,647,000","3,211,563,000","2,839,920,000","2,679,286,000","2,648,302,000","2,666,518,000","2,557,055,000","2,561,265,000","2,822,922,000","3,249,728,000","3,727,426,000","4,043,058,000","4,157,744,000","4,489,457,000","5,324,354,000","5,162,985,000","4,996,745,000","4,810,703,000","4,662,059,000","4,576,782,000","4,448,073,000","4,368,395,000","4,268,677,000","4,121,244,000","4,028,844,000","3,872,726,000","3,877,934,000","3,751,676,000","3,727,530,000","3,649,735,000","3,582,629,000","3,425,319,000","3,285,529,000","3,207,317,000","3,168,150,000","2,997,140,000","2,883,556,000","2,839,416,000","2,723,234,000","2,639,615,000","2,571,856,000","2,447,162,000","2,327,670,000","2,205,646,000","2,036,399,000","1,981,242,000","1,907,931,000","1,885,561,000","1,802,617,000","1,674,535,000","1,622,898,000","2,103,782,000","2,064,358,000","1,974,348,000","1,881,055,000","1,782,258,000","1,666,741,000","1,628,304,000","1,617,313,000","1,501,908,000","1,469,550,000","1,439,887,000","1,428,931,000","1,354,763,000","1,492,394,000","1,482,361,000","1,460,426,000","1,333,470,000","1,270,877,000","1,244,531,000","1,130,861,000","1,032,167,000","1,009,443,000","1,039,341,000","1,010,947,000","989,572,000","998,228,000","930,799,000","886,911,000","825,047,000","776,122,000","718,050,000","692,345,000","649,412,000","590,990,000","592,375,000","584,400,000","575,900,000","557,300,000","555,900,000","577,700,000","554,300,000","550,600,000","549,800,000","552,100,000","565,500,000","365,800,000","366,500,000","365,500,000","363,800,000","361,900,000","295,800,000","299,800,000","329,800,000","338,800,000","324,000,000"
	CurrentAssets,"1,585,174,000","1,628,942,000","1,658,076,000","1,638,550,000","1,767,923,000","1,401,033,000","1,291,673,000","1,269,427,000","1,327,776,000","1,312,491,000","1,343,906,000","1,620,401,000","2,077,791,000","2,663,163,000","2,970,769,000","3,124,000,000","3,438,578,000","4,270,134,000","4,078,525,000","3,947,235,000","3,778,424,000","3,635,445,000","3,534,370,000","3,405,936,000","3,310,619,000","3,213,533,000","3,093,847,000","3,006,957,000","2,875,973,000","2,853,736,000","2,699,410,000","2,680,606,000","2,607,709,000","2,556,255,000","2,429,082,000","2,344,278,000","2,287,681,000","2,257,726,000","2,137,498,000","2,065,292,000","2,023,479,000","1,942,104,000","1,863,359,000","1,800,008,000","1,683,334,000","1,586,641,000","1,438,327,000","1,311,858,000","1,249,217,000","1,172,376,000","1,121,847,000","1,058,257,000","962,987,000","956,302,000","1,434,042,000","1,390,301,000","1,321,698,000","1,237,062,000","1,129,513,000","1,034,407,000","1,008,780,000","999,680,000","947,716,000","924,771,000","908,424,000","912,992,000","870,273,000","1,009,863,000","997,435,000","973,884,000","857,409,000","792,418,000","779,247,000","715,399,000","624,826,000","616,776,000","658,220,000","636,456,000","610,753,000","618,786,000","542,878,000","522,744,000","464,855,000","421,169,000","371,991,000","343,796,000","292,191,000","253,273,000","254,437,000","247,300,000","253,600,000","234,500,000","232,400,000","251,600,000","223,900,000","212,300,000","212,900,000","213,100,000","235,500,000","144,500,000","147,700,000","144,000,000","140,500,000","138,300,000","121,000,000","127,300,000","150,600,000","163,300,000","148,100,000"
		CashCashEquivalentsAndShortTermInvestments,"503,095,000","569,285,000","655,192,000","663,622,000","809,769,000","443,146,000","397,070,000","355,756,000","393,871,000","337,144,000","404,649,000","675,773,000","1,167,263,000","1,735,224,000","2,084,260,000","2,248,493,000","2,551,873,000","3,393,701,000","3,254,957,000","3,125,946,000","2,966,463,000","2,813,032,000","2,713,015,000","2,599,786,000","2,505,168,000","2,399,263,000","2,310,734,000","2,208,893,000","2,109,045,000","2,055,388,000","1,946,357,000","1,917,560,000","1,853,195,000","1,803,670,000","1,699,107,000","1,649,722,000","1,589,854,000","1,539,025,000","1,448,441,000","1,392,137,000","1,353,553,000","1,281,351,000","1,194,217,000","1,121,677,000","1,039,049,000","946,419,000",,"754,473,000","692,180,000","630,257,000","578,148,000","505,681,000","431,272,000","428,522,000","892,600,000","830,681,000","758,528,000","693,014,000","626,465,000","544,304,000","503,686,000","514,166,000","511,567,000","489,556,000","481,223,000","493,588,000","488,903,000","615,234,000","586,912,000","539,077,000","471,171,000","419,979,000","408,605,000","356,781,000","288,120,000","283,043,000","271,572,000","263,312,000","235,790,000","306,408,000","250,761,000","226,798,000","164,230,000","134,514,000","89,192,000","75,509,000","23,196,000","2,461,000","2,226,000","3,800,000","4,300,000","2,000,000","1,800,000","5,500,000","3,600,000","1,600,000","2,600,000","3,100,000","10,100,000","2,400,000","2,800,000","600,000","2,100,000","800,000","1,800,000","3,200,000","24,700,000","26,500,000","15,300,000"
			CashAndCashEquivalents,"480,070,000","501,234,000","524,702,000","460,056,000","683,783,000","436,695,000","374,934,000","339,036,000","390,061,000","335,715,000","404,649,000","587,998,000","684,970,000","796,280,000","689,373,000","742,204,000","716,522,000","642,319,000","603,807,000","567,255,000","584,444,000","505,631,000","430,209,000","463,382,000","416,387,000","487,665,000","459,518,000","365,875,000","440,798,000","422,177,000","356,968,000","428,691,000","395,382,000","440,796,000","431,001,000","455,045,000","472,048,000","481,035,000","356,293,000","369,429,000","427,186,000","383,990,000","423,926,000","344,914,000","296,860,000","308,498,000",,"310,884,000","297,012,000","341,111,000","390,417,000","358,445,000","388,153,000","428,522,000","892,600,000","830,681,000","700,560,000","597,333,000","591,265,000","544,304,000","503,686,000","514,166,000","511,567,000","489,556,000","481,223,000","493,588,000","488,903,000","615,234,000","586,912,000","539,077,000","471,171,000","419,979,000","408,605,000","356,781,000","288,120,000","283,043,000","271,572,000","263,312,000","235,790,000","306,408,000","250,761,000","226,798,000","164,230,000","134,514,000","89,192,000","75,509,000","23,196,000","2,461,000","2,226,000","3,800,000","4,300,000","2,000,000","1,800,000","5,500,000","3,600,000","1,600,000","2,600,000","3,100,000","10,100,000","2,400,000","2,800,000","600,000","2,100,000","800,000","1,800,000","3,200,000","24,700,000","26,500,000","15,300,000"
			OtherShortTermInvestments,"23,025,000","68,051,000","130,490,000","203,566,000","125,986,000","6,451,000","22,136,000","16,720,000","3,810,000","1,429,000","0","87,775,000","482,293,000","938,944,000","1,394,887,000","1,506,289,000","1,835,351,000","2,751,382,000","2,651,150,000","2,558,691,000","2,382,019,000","2,307,401,000","2,282,806,000","2,136,404,000","2,088,781,000","1,911,598,000","1,851,216,000","1,843,018,000","1,668,247,000","1,633,211,000","1,589,389,000","1,488,869,000","1,457,813,000","1,362,874,000","1,268,106,000","1,194,677,000","1,117,806,000","1,057,990,000","1,092,148,000","1,022,708,000","926,367,000","897,361,000","770,291,000","776,763,000","742,189,000","637,921,000",,"443,589,000","395,168,000","289,146,000","187,731,000","147,236,000","43,119,000",,,,"57,968,000","95,681,000","35,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"607,262,000","612,648,000","532,957,000","543,072,000","550,677,000","573,316,000","494,432,000","496,276,000","522,209,000","587,734,000","504,865,000","518,520,000","508,285,000","568,316,000","489,193,000","492,826,000","502,968,000","533,825,000","456,334,000","462,811,000","461,755,000","489,340,000","441,768,000","445,953,000","439,578,000","468,315,000","416,311,000","406,583,000","394,370,000","433,616,000","393,169,000","401,919,000","401,406,000","430,985,000","373,844,000","365,222,000","377,412,000","404,556,000","362,371,000","355,144,000","353,746,000","367,085,000","354,445,000","365,331,000","349,397,000","358,237,000","337,562,000","314,174,000","313,951,000","314,247,000","289,650,000","294,936,000","279,345,000","291,763,000","289,271,000","304,790,000","317,009,000","317,792,000","269,580,000","270,015,000","278,636,000","272,157,000","225,935,000","238,352,000","247,352,000","256,809,000","221,857,000","228,245,000","239,634,000","271,731,000","228,322,000","221,951,000","222,500,000","214,260,000","194,545,000","192,346,000","197,489,000","198,302,000","167,594,000","179,990,000","168,014,000","182,164,000","166,780,000","162,315,000","166,226,000","167,713,000","164,889,000","150,227,000","148,016,000","149,300,000","131,200,000","122,500,000","123,700,000","136,800,000","119,800,000","112,400,000","114,400,000","111,000,000","109,200,000","84,800,000","88,000,000","88,100,000","83,200,000","80,000,000","75,600,000","76,100,000","74,100,000","77,800,000","75,100,000"
			AccountsReceivable,"607,262,000","612,648,000","532,957,000","543,072,000","550,677,000","573,316,000","494,432,000","496,276,000","522,209,000","587,734,000","504,865,000","518,520,000","508,285,000","568,316,000","489,193,000","492,826,000","502,968,000","533,825,000","456,334,000","462,811,000","461,755,000","489,340,000","441,768,000","445,953,000","439,578,000","468,315,000","416,311,000","406,583,000","394,370,000","433,616,000","393,169,000","401,919,000","401,406,000","430,985,000","373,844,000","365,222,000","377,412,000","404,556,000","362,371,000","355,144,000","353,746,000","367,085,000","354,445,000","365,331,000","349,397,000","358,237,000","337,562,000","314,174,000","313,951,000","314,247,000","289,650,000","294,936,000","279,345,000","291,763,000","289,271,000","304,790,000","317,009,000","317,792,000","269,580,000","270,015,000","278,636,000","272,157,000","225,935,000","238,352,000","247,352,000","256,809,000","221,857,000","228,245,000","239,634,000","271,731,000","228,322,000","221,951,000","222,500,000","214,260,000","194,545,000","192,346,000","197,489,000","198,302,000","167,594,000","179,990,000","168,014,000","182,164,000","166,780,000","162,315,000","166,226,000",,,"150,227,000",,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,"620,857,000","625,648,000","546,619,000",,,"587,316,000",,,"522,209,000",,,,"508,285,000","575,979,000","489,193,000","492,826,000","502,968,000",,"465,713,000","472,396,000","469,801,000","489,340,000","451,833,000","454,140,000","446,689,000","468,315,000","422,962,000","414,034,000","401,372,000","433,616,000","401,697,000","409,651,000","409,783,000","430,985,000","380,411,000","372,687,000","384,005,000","412,796,000","369,987,000","361,487,000","361,302,000","375,669,000","361,454,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-13,595,000","-13,000,000","-13,662,000",,,"-14,000,000",,,,,,,,"-7,663,000",,,,,"-9,379,000","-9,585,000","-8,046,000",,"-10,065,000","-8,187,000","-7,111,000",,"-6,651,000","-7,451,000","-7,002,000",,"-8,528,000","-7,732,000","-8,377,000",,"-6,567,000","-7,465,000","-6,593,000","-8,240,000","-7,616,000","-6,343,000","-7,556,000","-8,584,000","-7,009,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"381,902,000","356,095,000","388,756,000","348,770,000","327,967,000","304,281,000","326,946,000","344,009,000","344,009,000","320,551,000","368,790,000","351,552,000","333,308,000","291,569,000","313,614,000","299,595,000","299,614,000","270,294,000","297,854,000","287,139,000","279,976,000","262,682,000","303,183,000","286,447,000","287,048,000","263,415,000","281,786,000","272,932,000","257,530,000","246,430,000","269,095,000","272,764,000","266,629,000","242,800,000","256,980,000","242,641,000","235,883,000","229,565,000","246,994,000","236,763,000","233,362,000","212,864,000","246,258,000","243,180,000","223,882,000","204,300,000","208,339,000","191,782,000","189,221,000","178,666,000","197,088,000","196,316,000","190,927,000","173,051,000","206,231,000","206,873,000","196,831,000","175,888,000","191,121,000","178,491,000","177,684,000","168,437,000","177,291,000","161,843,000","146,378,000","131,554,000","140,965,000","140,481,000","148,140,000","139,900,000","140,961,000","132,784,000","132,402,000","128,810,000","126,150,000","122,930,000","124,853,000","111,557,000","125,300,000","119,341,000","109,731,000","102,718,000","115,043,000","107,478,000","96,210,000","87,275,000","86,093,000","82,978,000","87,305,000","80,400,000","86,700,000","80,200,000","77,500,000","80,300,000","82,900,000","81,500,000","79,500,000","87,400,000","105,600,000","49,300,000","48,900,000","47,400,000","51,500,000","53,300,000","40,400,000","41,500,000","45,900,000","46,800,000","45,400,000"
