name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
TotalAssets,"10,142,100,000","9,801,699,000","9,668,082,000","9,960,313,000","9,763,460,000","9,158,018,000","9,034,682,000","9,390,539,000","9,359,502,000","9,759,941,000","9,201,138,000","9,269,415,000","9,312,759,000","7,213,707,000","7,213,823,000","7,289,378,000","7,405,082,000","7,320,205,000","7,300,470,000","7,308,853,000","7,297,450,000","7,360,945,000","7,915,722,000","7,436,322,000","7,371,644,000","7,403,215,000","7,396,757,000","7,751,863,000","7,527,299,000","7,841,125,000","7,808,992,000","7,564,583,000","7,791,342,000","6,783,188,000","6,584,428,000","6,484,506,000","6,449,885,000","6,595,617,000","6,083,291,000","4,793,660,000","4,086,629,000","3,606,399,000","3,609,138,000","3,693,009,000","3,466,258,000","3,400,175,000","3,423,936,000","3,433,689,000","3,270,641,000","3,313,646,000","3,351,603,000","3,255,511,000","3,172,020,000","3,211,508,000","3,387,848,000","2,733,109,000","2,406,902,000","2,384,323,000","2,301,297,000","2,253,504,000","2,246,184,000","2,046,292,000","2,002,129,000","2,008,882,000","950,122,000","952,536,000","885,929,000","857,137,000","854,036,000","917,244,000","915,485,000","934,460,000","954,222,000","982,982,000","1,036,687,000","1,084,518,000","1,264,624,000","1,304,915,000","1,323,978,000","1,322,686,000","1,422,547,000","1,429,011,000","1,381,107,000","1,414,182,000","1,349,674,000","948,818,100","875,642,456","640,493,584","602,504,229","429,800,000","347,200,000","292,500,000","231,800,000"
	CurrentAssets,"539,423,000","614,446,000","403,788,000","482,226,000","389,927,000","472,990,000","458,591,000","624,086,000","395,058,000","334,271,000","329,254,000","315,729,000","300,569,000","373,854,000","327,663,000","326,876,000","302,780,000","259,533,000","324,066,000","336,464,000","301,267,000","324,571,000","858,199,000","291,257,000","282,552,000","293,960,000","334,871,000","344,482,000","325,013,000","326,888,000","674,386,000","314,018,000","516,128,000","343,652,000","390,434,000","352,084,000","269,944,000","368,563,000","1,556,880,000","303,164,000","604,620,000","129,356,000","260,553,000","352,807,000","173,387,000","146,727,000","278,175,000","303,099,000","184,514,000","236,838,000","354,746,000","246,923,000","160,735,000","154,315,000","514,446,000","292,325,000","219,535,000","213,212,000","249,352,000","276,985,000","294,728,000","127,607,000","103,399,000","137,120,000","118,665,000","132,188,000","78,969,000","66,039,000","56,611,000","116,172,000","64,873,000","64,991,000","62,689,000","68,927,000","100,965,000","126,362,000","92,403,000","113,599,000","111,734,000","101,558,000","106,700,000","92,287,000","150,817,000","230,546,000","323,279,000","82,236,290","183,965,242","75,860,538","149,027,278","33,600,000","32,300,000","31,100,000","24,400,000"
		CashCashEquivalentsAndShortTermInvestments,"263,569,000","367,278,000","187,806,000","273,803,000","176,622,000","308,560,000","271,874,000","433,340,000","184,137,000","108,309,000","129,434,000","127,373,000","117,613,000","143,444,000","136,221,000","134,651,000","109,350,000","68,783,000","139,711,000","164,521,000","132,222,000","146,332,000","165,446,000","134,175,000","103,974,000","118,745,000","73,973,000","70,545,000","67,187,000","44,992,000","455,798,000","113,480,000","327,968,000","127,558,000","194,282,000","194,830,000","126,396,000","238,570,000","1,446,550,000","91,755,000","531,303,000","53,089,000","184,591,000","280,578,000","97,436,000","68,270,000","200,796,000","232,161,000","121,834,000","166,669,000","292,175,000","177,999,000","89,948,000","79,018,000","439,316,000","216,524,000","138,770,000","125,414,000","164,598,000","198,829,000","219,484,000","46,148,000","40,415,000","61,596,000","59,874,000","65,711,000","23,477,000","21,122,000","19,017,000","69,627,000","20,996,000","21,828,000","19,164,000","23,538,000","35,285,000","22,040,000","47,857,000","61,141,000","42,349,000","31,314,000","32,276,000","13,904,000","70,447,000","150,875,000","250,365,000","14,980,046","124,840,149","27,199,049","111,697,155","3,100,000","2,700,000","5,000,000","2,300,000"
			CashAndCashEquivalents,"263,569,000","367,278,000","187,806,000","273,803,000","176,622,000","308,560,000","271,874,000","207,487,000","184,137,000","108,309,000","128,778,000","101,836,000","117,613,000","143,444,000","136,221,000","134,651,000","109,350,000","68,783,000","139,711,000","164,521,000","132,222,000","146,109,000","165,225,000","133,956,000","103,266,000","118,039,000","73,271,000","69,846,000","62,371,000","39,443,000","450,257,000","107,652,000","322,914,000","122,112,000","189,409,000","189,442,000","122,230,000","233,099,000","1,441,045,000","86,739,000","525,554,000","47,316,000","179,305,000","277,749,000","95,104,000","64,254,000","197,236,000","227,939,000","118,274,000","161,317,000","285,843,000","174,229,000","89,784,000","78,856,000","439,155,000","207,270,000","126,983,000","70,272,000","43,361,000","97,534,000","219,484,000","46,148,000","40,415,000","61,596,000","59,874,000","45,934,000","23,477,000","21,122,000","19,017,000","69,627,000","20,996,000","21,828,000","19,164,000","8,338,000","35,285,000","22,040,000","47,857,000","61,141,000","42,349,000","31,314,000","32,276,000","13,904,000","70,447,000","150,875,000","250,365,000","14,980,046","124,840,149","27,199,049","111,697,155","3,100,000","2,700,000","5,000,000","2,300,000"
			OtherShortTermInvestments,,,,,,,,"225,853,000",,,"656,000","25,537,000",,,,,,,,,,"223,000","221,000","219,000","708,000","706,000","702,000","699,000","4,816,000","5,549,000","5,541,000","5,828,000","5,054,000","5,446,000","4,873,000","5,388,000","4,166,000","5,471,000","5,505,000","5,016,000","5,749,000","5,773,000","5,286,000","2,829,000","2,332,000","4,016,000","3,560,000","4,222,000","3,560,000","5,352,000","6,332,000","3,770,000","164,000","162,000","161,000","9,254,000","11,787,000","55,142,000","121,237,000","101,295,000",,,,,,"19,777,000",,,,,,,,"15,200,000",,,,,,,,,,,,,,,,,,,
		Receivables,"169,611,000","150,794,000","116,936,000","119,213,000","124,739,000","108,884,000","95,151,000","110,172,000","126,023,000","158,438,000","151,028,000","143,051,000","136,499,000","145,998,000","117,978,000","101,156,000","114,142,000","108,110,000","99,925,000","88,043,000","87,322,000","89,471,000","86,648,000","77,790,000","100,263,000","100,260,000","99,183,000","117,645,000","120,677,000","134,346,000","106,540,000","98,486,000","90,216,000","99,203,000","99,205,000","83,437,000","76,341,000","62,743,000","35,075,000","26,249,000","23,916,000","22,100,000","17,842,000","18,272,000","19,347,000","18,784,000","19,007,000","17,065,000","14,825,000","19,644,000","15,630,000","13,642,000","14,080,000","16,351,000","26,961,000","15,707,000","36,952,000","41,636,000","42,692,000","39,144,000","35,748,000","40,184,000","44,106,000","44,398,000","41,342,000","42,717,000","41,245,000","37,968,000","31,085,000","40,191,000","31,934,000","29,785,000","28,042,000","29,641,000","29,110,000","33,493,000","39,534,000","36,292,000","45,684,000","47,626,000","49,092,000","56,796,000","69,047,000","71,581,000","67,313,000","61,287,769","40,374,736","40,743,974","25,839,980","22,600,000","23,100,000","18,400,000","14,200,000"
			AccountsReceivable,"121,583,000","101,950,000","76,076,000","85,976,000","86,165,000","74,088,000","68,042,000","91,295,000","107,200,000","132,125,000","122,725,000","117,476,000","113,017,000","111,035,000","89,302,000","87,393,000","101,103,000","90,673,000","87,417,000","75,739,000","74,214,000","78,344,000","74,637,000","66,117,000","87,580,000","83,326,000","73,383,000","93,374,000","91,468,000","104,268,000","77,435,000","72,782,000","68,102,000","71,339,000","65,115,000","47,783,000","49,463,000","39,099,000","35,075,000","26,249,000","23,916,000","22,100,000","17,842,000","18,272,000","19,347,000","18,784,000","19,007,000","17,065,000","14,825,000","19,644,000","15,630,000","13,642,000","14,080,000","16,351,000","12,792,000","15,707,000","36,952,000","41,636,000","42,692,000","39,144,000","35,748,000","40,184,000","44,106,000","19,837,000","18,565,000","17,533,000","21,076,000","16,371,000","13,292,000","21,125,000","15,157,000","16,827,000","16,083,000","19,414,000","18,929,000","26,304,000","28,163,000","36,292,000","45,684,000","47,626,000","49,092,000","56,796,000","51,668,000","65,032,000","58,617,000",,,,,,,,
				GrossAccountsReceivable,,"114,085,000",,,,"89,781,000",,,,"153,327,000",,,,,,,,,,,,,,"86,253,000","89,815,000","85,007,000","74,801,000","94,426,000","92,512,000","105,157,000","78,272,000","73,615,000","68,929,000","72,025,000","65,829,000","48,157,000","49,818,000","39,345,000","35,297,000","26,468,000","24,137,000","22,235,000","17,921,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-12,135,000",,,,"-15,693,000",,,,"-21,202,000",,,,,,,,,,,,,,"-20,136,000","-2,235,000","-1,681,000","-1,418,000","-1,052,000","-1,044,000","-889,000","-837,000","-833,000","-827,000","-686,000","-714,000","-374,000","-355,000","-246,000","-222,000","-219,000","-221,000","-135,000","-79,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,"0","0",,"0","11,178,000","10,877,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"48,028,000","48,844,000","40,860,000","33,237,000","38,574,000","34,796,000","27,109,000","18,877,000","18,823,000","26,313,000","28,303,000","25,575,000","23,482,000","23,785,000","17,799,000","13,763,000","13,039,000","17,437,000","12,508,000","12,304,000","13,108,000","11,127,000","12,011,000","11,673,000","12,683,000","16,934,000","25,800,000","24,271,000","29,209,000","30,078,000","29,105,000","25,704,000","22,114,000","27,864,000","34,090,000","35,654,000","26,878,000","23,644,000",,,,,,,,,,,,,,,,,"14,169,000",,,,,,,,,"24,561,000","22,777,000","25,184,000","20,169,000","21,597,000","17,793,000","19,066,000","16,777,000","12,958,000","11,959,000","10,227,000","10,181,000","7,189,000","11,371,000",,,,,,"17,379,000","6,549,000","8,696,000",,,,,,,,
