name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
OperatingCashFlow,"-36,782,000","-21,430,000","-2,781,000","-6,133,000","-6,438,000","-3,631,000","-430,000","-2,955,000","13,501,000","-251,000","4,493,260","751,542","481,736","1,288,462","-3,210,131","-1,878,657","-4,696,905","-2,508,818"
	CashFlowFromContinuingOperatingActivities,"-36,782,000","-21,430,000","-2,781,000","-6,133,000","-6,438,000","-3,631,000","-430,000","-2,955,000","13,501,000","-251,000","4,493,260","751,542","481,736","1,288,462","-3,210,131","-1,878,657","-4,696,905","-2,508,818"
		NetIncomeFromContinuingOperations,"-51,635,000","-24,623,000","-6,430,000","-11,791,000","-8,791,000","-4,280,000","-4,889,000","-4,589,000","-1,376,000","570,000","2,054,767","5,849,295","-1,269,079","-1,357,983","3,868,452","-3,450,032","-3,154,975","-3,630,439"
		OperatingGainsLosses,,,,,,,,,,,"440","-2,503,015","189,647","32,928","242,961","42,797","-34,039","20,698"
			GainLossOnInvestmentSecurities,"1,099,184",,,,,,,,,,"9","2,710,416","189,647","32,928","242,961","42,797","-34,039","20,698"
		DepreciationAmortizationDepletion,"5,325,000","2,151,000","1,451,000","1,089,000","634,000","233,000","160,000","119,000","102,000","91,000","99,521","91,027","87,532","79,920","79,550","83,298","80,418","79,750"
			DepreciationAndAmortization,"5,325,000","2,151,000","1,451,000","1,089,000","634,000","233,000","160,000","119,000","102,000","91,000","99,521","91,027","87,532","79,920","79,550","83,298","80,418","79,750"
				Depreciation,,,,,,"233,000","160,000","119,000","102,000","91,000","99,688","91,027","85,865","77,420","71,050","74,519","71,082","70,413"
				AmortizationCashFlow,,,,,,,"0","0","0","0","-167","0","1,667","2,500","8,500","8,779","9,336","9,337"
					AmortizationOfIntangibles,,,,,,,"0","0","0","0","-167","0","1,667","2,500","8,500","8,779","9,336","9,337"
		DeferredTax,"-8,613,000","123,000",,,,,,,,,,,,,,,,
			DeferredIncomeTax,"-8,613,000","123,000",,,,,,,,,,,,,,,,
		StockBasedCompensation,"25,246,000","8,419,000","6,851,000","5,210,000","4,766,000","4,913,000","2,961,000","2,118,000","1,653,000","1,577,000","712,287","229,484","138,808","168,421","72,907","74,392","84,633","61,707"
		OtherNonCashItems,,"2,574,000",,"-168,000","36,000","33,000","154,000","217,000","228,000","224,000","233,866","882,833","915,974","334,327","116,302","139,273","141,601","145,197"
		ChangeInWorkingCapital,"-9,646,000","-10,074,000","3,984,000","-473,000","-3,083,000","-4,530,000","-213,000","-820,000","12,894,000","-2,713,000","1,392,379","-3,798,082","418,854","2,030,849","-7,590,303","1,231,615","-1,814,543","814,269"
			ChangeInReceivables,"-5,798,000","-2,725,000","1,456,000","-812,000","-3,717,000","-1,558,000","-192,000","-482,000","2,176,000","161,000","-1,696,598","-2,824,715","-215,960","3,841,273","-7,752,379","-34,072","-583,185","-37,990"
				ChangesInAccountReceivables,"-5,798,000","-2,725,000","1,456,000","-812,000","-3,717,000","-1,558,000","-192,000","-482,000","2,176,000","161,000","-1,696,598","-2,824,715","-215,960","3,841,273","-7,752,379","-34,072","-583,185","-37,990"
			ChangeInInventory,"91,000","-329,000","355,000","-251,000","316,000","-93,000","-538,000","-12,000","-449,000","19,000","-415,575","-270,764","258,403","72,936","-571,986","96,005","-198,711","97,035"
			ChangeInPrepaidAssets,"-9,769,000","-357,000","-1,648,000","-5,259,000","-2,505,000","1,679,000","-1,048,000","-2,001,000","8,713,000","-129,000","245,673","-1,422,350","-33,462","-65,861","-144,644","-53,617","137,160","-98,951"
			ChangeInPayablesAndAccruedExpense,"2,690,000","216,000","812,000","2,281,000","-619,000","-370,000","-1,190,000","1,213,000","747,000","-40,000","1,221,195","-162,788","385,450","-7,857","485,606","487,291","-350,775","-223,603"
				ChangeInPayable,"45,000","187,000","-855,000","1,356,000","-643,000","-40,000","-42,000","-233,000","388,000","56,000","603,932","477,097","-195,194","-328,835","368,138","436,793","-390,490","-217,193"
					ChangeInAccountPayable,"45,000","187,000","-855,000","1,356,000","-643,000","-40,000","-42,000","-233,000","388,000","56,000","603,932","477,097","-195,194","-328,835","368,138","436,793","-390,490","-217,193"
				ChangeInAccruedExpense,"2,645,000","29,000","1,667,000","925,000","24,000","-330,000","-1,148,000","1,446,000","359,000","-96,000","617,263","-639,885","580,644","320,978","117,468","50,498","39,715","-6,410"
			ChangeInOtherCurrentAssets,"1,009,000","264,000","944,000","-98,000","130,000","-225,000","102,000","-1,441,000","15,000","-77,000","-64,744","-8,199","2,124","-14,181","62,166","51,686","-136,192","35,224"
			ChangeInOtherCurrentLiabilities,"-1,059,000","-226,000",,,,,,,,,,,,,,,,
			ChangeInOtherWorkingCapital,"3,190,000","-6,917,000","3,193,000","3,666,000","3,312,000","-3,963,000","2,653,000","1,903,000","1,692,000","-2,647,000","2,102,428","890,734","22,299","-1,795,461","330,934","684,322","-682,840","1,042,554"
InvestingCashFlow,"-66,309,000","-402,000","-30,889,000","-923,000","-34,095,000","-750,000","-588,000","-1,904,000","-1,756,000","-500,000","-347,336","-165,191","-180,850","-243,623","-5,416","-87,010","-156,026","-28,584"
	CashFlowFromContinuingInvestingActivities,"-66,309,000","-402,000","-30,889,000","-923,000","-34,095,000","-750,000","-588,000","-1,904,000","-1,756,000","-500,000","-347,336","-165,191","-180,850","-243,623","-5,416","-87,010","-156,026","-28,584"
		NetPPEPurchaseAndSale,"-3,125,000","-402,000","-889,000","-923,000","-911,000","-750,000","-588,000","-1,904,000","-1,756,000","-500,000","-347,336","-165,191","-180,850","-243,623","-5,416","-87,010","-156,026","-28,584"
