name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994
TotalAssets,"246,842,000","215,715,000","197,133,000","190,682,000","169,527,000","161,649,000","167,759,000","187,235,000","187,729,000","180,153,000","204,206,000","219,236,000","236,859,000","228,341,000","241,011,000","281,010,000","323,311,000","321,444,000","141,129,000","142,377,000","153,107,000","122,470,000","93,949,000","97,555,000","89,733,000","85,011,000","81,691,000","83,554,000","70,619,000","59,935,000","53,115,000","51,862,000","55,083,000","52,368,000","59,561,000","78,575,000","71,612,000","57,232,000","48,339,000","53,150,000","31,459,000","31,451,000","27,436,000","31,790,000","37,169,000","31,096,000","29,201,000","30,951,000","27,194,000","26,345,000","26,855,000","32,024,000","37,734,000","33,495,000","29,902,000","28,659,000","24,942,000","19,386,000","17,694,000","18,475,000","17,044,000","17,723,000","13,692,000","12,814,000","12,052,000","11,698,000","9,700,000","9,293,000","6,312,000","7,225,000","7,299,000","7,906,000","7,697,000","7,796,000","8,025,000","8,786,000","9,171,000","8,422,000","8,572,000","11,349,000","10,748,000","10,368,000","10,785,000","12,274,000","12,735,000","10,996,000","11,020,000","12,290,000","11,995,000","13,000,000","13,500,000","15,500,000","16,500,000","10,900,000","9,900,000","12,400,000","13,000,000","12,500,000","25,400,000","28,700,000","27,800,000","28,800,000","31,000,000","31,100,000","24,300,000","24,000,000","18,800,000","10,200,000","9,200,000","6,000,000"
	CurrentAssets,"152,326,000","119,949,000","101,419,000","94,624,000","71,786,000","62,142,000","67,852,000","85,359,000","84,224,000","74,424,000","98,493,000","111,382,000","126,169,000","123,586,000","134,612,000","163,677,000","212,331,000","208,916,000","128,307,000","129,138,000","139,548,000","108,176,000","80,838,000","83,992,000","76,395,000","69,469,000","65,499,000","66,309,000","51,664,000","43,328,000","42,907,000","41,821,000","44,833,000","41,866,000","48,553,000","68,763,000","61,882,000","47,024,000","44,151,000","49,117,000","27,268,000","24,756,000","21,595,000","26,169,000","31,062,000","24,280,000","22,139,000","23,772,000","20,023,000","19,118,000","19,153,000","24,681,000","30,424,000","26,223,000","22,634,000","23,876,000","20,454,000","14,873,000","13,131,000","13,875,000","13,548,000","14,377,000","10,656,000","9,745,000","9,192,000","8,776,000","6,900,000","6,472,000","4,503,000","5,322,000","5,327,000","5,851,000","5,470,000","5,466,000","5,514,000","6,386,000","6,666,000","5,732,000","5,667,000","8,175,000","7,308,000","6,664,000","6,875,000","8,134,000","8,379,000","5,549,000","5,321,000","6,397,000","6,222,000","7,100,000","7,200,000","9,500,000","11,100,000","5,300,000","4,300,000","6,600,000","7,100,000","6,500,000","9,700,000","12,900,000","12,000,000","13,000,000","14,700,000","15,600,000","12,300,000","12,400,000","7,200,000","6,700,000","6,300,000","4,600,000"
		CashCashEquivalentsAndShortTermInvestments,"5,152,000","3,492,000","9,503,000","1,873,000","2,775,000","1,348,000","9,235,000","7,850,000","6,251,000","2,600,000","14,686,000","1,302,000","1,170,000","2,272,000","1,378,000","2,334,000","978,000","5,002,000","43,994,000","33,673,000","40,159,000","33,931,000","3,976,000","1,544,000","1,167,000","1,258,000","1,040,000","1,483,000","461,000","935,000","1,173,000","1,893,000","2,489,000","669,000","3,943,000","2,374,000","1,437,000","3,991,000","3,437,000","4,008,000","148,000","3,958,000","5,189,000","2,921,000","3,734,000","3,926,000","4,080,000","494,000","197,000","299,000","1,438,000","518,000","2,856,000","214,000","740,000","824,000","796,000","283,000","474,000","1,464,000","404,000","593,000","2,456,000","762,000","314,000","634,000","407,000","677,000","547,000","615,000","260,000","265,000","785,000","656,000","450,000","273,000","353,000","545,000","632,000","862,000","1,081,000","1,382,000","1,856,000","1,933,000","2,617,000","863,000","1,432,000","1,773,000","2,112,000","2,500,000","2,500,000","2,500,000","6,900,000","800,000","1,200,000","800,000","600,000","600,000","700,000","400,000","500,000","400,000","500,000","3,100,000","1,800,000","2,500,000","400,000","600,000","400,000","2,200,000"
			CashAndCashEquivalents,"5,152,000","3,492,000","9,503,000","1,873,000","2,775,000","1,348,000","9,235,000","7,850,000","6,251,000","2,600,000","14,686,000","1,302,000","1,170,000","2,272,000","1,378,000","2,334,000","978,000","5,002,000","43,994,000","33,673,000","40,159,000","33,931,000","3,976,000","1,544,000","1,167,000","1,258,000","1,040,000","1,483,000","461,000","935,000","1,173,000","1,893,000","2,489,000","669,000","3,943,000","2,374,000","1,437,000","3,991,000","3,437,000","4,008,000","148,000","3,958,000","5,189,000","2,921,000","3,734,000","3,926,000","4,080,000","494,000","197,000","299,000","1,438,000","518,000","2,856,000","214,000","740,000","824,000","796,000","283,000","474,000","1,464,000","404,000","593,000","2,456,000","762,000","314,000","634,000","407,000","677,000","547,000","615,000","260,000","265,000","785,000","656,000","450,000","273,000","353,000","545,000","632,000","862,000","1,081,000","1,382,000","1,856,000","1,933,000","2,617,000","863,000","1,432,000","1,773,000","2,112,000","2,500,000","2,500,000","2,500,000","6,900,000","800,000","1,200,000","800,000","600,000","600,000","700,000","400,000","500,000","400,000","500,000","3,100,000","1,800,000","2,500,000","400,000","600,000","400,000","2,200,000"
		Receivables,"38,180,000","14,223,000","22,131,000","33,314,000","13,943,000","9,806,000","14,703,000","25,317,000","15,454,000","8,061,000","19,765,000","28,050,000","20,103,000","14,065,000","23,166,000","41,776,000","36,516,000","24,495,000","13,948,000","24,522,000","20,731,000","4,797,000","9,232,000","21,931,000","15,840,000","4,414,000","9,614,000","14,675,000","8,135,000","3,968,000","9,036,000","11,862,000","12,930,000","6,415,000","6,866,000","11,866,000","6,517,000","1,956,000","5,094,000","8,186,000","8,884,000","2,453,000","4,617,000","8,946,000","8,285,000","1,767,000","4,207,000","8,977,000","5,265,000","1,594,000","3,030,000","5,348,000","4,828,000","1,731,000","2,641,000","7,435,000","5,660,000","1,746,000","2,944,000","5,374,000","2,883,000","1,231,000","2,480,000","4,502,000","3,490,000","1,829,000","2,568,000","2,886,000","1,580,000","1,739,000","2,175,000","2,853,000","2,182,000","1,954,000","2,707,000","3,367,000","3,082,000","1,971,000","2,358,000","4,409,000","3,778,000","2,745,000","2,984,000","4,008,000","3,592,000","2,588,000","2,129,000","2,496,000","1,620,000","1,900,000","2,000,000","2,000,000","1,600,000","1,100,000","1,400,000","3,900,000","4,600,000","1,900,000","4,300,000","3,700,000","4,300,000","2,500,000","3,400,000","5,600,000","3,800,000","2,500,000","1,100,000","600,000","2,800,000","600,000"
			AccountsReceivable,"38,180,000","14,223,000","22,131,000","33,314,000","13,943,000","9,806,000","14,703,000","25,317,000","15,454,000","8,061,000","19,765,000","28,050,000","20,103,000","14,065,000","23,166,000","37,938,000","26,852,000","14,831,000","13,948,000","24,522,000","20,731,000","4,797,000","9,232,000","21,931,000","15,840,000","4,414,000","9,614,000","14,675,000","8,135,000","3,968,000","9,036,000","10,163,000","10,221,000","3,706,000","6,866,000","11,866,000","6,517,000","1,956,000","5,094,000","8,186,000","8,884,000","2,453,000","4,617,000","8,946,000","8,285,000","1,767,000","4,207,000","8,977,000","5,265,000","1,594,000","3,030,000","5,348,000","4,828,000","1,731,000","2,641,000","7,435,000","5,660,000","1,746,000","2,944,000","5,374,000","2,883,000","1,231,000","2,480,000","4,502,000","3,490,000","1,829,000","2,568,000","2,886,000","1,580,000","1,739,000","2,175,000","2,853,000","2,182,000","1,954,000","2,707,000","3,367,000","3,082,000","1,971,000","2,358,000","4,409,000","3,778,000","2,745,000","2,984,000","4,008,000","3,592,000",,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"15,807,000","23,831,000","35,114,000",,"11,403,000",,,,"8,771,000",,,,"15,243,000",,,,"15,553,000",,,,"5,162,000",,,,"4,749,000",,,,"4,212,000",,,,"3,933,000","7,111,000","12,116,000","6,744,000","2,183,000","5,316,000","8,387,000","9,085,000",,"4,907,000","9,171,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-1,584,000","-1,700,000","-1,800,000",,"-1,597,000",,,,"-710,000",,,,"-1,178,000",,,,"-722,000",,,,"-365,000",,,,"-335,000",,,,"-244,000",,,,"-227,000","-245,000","-250,000","-227,000","-227,000","-222,000","-201,000","-201,000",,"-290,000","-225,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,"0","0","3,838,000","9,664,000","9,664,000",,,,,,,,,,,,"0","0","1,699,000","2,709,000","2,709,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,"14,831,000","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0",,"0","0","0",,"0","0","0","0",,,"0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,
