name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
TotalAssets,"583,210,000","492,687,000","468,593,000","403,169,000","333,093,000","348,453,000","397,466,000","368,288,000","333,655,000","402,419,000","459,704,000","404,002,000","405,808,000","432,551,000","488,185,000","450,116,000","428,941,000","410,125,000","423,999,000","397,883,000","319,540,000","333,728,000","331,493,000","297,070,000","278,280,000","305,322,000","296,023,000","277,011,000","255,002,000","280,721,000","327,334,000","293,130,000","274,231,000","274,926,000","297,111,000","353,201,000","354,336,000","337,315,000","365,916,000","335,785,000","318,150,000","286,233,000","258,108,000","293,811,000","271,785,000","277,586,000","312,050,000","308,961,000","328,711,000","328,015,000","285,331,000","255,676,000","286,122,000","295,727,000","315,906,000","294,809,000","332,245,000","316,376,000","297,960,000","285,481,000","285,146,000","177,888,000","154,250,000","192,765,000","198,548,000","188,327,000","178,588,000","173,470,000","160,290,000","165,375,000","43,994,000","39,927,000","34,523,000"
	CurrentAssets,"237,341,000","272,030,000","260,865,000","197,195,000","132,755,000","116,037,000","165,842,000","140,627,000","106,764,000","162,196,000","197,619,000","159,794,000","120,956,000","157,354,000","230,820,000","255,750,000","243,450,000","280,809,000","293,968,000","271,758,000","256,363,000","266,497,000","253,158,000","221,219,000","196,510,000","210,582,000","239,147,000","221,305,000","182,902,000","191,404,000","275,010,000","215,901,000","202,702,000","198,188,000","223,455,000","298,436,000","302,489,000","280,519,000","312,467,000","284,613,000","266,782,000","230,294,000","177,426,000","209,525,000","189,865,000","185,966,000","228,174,000","228,423,000","268,716,000","277,677,000","235,225,000","206,974,000","231,370,000","240,133,000","252,940,000",,"260,786,000",,,,"210,379,000",,,,"145,412,000","140,883,000","133,147,000","127,148,000","116,136,000","124,730,000","34,822,000",,"24,597,000"
		CashCashEquivalentsAndShortTermInvestments,"84,817,000","184,373,000","168,472,000","111,229,000","54,717,000","41,232,000","96,305,000","88,135,000","42,960,000","101,352,000","128,328,000","102,109,000","56,386,000","92,733,000","164,460,000","193,729,000","168,644,000","220,526,000","225,060,000","206,671,000","195,528,000","218,630,000","188,636,000","171,615,000","141,058,000","159,919,000","176,778,000","164,227,000","120,813,000","146,207,000","218,997,000","169,478,000","150,532,000","154,394,000","168,891,000","221,113,000","219,649,000","217,889,000","237,064,000","223,271,000","192,644,000","180,261,000","126,746,000","170,267,000","147,491,000","153,145,000","202,250,000","198,987,000","216,381,000","210,391,000","182,902,000","161,289,000","185,772,000","181,305,000","200,444,000","179,598,000","230,674,000","206,203,000","185,926,000","165,065,000","178,768,000","93,945,000","61,506,000","117,771,000","126,368,000","118,360,000","116,951,000","111,957,000","100,099,000","111,198,000","19,692,000","7,390,000","14,023,000"
			CashAndCashEquivalents,"84,817,000","184,373,000","168,472,000","111,229,000","54,717,000","41,232,000","96,305,000","88,135,000","42,960,000","101,352,000","128,328,000","102,109,000","56,386,000","92,733,000","164,460,000","193,729,000","168,644,000","193,452,000","198,873,000","178,414,000","156,685,000","183,234,000","163,117,000","140,684,000","122,914,000","142,728,000","146,247,000","125,807,000","99,493,000","124,938,000","137,807,000","112,328,000","125,745,000","128,277,000","143,845,000","107,465,000","80,272,000","95,412,000","121,240,000","120,273,000","90,605,000","127,824,000","95,212,000","140,671,000","117,683,000","136,191,000","165,530,000","152,745,000","153,002,000","136,851,000","129,030,000","113,943,000","121,857,000","111,224,000","109,954,000","100,853,000","136,971,000","123,911,000","112,488,000","99,492,000","139,360,000","56,303,000","33,051,000","34,431,000","39,092,000","27,731,000","26,649,000","27,112,000","30,164,000","47,350,000","11,824,000","0","7,526,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,"27,074,000","26,187,000","28,257,000","38,843,000","35,396,000","25,519,000","30,931,000","18,144,000","17,191,000","30,531,000","38,420,000","21,320,000","21,269,000","81,190,000","57,150,000","24,787,000","26,117,000","25,046,000","113,648,000","139,377,000","122,477,000","115,824,000","102,998,000","102,039,000","52,437,000","31,534,000","29,596,000","29,808,000","16,954,000","36,720,000","46,242,000","63,379,000","73,540,000","53,872,000","47,346,000","63,915,000","70,081,000","90,490,000","78,745,000","93,703,000","82,292,000","73,438,000","65,573,000","39,408,000","37,642,000","28,455,000","83,340,000","87,276,000","90,629,000","90,302,000","84,845,000","69,935,000","63,848,000","7,868,000","7,390,000","6,497,000"
		Receivables,"152,524,000","87,657,000","92,393,000","85,966,000","78,038,000","74,805,000","69,537,000","52,492,000","63,804,000","60,844,000","69,291,000","57,685,000","64,570,000","64,621,000","66,360,000","62,021,000","74,806,000","60,283,000","68,908,000","65,087,000","60,835,000","47,867,000","64,522,000","49,604,000","55,452,000","50,663,000","62,369,000","57,078,000","62,089,000","45,197,000","56,013,000","46,423,000","52,170,000","43,794,000","54,564,000","77,323,000","82,840,000","62,630,000","75,403,000","61,342,000","74,138,000","50,033,000","50,680,000","39,258,000","42,374,000","32,821,000","25,924,000","29,436,000","52,335,000","67,286,000","52,323,000","45,685,000","45,598,000","58,828,000","52,496,000","57,610,000","30,112,000","44,460,000","47,950,000","58,581,000","31,611,000","24,509,000","19,630,000","21,095,000","19,044,000","17,250,000","14,675,000","13,686,000","13,532,000","11,278,000","10,950,000",,"9,571,000"
			AccountsReceivable,"89,423,000","84,090,000","89,142,000","78,752,000","71,957,000","69,680,000","67,094,000","51,995,000","63,659,000","59,101,000","65,614,000","54,362,000","59,973,000","50,381,000","60,110,000","50,586,000","63,016,000","53,854,000","62,341,000","50,635,000","58,676,000","46,288,000","62,135,000","47,681,000","54,488,000","44,559,000","52,225,000","44,455,000","54,935,000","43,392,000","50,950,000","42,352,000","49,489,000","40,888,000","52,726,000","45,762,000","57,249,000","44,397,000","61,169,000","47,012,000","53,584,000","39,590,000","50,680,000","39,258,000","41,831,000","32,821,000","25,924,000","29,436,000","23,324,000","24,676,000","16,940,000","17,175,000","17,373,000","30,664,000","37,795,000","33,924,000","30,112,000","40,772,000","32,196,000","31,387,000","31,611,000","24,509,000","19,630,000","21,095,000","19,044,000","16,771,000","14,475,000","13,487,000","13,152,000","10,831,000","10,470,000",,"8,848,000"
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,033,000","10,839,000","5,839,000",,,,,,,,,,,,,,,,"543,000","0","0","0","777,000","3,145,000","6,160,000","9,640,000","12,470,000","13,065,000","14,701,000",,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,234,000",,"20,554,000",,,,,,,,,,,,,"15,099,000",,,,,,,,,,,,,,,,,,,
			OtherReceivables,"63,101,000","3,567,000","3,251,000","7,214,000","6,081,000","5,125,000","2,443,000","497,000","145,000","1,743,000","3,677,000","3,323,000","4,597,000","14,240,000","6,250,000","11,435,000","11,790,000","6,429,000","6,567,000","14,452,000","2,159,000","1,579,000","2,387,000","1,923,000","964,000","6,104,000","6,111,000","1,784,000","1,315,000","1,805,000","5,063,000","4,071,000","2,681,000","2,906,000","1,838,000","31,561,000","25,591,000","18,233,000",,"14,330,000",,"10,443,000",,,,,,,"28,234,000","39,465,000","29,223,000","18,870,000","15,755,000",,,"23,686,000",,"3,688,000","15,754,000","27,194,000",,,,,,"479,000","200,000","199,000","380,000","447,000","480,000",,"723,000"
