name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015
OperatingCashFlow,"148,600,000","31,100,000","-3,700,000","57,700,000","63,500,000","35,200,000","1,900,000","30,700,000","3,000,000","35,300,000","-13,300,000","30,500,000","61,200,000","200,000","-39,400,000","37,600,000","-12,855,000","28,465,000","-72,410,000","93,157,000","-1,091,000","-25,144,000","-33,747,000","86,779,000","89,000","-13,273,000","1,975,000","37,183,000"
	CashFlowFromContinuingOperatingActivities,"148,600,000","31,100,000","-3,700,000","57,700,000","63,500,000","35,200,000","1,900,000","30,700,000","3,000,000","35,300,000","-13,300,000","30,500,000","61,200,000","200,000","-39,400,000","37,600,000","-12,855,000","28,465,000","-72,410,000","93,157,000","-1,091,000","-25,144,000","-33,747,000","86,779,000","89,000","-13,273,000","1,975,000","37,183,000"
		NetIncomeFromContinuingOperations,"20,800,000","-2,300,000","-700,000","0","23,800,000","20,600,000","0","-10,200,000","-3,600,000","-7,300,000","-9,400,000","-9,800,000","5,700,000","5,600,000","-14,600,000","-22,100,000","18,237,000","7,442,000","9,421,000","22,670,000","15,190,000","6,814,000","-13,303,000","12,082,000","13,079,000","8,042,000","-3,010,000","12,511,000"
		OperatingGainsLosses,"5,200,000","-100,000","-100,000","6,500,000","-1,100,000","1,200,000","2,700,000","4,700,000","200,000","-3,100,000","-500,000","-200,000","-300,000","-1,100,000","-300,000","-800,000","-155,000","-398,000","-1,647,000","-569,000","-242,000","11,773,000","-205,000","-135,000","-11,000","-242,000","46,000","18,000"
			GainLossOnSaleOfBusiness,"-900,000","100,000","0","0","-1,000,000","0","4,200,000","5,100,000","500,000",,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,"-200,000","-300,000","-1,100,000","-300,000","-800,000","-155,000","-398,000","-1,647,000","-569,000","-242,000","-147,000","-205,000","-135,000","-11,000","-242,000","46,000","18,000"
		DepreciationAmortizationDepletion,"33,600,000","8,700,000","9,600,000","7,800,000","7,500,000","8,100,000","8,600,000","9,300,000","9,200,000","10,900,000","10,800,000","10,900,000","11,000,000","11,400,000","12,400,000","12,100,000","11,782,000","11,101,000","11,017,000","11,001,000","11,537,000","7,853,000","7,421,000","7,478,000","6,856,000","5,387,000","4,872,000","4,854,000"
			DepreciationAndAmortization,"33,600,000","8,700,000","9,600,000","7,800,000","7,500,000","8,100,000","8,600,000","9,300,000","9,200,000","10,900,000","10,800,000","10,900,000","11,000,000","11,400,000","12,400,000","12,100,000","11,782,000","11,101,000","11,017,000","11,001,000","11,537,000","7,853,000","7,421,000","7,478,000","6,856,000","5,387,000","4,872,000","4,854,000"
		DeferredTax,"1,800,000","300,000","1,700,000","700,000","-900,000","0","1,300,000","-36,100,000","3,700,000","2,800,000","1,800,000","-8,500,000","200,000","400,000","2,900,000","-3,300,000","9,614,000","0","-10,414,000","7,974,000","3,473,000","0","-8,563,000","2,318,000","-2,109,000","0","-3,870,000","1,507,000"
			DeferredIncomeTax,"1,800,000","300,000","1,700,000","700,000","-900,000","0","1,300,000","-36,100,000","3,700,000","2,800,000","1,800,000","-8,500,000","200,000","400,000","2,900,000","-3,300,000","9,614,000","0","-10,414,000","7,974,000","3,473,000","0","-8,563,000","2,318,000","-2,109,000","0","-3,870,000","1,507,000"
