name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000
		PrepaidAssets,"93,910,000","99,100,000","88,330,000","97,906,000","102,665,000","95,919,000","171,780,000","177,978,000","187,739,000","228,103,000","82,505,000","81,900,000","121,503,000","112,146,000","101,556,000","98,352,000","90,545,000","87,640,000","90,615,000","54,826,000","54,080,000","49,021,000","55,123,000","58,987,000","50,558,000","43,600,000","35,415,000","46,902,000","58,885,000","72,405,000","38,224,000","40,542,000","62,015,000","68,582,000","57,632,000","58,587,000","57,493,000","59,019,000","78,916,000","108,608,000","107,707,000","94,836,000","65,929,000","61,701,000","56,544,000","50,314,000","54,937,000","47,274,000","49,407,000","55,097,000","55,683,000","57,376,000","61,609,000","67,573,000","92,184,000","92,074,000","95,489,000","96,943,000","94,078,000","81,214,000","81,913,000","89,012,000","98,629,000","105,614,000","82,863,000","80,917,000","87,594,000","76,564,000","83,208,000","88,066,000","87,969,000","124,960,000","138,500,000","128,150,000","87,696,000","30,616,000","30,998,000",,,,"16,394,000"
		RestrictedCash,"10,554,000","10,052,000","10,230,000","10,292,000","10,247,000","10,692,000","11,466,000","12,776,000","10,459,000","10,401,000","10,376,000","10,093,000","10,038,000","11,240,000","11,194,000","11,167,000","11,110,000","11,055,000","11,030,000","11,092,000","9,836,000","14,360,000","14,897,000","13,098,000","14,503,000","12,981,000","11,085,000","15,731,000","15,028,000","14,281,000","13,563,000","13,215,000","12,537,000","6,491,000","5,886,000",,,,,,,,"120,252,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,669,000","41,862,000","40,923,000","40,923,000","29,203,000","28,977,000","28,600,000","54,001,000","53,799,000","35,083,000","27,996,000","26,390,000","19,950,000","14,852,000","11,714,000","10,580,000","3,288,000","3,721,000","3,721,000","3,721,000","3,059,000","3,060,000","3,060,000","6,689,000","4,945,000","6,361,000","14,331,000","29,308,000","21,810,000","26,712,000","36,459,000","35,053,000","28,388,000","34,764,000","6,276,000","8,540,000","25,575,000","12,500,000","12,886,000","10,094,000","11,339,000","11,339,000","11,339,000","11,339,000","10,614,000","18,759,000","13,660,000","8,508,000",,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,669,000","41,862,000","40,923,000","40,923,000","29,203,000","28,977,000","28,600,000","54,001,000","53,799,000","35,083,000","27,996,000","26,390,000","19,950,000","14,852,000","11,714,000","10,580,000","3,288,000","3,721,000","3,721,000","3,721,000","3,059,000","3,060,000","3,060,000","6,689,000","4,945,000","6,361,000","14,331,000","29,308,000","21,810,000","26,712,000","36,459,000","35,053,000","28,388,000","34,764,000","6,276,000","8,540,000","25,575,000","12,500,000","12,886,000","10,094,000","11,339,000","11,339,000","11,339,000","11,339,000","10,614,000","18,759,000","13,660,000","8,508,000",,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140,000","168,000","167,000","1,077,000","1,067,000","16,641,000","17,327,000","20,889,000","40,240,000",,,,,,,,,,
	TotalNonCurrentAssets,"5,200,728,000","5,117,221,000","5,109,110,000","4,988,834,000","4,889,391,000","4,811,467,000","4,653,155,000","4,660,543,000","4,708,052,000","4,753,110,000","5,539,145,000","5,510,042,000","5,462,936,000","4,904,961,000","4,876,392,000","4,783,152,000","4,583,639,000","4,367,876,000","4,237,526,000","4,182,787,000","4,073,645,000","3,889,309,000","3,836,347,000","3,793,861,000","3,543,517,000","3,512,466,000","3,391,933,000","3,450,472,000","3,421,886,000","3,495,516,000","3,545,292,000","3,568,474,000","3,601,422,000","3,124,306,000","3,115,581,000","2,831,989,000","2,715,796,000","2,519,690,000","2,290,613,000","2,139,548,000","2,024,118,000","1,997,161,000","1,403,945,000","1,327,334,000","1,217,833,000","1,208,670,000","1,121,667,000","1,100,969,000","1,093,013,000","983,490,000","1,023,715,000","1,029,619,000","1,023,547,000","1,026,181,000","1,001,014,000","917,604,000","708,681,000","673,871,000","666,115,000","666,394,000","664,061,000","655,901,000","641,086,000","615,035,000","647,238,000","651,588,000","664,778,000","718,066,000","736,824,000","746,973,000","752,499,000","1,043,930,000","1,067,235,000","1,011,259,000","1,460,975,000","1,509,552,000","1,513,381,000","1,466,277,000","1,511,593,000","1,506,872,000","1,469,128,000"
		NetPPE,"4,819,446,000","4,722,454,000","4,692,048,000","4,576,109,000","4,464,391,000","4,366,399,000","4,207,747,000","4,208,135,000","4,247,534,000","4,284,359,000","5,053,684,000","5,048,918,000","5,009,079,000","4,462,235,000","4,450,070,000","4,401,555,000","4,234,085,000","4,003,101,000","3,898,954,000","3,815,927,000","3,704,013,000","3,540,682,000","3,497,425,000","3,457,425,000","3,362,814,000","3,335,196,000","3,206,979,000","3,203,266,000","3,169,305,000","3,172,227,000","3,213,176,000","3,225,413,000","3,263,415,000","2,828,965,000","2,816,731,000","2,528,814,000","2,420,215,000","2,211,539,000","2,009,785,000","1,869,206,000","1,766,912,000","1,748,233,000","1,170,654,000","1,105,737,000","998,050,000","993,923,000","922,641,000","906,598,000","902,781,000","889,770,000","946,604,000","952,005,000","951,934,000","950,397,000","929,182,000","841,512,000","633,090,000","594,872,000","591,470,000","588,543,000","585,040,000","583,271,000","578,319,000","543,941,000","570,305,000","573,870,000","582,350,000","591,922,000","603,137,000","609,754,000","615,130,000","891,820,000","910,975,000","795,094,000","1,315,322,000","1,353,586,000","1,360,626,000","1,391,935,000","1,361,878,000","1,368,973,000","1,334,886,000"
			GrossPPE,"6,180,182,000","6,042,090,000","5,982,976,000","5,816,765,000","5,657,115,000","5,514,012,000","5,321,711,000","5,276,482,000","5,274,480,000","5,262,242,000","6,073,962,000","6,003,018,000","5,912,643,000","5,322,589,000","5,271,273,000","5,177,160,000","4,973,863,000","4,704,350,000","4,569,397,000","4,452,116,000","4,306,433,000","4,109,628,000","4,033,617,000","3,962,057,000","3,835,203,000","3,785,413,000","3,632,483,000","3,603,634,000","3,542,747,000","3,520,263,000","3,542,129,000","3,529,670,000","3,544,380,000","3,085,650,000","3,055,723,000","2,746,348,000","2,621,365,000","2,396,958,000","2,179,579,000","2,026,245,000","1,912,165,000","1,907,356,000","1,325,584,000","1,254,273,000","1,141,623,000","1,132,774,000","1,053,096,000","1,031,052,000","1,020,750,000","999,771,000","1,053,917,000","1,054,633,000","1,048,664,000","1,057,643,000","1,034,118,000","939,216,000","719,752,000","681,534,000","651,757,000","648,830,000","645,327,000","643,558,000","618,910,000","584,532,000","610,896,000","614,461,000","582,350,000","591,922,000","603,137,000","609,754,000","615,130,000","993,725,000","1,001,056,000","795,094,000","1,666,992,000","1,692,787,000","1,678,273,000","1,694,570,000","1,642,137,000","1,630,913,000","1,580,862,000"
				MachineryFurnitureEquipment,,,,,,,"88,327,000","86,341,000","85,163,000","83,584,000","87,282,000","83,250,000","78,644,000","75,939,000","78,389,000","75,362,000","72,909,000","70,951,000","73,653,000","72,167,000","70,567,000","68,688,000","67,018,000","63,961,000","60,968,000","58,487,000","57,522,000","55,227,000","52,976,000","51,418,000","50,305,000","49,246,000","48,198,000","46,951,000","45,049,000","43,954,000","42,852,000","39,230,000","1,906,513,000","1,693,262,000","1,494,195,000","1,500,172,000","929,554,000","885,007,000","797,447,000","795,805,000","28,619,000","27,219,000","26,794,000","26,107,000","25,640,000","25,175,000","24,259,000","22,411,000","24,885,000","24,057,000",,,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"234,246,000","240,568,000","258,156,000","305,799,000","331,845,000","342,475,000","270,984,000","286,535,000","300,262,000","314,717,000","607,345,000","621,881,000","647,037,000","75,939,000","78,389,000","75,362,000","72,909,000","70,951,000","73,653,000","72,167,000","70,567,000","68,688,000","214,805,000","195,561,000","125,592,000","98,165,000","112,070,000","114,047,000","70,517,000","71,472,000","56,252,000","54,911,000","91,775,000","116,271,000","84,027,000","63,771,000","114,666,000","187,176,000","273,066,000","332,983,000","417,970,000","407,184,000","396,030,000","369,266,000","344,176,000","336,969,000","331,572,000","311,730,000","302,835,000","296,658,000","341,610,000","338,481,000","335,350,000","338,356,000","251,959,000","232,230,000",,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"438,308,000","352,422,000","289,475,000","223,761,000","209,730,000","110,150,000","49,246,000","26,960,000","62,953,000","67,101,000","88,632,000","128,166,000","64,695,000","32,916,000","107,290,000","289,751,000","242,084,000","186,302,000","228,040,000","223,489,000","242,013,000","154,226,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-1,360,736,000","-1,319,636,000","-1,290,928,000","-1,240,656,000","-1,192,724,000","-1,147,613,000","-1,113,964,000","-1,068,347,000","-1,026,946,000","-977,883,000","-1,020,278,000","-954,100,000","-903,564,000","-860,354,000","-821,203,000","-775,605,000","-739,778,000","-701,249,000","-670,443,000","-636,189,000","-602,420,000","-568,946,000","-536,192,000","-504,632,000","-472,389,000","-450,217,000","-425,504,000","-400,368,000","-373,442,000","-348,036,000","-328,953,000","-304,257,000","-280,965,000","-256,685,000","-238,992,000","-217,534,000","-201,150,000","-185,419,000","-169,794,000","-157,039,000","-145,253,000","-159,123,000","-154,930,000","-148,536,000","-143,573,000","-138,851,000","-130,455,000","-124,454,000","-117,969,000","-110,001,000","-107,313,000","-102,628,000","-96,730,000","-107,246,000","-104,936,000","-97,704,000","-86,662,000","-86,662,000","-60,287,000","-60,287,000","-60,287,000","-60,287,000","-40,591,000","-40,591,000","-40,591,000","-40,591,000",,,,,,"-101,905,000","-90,081,000",,"-351,670,000","-339,201,000","-317,647,000","-302,635,000","-280,259,000","-261,940,000","-245,976,000"
		GoodwillAndOtherIntangibleAssets,"63,289,000","64,796,000","66,303,000","67,811,000","69,319,000","70,826,000","72,334,000","73,841,000","75,348,000","76,856,000","81,590,000","83,162,000","84,731,000","97,689,000","99,860,000","102,050,000","104,259,000","106,485,000","108,727,000","111,104,000","113,496,000","116,029,000","114,375,000","117,152,000","56,380,000","58,483,000","60,694,000","62,918,000","65,157,000","67,410,000","69,676,000","71,957,000","74,251,000","33,858,000","35,947,000","33,230,000","34,375,000","35,533,000","36,703,000","37,603,000","38,776,000","39,961,000","41,157,000","42,364,000","41,506,000","42,627,000","34,680,000","35,337,000","35,993,000","36,650,000","37,306,000","37,963,000","36,455,000","37,039,000","36,583,000","37,042,000","37,501,000","37,961,000","38,420,000","38,879,000","39,339,000","39,798,000","40,257,000","49,826,000","54,912,000","48,191,000",,"95,337,000","100,663,000",,,,,,,,,,,,
			Goodwill,,"40,361,000",,,,"40,361,000",,,,"40,361,000",,,,"40,361,000",,,,"40,361,000",,,,"40,361,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,,"24,435,000",,,,"30,465,000",,,,"36,495,000",,,,"57,328,000",,,,"66,124,000",,,,"75,668,000",,,,"58,483,000",,,,"67,410,000",,,,"33,858,000",,,,"35,533,000",,,,"39,961,000",,,,,"34,680,000","35,337,000","35,993,000","36,650,000","37,306,000","37,963,000","36,455,000","37,039,000","36,583,000","37,042,000","37,501,000","37,961,000","38,420,000","38,879,000","39,339,000","39,798,000","40,257,000","49,826,000","54,912,000","48,191,000",,,,,,,,,,,,,,,
		InvestmentsAndAdvances,,,,,,,,,,,,,,"635,000","1,722,000","6,570,000","10,680,000","15,371,000","19,234,000","23,008,000","26,699,000","27,951,000","32,693,000","33,857,000","34,089,000","37,604,000","44,052,000","106,951,000","114,863,000","120,478,000","126,002,000","129,092,000","130,430,000","130,267,000","129,665,000","130,150,000","131,181,000","140,498,000","135,702,000","134,609,000","137,784,000","135,735,000","133,200,000","130,383,000","128,611,000","127,094,000","124,507,000","111,815,000","112,512,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"317,993,000","329,971,000","350,759,000","344,914,000","355,681,000","374,242,000","373,074,000","378,567,000","385,170,000","391,895,000","403,871,000","377,962,000","369,126,000","344,402,000","324,740,000","272,977,000","234,615,000","242,919,000","210,611,000","232,748,000","229,437,000","204,647,000","191,854,000","185,427,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,"90,234,000","81,183,000","80,208,000","77,337,000","72,561,000","135,401,000","136,438,000","142,012,000","133,326,000","131,216,000","133,238,000","139,795,000","130,025,000","132,120,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108,423,000","98,130,000","80,646,000","73,232,000","58,934,000","48,850,000","49,666,000","45,026,000","39,839,000","47,219,000","41,727,000","57,070,000","39,805,000","39,651,000","35,158,000","38,745,000","35,249,000","39,050,000","38,090,000","41,038,000","36,225,000","38,972,000","39,682,000","32,832,000","22,510,000","21,268,000","22,021,000","29,527,000","82,428,000","30,807,000","33,024,000","137,219,000","137,369,000","152,110,000","156,260,000","216,165,000","145,653,000","155,966,000","152,755,000","74,342,000","149,715,000","137,899,000","134,242,000"
TotalLiabilitiesNetMinorityInterest,"3,571,475,000","3,633,906,000","3,640,679,000","3,641,982,000","3,612,221,000","3,767,649,000","3,805,221,000","3,886,383,000","3,572,862,000","3,593,462,000","3,775,942,000","3,858,233,000","3,980,519,000","3,466,828,000","3,625,254,000","3,572,270,000","3,224,533,000","3,165,606,000","3,112,133,000","3,099,991,000","2,898,232,000","2,730,041,000","2,682,709,000","2,692,520,000","2,608,925,000","2,710,220,000","2,540,798,000","2,731,659,000","2,599,148,000","2,683,825,000","2,696,207,000","2,744,513,000","2,816,090,000","2,396,134,000","2,356,865,000","2,157,549,000","2,031,995,000","1,864,581,000","1,590,738,000","1,423,139,000","1,262,122,000","1,249,623,000","996,876,000","856,489,000","880,080,000","886,012,000","815,711,000","894,151,000","847,507,000","852,116,000","893,071,000","890,250,000","891,168,000","919,006,000","1,060,215,000","940,916,000","919,584,000","850,012,000","808,831,000","771,916,000","628,258,000","646,937,000","657,568,000","778,023,000","805,038,000","822,905,000","819,108,000","835,641,000","853,239,000","864,234,000","865,785,000","1,618,733,000","1,592,375,000","1,428,889,000","1,528,142,000","1,510,769,000","1,594,844,000","1,455,631,000","1,446,119,000","1,474,754,000","1,621,851,000"
	CurrentLiabilities,"1,401,471,000","1,420,057,000","1,444,236,000","1,319,602,000","1,074,583,000","1,147,186,000","1,173,163,000","1,145,307,000","964,205,000","1,099,162,000","1,096,713,000","966,654,000","936,686,000","817,733,000","819,951,000","787,070,000","743,787,000","738,596,000","680,719,000","683,458,000","625,703,000","565,178,000","546,284,000","530,712,000","510,742,000","548,227,000","470,713,000","481,518,000","485,103,000","484,798,000","459,793,000","472,992,000","476,228,000","417,145,000","456,009,000","430,231,000","423,071,000","328,016,000","326,696,000","286,598,000","265,771,000","272,657,000","291,518,000","256,976,000","278,003,000","269,043,000","249,519,000","324,041,000","310,593,000","167,547,000","155,193,000","151,535,000","141,701,000","154,025,000","354,900,000","369,833,000","381,442,000","369,141,000","193,641,000","173,619,000","194,298,000","209,872,000","209,126,000","331,563,000","251,181,000","259,709,000","238,453,000","230,078,000","218,542,000","223,132,000","242,069,000","1,493,571,000","1,469,175,000","1,176,904,000","268,214,000","218,306,000","237,952,000","131,994,000","131,489,000","120,137,000","221,664,000"
		PayablesAndAccruedExpenses,"598,482,000","578,682,000","536,851,000","496,709,000","466,672,000","515,063,000","485,284,000","459,620,000","403,142,000","424,696,000","463,946,000","413,310,000","401,836,000","421,860,000","426,732,000","423,150,000","407,985,000","410,560,000","376,389,000","372,953,000","356,450,000","288,302,000","274,025,000","281,762,000","271,881,000","303,462,000","241,510,000","222,168,000","228,576,000","218,997,000","194,375,000","209,714,000","257,004,000","233,380,000","175,006,000","170,859,000","170,646,000","154,637,000","163,477,000","169,569,000","162,941,000","158,952,000","192,447,000","205,446,000","180,594,000","172,846,000","159,319,000","129,549,000","116,992,000","128,717,000","117,401,000","114,795,000","105,948,000","117,782,000","157,580,000","186,665,000","199,672,000","188,955,000","166,577,000","149,804,000","172,311,000","190,116,000","189,880,000","180,015,000","195,614,000","206,329,000","189,608,000","182,403,000","180,131,000","187,048,000","211,956,000","211,712,000","196,687,000","212,347,000","175,487,000","120,019,000","172,018,000","69,214,000","73,354,000","63,746,000","135,287,000"
