name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992
TotalAssets,"12,624,431,000","9,405,612,000","11,302,771,000","11,015,287,000","10,549,305,000","9,212,357,000","9,618,868,000","9,612,453,000","8,669,096,000","8,565,758,000","8,388,816,000","7,642,021,000","7,709,000,000","7,574,258,000","7,602,438,000","7,622,963,000","7,615,642,000","7,253,156,000","7,132,168,000","7,046,589,000","7,189,637,000","7,018,952,000","6,783,537,000","6,683,376,000","6,740,938,000","6,692,829,000","6,406,096,000","6,498,898,000","6,570,120,000","6,574,972,000","6,406,575,000","6,368,633,000","6,375,041,000","6,038,974,000","5,926,730,000","5,749,666,000","5,773,926,000","6,022,250,000","5,836,751,000","5,671,711,000","5,737,994,000","5,608,825,000","5,472,306,000","5,267,445,000","5,239,658,000","5,060,249,000","4,599,182,000","4,628,022,000","4,508,789,000","4,416,115,000","4,322,103,000","4,269,325,000","3,958,155,000","3,867,204,000","3,825,518,000","3,839,831,000","3,786,111,000","3,743,006,000","3,546,338,000","3,601,866,000","3,521,686,000","3,418,574,000","3,424,495,000","3,389,689,000","3,357,717,000","3,223,030,000","3,077,497,000","3,061,822,000","3,068,215,000","3,046,977,000","3,036,738,000","3,034,783,000","3,051,815,000","2,921,369,000","2,820,045,000","2,848,332,000","2,838,292,000","2,796,862,000","2,808,503,000","2,713,431,000","2,748,882,000","2,757,045,000","2,711,398,000","2,667,129,000","2,676,354,000","2,570,255,000","2,376,467,000","2,346,780,000","2,378,184,000","2,335,807,000","2,196,000,000","2,235,100,000","2,279,100,000","2,335,900,000","1,634,300,000","1,618,900,000","1,532,900,000","1,345,800,000","1,336,000,000","1,302,900,000","1,251,900,000","1,235,700,000","1,186,600,000","1,187,200,000","1,182,300,000","1,048,300,000","981,200,000","970,800,000","967,400,000","872,900,000","872,000,000","869,500,000","868,600,000","823,200,000","744,100,000","753,800,000","738,400,000","705,100,000","704,500,000","689,000,000","682,500,000"
TotalLiabilitiesNetMinorityInterest,"11,456,629,000","8,233,878,000","10,155,897,000","9,883,696,000","9,454,634,000","8,144,472,000","8,575,116,000","8,578,254,000","7,645,716,000","7,560,769,000","7,409,064,000","6,685,641,000","6,781,073,000","6,671,469,000","6,717,637,000","6,760,951,000","6,777,546,000","6,477,527,000","6,367,754,000","6,298,127,000","6,459,764,000","6,307,858,000","6,089,806,000","6,006,546,000","6,078,277,000","6,037,319,000","5,760,035,000","5,864,654,000","5,948,441,000","5,965,658,000","5,810,392,000","5,788,128,000","5,806,929,000","5,481,977,000","5,380,757,000","5,214,705,000","5,246,219,000","5,502,683,000","5,326,364,000","5,172,150,000","5,246,037,000","5,125,784,000","4,997,910,000","4,797,048,000","4,772,831,000","4,601,655,000","4,145,313,000","4,182,430,000","4,071,888,000","3,985,365,000","3,896,465,000","3,850,123,000","3,541,774,000","3,453,413,000","3,427,870,000","3,452,650,000","3,399,934,000","3,371,044,000","3,187,467,000","3,237,319,000","3,166,208,000","3,070,219,000","3,088,137,000","3,068,090,000","3,045,737,000","2,919,434,000","2,781,013,000","2,770,341,000","2,788,328,000","2,767,186,000","2,763,965,000","2,771,627,000","2,785,879,000","2,663,650,000","2,566,796,000","2,596,719,000","2,593,419,000","2,543,106,000","2,561,976,000","2,479,905,000","2,524,371,000","2,531,737,000","2,489,757,000","2,456,346,000","2,468,097,000","2,373,297,000","2,196,208,000","2,174,470,000","2,210,207,000","2,171,093,000","2,031,400,000","2,074,200,000","2,075,600,000","2,134,000,000","1,489,700,000","1,480,500,000","1,406,400,000","1,222,900,000","1,214,900,000","1,186,100,000","1,138,900,000","1,123,600,000","1,080,100,000","1,084,400,000","1,081,800,000","950,000,000","886,400,000","879,600,000","881,000,000","790,900,000","790,900,000","789,200,000","789,200,000","742,200,000","670,300,000","682,100,000","682,700,000","652,900,000","647,400,000","635,500,000","631,900,000"
TotalEquityGrossMinorityInterest,"1,167,802,000","1,171,734,000","1,146,874,000","1,131,591,000","1,094,671,000","1,067,885,000","1,043,752,000","1,034,199,000","1,023,380,000","1,004,989,000","979,752,000","956,380,000","927,927,000","902,789,000","884,801,000","862,012,000","838,096,000","775,629,000","764,414,000","748,462,000","729,873,000","711,094,000","693,731,000","676,830,000","662,661,000","655,510,000","646,061,000","634,244,000","621,679,000","609,314,000","596,183,000","580,505,000","568,112,000","556,997,000","545,973,000","534,961,000","527,707,000","519,567,000","510,387,000","499,561,000","491,957,000","483,041,000","474,396,000","470,397,000","466,827,000","458,594,000","453,869,000","445,592,000","436,901,000","430,750,000","425,638,000","419,202,000","416,381,000","413,791,000","397,648,000","387,181,000","386,177,000","371,962,000","358,871,000","364,547,000","355,478,000","348,355,000","336,358,000","321,599,000","311,980,000","303,596,000","296,484,000","291,481,000","279,887,000","279,791,000","272,773,000","263,156,000","265,936,000","257,719,000","253,249,000","251,613,000","244,873,000","253,756,000","246,527,000","233,526,000","224,511,000","225,308,000","221,641,000","210,783,000","208,257,000","196,958,000","180,259,000","172,310,000","167,977,000","164,714,000","164,600,000","160,900,000","203,500,000","201,900,000","144,600,000","138,400,000","126,500,000","122,900,000","121,100,000","116,800,000","113,000,000","112,100,000","106,500,000","102,800,000","100,500,000","98,300,000","94,800,000","91,200,000","86,400,000","82,000,000","81,100,000","80,300,000","79,400,000","81,000,000","73,800,000","71,700,000","55,700,000","52,200,000","57,100,000","53,500,000","50,600,000"
	StockholdersEquity,"1,167,802,000","1,171,734,000","1,146,874,000","1,131,591,000","1,094,671,000","1,067,885,000","1,043,752,000","1,034,199,000","1,023,380,000","1,004,989,000","979,752,000","956,380,000","927,927,000","902,789,000","884,801,000","862,012,000","838,096,000","775,629,000","764,414,000","748,462,000","729,873,000","711,094,000","693,731,000","676,830,000","662,661,000","655,510,000","646,061,000","634,244,000","621,679,000","609,314,000","596,183,000","580,505,000","568,112,000","556,997,000","545,973,000","534,961,000","527,707,000","519,567,000","510,387,000","499,561,000","491,957,000","483,041,000","474,396,000","470,397,000","466,827,000","458,594,000","453,869,000","445,592,000","436,901,000","430,750,000","425,638,000","419,202,000","416,381,000","413,791,000","397,648,000","387,181,000","386,177,000","371,962,000","358,871,000","364,547,000","355,478,000","348,355,000","335,148,000","320,430,000","310,698,000","302,349,000","294,232,000","289,218,000","277,629,000","277,497,000","270,528,000","260,960,000","263,563,000","255,372,000","250,932,000","249,314,000","242,574,000","251,508,000","244,286,000","231,339,000","222,371,000","223,168,000","219,546,000","208,858,000","206,362,000","196,958,000","180,259,000","172,310,000","167,977,000","164,714,000","164,600,000","160,900,000","203,500,000","201,900,000","144,600,000","138,400,000","126,500,000","122,900,000","121,100,000","116,800,000","113,000,000","112,100,000","106,500,000","102,800,000","100,500,000","98,300,000","94,800,000","91,200,000","86,400,000","82,000,000","81,100,000","79,300,000","78,400,000","80,000,000","72,800,000","70,200,000","54,200,000","50,700,000","55,600,000","52,700,000","49,800,000"
		CapitalStock,"32,726,000","32,603,000","32,572,000","32,785,000","32,771,000","32,720,000","32,679,000","32,663,000","32,647,000","32,694,000","32,644,000","32,640,000","32,618,000","32,604,000","32,750,000","32,731,000","32,708,000","31,895,000","31,863,000","15,909,000","15,891,000","15,811,000","15,695,000","15,560,000","15,528,000","15,597,000","15,591,000","15,562,000","15,512,000","15,504,000","15,449,000","15,399,000","15,364,000","15,334,000","15,298,000","15,256,000","15,228,000","15,242,000","15,200,000","15,154,000","15,145,000","15,118,000","15,126,000","15,273,000","15,390,000","15,369,000","15,359,000","15,347,000","15,337,000","15,309,000","15,303,000","15,302,000","15,292,000","15,281,000","15,242,000","15,187,000","15,183,000","15,217,000","15,201,000","15,725,000","15,722,000","15,764,000","15,742,000","15,718,000","15,688,000","15,637,000","7,815,000","7,801,000","7,788,000","7,841,000","7,830,000","7,826,000","7,830,000","7,823,000","7,815,000","7,803,000","7,807,000","8,137,000","8,110,000","8,100,000","8,158,000","8,260,000","8,252,000","8,243,000","8,322,000","8,327,000","8,074,000","8,075,000","8,098,000","8,112,000","8,200,000",,,,,,,,,,,,,,,,,,,,,,,"3,900,000","3,800,000","3,800,000","3,800,000","3,800,000","13,800,000","13,800,000","13,800,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,900,000","3,800,000","3,800,000","3,800,000","3,800,000","13,800,000","13,800,000","13,800,000"
			CommonStock,"32,726,000","32,603,000","32,572,000","32,785,000","32,771,000","32,720,000","32,679,000","32,663,000","32,647,000","32,694,000","32,644,000","32,640,000","32,618,000","32,604,000","32,750,000","32,731,000","32,708,000","31,895,000","31,863,000","15,909,000","15,891,000","15,811,000","15,695,000","15,560,000","15,528,000","15,597,000","15,591,000","15,562,000","15,512,000","15,504,000","15,449,000","15,399,000","15,364,000","15,334,000","15,298,000","15,256,000","15,228,000","15,242,000","15,200,000","15,154,000","15,145,000","15,118,000","15,126,000","15,273,000","15,390,000","15,369,000","15,359,000","15,347,000","15,337,000","15,309,000","15,303,000","15,302,000","15,292,000","15,281,000","15,242,000","15,187,000","15,183,000","15,217,000","15,201,000","15,725,000","15,722,000","15,764,000","15,742,000","15,718,000","15,688,000","15,637,000","7,815,000","7,801,000","7,788,000","7,841,000","7,830,000","7,826,000","7,830,000","7,823,000","7,815,000","7,803,000","7,807,000","8,137,000","8,110,000","8,100,000","8,158,000","8,260,000","8,252,000","8,243,000","8,322,000","8,327,000","8,074,000","8,075,000","8,098,000","8,112,000","8,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"163,392,000","159,914,000","158,877,000","158,322,000","157,450,000","156,574,000","155,431,000","154,692,000","153,999,000","153,353,000","151,470,000","150,995,000","150,195,000","149,709,000","149,242,000","148,494,000","147,762,000","107,481,000","106,605,000","121,349,000","120,435,000","117,541,000","111,012,000","105,676,000","103,978,000","102,865,000","100,835,000","99,202,000","97,477,000","96,841,000","93,866,000","91,447,000","89,951,000","88,803,000","86,967,000","84,360,000","82,956,000","82,401,000","80,750,000","79,181,000","78,420,000","77,462,000","74,966,000","74,229,000","73,935,000","73,040,000","72,403,000","71,196,000","70,728,000","69,725,000","69,242,000","68,919,000","68,380,000","67,975,000","66,458,000","64,672,000","64,297,000","63,917,000","63,079,000","62,291,000","61,868,000","61,418,000","60,269,000","59,227,000","58,196,000","57,264,000","64,713,000","64,047,000","63,268,000","63,054,000","62,485,000","62,085,000","60,993,000","60,819,000","60,406,000","59,996,000","59,241,000","59,232,000","58,051,000","57,752,000","57,461,000","57,412,000","57,182,000","56,827,000","56,619,000","56,169,000","47,281,000","47,131,000","47,081,000","46,766,000","46,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"1,001,200,000","977,067,000","950,560,000","935,067,000","898,026,000","871,161,000","846,934,000","837,154,000","826,855,000","815,488,000","792,009,000","769,090,000","744,713,000","722,615,000","707,481,000","684,425,000","661,341,000","638,580,000","625,782,000","610,758,000","593,631,000","577,648,000","565,039,000","552,991,000","541,098,000","535,521,000","527,038,000","517,028,000","503,758,000","492,776,000","482,302,000","468,761,000","458,857,000","448,953,000","439,840,000","431,120,000","423,637,000","415,607,000","407,732,000","398,267,000","390,881,000","381,017,000","374,140,000","371,150,000","369,189,000","361,680,000","355,340,000","347,979,000","340,473,000","334,693,000","328,379,000","322,508,000","319,615,000","315,858,000","311,155,000","303,542,000","292,837,000","285,879,000","277,192,000","287,515,000","276,943,000","271,073,000","260,390,000","250,486,000","240,794,000","232,416,000","223,388,000","216,654,000","207,944,000","203,450,000","194,611,000","187,777,000","183,128,000","176,893,000","171,088,000","165,651,000","160,590,000","168,240,000","162,110,000","154,873,000","151,086,000","148,306,000","142,899,000","137,421,000","135,341,000","130,932,000","127,029,000","121,689,000","117,314,000","113,344,000","110,800,000","106,200,000","146,000,000","142,000,000","92,100,000","89,100,000","82,200,000","79,000,000","78,100,000","74,700,000","71,900,000","68,700,000","65,500,000","62,100,000","58,800,000","55,800,000","53,300,000","50,100,000","47,900,000","45,600,000","43,100,000","40,700,000","38,300,000","35,600,000","33,700,000","31,100,000","29,600,000","26,200,000","25,100,000","22,200,000","19,300,000"
		GainsLossesNotAffectingRetainedEarnings,"-29,516,000","2,150,000","4,865,000","5,417,000","6,424,000","7,430,000","8,708,000","9,690,000","9,879,000","3,454,000","3,629,000","3,655,000","401,000","-2,139,000","-4,672,000","-3,638,000","-3,715,000","-2,327,000","164,000","446,000","-84,000","94,000","1,985,000","2,603,000","2,057,000","1,527,000","2,597,000","2,452,000","4,932,000","4,193,000","4,566,000","4,898,000","3,940,000","3,907,000","3,868,000","4,225,000","5,886,000","6,317,000","6,705,000","6,959,000","7,511,000","9,444,000","10,164,000","9,745,000","8,313,000","8,505,000","10,767,000","11,070,000","10,363,000","11,023,000","12,714,000","12,473,000","13,094,000","14,677,000","4,793,000","3,780,000","13,860,000","6,949,000","3,399,000","-984,000","945,000","100,000","-1,253,000","-5,001,000","-3,980,000","-2,968,000","-1,684,000","716,000","-1,371,000","3,152,000","5,602,000","3,272,000","11,612,000","9,837,000","11,623,000","15,864,000","14,936,000","15,899,000","16,015,000","10,614,000","5,666,000","9,190,000","11,213,000","6,367,000","6,080,000","1,530,000","-2,125,000","-4,585,000","-4,516,000","-3,508,000","-800,000",,,,"4,700,000","1,500,000",,"1,500,000","1,200,000","600,000",,"700,000","-100,000","-400,000","600,000","1,600,000","900,000","600,000","-2,000,000","-4,100,000","-2,500,000","-1,900,000","-300,000",,,,,,,,
