name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998
TotalRevenue,"204,355,000","-54,864,000","72,561,000","112,038,000","74,620,000","78,001,000","39,026,000","78,234,000","67,397,000","-740,226,000","113,353,000","108,541,000","106,815,000","102,056,000","72,732,000","98,155,000","83,015,000","93,975,000","109,909,000","78,778,000","93,880,000","90,492,000","84,234,000","94,283,000","90,853,000","89,395,000","84,085,000","89,530,000","89,578,000","95,039,000","92,434,000","89,292,000","90,409,000","86,659,000","86,470,000","82,087,000","86,318,000","85,804,000","86,057,000","86,791,000","83,132,000","93,128,000","81,593,000","88,248,000","87,296,000","90,456,000","68,085,000","83,629,000","53,243,000","42,805,000","70,360,000","72,704,000","75,149,000","59,505,000","45,642,000","55,221,000","44,517,000","-80,881,000","24,252,000","-7,179,000","13,260,000","13,066,000","10,388,000","9,727,000","-16,949,000","13,740,000","-5,512,000","9,230,000","15,258,000","22,094,000","24,776,000","21,439,000","20,523,000","24,830,000","16,922,000","14,073,000","17,797,000","17,548,000","13,541,000","18,786,000","15,429,000","10,769,000","9,416,566","6,517,559","2,961,205","5,235,670","2,141,463","4,292,650","1,932,983","1,956,216","2,300,000","4,200,000","2,100,000","1,700,000","1,400,000","1,400,000"
	OperatingRevenue,"204,355,000","-54,864,000","72,561,000","112,038,000","74,620,000","78,001,000","39,026,000","78,234,000","67,397,000","-740,226,000","113,353,000","108,541,000","106,815,000","102,056,000","72,732,000","98,155,000","83,015,000","93,975,000","109,909,000","78,778,000","93,880,000","90,492,000","84,234,000","94,283,000","90,853,000","89,395,000","84,085,000","89,530,000","89,578,000","95,039,000","92,434,000","89,292,000","90,409,000","86,659,000","86,470,000","82,087,000","86,318,000","85,804,000","86,057,000","86,791,000","83,132,000","93,128,000","81,593,000","88,248,000","87,296,000","90,456,000","68,085,000","83,629,000","53,243,000","42,805,000","70,360,000","72,704,000","75,149,000","59,505,000","45,642,000","55,221,000","44,517,000","-80,881,000","24,252,000","-7,179,000","13,260,000","13,066,000","10,388,000","9,727,000","-16,949,000","13,740,000","-5,512,000","9,230,000","15,258,000","22,094,000","24,776,000","21,439,000","20,523,000","24,830,000","16,922,000","14,073,000","17,797,000","17,548,000","13,541,000","18,786,000","15,429,000","10,769,000","9,416,566","6,517,559","2,961,205","5,235,670","2,141,463","4,292,650","1,932,983","1,956,216","2,300,000","4,200,000","2,100,000","1,700,000","1,400,000","1,400,000"
PretaxIncome,"160,442,000","-82,906,000","44,123,000","132,511,000","66,714,000","85,522,000","45,817,000","87,210,000","96,578,000","-908,995,000","100,621,000","95,599,000","93,040,000","88,857,000","60,879,000","87,132,000","70,395,000","83,395,000","100,594,000","63,805,000","79,935,000","78,060,000","72,637,000","83,011,000","78,950,000","78,070,000","73,472,000","79,510,000","78,071,000","82,173,000","79,708,000","78,882,000","78,726,000","76,188,000","78,557,000","71,328,000","75,473,000","77,351,000","69,219,000","78,141,000","74,766,000","84,713,000","70,564,000","83,699,000","79,286,000","82,865,000","61,581,000","77,214,000",,,,"66,837,000","69,106,000","53,673,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetIncomeCommonStockholders,"126,656,000","-91,266,000","35,775,000","123,858,000","58,290,000","77,029,000","37,461,000","78,666,000","88,137,000","-914,210,000","96,592,000","91,569,000","89,014,000","84,851,000","56,658,000","82,910,000","66,173,000","79,196,000","96,435,000","59,646,000","75,726,000","73,879,000","68,514,000","78,819,000","74,779,000","73,925,000","69,366,000","75,364,000","73,930,000","78,028,000","75,694,000","74,851,000","74,689,000","72,160,000","74,607,000","67,348,000","66,987,000","74,990,000","65,662,000","76,101,000","72,726,000","82,673,000","68,524,000","81,659,000","77,246,000","80,825,000","59,541,000","75,174,000","46,250,000","80,637,000","76,533,000","64,797,000","67,066,000","51,633,000","44,609,000","48,013,000","32,998,000","-87,983,000","18,575,000","-12,473,000","8,138,000","7,810,000","4,411,000","5,037,000","-21,773,000","12,923,000","-32,643,000","4,231,000","10,119,000","16,841,000","18,062,000","17,586,000","16,944,000","21,905,000","15,334,000","11,763,000","15,407,000","15,344,000","15,040,000","17,340,000","14,157,000","9,557,000","-7,594,439","5,087,326","2,222,816","4,068,297","1,652,950","3,297,927","1,420,488","1,494,751","1,700,000","3,200,000","1,500,000","1,300,000","800,000","900,000"
	NetIncome,"160,442,000","-82,906,000","44,123,000","132,511,000","66,714,000","85,522,000","45,817,000","87,210,000","96,578,000","-908,995,000","100,621,000","95,599,000","93,040,000","88,857,000","60,879,000","87,132,000","70,395,000","83,395,000","100,594,000","63,805,000","79,935,000","78,060,000","72,637,000","83,011,000","78,950,000","78,070,000","73,472,000","79,510,000","78,071,000","82,173,000","79,708,000","78,882,000","78,726,000","76,188,000","78,557,000","71,328,000","75,473,000","77,351,000","69,219,000","78,141,000","74,766,000","84,713,000","70,564,000","83,699,000","79,286,000","82,865,000","61,581,000","77,214,000","48,290,000","82,677,000","78,573,000","66,837,000","69,106,000","53,673,000","46,649,000","50,053,000","35,038,000","-85,943,000","20,615,000","-10,433,000","10,178,000","9,850,000","6,451,000","7,077,000","-19,733,000","14,963,000","-30,603,000","6,271,000","12,159,000","18,881,000","19,820,000","18,648,000","17,700,000","21,905,000","15,334,000","11,763,000","15,407,000","15,344,000","15,040,000","17,340,000","14,157,000","9,557,000","-7,594,439","5,087,326","2,222,816","4,068,297","1,652,950","3,297,927","1,420,488","1,494,751","1,700,000","3,200,000","1,500,000","1,300,000","800,000","900,000"
		NetIncomeIncludingNoncontrollingInterests,"160,442,000","-82,906,000","44,123,000","132,511,000","66,714,000","85,522,000","45,817,000","87,210,000","96,578,000","-908,995,000","100,621,000","95,599,000","93,040,000","88,857,000","60,879,000","87,132,000","70,395,000","83,395,000","100,594,000","63,805,000","79,935,000","78,060,000","72,637,000","83,011,000","78,950,000","78,070,000","73,472,000","79,510,000","78,071,000","82,173,000","79,708,000","78,882,000","78,726,000","76,188,000","78,557,000","71,328,000","75,473,000","77,351,000","69,219,000","78,141,000","74,766,000","84,713,000","70,564,000","83,699,000","79,286,000","82,865,000","61,581,000","77,214,000","48,290,000","82,677,000","78,573,000","66,837,000","69,106,000","53,673,000","46,649,000","50,053,000","35,038,000","-85,943,000","20,615,000","-10,433,000","10,178,000","9,850,000","6,451,000","7,077,000","-19,733,000","14,963,000","-30,603,000","6,271,000","12,159,000","18,881,000","19,820,000","18,648,000","17,700,000","21,905,000","15,334,000","11,763,000","15,407,000","15,344,000","15,040,000","17,340,000","14,157,000","9,557,000","-7,594,439","5,087,326","2,222,816","4,068,297","1,652,950","3,297,927","1,420,488","1,494,751","1,700,000","3,200,000","1,500,000","1,300,000","800,000","900,000"
			NetIncomeContinuousOperations,"160,442,000","-82,906,000","44,123,000","132,511,000","66,714,000","85,522,000","45,817,000","87,210,000","96,578,000","-908,995,000","100,621,000","95,599,000","93,040,000","88,857,000","60,879,000","87,132,000","70,395,000","83,395,000","100,594,000","63,805,000","79,935,000","78,060,000","72,637,000","83,011,000","78,950,000","78,070,000","73,472,000","79,510,000","78,071,000","82,173,000","79,708,000","78,882,000","78,726,000","76,188,000","78,557,000","71,328,000","75,473,000","77,351,000","69,219,000","78,141,000","74,766,000","84,713,000","70,564,000","83,699,000","79,286,000","82,865,000","61,581,000","77,214,000","48,290,000","82,677,000","78,573,000","66,837,000","69,106,000","53,673,000","46,649,000","50,053,000","35,038,000","-85,943,000","20,615,000","-10,690,000","10,178,000","9,850,000","7,500,000","7,078,000","-19,677,000","10,295,000","-30,603,000","6,271,000","12,159,000","18,881,000","19,820,000","18,648,000","17,700,000","21,905,000","15,334,000","11,763,000","15,407,000","15,344,000","15,040,000","17,340,000","14,157,000","9,557,000","-7,594,439","5,087,326","2,222,816","4,068,297","1,652,950","3,297,927","1,420,488","1,494,751","1,700,000","3,200,000","1,500,000","1,300,000","800,000","900,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","257,000",,,"-1,049,000","-1,000","-56,000","4,668,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,"32,875,000","8,219,000","8,219,000","8,218,000","8,219,000","8,219,000","8,218,000","8,219,000","8,144,000","5,215,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","3,750,000","4,210,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","2,040,000","1,758,000","1,062,000","756,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,"911,000","141,000","129,000","435,000","205,000","274,000","138,000","325,000","297,000",,"279,000","280,000","276,000","256,000","471,000","472,000","472,000","449,000","409,000","409,000","459,000","431,000","373,000","442,000","421,000","395,000","356,000","396,000","391,000","395,000","264,000","281,000","287,000","278,000","200,000","230,000","4,276,000","321,000",,,,,,,,,,,,,,,"4,080,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
