name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
EarningsFromEquityInterestNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160,200,000","53,400,000","11,900,000",,"143,500,000","156,200,000","128,300,000",,"122,000,000","112,200,000","115,100,000",,"105,200,000","100,800,000","98,500,000",,"89,000,000","85,800,000","83,500,000",,"82,600,000","83,100,000","82,900,000","81,800,000","84,400,000","82,400,000","75,400,000","64,400,000","62,500,000","61,200,000","56,200,000","53,400,000","51,700,000","49,100,000","35,500,000","38,900,000","43,800,000","42,000,000","40,600,000","35,000,000","33,500,000","33,100,000",,,,,,,,,
NetIncomeCommonStockholders,"-412,000,000","-73,000,000","-155,000,000","-123,000,000","-61,000,000","-106,000,000","-81,000,000","-58,000,000","-106,000,000","-333,000,000","-243,000,000","71,000,000","-170,000,000","-17,000,000","-7,000,000","-45,000,000","-146,000,000","-98,000,000","-37,000,000","-267,000,000","-1,229,000,000","-72,000,000","-265,000,000","31,000,000","-27,000,000","-78,000,000","85,000,000","-35,000,000","64,000,000","69,000,000","35,000,000","168,000,000","116,000,000","251,000,000","127,000,000","132,000,000","-178,000,000","164,000,000","636,000,000","7,000,000","581,000,000","10,000,000","-626,000,000","444,000,000","137,000,000","-1,136,760,000","450,847,000","-213,398,000","1,295,316,000","-1,480,236,000","-240,408,000","-727,804,000","894,743,000","696,706,000","-1,159,841,000","-806,478,000","1,700,360,000","-2,406,732,000","-2,295,750,000","-36,640,000","211,831,000","198,611,000","180,985,000","217,947,000","221,362,000","198,994,000","182,721,000","141,784,000","187,590,000","200,504,000","204,540,000","186,046,000","217,069,000","207,649,000","182,020,000","190,385,000","217,854,000","223,326,000","117,199,000","164,138,000","143,981,000","154,169,000","156,438,000","154,520,000","143,006,000","116,127,000","136,210,000","130,714,000","129,393,000","132,320,000","126,930,000","127,400,000","56,800,000","9,400,000","103,328,000","108,200,000","116,200,000","100,300,000","97,676,000","96,600,000","89,000,000","90,900,000","81,463,000","83,300,000","79,700,000","77,600,000","68,319,000","69,800,000","67,300,000","66,000,000","64,509,000","65,000,000","65,000,000","65,700,000","62,700,000","59,800,000","63,800,000","72,600,000","48,900,000","48,600,000","47,900,000","43,200,000","40,300,000","39,100,000","37,100,000","28,200,000","29,800,000","33,300,000","32,200,000","31,300,000","25,800,000","26,000,000","24,900,000","25,500,000","23,600,000","22,900,000","22,400,000","23,200,000","17,700,000","16,700,000","19,000,000","20,400,000"
	NetIncome,"-412,000,000","-73,000,000","-155,000,000","-123,000,000","-61,000,000","-106,000,000","-81,000,000","-58,000,000","-106,000,000","-333,000,000","-243,000,000","71,000,000","-170,000,000","-17,000,000","-7,000,000","-45,000,000","-146,000,000","-98,000,000","-37,000,000","-267,000,000","-1,229,000,000","-72,000,000","-265,000,000","31,000,000","-27,000,000","-78,000,000","82,000,000","-35,000,000","64,000,000","69,000,000","20,000,000","173,000,000","120,000,000","256,000,000","132,000,000","132,000,000","-178,000,000","164,000,000","636,000,000","7,000,000","581,000,000","10,000,000","-626,000,000","444,000,000","137,000,000","-1,136,760,000","450,847,000","-213,398,000","1,295,316,000","-1,480,236,000","-240,069,000","-724,533,000","898,014,000","700,648,000","-1,159,841,000","-806,478,000","1,700,360,000","-2,406,732,000","-2,295,750,000","-36,640,000","211,831,000","198,611,000","180,985,000","217,947,000","221,362,000","198,994,000","182,721,000","141,784,000","187,590,000","200,504,000","204,540,000","186,046,000","217,069,000","207,649,000","182,020,000","190,385,000","217,854,000","223,326,000","117,199,000","164,138,000","143,981,000","154,169,000","156,438,000","154,520,000","143,006,000","116,127,000","136,210,000","130,714,000","129,393,000","132,320,000","126,930,000","127,400,000","56,800,000","9,400,000","103,328,000","108,200,000","116,200,000","100,300,000","97,676,000","96,600,000","89,000,000","90,900,000","81,463,000","83,300,000","79,700,000","77,600,000","68,319,000","69,800,000","67,300,000","66,000,000","64,509,000","65,000,000","65,000,000","65,700,000","62,700,000","59,800,000","63,800,000","72,600,000","48,900,000","48,600,000","47,900,000","43,200,000","40,300,000","39,100,000","37,100,000","28,200,000","29,800,000","33,300,000","32,200,000","31,300,000","25,800,000","26,000,000","24,900,000","25,500,000","23,600,000","22,900,000","22,400,000","23,200,000","17,700,000","16,700,000","19,000,000","20,400,000"
		NetIncomeIncludingNoncontrollingInterests,"-412,000,000","-73,000,000","-155,000,000","-123,000,000","-61,000,000","-106,000,000","-81,000,000","-58,000,000","-106,000,000","-333,000,000","-243,000,000","71,000,000","-170,000,000","-17,000,000","-7,000,000","-45,000,000","-146,000,000","-98,000,000","-37,000,000","-267,000,000","-1,229,000,000","-72,000,000","-265,000,000","31,000,000","-27,000,000","-78,000,000","82,000,000","-35,000,000","64,000,000","69,000,000","20,000,000","173,000,000","120,000,000","256,000,000","132,000,000","132,000,000","-178,000,000","164,000,000","636,000,000","7,000,000","581,000,000","10,000,000","-626,000,000","444,000,000","137,000,000","-1,136,760,000","450,847,000","-213,398,000","1,295,316,000","-1,480,236,000","-240,069,000","-724,533,000","898,014,000","700,648,000","-1,159,841,000","-806,478,000","1,700,360,000","-2,406,732,000","-2,295,750,000","-36,640,000","211,831,000","198,611,000","180,985,000","217,947,000","221,362,000","198,994,000","182,721,000","141,784,000","187,590,000","200,504,000","204,540,000","186,046,000","217,069,000","207,649,000","182,020,000","190,385,000","217,854,000","223,326,000","117,199,000","164,138,000","143,981,000","154,169,000","156,438,000","154,520,000","143,006,000","116,127,000","136,210,000","130,714,000","129,393,000","132,320,000","126,930,000","127,400,000","56,800,000","9,400,000","103,328,000","108,200,000","116,200,000","100,300,000","97,676,000","96,600,000","89,000,000","90,900,000","81,463,000","83,300,000","79,700,000","77,600,000","68,319,000","69,800,000","67,300,000","66,000,000","64,509,000","65,000,000","65,000,000","65,700,000","62,700,000","59,800,000","63,800,000","72,600,000","48,900,000","48,600,000","47,900,000","43,200,000","40,300,000","39,100,000","37,100,000","28,200,000","29,800,000","33,300,000","32,200,000","31,300,000","25,800,000","26,000,000","24,900,000","25,500,000","23,600,000","22,900,000","22,400,000","23,200,000","17,700,000","16,700,000","19,000,000","20,400,000"
			NetIncomeContinuousOperations,"-412,000,000","-73,000,000","-155,000,000","-123,000,000","-61,000,000","-106,000,000","-81,000,000","-58,000,000","-106,000,000","-333,000,000","-243,000,000","71,000,000","-170,000,000","-17,000,000","-7,000,000","-45,000,000","-146,000,000","-98,000,000","-37,000,000","-267,000,000","-1,229,000,000","-72,000,000","-265,000,000","31,000,000","-27,000,000","-78,000,000","82,000,000","-35,000,000","64,000,000","69,000,000","20,000,000","173,000,000","120,000,000","256,000,000","132,000,000","132,000,000","-178,000,000","164,000,000","636,000,000","7,000,000","581,000,000","10,000,000","-626,000,000","444,000,000","137,000,000","-1,136,760,000","450,847,000","-213,398,000","1,295,316,000","-1,480,236,000","-240,069,000","-724,533,000","898,014,000","700,648,000","-1,159,841,000","-806,478,000","1,700,360,000","-2,406,732,000","-2,295,750,000","-36,640,000","211,831,000","198,611,000","177,204,000","216,553,000","221,362,000","198,994,000","182,721,000","142,877,000","187,590,000","200,504,000","204,661,000","186,046,000","214,401,000","207,620,000","182,020,000","190,385,000","217,854,000","223,326,000","117,199,000","164,138,000","143,981,000","161,900,000","156,438,000","154,520,000","143,006,000","129,194,000","136,210,000","130,714,000","129,393,000","132,320,000","126,930,000","127,400,000","56,800,000","9,400,000","103,328,000","108,200,000","116,200,000","100,300,000","97,676,000","96,600,000","89,000,000","90,900,000","81,463,000","83,300,000","79,700,000","77,600,000","68,319,000","69,800,000","67,300,000","66,000,000","64,509,000","65,000,000","65,000,000","65,700,000","62,700,000","59,800,000","63,800,000","59,700,000","48,900,000","48,600,000","47,900,000","43,200,000","40,300,000","39,100,000","37,100,000","28,200,000","29,800,000","33,300,000","32,200,000","31,300,000","25,800,000","26,000,000","24,900,000","25,500,000","23,600,000","22,900,000","22,400,000","23,200,000","17,700,000","16,700,000","19,000,000","20,400,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","3,781,000","1,394,000",,,"0","-1,093,000","0","0","-121,000","0","2,668,000","29,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-7,731,000","0","0","0","-13,067,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"12,900,000",,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","339,000","3,271,000","3,271,000","3,942,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,"1,000,000",,,"3,000,000",,"2,000,000",,,"5,000,000","4,000,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0",,,"-18,000,000","-29,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
