name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987
TotalRevenue,"127,000,000","40,000,000","27,000,000","56,000,000","4,000,000","72,000,000","103,000,000","71,000,000","114,000,000","-6,000,000","28,000,000","173,000,000","30,000,000","50,000,000","-28,000,000","102,000,000","12,000,000","73,000,000","232,000,000","32,000,000","72,000,000","69,000,000","-59,000,000","203,000,000","115,000,000","30,000,000","297,000,000","92,000,000","246,000,000","219,000,000","215,000,000","291,000,000","185,000,000","572,000,000","446,000,000","414,000,000","73,000,000","215,000,000","732,000,000","265,000,000","1,006,000,000","383,000,000","-1,167,000,000","1,120,000,000","98,000,000","-1,426,159,000","863,906,000","-191,301,000","2,077,562,000","-1,856,367,000","652,663,000","-620,158,000","992,102,000","1,929,414,000","-1,588,699,000","319,764,000","3,289,235,000","-2,956,120,000","-2,233,334,000","436,405,000","780,124,000","734,251,000","694,987,000","711,786,000","693,694,000","622,444,000","599,854,000","608,818,000","552,151,000","538,452,000","531,885,000","476,188,000","502,174,000","490,655,000","679,022,000","370,578,000","410,690,000","318,558,000","260,461,000","311,347,000","277,981,000","301,116,000","297,242,000","295,268,000","287,712,000","260,524,000","274,275,000","266,221,000","262,524,000","254,434,000","246,921,000","243,500,000","236,500,000","237,500,000","226,882,000","236,000,000","218,000,000","218,500,000","180,382,000","166,700,000","153,000,000","153,900,000","140,337,000","140,000,000","135,000,000","130,200,000","118,822,000","118,700,000","113,900,000","110,800,000","109,836,000","110,000,000","110,100,000","109,600,000","109,500,000","110,200,000","108,900,000","100,300,000","88,900,000","82,300,000","81,300,000","75,400,000","74,600,000","67,400,000","64,600,000","62,300,000","57,000,000","56,300,000","55,700,000","54,700,000","44,000,000","44,500,000","42,200,000","41,000,000","42,700,000","36,600,000","35,000,000","36,500,000","33,300,000","32,100,000","33,300,000","36,700,000"
	OperatingRevenue,"127,000,000","40,000,000","27,000,000","56,000,000","4,000,000","72,000,000","103,000,000","71,000,000","114,000,000","-6,000,000","28,000,000","173,000,000","30,000,000","50,000,000","-28,000,000","102,000,000","12,000,000","73,000,000","232,000,000","32,000,000","72,000,000","69,000,000","-59,000,000","203,000,000","115,000,000","30,000,000","297,000,000","92,000,000","246,000,000","219,000,000","215,000,000","291,000,000","185,000,000","572,000,000","446,000,000","414,000,000","73,000,000","215,000,000","732,000,000","265,000,000","1,006,000,000","383,000,000","-1,167,000,000","1,120,000,000","98,000,000","-1,426,159,000","863,906,000","-191,301,000","2,077,562,000","-1,856,367,000","652,663,000","-620,158,000","992,102,000","1,929,414,000","-1,588,699,000","319,764,000","3,289,235,000","-2,956,120,000","-2,233,334,000","436,405,000","780,124,000","734,251,000","694,987,000","711,786,000","693,694,000","622,444,000","599,854,000","608,818,000","552,151,000","538,452,000","531,885,000","476,188,000","502,174,000","490,655,000","679,022,000","370,578,000","410,690,000","318,558,000","260,461,000","311,347,000","277,981,000","301,116,000","297,242,000","295,268,000","287,712,000","260,524,000","274,275,000","266,221,000","262,524,000","254,434,000","246,921,000","243,500,000","236,500,000","237,500,000","226,882,000","236,000,000","218,000,000","218,500,000","180,382,000","166,700,000","153,000,000","153,900,000","140,337,000","140,000,000","135,000,000","130,200,000","118,822,000","118,700,000","113,900,000","110,800,000","109,836,000","110,000,000","110,100,000","109,600,000","109,500,000","110,200,000","108,900,000","100,300,000","88,900,000","82,300,000","81,300,000","75,400,000","74,600,000","67,400,000","64,600,000","62,300,000","57,000,000","56,300,000","55,700,000","54,700,000","44,000,000","44,500,000","42,200,000","41,000,000","42,700,000","36,600,000","35,000,000","36,500,000","33,300,000","32,100,000","33,300,000","36,700,000"
OperatingIncome,,,,,,,,,,,,,,,,,,,"-58,000,000","-273,000,000","-210,000,000","-120,000,000","-238,000,000","55,000,000","-55,000,000","-101,000,000","139,000,000","-55,000,000","92,000,000","113,000,000","34,000,000",,"55,000,000","404,000,000","294,000,000","171,000,000","-264,000,000","215,000,000","839,000,000","-57,000,000","795,000,000","21,000,000",,"745,000,000","-147,000,000","-1,555,797,000","552,349,000","-356,634,000","1,968,483,000","-2,259,426,000","-205,148,000","-1,066,063,000","481,283,000","985,171,000","-1,916,315,000","-1,046,589,000","2,935,354,000","-3,322,767,000","-3,133,183,000","335,664,000","675,424,000",,"585,397,000","612,821,000","594,246,000","524,308,000","379,849,000",,"450,516,000","449,145,000","429,637,000",,"407,998,000","398,332,000","580,091,000","287,361,000",,,"172,899,000","237,458,000","208,486,000","232,807,000","222,640,000","225,810,000","208,650,000","190,329,000","197,655,000","190,919,000",,"192,573,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetNonOperatingInterestIncomeExpense,"-172,000,000","-41,000,000","-41,000,000","-45,000,000","-45,000,000","-50,000,000","-51,000,000","-57,000,000","-58,000,000","-62,000,000","-66,000,000","-68,000,000","-75,000,000","-74,000,000","-75,000,000","-74,000,000","-73,000,000","-71,000,000","-69,000,000","-69,000,000","-69,000,000","-65,000,000","-54,000,000","-53,000,000","-53,000,000","-62,000,000","-60,000,000","-59,000,000","-59,000,000","-60,000,000","-61,000,000","-62,000,000","-62,000,000","-64,000,000","-68,000,000","-69,000,000","-72,000,000","-72,000,000","-82,000,000","-82,000,000","-86,000,000","-88,000,000","-92,000,000","-90,000,000","-90,000,000","-90,229,000","-94,154,000","-97,033,000","-94,856,000","-97,989,000","-115,139,000","-110,136,000","-112,474,000","-137,279,000","-209,016,000","-264,210,000","-241,971,000","-377,070,000","-419,744,000","-418,487,000","-382,407,000","-356,410,000","-336,968,000","-306,299,000","-288,877,000","-249,796,000","-229,219,000","-206,477,000","-189,204,000","-171,439,000","-145,019,000","-124,229,000","-110,209,000","-108,809,000","-319,728,000","-16,983,000","-16,932,000","-16,949,000","-17,522,000","-15,141,000","-12,956,000","-12,834,000","-12,228,000","-14,323,000","-14,151,000","-15,743,000","-13,479,000","-13,426,000","-13,355,000","-13,496,000","-13,535,000","-13,400,000","-13,500,000","-13,500,000","-12,620,000","-11,000,000","-10,600,000","-10,400,000","-10,200,000","-10,000,000","-8,800,000","-8,600,000","-8,500,000","-8,600,000","-8,200,000","-8,100,000","-7,100,000","-7,100,000","-7,100,000","-7,100,000","-7,000,000","-6,800,000","-6,700,000","-6,700,000","-6,700,000","-6,700,000","-6,700,000","-6,700,000","-6,500,000","-4,700,000","-4,700,000","-4,700,000","-4,800,000","-4,700,000","-4,800,000","-4,400,000","-4,300,000","-4,200,000","-4,400,000","-4,400,000",,,,,,,,,,,,
	InterestExpenseNonOperating,"172,000,000","41,000,000","41,000,000","45,000,000","45,000,000","50,000,000","51,000,000","57,000,000","58,000,000","62,000,000","66,000,000","68,000,000","75,000,000","74,000,000","75,000,000","74,000,000","73,000,000","71,000,000","69,000,000","69,000,000","69,000,000","65,000,000","54,000,000","53,000,000","53,000,000","62,000,000","60,000,000","59,000,000","59,000,000","60,000,000","61,000,000","62,000,000","62,000,000","64,000,000","68,000,000","69,000,000","72,000,000","72,000,000","82,000,000","82,000,000","86,000,000","88,000,000","92,000,000","90,000,000","90,000,000","90,229,000","94,154,000","97,033,000","94,856,000","97,989,000","115,139,000","110,136,000","112,474,000","137,279,000","209,016,000","264,210,000","241,971,000","377,070,000","419,744,000","418,487,000","382,407,000","356,410,000","336,968,000","306,299,000","288,877,000","249,796,000","229,219,000","206,477,000","189,204,000","171,439,000","145,019,000","124,229,000","110,209,000","108,809,000","319,728,000","16,983,000","16,932,000","16,949,000","17,522,000","15,141,000","12,956,000","12,834,000","12,228,000","14,323,000","14,151,000","15,743,000","13,479,000","13,426,000","13,355,000","13,496,000","13,535,000","13,400,000","13,500,000","13,500,000","12,620,000","11,000,000","10,600,000","10,400,000","10,200,000","10,000,000","8,800,000","8,600,000","8,500,000","8,600,000","8,200,000","8,100,000","7,100,000","7,100,000","7,100,000","7,100,000","7,000,000","6,800,000","6,700,000","6,700,000","6,700,000","6,700,000","6,700,000","6,700,000","6,500,000","4,700,000","4,700,000","4,700,000","4,800,000","4,700,000","4,800,000","4,400,000","4,300,000","4,200,000","4,400,000","4,400,000",,,,,,,,,,,,
OtherIncomeExpense,,,,,,,,,,,,,,"-41,000,000","-45,000,000","-32,000,000","-93,000,000","38,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"776,000,000","0","0","24,007,000","23,165,000","21,073,000","0","16,362,000","126,696,000","2,637,000","10,098,000","-2,083,173,000","378,980,000","3,445,402,000","-3,459,330,000","-4,178,696,000","87,344,000","390,015,000","359,602,000","344,939,000","325,519,000","303,717,000","273,827,000","248,556,000","240,811,000","216,161,000","198,326,000","181,852,000","156,724,000","149,198,000","133,284,000","360,613,000","48,862,000","51,129,000","-41,782,000","47,471,000","52,482,000","43,890,000","42,631,000","45,707,000","48,050,000","53,725,000","44,771,000","47,688,000","47,594,000","46,475,000","42,475,000","-250,991,000","133,400,000","129,300,000","125,400,000","-255,546,000","130,400,000","113,900,000","119,400,000","-200,548,000","92,500,000","79,800,000","82,500,000","-186,248,000","75,500,000","72,900,000","69,800,000","-160,728,000","63,100,000","60,000,000","59,700,000","-149,055,000","55,300,000","56,400,000","55,100,000","51,800,000","49,000,000","50,000,000","46,800,000","45,900,000","41,700,000","40,800,000","36,600,000","35,300,000","36,700,000","33,100,000","31,700,000","30,100,000","29,600,000","29,100,000","28,100,000","20,800,000","20,900,000","19,400,000",,,,,,,,,
	SpecialIncomeCharges,,,"0","16,000,000","14,000,000",,"0","0",,,"0","-1,000,000",,,"0","3,000,000","0","0","19,000,000","1,000,000","0","8,000,000","0",,"3,000,000","2,000,000","0","0","-1,000,000","0","0","0","2,000,000","5,000,000","12,000,000","6,000,000","39,000,000","4,000,000","0","16,000,000","33,000,000","0","0","0","0","25,891,000",,,,"-2,000",,,,,,,,,,,,,,,,,,,,,,,,,,"872,000",,,,"-8,833,000",,"11,867,000",,"4,464,000","-1,113,000","-5,924,000",,,,,"0",,"-105,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,"0","-16,000,000","-14,000,000",,,,,,"0","1,000,000",,,"0","-3,000,000",,,"-19,000,000","-1,000,000",,"-8,000,000","0",,"-3,000,000","-2,000,000","0",,"1,000,000",,"0",,"-2,000,000","-5,000,000","-12,000,000","-6,000,000","-39,000,000","-4,000,000","0","-16,000,000","-33,000,000",,"0","-15,000,000",,"-25,891,000",,,,"2,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"-412,000,000","-73,000,000","-155,000,000","-123,000,000","-61,000,000","-106,000,000","-81,000,000","-58,000,000","-106,000,000","-333,000,000","-220,000,000","89,000,000","-207,000,000","-19,000,000","-9,000,000","-45,000,000","-146,000,000","-96,000,000","-58,000,000","-273,000,000","-210,000,000","-120,000,000","-238,000,000","55,000,000","-55,000,000","-101,000,000","139,000,000","-55,000,000","92,000,000","113,000,000","34,000,000","148,000,000","55,000,000","404,000,000","294,000,000","171,000,000","-264,000,000","215,000,000","839,000,000","-57,000,000","795,000,000","21,000,000","-1,074,000,000","745,000,000","-147,000,000","-1,555,797,000","552,349,000","-356,634,000","1,968,483,000","-2,259,426,000","-205,148,000","-1,066,063,000","1,502,921,000","985,171,000","-1,916,315,000","-1,046,589,000","2,935,354,000","-3,699,837,000","-3,552,927,000","-82,823,000","293,017,000","277,041,000","248,429,000","306,522,000","305,369,000","274,512,000","258,934,000","220,478,000","261,312,000","277,706,000","284,618,000","257,983,000","297,789,000","289,523,000","260,363,000","270,378,000","304,679,000","313,220,000","155,377,000","222,317,000","195,530,000","219,973,000","210,412,000","211,487,000","194,499,000","174,586,000","184,176,000","177,493,000","174,111,000","179,077,000","387,883,000","0","0","0","565,038,000","0","0","0","479,569,000","0","0","0","408,130,000","0","0","0","345,030,000","0","0","0","329,422,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,
TaxProvision,"0","0","0","0","0","0","0","0","0","0","23,000,000","18,000,000","-37,000,000","-2,000,000","-2,000,000","0","0","2,000,000","-21,000,000","-6,000,000","1,019,000,000","-48,000,000","27,000,000","24,000,000","-28,000,000","-23,000,000","57,000,000","-20,000,000","28,000,000","44,000,000","14,000,000","-25,000,000","-65,000,000","148,000,000","162,000,000","39,000,000","-86,000,000","51,000,000","203,000,000","-64,000,000","214,000,000","11,000,000","-448,000,000","301,000,000","-284,000,000","-419,037,000","101,502,000","-143,236,000","673,167,000","-779,190,000","34,921,000","-341,530,000","604,907,000","284,523,000","-756,474,000","-240,111,000","1,234,994,000","-1,293,105,000","-1,257,177,000","-46,183,000","81,186,000","78,430,000","71,225,000","89,969,000","84,007,000","75,518,000","76,213,000","77,601,000","73,722,000","77,202,000","79,957,000","71,937,000","83,388,000","81,903,000","78,343,000","79,993,000","86,825,000","89,894,000","38,178,000","58,179,000","51,549,000","58,073,000","53,974,000","56,967,000","51,493,000","45,392,000","47,966,000","46,779,000","44,718,000","46,757,000","35,453,000","32,800,000","-3,400,000","2,500,000","29,010,000","35,300,000","40,000,000","28,000,000","32,593,000","25,400,000","23,200,000","24,200,000","21,967,000","21,900,000","21,100,000","20,900,000","18,511,000","19,200,000","18,500,000","17,500,000","16,513,000","17,600,000","18,100,000","17,200,000","19,100,000","24,600,000","18,600,000","15,700,000","15,500,000","13,900,000","13,300,000","13,000,000","13,100,000","12,600,000","12,000,000","7,300,000","9,100,000","10,500,000","9,800,000","9,300,000","9,200,000","7,500,000","8,200,000",,,,,,,,,
