name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingCashFlow,"44,316,000","6,851,000","12,790,000","4,908,000","19,767,000","12,315,000","9,865,000","13,458,000","18,796,000","595,000","10,802,000","7,958,000","17,012,000","7,659,000","9,033,000","12,227,000","14,660,000","11,962,000","10,055,000","9,249,000","16,843,000","8,235,000","9,946,000","10,585,000","17,426,000","4,681,000","11,608,000","10,629,000","14,603,000","8,553,000","7,903,000","6,796,000","11,459,000","2,977,000","6,260,000","6,891,000","8,618,000","2,472,000","9,313,000","5,816,000","6,500,000","2,895,000","1,440,000","6,627,000","4,769,000","4,367,000","4,534,000","3,593,000","2,646,000","979,000"
	CashFlowFromContinuingOperatingActivities,"44,316,000","6,851,000","12,790,000","4,908,000","19,767,000","12,315,000","9,865,000","13,458,000","18,796,000","595,000","10,802,000","7,958,000","17,012,000","7,659,000","9,033,000","12,227,000","14,660,000","11,962,000","10,055,000","9,249,000","16,843,000","8,235,000","9,946,000","10,585,000","17,426,000","4,681,000","11,608,000","10,629,000","14,603,000","8,553,000","7,903,000","6,796,000","11,459,000","2,977,000","6,260,000","6,891,000","8,618,000","2,472,000","9,313,000","5,816,000","6,500,000","2,895,000","1,440,000","6,627,000","4,769,000","4,367,000","4,534,000","3,593,000","2,646,000","979,000"
		NetIncomeFromContinuingOperations,"29,040,000","5,518,000","5,992,000","6,000,000","11,530,000","6,654,000","1,782,000","2,826,000","4,502,000","-12,404,000","-1,430,000","-1,817,000","6,245,000","3,217,000","3,410,000","-7,510,000","6,456,000","3,183,000","15,882,000","3,195,000","5,329,000","4,550,000","2,333,000","4,599,000","5,780,000","4,532,000","219,000","4,069,000","5,373,000","3,235,000","2,307,000","3,106,000","3,446,000","2,632,000","2,452,000","2,816,000","3,160,000","2,641,000",,,,,,,,,,,,
		OperatingGainsLosses,"16,000","13,000","22,000",,,"28,000","23,000","5,000","213,000","196,000","63,000","99,000","-60,000","181,000",,,,,"73,000","20,000","9,000","5,000","-5,000","11,000","37,000","0","18,000","3,000","19,000","68,000","1,000","11,000","19,000","-1,000","77,000","-32,000","12,000","4,000","35,000","9,000","8,000","4,000","27,000","2,000","13,000","2,000","24,000","13,000","9,000","5,000"
			GainLossOnSaleOfPPE,"16,000","13,000","22,000","9,000","-28,000","28,000","23,000","5,000","213,000","196,000","63,000","99,000","-60,000","181,000","97,000",,,"0","73,000","20,000","9,000","5,000","-5,000","11,000","37,000","0","18,000","3,000","19,000","68,000","1,000","11,000","19,000","-1,000","77,000","-32,000","12,000","4,000","35,000","9,000","8,000","4,000","27,000","2,000","13,000","2,000","24,000","13,000","9,000","5,000"
		DepreciationAmortizationDepletion,"29,741,000","7,342,000","7,433,000","7,483,000","7,483,000","7,372,000","6,729,000","7,181,000","6,758,000","8,596,000","6,574,000","4,759,000","2,118,000","8,305,000","5,099,000","5,090,000","4,902,000","4,713,000","4,609,000","4,483,000","4,307,000","4,161,000","4,076,000","3,821,000","3,707,000","3,477,000","3,405,000","3,230,000","3,194,000","2,998,000","2,892,000","2,663,000","2,439,000","2,316,000","2,440,000","2,324,000","2,126,000","1,968,000","1,856,000","1,725,000","1,542,000","1,405,000","1,307,000","1,174,000","1,042,000","925,000","788,000","729,000","623,000","592,000"
			DepreciationAndAmortization,"29,741,000","7,342,000","7,433,000","7,483,000","7,483,000","7,372,000","6,729,000","7,181,000","6,758,000","8,596,000","6,574,000","4,759,000","2,118,000","8,305,000","5,099,000","5,090,000","4,902,000","4,713,000","4,609,000","4,483,000","4,307,000","4,161,000","4,076,000","3,821,000","3,707,000","3,477,000","3,405,000","3,230,000","3,194,000","2,998,000","2,892,000","2,663,000","2,439,000","2,316,000","2,440,000","2,324,000","2,126,000","1,968,000","1,856,000","1,725,000","1,542,000","1,405,000","1,307,000","1,174,000","1,042,000","925,000","788,000","729,000","623,000","592,000"
				Depreciation,"29,741,000","7,342,000","7,433,000","7,483,000","7,483,000","7,372,000","6,729,000","7,181,000","6,758,000","8,596,000","6,574,000","4,759,000","2,118,000","8,305,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,"3,228,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,"3,228,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DeferredTax,"3,835,000","362,000","982,000","1,551,000","940,000","-1,067,000","1,305,000","-656,000","-1,287,000","-4,567,000","-2,602,000","-1,538,000","-682,000","-274,000","-2,990,000","-1,124,000","22,000","255,000","-9,999,000","382,000","1,150,000","1,136,000","-970,000","4,354,000","-1,602,000","1,706,000","-898,000","1,688,000","908,000","1,376,000","123,000","823,000","1,214,000","900,000","-2,784,000","418,000","2,293,000","-241,000","871,000","216,000","618,000","55,000","201,000","425,000","104,000","468,000","443,000","268,000","327,000","180,000"
			DeferredIncomeTax,"3,835,000","362,000","982,000","1,551,000","940,000","-1,067,000","1,305,000","-656,000","-1,287,000","-4,567,000","-2,602,000","-1,538,000","-682,000","-274,000","-2,990,000","-1,124,000","22,000","255,000","-9,999,000","382,000","1,150,000","1,136,000","-970,000","4,354,000","-1,602,000","1,706,000","-898,000","1,688,000","908,000","1,376,000","123,000","823,000","1,214,000","900,000","-2,784,000","418,000","2,293,000","-241,000","871,000","216,000","618,000","55,000","201,000","425,000","104,000","468,000","443,000","268,000","327,000","180,000"
		AmortizationOfSecurities,,,,,,,,,,,,,,"8,000","-693,000","-730,000","-716,000","-697,000","-689,000","-652,000","-596,000","-580,000","-569,000","-538,000","-503,000","-482,000","-442,000","-417,000","-402,000","-380,000","-360,000",,"-238,000","-321,000","-360,000","-300,000","-282,000","-255,000","-221,000","-183,000","-94,000","-102,000","-76,000","-367,000","139,000","47,000","201,000","-106,000","46,000","47,000"
		AssetImpairmentCharge,"3,909,000","72,000","1,347,000","4,342,000","-1,852,000","277,000","1,269,000","2,592,000","0","18,277,000","5,579,000",,,,"0",,,,,,,,"1,098,000",,,,,,,,,,,,"0",,,,,,,,,,,,,,,
		StockBasedCompensation,"3,939,000","1,016,000","974,000","946,000","1,003,000","944,000","938,000","941,000","967,000","856,000","863,000","801,000","872,000","750,000","728,000","811,000","821,000","736,000","778,000","748,000","757,000","597,000","569,000","566,000","589,000","469,000","463,000","450,000","449,000","356,000","323,000","332,000","197,000","202,000","148,000","147,000","138,000","98,000","77,000","77,000","114,000","61,000","89,000","88,000","91,000","84,000","79,000","78,000","79,000","74,000"
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,,"0","0","0","-107,000","-618,000","-2,357,000","-183,000","75,000","-42,000","-39,000","-28,000","-86,000","14,000","0","-537,000",,,,,,,,,,,,,,,,
		OtherNonCashItems,"131,000","22,000","21,000","71,000","17,000","17,000","17,000","18,000","10,000","8,000","8,000","9,000","8,000","8,000","-718,000","-705,000","-716,000","-697,000","-716,000","-652,000","-596,000","-580,000","-569,000","-538,000","-503,000","-482,000","-442,000","-417,000","-402,000","-380,000","-360,000","-339,000","-238,000","-321,000","-360,000","-300,000","-282,000","-255,000","-5,083,000","-106,000","20,000","379,000","319,000","1,507,000","600,000","1,140,000","-2,374,000","854,000","857,000","518,000"
