name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005
TotalAssets,"1,018,839,000","997,670,000","950,786,000","949,633,000","959,982,000","958,024,000","954,465,000","948,068,000","955,879,000","897,552,000","892,768,000","869,131,000","851,851,000","730,271,000","750,306,000","758,205,000","788,258,000","832,357,000","841,691,000","839,488,000","877,627,000","893,588,000","904,134,000","879,909,000","872,502,000","901,625,000","905,971,000","902,249,000","889,349,000","893,234,000","817,198,000","795,336,000","825,790,000","852,645,000","856,423,000","817,354,000","801,013,000","826,395,000","796,686,000","789,960,000","779,601,000","788,460,000","767,818,000","757,334,000","765,811,000","693,825,000","671,198,000","669,355,000","637,018,000","665,426,000","659,329,000","667,394,000","707,642,000","666,155,000","662,224,000","649,626,000","632,351,000","624,362,000","606,165,000","575,563,000","534,442,000","528,359,000","52,424,633","52,030,769","51,857,735","51,664,070","51,441,320","51,295,697","51,025,474"
	CurrentAssets,"328,042,000","327,432,000","314,417,000","323,152,000","349,677,000","362,693,000","364,731,000","347,836,000","350,308,000","300,712,000","296,454,000","266,712,000","250,667,000","206,698,000","217,358,000","224,134,000","239,284,000","262,184,000","255,971,000","255,399,000","292,121,000","307,226,000","319,266,000","318,251,000","298,497,000","329,733,000","334,185,000","339,775,000","320,482,000","342,244,000","296,468,000","294,700,000","324,204,000","361,053,000","357,706,000","324,186,000","288,917,000","313,690,000","322,224,000","326,205,000","315,046,000","325,778,000","306,677,000","296,100,000","296,961,000","222,969,000","250,541,000","246,556,000","210,186,000","232,436,000","223,156,000","229,694,000","260,314,000","216,358,000","202,143,000","206,249,000","190,929,000","190,623,000","199,868,000","144,927,000","165,358,000","154,246,000","52,024,400","51,708,292","51,581,123","51,458,458","51,441,320","51,295,697","51,025,474"
		CashCashEquivalentsAndShortTermInvestments,"142,583,000","145,459,000","173,838,000","180,767,000","177,708,000","216,510,000","229,725,000","233,527,000","207,474,000","186,995,000","180,855,000","125,575,000","122,986,000","34,458,000","23,127,000","13,538,000","12,736,000","15,852,000","10,469,000","12,643,000","6,895,000","11,167,000","13,595,000","21,236,000","15,894,000","14,184,000","9,421,000","14,696,000","30,619,000","42,389,000","21,088,000","38,067,000","58,695,000","75,338,000","41,322,000","21,623,000","6,643,000","24,440,000","38,324,000","70,791,000","85,618,000","113,288,000","107,050,000","95,997,000","104,529,000","48,478,000","79,031,000","52,802,000","20,925,000","3,250,000","11,939,000","9,624,000","6,287,000","10,478,000","11,523,000","4,790,000","11,532,000","8,239,000","29,710,000","1,135,000","286,000","3,640,000","52,024,400","51,689,382","51,536,897","51,435,934","1,165,688","1,394,976","1,469,969"
			CashAndCashEquivalents,"142,583,000","145,459,000","173,838,000","180,767,000","177,708,000","216,510,000","229,725,000","233,527,000","207,474,000","186,995,000","180,855,000","125,575,000","122,986,000","34,458,000","23,127,000","13,538,000","12,736,000","15,852,000","10,469,000","12,643,000","6,895,000","11,167,000","13,595,000","21,236,000","15,894,000","14,184,000","9,421,000","14,696,000","30,619,000","42,389,000","21,088,000","38,067,000","58,695,000","75,338,000","41,322,000","21,623,000","6,643,000","24,440,000","38,324,000","70,791,000","85,618,000","113,288,000","107,050,000","95,997,000","104,529,000","48,478,000","79,031,000","52,802,000","20,925,000","3,250,000","11,939,000","9,624,000","6,287,000","10,478,000","11,523,000","4,790,000","11,532,000","8,239,000","29,710,000","1,135,000","286,000","3,640,000","3,566","100,498","360,965","735,354","1,165,688","1,394,976","1,469,969"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52,020,834","51,588,884","51,175,932","50,700,580",,,
		Receivables,"111,697,000","122,797,000","77,031,000","70,297,000","94,650,000","71,096,000","67,806,000","54,330,000","81,094,000","42,345,000","56,426,000","81,926,000","50,909,000","82,732,000","122,816,000","137,309,000","152,563,000","166,321,000","161,978,000","152,787,000","167,081,000","183,103,000","191,596,000","185,855,000","175,576,000","211,972,000","210,643,000","223,144,000","177,350,000","195,745,000","183,746,000","163,976,000","158,568,000","163,947,000","227,196,000","221,782,000","215,166,000","218,716,000","196,390,000","163,786,000","154,280,000","120,268,000","135,779,000","135,272,000","134,640,000","95,548,000","123,914,000","134,967,000","126,352,000","153,901,000","124,133,000","131,523,000","159,238,000","151,536,000","125,473,000","127,415,000","114,529,000","129,537,000","109,110,000","91,726,000","112,833,000","99,066,000",,,,,,,
			AccountsReceivable,"14,087,000","18,102,000","12,163,000","20,912,000","14,070,000","18,315,000","20,699,000","16,842,000","16,125,000","10,859,000","15,555,000","13,667,000","10,039,000","16,561,000","43,753,000","32,434,000","46,452,000","33,365,000","25,516,000","21,453,000","35,093,000","35,701,000","28,257,000","37,154,000","50,770,000","60,744,000","52,264,000","41,695,000","30,573,000","41,307,000","28,245,000","30,217,000","33,684,000","35,867,000","59,572,000","68,063,000","69,066,000","59,733,000","134,244,000","112,897,000","119,860,000","120,268,000","110,044,000","108,152,000","113,743,000","95,548,000","106,252,000","134,967,000","126,352,000","153,901,000","124,133,000","131,523,000","159,238,000","151,536,000","125,473,000","127,415,000","114,529,000","129,537,000","109,110,000","91,726,000","112,833,000","99,066,000",,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111,883,000","109,791,000","115,382,000",,"107,879,000",,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,839,000","-1,639,000","-1,639,000",,"-1,627,000",,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"98,174,000","105,259,000","65,432,000","49,949,000","81,144,000","53,345,000","47,671,000","38,052,000","65,533,000","32,050,000","41,071,000","68,459,000","41,070,000","66,371,000","79,692,000","105,305,000","106,663,000","133,547,000","137,229,000","132,097,000","132,735,000","148,149,000","163,808,000","149,155,000","125,245,000","151,982,000","159,057,000","182,203,000","147,385,000","155,016,000","157,030,000","135,287,000","126,413,000","129,609,000","171,094,000","157,188,000","148,569,000","161,033,000","62,146,000","50,889,000","34,420,000",,"25,735,000","27,120,000","20,897,000",,"17,662,000",,,,,,,,,,,,,,,,,,,,,,
